English Word	Emotion	Emotion-Intensity-Score	Myanmar-Burmese Word
servile	fear	0.344	ဝေးခြင်း။
pest	fear	0.344	ပိုးမွှား
hesitation	fear	0.344	တုံ့ဆိုင်းခြင်း။
loneliness	fear	0.344	အထီးကျန်ခြင်း
discipline	fear	0.344	စည်းကမ်း
fanaticism	fear	0.344	တယူသန်မှု
sorrow	fear	0.344	ဝမ်းနည်းခြင်း
hiss	fear	0.344	နှဲ
belittle	fear	0.344	နှိမ်တယ်။
knell	fear	0.344	ဒူးထောက်
contentious	fear	0.344	အငြင်းအခုံ
bearish	fear	0.344	bearish
opposed	fear	0.344	ဆန့်ကျင်သည်။
launches	fear	0.344	လွှတ်တင်သည်။
taboo	fear	0.344	တားမြစ်ချက်
cutter	fear	0.344	ခုတ်ထစ်
defy	fear	0.344	ဖီလာ
unjustifiable	fear	0.344	တရားမျှတမှုမရှိသော
parachute	fear	0.344	လေထီး
eel	fear	0.344	ငါးရှဉ့်
psych	fear	0.344	စိတ်ပညာ
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	စီရင်ချက်
mri	fear	0.344	mri
shaky	fear	0.344	မတုန်လှုပ်
resistant	fear	0.344	ခံနိုင်ရည်ရှိသည်။
obstacle	fear	0.344	အတားအဆီး
reckless	fear	0.344	မဆင်မခြင်
recession	fear	0.344	ဆုတ်ယုတ်မှု
disrespectful	fear	0.343	မရိုမသေ
phalanx	fear	0.342	phalanx
creature	fear	0.340	သတ္တဝါ
specter	fear	0.331	ရောင်စုံ
mortgage	fear	0.331	ပေါင်နှံခြင်း။
enigmatic	fear	0.329	စကားဝှက်
supremacy	fear	0.328	ရာထူးကြီးခြင်း။
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	တရားခံ
feeling	fear	0.328	ခံစားချက်
ethereal	fear	0.328	သာလွန်သော
undesirable	fear	0.328	မလိုလားအပ်သော
mishap	fear	0.328	အခန့်မသင့်ပါ။
outpost	fear	0.328	ကင်းစခန်း
weirdo	fear	0.328	ထူးဆန်းတယ်။
caution	fear	0.328	သတိ
spillin	fear	0.328	ဖိတ်စင်ခြင်း။
dike	fear	0.328	ဒိုက်
dominion	fear	0.328	စိုးမိုး
wimp	fear	0.328	wimp
quash	fear	0.328	quash
subordinate	fear	0.328	အောက်လက်ငယ်သား
shank	fear	0.328	shank
remove	fear	0.328	ဖယ်ရှားပါ။
senseless	fear	0.328	အသိမဲ့
shutdown	fear	0.328	အပြီးပိတ်လိုက်သည်
gametime	fear	0.328	ကစားချိန်
uhoh	fear	0.328	အိုး
loom	fear	0.328	ရက်ကန်းစင်
police	fear	0.328	ရဲ
wrongly	fear	0.328	မှားယွင်းစွာ
unlucky	fear	0.328	ကံမကောင်းပါ။
gladiator	fear	0.328	gladiator
adrift	fear	0.328	မျောပါ
hives	fear	0.328	အင်ပျဉ်
smut	fear	0.328	ညစ်ပတ်သည်။
encumbrance	fear	0.328	encumbrance
unsettled	fear	0.327	အညစ်မခံ
scarce	fear	0.327	ရှားပါးသည်။
antisocial	fear	0.324	လူမှုရေးဆန့်ကျင်ရေး
astray	fear	0.320	လမ်းလွဲ
vigilant	fear	0.319	နိုးနိုးကြားကြား
socialist	fear	0.318	ဆိုရှယ်လစ်
halter	fear	0.318	သံတိုင်
pessimist	fear	0.317	အဆိုးမြင်သမား
pacing	fear	0.316	အရှိန်အဟုန်
wimpy	fear	0.312	wimpy
clinical	fear	0.312	ဆေးခန်း
blight	fear	0.312	ဒုက္ခ
muzzle	fear	0.312	muzzle
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	ကုထုံးဆရာ
laxative	fear	0.312	ဝမ်းနုတ်ဆေး
obsessing	fear	0.312	အစွဲအလမ်း
seclusion	fear	0.312	ကိန်းအောင်းခြင်း။
foreigner	fear	0.312	နိုင်ငံခြားသား
dentist	fear	0.312	သွားဆရာဝန်
chargeable	fear	0.312	တာဝန်ခံသည်။
deadline	fear	0.312	သတ်မှတ်နောက်ဆုံးအချိန်
uneasy	fear	0.312	စိတ်မဆိုး
valium	fear	0.312	တန်ဖိုး
powerful	fear	0.312	အစွမ်းထက်
opponent	fear	0.312	ပြိုင်ဘက်
ordnance	fear	0.312	လက်နက်
cram	fear	0.312	ပြွတ်သိပ်နေသည်။
unexpected	fear	0.312	မျှော်လင့်မထားသော
thorny	fear	0.312	ဆူး
discontinuity	fear	0.312	အဆက်ပြတ်ခြင်း။
conspire	fear	0.312	ပူးပေါင်းကြံစည်
collusion	fear	0.312	ထင်ယောင်ထင်မှား
litigate	fear	0.312	တရားစွဲပါ။
unkind	fear	0.312	မကြင်နာပါ။
whirlwind	fear	0.312	လေပွေ
nether	fear	0.312	nether
trickery	fear	0.312	လှည့်ကွက်
bewilderment	fear	0.312	အံ့ဩခြင်း
overthinking	fear	0.309	စဥ်းစားလွန်နေခြင်း
doubts	fear	0.308	သံသယများ
seriousness	fear	0.305	လေးနက်မှု
irrational	fear	0.305	အသုံးမကျသော
erase	fear	0.303	ဖျက်
teasing	fear	0.303	နောက်ပြောင်ခြင်း
razor	fear	0.303	သင်တုန်း
sweating	fear	0.298	ချွေးထွက်ခြင်း။
mage	fear	0.297	မှော်ဆရာ
giant	fear	0.297	ဧရာ
weighty	fear	0.297	အလေးချိန်
warning	fear	0.297	သတိပေးချက်
avoid	fear	0.297	ကိုရှောင်ရှား
inflation	fear	0.297	ငွေကြေးဖောင်းပွမှု
mislead	fear	0.297	လှည့်စားသည်။
adjudicate	fear	0.297	တရားစီရင်သည်။
endless	fear	0.297	အဆုံးမဲ့
deflation	fear	0.297	ငွေကြေးဖောင်းပွမှု
depreciated	fear	0.297	တန်ဖိုးလျှော့
bitch	fear	0.297	ခွေးမ
swamp	fear	0.297	စိမ့်
bale	fear	0.297	ဘေထုပ်
dashed	fear	0.297	စုတ်ပြတ်သတ်
crouching	fear	0.297	ဝပ်နေသည်။
flounder	fear	0.297	ငါးခွေးလျှာ
hide	fear	0.297	ပုန်း
reluctant	fear	0.297	တွန့်ဆုတ်
unsurpassed	fear	0.297	မသာလွန်သော
medical	fear	0.297	ဆေးဘက်ဆိုင်ရာ
timidity	fear	0.297	ရှက်ရွံ့ခြင်း။
auditor	fear	0.297	စာရင်းစစ်
deluge	fear	0.287	ရေလွှမ်းမိုးမှု
disinformation	fear	0.286	မဟုတ်မမှန်သတင်း
court	fear	0.284	တရားရုံး
aversion	fear	0.283	မနှစ်သက်
cartridge	fear	0.281	ကျည်တောင့်
unfriendly	fear	0.281	ဖော်ရွေသော
cautious	fear	0.281	သတိထားပါ။
surveillance	fear	0.281	စောင့်ကြည့်ရေး
yelp	fear	0.281	အော်
confusion	fear	0.281	ရှုပ်ထွေးမှုများ
apache	fear	0.281	apache
flying	fear	0.281	ပျံသန်း
submitting	fear	0.281	တင်ပြခြင်း။
discourage	fear	0.281	စိတ်ဓာတ်ကျခြင်း။
rush	fear	0.281	အလျင်စလို
fortress	fear	0.281	ခံတပ်
dwarfed	fear	0.281	အတော်နည်းတယ်။
challenge	fear	0.281	စိန်ခေါ်မှု
notready	fear	0.281	အဆင်သင့်မဖြစ်ပါ။
wan	fear	0.281	ဝမ်
mistaken	fear	0.281	မှားသည်။
hurryup	fear	0.281	မြန်မြန်လုပ်ပါ
swelling	fear	0.281	ရောင်ရမ်းခြင်း။
oncoming	fear	0.281	လာမည်
remains	fear	0.281	ကျန်နေပါသည်။
unruly	fear	0.281	ရမ်းကားသည်။
bigoted	fear	0.281	တစ်ယူသန်သော
intense	fear	0.279	ပြင်းထန်သော
noncompliance	fear	0.276	မလိုက်နာခြင်း။
alerts	fear	0.276	သတိပေးချက်များ
planes	fear	0.274	လေယာဉ်များ
cop	fear	0.273	ရဲ
displeased	fear	0.273	မကြိုက်
unbridled	fear	0.271	သန်မာသော
problem	fear	0.266	ပြဿနာ
crouch	fear	0.266	ဝပ်တွား
sneak	fear	0.266	ခိုးကြောင်ခိုးဝှက်
hood	fear	0.266	ပါးပျဉ်း
force	fear	0.266	အင်အား
confession	fear	0.266	ဝန်ခံခြင်း။
posse	fear	0.266	posse
banger	fear	0.266	ပေါက်ကွဲသည်။
belt	fear	0.266	ခါးပတ်
crowds	fear	0.266	လူအုပ်
elevation	fear	0.266	အမြင့်
insomnia	fear	0.266	အိပ်မပျော်
auditions	fear	0.266	စစ်ဆေးမှုများ
forgotten	fear	0.266	မေ့သွားတယ်။
affront	fear	0.266	မထီမဲ့မြင်ပြုခြင်း။
cloak	fear	0.266	ရင်ခွင်
newjob	fear	0.266	အလုပ်သစ်
blindfold	fear	0.266	မျက်ကွယ်
skid	fear	0.266	လမ်းချော်
blemish	fear	0.266	အပြစ်အနာအဆာ
uncanny	fear	0.266	ရယ်စရာ
sentence	fear	0.266	ဝါကျ
cupping	fear	0.266	cupping
regiment	fear	0.266	တပ်ရင်း
hooded	fear	0.266	ခေါင်းစွပ်
operation	fear	0.266	စစ်ဆင်ရေး
immerse	fear	0.266	နှစ်မြှုပ်
shanghai	fear	0.266	ရှန်ဟိုင်း
acrobat	fear	0.266	ကာယဗလ
flurries	fear	0.266	ပျာယာခတ်
spur	fear	0.262	ဆူး
mortgagor	fear	0.258	အပေါင်ခံ
defense	fear	0.258	ကာကွယ်ရေး
insect	fear	0.250	ပိုးမွှား
defend	fear	0.250	ကာကွယ်သည်။
cataract	fear	0.250	အတွင်းတိမ်
stealthy	fear	0.250	ကိုယ်ပျောက်
swampy	fear	0.250	ရွှံ့
sunk	fear	0.250	နစ်မြုပ်
run	fear	0.250	ပြေး
scapegoat	fear	0.250	ခုတုံးလုပ်
jobinterview	fear	0.250	အလုပ်အင်တာဗြူး
repent	fear	0.250	နောင်တရ
breakingnews	fear	0.250	နောက်ဆုံးသတင်း
obliging	fear	0.250	နှစ်သိမ့်မှု
rascal	fear	0.250	ရိုင်းစိုင်းသော
impatiently	fear	0.250	စိတ်မရှည်ပါ။
react	fear	0.250	တုံ့ပြန်သည်။
doubt	fear	0.250	သံသယ
guard	fear	0.250	ကိုယ်ရံတော်
forewarned	fear	0.250	ကြိုတင်သတိပေးထားသည်။
foul	fear	0.250	စော်
indifference	fear	0.250	ဥပေက္ခာ
hag	fear	0.250	ဟတ်
picket	fear	0.250	သပိတ်
delusional	fear	0.250	ကယောင်ကတမ်း
standstill	fear	0.250	ရပ်နေ
rating	fear	0.250	အဆင့်သတ်မှတ်ချက်
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	မရင်းနှီး
indecisive	fear	0.250	ပြတ်ပြတ်သားသား
grounded	fear	0.242	မြေပြင်
badhabit	fear	0.242	အကျင့်ဆိုး
highest	fear	0.236	အမြင့်ဆုံး
aaaah	fear	0.234	aaaah
shrink	fear	0.234	ကျုံ့
insomniac	fear	0.234	အိပ်မပျော်
chicken	fear	0.234	ကြက်သား
bee	fear	0.234	ပျား
inequality	fear	0.234	မညီမျှမှု
verge	fear	0.234	ဆဲဆဲ
shelters	fear	0.234	အမိုးအကာများ
buzz	fear	0.234	buzz
buck	fear	0.234	ခေါ
discontent	fear	0.234	မကျေနပ်
difficulty	fear	0.234	အခက်အခဲ
finalized	fear	0.234	အပြီးသတ်
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinion
scaffold	fear	0.234	ငြမ်း
dependence	fear	0.234	မှီခိုမှု
rekindle	fear	0.234	ပြန်မီးတောက်
instinctive	fear	0.234	အလိုလို
thatmoment	fear	0.234	အဲဒီအခိုက်အတန့်
sleepless	fear	0.234	အိပ်မပျော်
intercede	fear	0.234	ဆုတောင်းပေးပါသည်။
psychiatrist	fear	0.234	စိတ်ရောဂါကုဆရာဝန်
rushing	fear	0.233	အပြေးအလွှား
overslept	fear	0.226	အိပ်မပျော်
default	fear	0.226	ပုံသေ
confessional	fear	0.225	ဝန်ခံသည်။
impatient	fear	0.224	စိတ်မရှည်
tactics	fear	0.219	နည်းပရိယာယ်
aga	fear	0.219	aga
blues	fear	0.219	ဘလူး
thrill	fear	0.219	စိတ်လှုပ်ရှားစရာ
immigrant	fear	0.219	ရွှေ့ပြောင်းနေထိုင်သူ
veer	fear	0.219	veer
sweat	fear	0.219	ချွေး
cane	fear	0.219	ကြံ
revelations	fear	0.219	ဗျာဒိတ်တော်များ
whatif	fear	0.219	တကယ်လို့ ... ဘာဖြစ်မလဲ
waver	fear	0.219	ယိမ်းယိုင်ခြင်း။
jungle	fear	0.219	တောတွင်း
fingerscrossed	fear	0.219	လက်ညိုးထိုးထားသည်။
stingy	fear	0.219	တွန့်တိုသော
bait	fear	0.219	ငါးစာ
unequal	fear	0.219	မညီမျှ
lastminute	fear	0.219	နောက်ဆုံးမိနစ်
heft	fear	0.219	heft
overtired	fear	0.218	ပင်ပန်းသည်။
prognosis	fear	0.217	ခန့်မှန်းချက်
alertness	fear	0.216	နိုးကြားမှု
hyped	fear	0.214	ကမောက်ကမ
wishmeluck	fear	0.212	ဆုမွန်ကောင်း
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	စမ်းသပ်မှုများ
clowns	fear	0.207	လူရွှင်တော်များ
fluctuation	fear	0.204	အတက်အကျ
examination	fear	0.204	စာမေးပွဲ
restless	fear	0.204	ဂနာမငြိမ်
uphill	fear	0.203	ကုန်းတက်
quail	fear	0.203	ငုံး
phew	fear	0.203	ဝူး
mighty	fear	0.203	အားကြီးသော
cross	fear	0.203	လက်ဝါးကပ်တိုင်
hurry	fear	0.203	မြန်မြန်
recesses	fear	0.203	ရပ်နား
intimacy	fear	0.203	ရင်းနှီးမှု
overcome	fear	0.203	ကျော်လွှား
birth	fear	0.203	မွေး
acceptances	fear	0.203	လက်ခံမှုများ
help	fear	0.203	ကူညီပါ
fearless	fear	0.200	မကြောက်မရွံ့
change	fear	0.198	ပြောင်းလဲမှု
ware	fear	0.198	ထည်
withstand	fear	0.197	သည်းခံပါ။
asap	fear	0.191	အမြန်ဆုံး
heighten	fear	0.188	မြှင့်တင်ပါ။
watch	fear	0.188	စောင့်ကြည့်
tract	fear	0.188	ဝေစာ
advance	fear	0.188	ကြိုတင်
overcoming	fear	0.188	ကျော်လွှားခြင်း။
attorney	fear	0.188	ရှေ့နေ
deadlines	fear	0.188	သတ်မှတ်ရက်
bug	fear	0.188	ပိုးကောင်
knots	fear	0.188	knots
owing	fear	0.188	အကြွေး
waitinggame	fear	0.188	စောင့်ဆိုင်းဂိမ်း
unorganised	fear	0.188	စည်းမဲ့မဲ့
gnome	fear	0.188	gnome
fragile	fear	0.188	ပျက်စီးလွယ်သည်။
cautiously	fear	0.188	သတိထားပြီး
stillness	fear	0.188	ငြိမ်သက်ခြင်း
