English Word	Emotion	Emotion-Intensity-Score	Gujarati Word
beaches	joy	0.375	દરિયાકિનારા
sonorous	joy	0.375	મધુર
courtship	joy	0.375	સંવનન
experience	joy	0.375	અનુભવ
reunion	joy	0.375	પુનઃમિલન
simplicity	joy	0.375	સરળતા
full	joy	0.375	સંપૂર્ણ
hymn	joy	0.375	સ્તોત્ર
spirits	joy	0.375	આત્માઓ
unforgettable	joy	0.375	અનફર્ગેટેબલ
mirth	joy	0.375	આનંદ
youth	joy	0.375	યુવા
scenic	joy	0.375	મનોહર
unique	joy	0.375	અનન્ય
redeemed	joy	0.375	રિડીમ કર્યું
alliance	joy	0.368	જોડાણ
baptismal	joy	0.368	બાપ્તિસ્મા સંબંધી
grant	joy	0.366	અનુદાન
kitten	joy	0.364	બિલાડીનું બચ્ચું
sanctification	joy	0.364	પવિત્રીકરણ
conciliation	joy	0.364	સમાધાન
improves	joy	0.364	સુધારે છે
pure	joy	0.364	શુદ્ધ
improve	joy	0.364	સુધારો
authentic	joy	0.364	અધિકૃત
moonlight	joy	0.364	મૂનલાઇટ
weightloss	joy	0.362	વજનમાં ઘટાડો
raspberries	joy	0.360	રાસબેરિઝ
feeling	joy	0.359	લાગણી
jest	joy	0.359	મજાક
independent	joy	0.359	સ્વતંત્ર
sanctify	joy	0.359	પવિત્ર કરવું
devotional	joy	0.359	ભક્તિમય
tinsel	joy	0.359	ટિન્સેલ
proficiency	joy	0.359	પ્રાવીણ્ય
listenting	joy	0.359	સાંભળવું
fidelity	joy	0.359	વફાદારી
revival	joy	0.359	પુનરુત્થાન
giver	joy	0.353	આપનાર
cocoa	joy	0.353	કોકો
deliverance	joy	0.348	મુક્તિ
melody	joy	0.348	મેલોડી
unification	joy	0.348	એકીકરણ
romp	joy	0.348	રમવું
purpose	joy	0.348	હેતુ
choral	joy	0.348	કોરલ
exceed	joy	0.348	વટાવી
dolphin	joy	0.348	ડોલ્ફિન
roaring	joy	0.348	ગર્જના કરતું
favor	joy	0.348	તરફેણ
hotyoga	joy	0.347	હોટયોગ
voluptuous	joy	0.344	સ્વૈચ્છિક
fruits	joy	0.344	ફળો
cookies	joy	0.344	કૂકીઝ
manicure	joy	0.344	હાથ તથા નખની સાજસંભાળ
nowork	joy	0.344	કામ
date	joy	0.344	તારીખ
newstart	joy	0.344	નવી શરૂઆત
hedonism	joy	0.344	સુખવાદ
pledge	joy	0.344	પ્રતિજ્ઞા
electric	joy	0.344	ઇલેક્ટ્રિક
humble	joy	0.344	નમ્ર
roadtrip	joy	0.344	માર્ગ સફર
thx	joy	0.344	આભાર
kiddos	joy	0.344	બાળકો
celebrity	joy	0.342	સેલિબ્રિટી
bridesmaid	joy	0.338	અપરિણીત સાહેલી
rhythm	joy	0.338	લય
spa	joy	0.333	સ્પા
snowday	joy	0.333	બરફ દિવસ
familiarity	joy	0.333	પરિચિતતા
coffee	joy	0.333	કોફી
edification	joy	0.333	સુધારણા
garden	joy	0.333	બગીચો
renovation	joy	0.333	નવીનીકરણ
dawn	joy	0.333	પરોઢ
connoisseur	joy	0.333	જ્ઞાની
gazing	joy	0.333	જોવું
obliging	joy	0.333	બંધનકર્તા
partner	joy	0.333	ભાગીદાર
foodie	joy	0.331	ખોરાકનાં શોખીન
synchronize	joy	0.329	સિંક્રનાઇઝ
tribulation	joy	0.328	વિપત્તિ
psalm	joy	0.328	ગીત
pedicure	joy	0.328	પેડિક્યોર
noregrets	joy	0.328	અફસોસ નથી
chirping	joy	0.328	કિલકિલાટ
saint	joy	0.328	સંત
healing	joy	0.328	રૂઝ
carol	joy	0.328	કેરોલ
true	joy	0.328	સાચું
hobby	joy	0.328	શોખ
amnesty	joy	0.328	માફી
respite	joy	0.324	રાહત
recreational	joy	0.318	મનોરંજન
cousins	joy	0.318	પિતરાઈ
mellow	joy	0.318	સ્વાદિષ્ટ
restorative	joy	0.318	પુનઃસ્થાપન
lazyday	joy	0.318	આળસુ દિવસ
classics	joy	0.318	ક્લાસિક્સ
reconciliation	joy	0.316	સમાધાન
woods	joy	0.312	વૂડ્સ
progression	joy	0.312	પ્રગતિ
muchneeded	joy	0.312	ખૂબ જરૂરી
sterling	joy	0.312	સ્ટર્લિંગ
dove	joy	0.312	કબૂતર
simplify	joy	0.312	સરળ બનાવવું
fitness	joy	0.312	તંદુરસ્તી
sunset	joy	0.312	સૂર્યાસ્ત
wisdom	joy	0.312	શાણપણ
relight	joy	0.312	આરામ
living	joy	0.312	જેમાં વસવાટ કરો છો
presto	joy	0.312	પ્રેસ્ટો
playhouse	joy	0.312	પ્લેહાઉસ
superman	joy	0.312	સુપરમેન
pony	joy	0.312	ટટ્ટુ
recovery	joy	0.312	પુન: પ્રાપ્તિ
crafts	joy	0.312	હસ્તકલા
lord	joy	0.312	સ્વામી
deal	joy	0.312	સોદો
improvement	joy	0.309	સુધારો
infant	joy	0.309	શિશુ
absolution	joy	0.306	મુક્તિ
honest	joy	0.303	પ્રામાણિક
gently	joy	0.303	નરમાશથી
banquet	joy	0.303	ભોજન સમારંભ
established	joy	0.303	સ્થાપિત
endless	joy	0.303	અનંત
decorating	joy	0.303	સુશોભન
providing	joy	0.300	પૂરી પાડે છે
lounging	joy	0.297	લાઉન્જિંગ
growth	joy	0.297	વૃદ્ધિ
strolling	joy	0.297	સહેલ
feat	joy	0.297	પરાક્રમ
morals	joy	0.297	નૈતિકતા
mine	joy	0.297	ખાણ
spending	joy	0.297	ખર્ચ
light	joy	0.297	પ્રકાશ
spiritual	joy	0.297	આધ્યાત્મિક
quaint	joy	0.297	વિલક્ષણ
fraternal	joy	0.297	ભ્રાતૃ
notable	joy	0.297	નોંધપાત્ર
softly	joy	0.297	નરમાશથી
harvest	joy	0.297	લણણી
yearning	joy	0.297	ઝંખના
breeze	joy	0.297	પવન
joker	joy	0.297	જોકર
meditating	joy	0.297	ધ્યાન
fervor	joy	0.295	ઉત્સાહ
quotes	joy	0.294	અવતરણ
volunteer	joy	0.294	સ્વયંસેવક
gain	joy	0.288	લાભ
resources	joy	0.288	સંસાધનો
create	joy	0.288	બનાવો
psalms	joy	0.288	ગીતો
hippie	joy	0.288	હિપ્પી
taoism	joy	0.288	તાઓવાદ
midwife	joy	0.288	મિડવાઇફ
receiving	joy	0.287	પ્રાપ્ત
snowfall	joy	0.286	હિમવર્ષા
ocean	joy	0.286	મહાસાગર
lsd	joy	0.286	એલએસડી
hiking	joy	0.283	હાઇકિંગ
evergreen	joy	0.281	સદાબહાર
destination	joy	0.281	ગંતવ્ય
candid	joy	0.281	નિખાલસ
unwind	joy	0.281	આરામ કરો
truce	joy	0.281	યુદ્ધવિરામ
toast	joy	0.281	ટોસ્ટ
chill	joy	0.281	ઠંડી
infinity	joy	0.281	અનંત
rested	joy	0.281	આરામ કર્યો
buzzing	joy	0.281	ગુંજ
venerable	joy	0.279	આદરણીય
balance	joy	0.275	સંતુલન
retirement	joy	0.275	નિવૃત્તિ
fireplace	joy	0.273	ફાયરપ્લેસ
buddha	joy	0.273	બુદ્ધ
devout	joy	0.273	શ્રદ્ધાળુ
drinks	joy	0.273	પીણાં
rapt	joy	0.273	આનંદ
swim	joy	0.273	તરવું
compensate	joy	0.273	વળતર
snowing	joy	0.271	હિમવર્ષા
sublimation	joy	0.270	ઉત્કર્ષ
fruity	joy	0.268	ફળ
sunday	joy	0.266	રવિવાર
sketching	joy	0.266	સ્કેચિંગ
paragon	joy	0.266	પેરાગોન
humility	joy	0.266	નમ્રતા
ministry	joy	0.266	મંત્રાલય
waves	joy	0.266	મોજા
cathedral	joy	0.266	કેથેડ્રલ
sun	joy	0.266	સૂર્ય
yoga	joy	0.266	યોગ
fortitude	joy	0.266	મનોબળ
salute	joy	0.266	સલામ
buddhism	joy	0.266	બૌદ્ધ ધર્મ
whim	joy	0.266	ધૂન
artwork	joy	0.265	આર્ટવર્ક
practiced	joy	0.264	પ્રેક્ટિસ કરી
clean	joy	0.260	ચોખ્ખો
running	joy	0.258	દોડવું
clarity	joy	0.258	સ્પષ્ટતા
found	joy	0.258	મળી
fitting	joy	0.258	ફિટિંગ
immerse	joy	0.258	નિમજ્જન
exercise	joy	0.258	કસરત
food	joy	0.258	ખોરાક
autumn	joy	0.254	પાનખર
fit	joy	0.250	ફિટ
morning	joy	0.250	સવાર
contagious	joy	0.250	સાંસર્ગિક
outdoors	joy	0.250	બહાર
hardy	joy	0.250	સખત
candles	joy	0.250	મીણબત્તીઓ
advocacy	joy	0.250	હિમાયત
countryside	joy	0.250	દેશભરમાં
demonstrative	joy	0.250	પ્રદર્શનકારી
football	joy	0.250	ફૂટબોલ
chirp	joy	0.250	કલરવ
chilled	joy	0.250	ઠંડુ
undying	joy	0.250	અમર
visitor	joy	0.250	મુલાકાતી
clap	joy	0.250	તાલી
diary	joy	0.250	ડાયરી
ardent	joy	0.250	પ્રખર
expedient	joy	0.250	હિતકારી
mountain	joy	0.250	પર્વત
cradle	joy	0.247	પારણું
trance	joy	0.246	સમાધિ
intense	joy	0.242	તીવ્ર
procession	joy	0.242	સરઘસ
church	joy	0.242	ચર્ચ
pay	joy	0.242	ચૂકવણી
supremacy	joy	0.242	સર્વોપરિતા
preservative	joy	0.242	પ્રિઝર્વેટિવ
grow	joy	0.242	વધવું
breakfast	joy	0.242	નાસ્તો
consecration	joy	0.235	અભિષેક
salary	joy	0.234	પગાર
lifetime	joy	0.234	આજીવન
incense	joy	0.234	ધૂપ
ordination	joy	0.234	ઓર્ડિનેશન
snowy	joy	0.234	બરફીલા
art	joy	0.234	કલા
nursery	joy	0.234	નર્સરી
skiing	joy	0.234	સ્કીઇંગ
candle	joy	0.234	મીણબત્તી
doll	joy	0.234	ઢીંગલી
vote	joy	0.234	મત
humbled	joy	0.234	નમ્ર
lyre	joy	0.234	લીર
pastry	joy	0.229	પેસ્ટ્રી
remedy	joy	0.227	ઉપાય
chilling	joy	0.227	ઠંડક
firefly	joy	0.227	ફાયરફ્લાય
rescue	joy	0.225	બચાવ
camping	joy	0.221	પડાવ
perspective	joy	0.221	પરિપ્રેક્ષ્ય
orchestra	joy	0.221	ઓર્કેસ્ટ્રા
orchard	joy	0.221	ઓર્ચાર્ડ
breezy	joy	0.219	હવાદાર
gardens	joy	0.219	બગીચા
castle	joy	0.219	કિલ્લો
lamb	joy	0.219	ભોળું
possess	joy	0.219	ધરાવે છે
bouttime	joy	0.212	આઉટટાઇમ
pho	joy	0.212	pho
reggae	joy	0.212	રેગે
countrymusic	joy	0.212	દેશ સંગીત
teach	joy	0.212	શીખવો
brisk	joy	0.212	ઝડપી
ribbon	joy	0.212	રિબન
raindrops	joy	0.212	વરસાદના ટીપાં
mucis	joy	0.212	mucis
repay	joy	0.212	ચૂકવવું
listneing	joy	0.212	શ્રવણ
nap	joy	0.206	નિદ્રા
legalized	joy	0.203	કાયદેસર
unexpected	joy	0.203	અનપેક્ષિત
vernal	joy	0.203	સ્થાનિક
chant	joy	0.203	જપ
hire	joy	0.203	ભાડે
uncontrollable	joy	0.203	બેકાબૂ
stillness	joy	0.203	શાંતિ
lights	joy	0.203	લાઇટ
cove	joy	0.203	કોવ
save	joy	0.200	સાચવો
pastor	joy	0.197	પાદરી
atone	joy	0.197	પ્રાયશ્ચિત
symmetry	joy	0.197	સમપ્રમાણતા
trees	joy	0.197	વૃક્ષો
oneday	joy	0.197	એક દિવસ
scripture	joy	0.196	શાસ્ત્ર
mountains	joy	0.194	પર્વતો
craziness	joy	0.188	ગાંડપણ
tea	joy	0.188	ચા
walking	joy	0.188	ચાલવું
whiteness	joy	0.188	સફેદપણું
sympathetic	joy	0.188	સહાનુભૂતિશીલ
forefathers	joy	0.188	પૂર્વજો
pathway	joy	0.188	માર્ગ
custom	joy	0.188	કસ્ટમ
quiet	joy	0.188	શાંત
liquor	joy	0.188	દારૂ
soppy	joy	0.188	સોપી
patient	joy	0.186	દર્દી
movingon	joy	0.182	પર જતાં
score	joy	0.182	સ્કોર
dollhouse	joy	0.182	ઢીંગલી
bath	joy	0.182	સ્નાન
supporter	joy	0.180	સમર્થક
accompaniment	joy	0.179	સાથ
pursuit	joy	0.176	પીછો
outburst	joy	0.176	વિસ્ફોટ
frosty	joy	0.174	હિમાચ્છાદિત
luncheon	joy	0.172	લંચ
service	joy	0.172	સેવા
workout	joy	0.172	વર્કઆઉટ
closure	joy	0.172	બંધ
wintery	joy	0.172	શિયાળુ
civilized	joy	0.169	સંસ્કારી
wages	joy	0.169	વેતન
december	joy	0.167	ડિસેમ્બર
fain	joy	0.167	ચક્કર
glide	joy	0.162	સરકવું
acrobat	joy	0.162	એક્રોબેટ
finally	joy	0.157	છેલ્લે
chai	joy	0.156	ચા
obtainable	joy	0.156	પ્રાપ્ય
elf	joy	0.156	પિશાચ
peppermint	joy	0.156	તીખા તમતમતા સ્વાદવાળું તેલ આપનારી એક વનસ્પતિ
break	joy	0.156	વિરામ
reproductive	joy	0.156	પ્રજનનક્ષમ
stroll	joy	0.156	સહેલ
organization	joy	0.156	સંસ્થા
bathtub	joy	0.156	બાથટબ
advent	joy	0.152	આગમન
measured	joy	0.152	માપેલ
balm	joy	0.152	મલમ
scifi	joy	0.152	scifi
spaniel	joy	0.145	સ્પેનિયલ
ditty	joy	0.141	નાનું
oils	joy	0.141	તેલ
tan	joy	0.141	રાતા
simple	joy	0.141	સરળ
bubble	joy	0.141	બબલ
beer	joy	0.141	બીયર
green	joy	0.137	લીલા
makingdisciples	joy	0.136	શિષ્યો બનાવે છે
buss	joy	0.136	બસ
books	joy	0.136	પુસ્તકો
chow	joy	0.135	ચાઉ
pitter	joy	0.134	પિટર
flows	joy	0.130	વહે છે
silence	joy	0.127	મૌન
bookstore	joy	0.125	પુસ્તકની દુકાન
solitude	joy	0.125	એકાંત
roadster	joy	0.125	રોડસ્ટર
circumstances	joy	0.125	સંજોગો
wine	joy	0.125	વાઇન
soak	joy	0.121	ખાડો
priesthood	joy	0.121	પુરોહિત
japan	joy	0.121	જાપાન
wilderness	joy	0.121	અરણ્ય
critical	joy	0.116	જટિલ
neutral	joy	0.114	તટસ્થ
hunting	joy	0.109	શિકાર
sand	joy	0.109	રેતી
opera	joy	0.109	ઓપેરા
weight	joy	0.109	વજન
wind	joy	0.109	પવન
untie	joy	0.109	છૂટું પાડવું
labor	joy	0.106	મજૂરી
classical	joy	0.106	શાસ્ત્રીય
lake	joy	0.103	તળાવ
affliction	joy	0.103	વેદના
organ	joy	0.094	અંગ
dwelling	joy	0.094	રહેઠાણ
tree	joy	0.090	વૃક્ષ
pond	joy	0.089	તળાવ
marrow	joy	0.078	મજ્જા
latte	joy	0.078	લટ્ટે
sipping	joy	0.076	ચુસકીઓ
benign	joy	0.074	સૌમ્ય
majority	joy	0.073	બહુમતી
leaf	joy	0.065	પર્ણ
troubles	joy	0.062	મુશ્કેલીઓ
basketball	joy	0.062	બાસ્કેટબોલ
explosions	joy	0.061	વિસ્ફોટો
cream	joy	0.061	ક્રીમ
shepherd	joy	0.058	ભરવાડ
tuesday	joy	0.047	મંગળવારે
turbulence	joy	0.045	અશાંતિ
calf	joy	0.040	વાછરડું
hardship	joy	0.031	હાડમારી
unhappiness	joy	0.016	દુ:ખી
sixty	joy	0.016	સાઠ
mourning	sadness	0.969	શોક
heartbreaking	sadness	0.969	હૃદયદ્રાવક
tragic	sadness	0.961	દુ:ખદ
holocaust	sadness	0.953	હોલોકોસ્ટ
suicidal	sadness	0.941	આત્મઘાતી
misery	sadness	0.938	દુઃખ
massacre	sadness	0.931	હત્યાકાંડ
euthanasia	sadness	0.927	ઈચ્છામૃત્યુ
depression	sadness	0.925	હતાશા
grieving	sadness	0.922	દુઃખી
bereavement	sadness	0.922	શોક
fatal	sadness	0.922	જીવલેણ
bereaved	sadness	0.920	શોકગ્રસ્ત
devastation	sadness	0.917	વિનાશ
death	sadness	0.915	મૃત્યુ
devastated	sadness	0.912	બરબાદ
suicide	sadness	0.912	આત્મહત્યા
catastrophe	sadness	0.911	આપત્તિ
horrifying	sadness	0.907	ભયાનક
died	sadness	0.906	મૃત્યુ પામ્યા
tragedy	sadness	0.906	દુર્ઘટના
depressing	sadness	0.906	હતાશાજનક
anguish	sadness	0.902	કઢાપો
agony	sadness	0.900	વેદના
deadly	sadness	0.898	જીવલેણ
weeping	sadness	0.896	રડવું
stillbirth	sadness	0.891	મૃત્યુ
deceased	sadness	0.891	મૃત
murderer	sadness	0.877	હત્યારો
cancer	sadness	0.875	કેન્સર
dying	sadness	0.875	મૃત્યુ
rape	sadness	0.875	બળાત્કાર
devastating	sadness	0.875	વિનાશક
morbidity	sadness	0.864	રોગિષ્ઠતા
sadness	sadness	0.864	ઉદાસી
execution	sadness	0.859	અમલ
traumatic	sadness	0.859	આઘાતજનક
perish	sadness	0.859	નાશ
grief	sadness	0.859	દુઃખ
abandonment	sadness	0.859	ત્યાગ
atrocity	sadness	0.859	અત્યાચાર
crucifixion	sadness	0.859	વધસ્તંભ
depressed	sadness	0.859	હતાશ
cadaver	sadness	0.853	શબ
treachery	sadness	0.848	વિશ્વાસઘાત
betrayed	sadness	0.848	દગો કર્યો
