English Word	Emotion	Emotion-Intensity-Score	Albanian Word
retirement	fear	0.156	daljes ne pension
countdown	fear	0.156	numërimin mbrapsht
sly	fear	0.156	dinak
bases	fear	0.156	bazat
ceasefire	fear	0.156	armëpushimi
medication	fear	0.156	mjekim
courageous	fear	0.154	të guximshëm
overthinker	fear	0.153	mbimendimtar
backtrack	fear	0.151	prapambetje
dawned	fear	0.150	u gdhi
censor	fear	0.149	censor
bailiff	fear	0.147	përmbarues
syllabus	fear	0.147	planprogrami
delay	fear	0.141	vonesë
newcomer	fear	0.141	i sapoardhur
imagination	fear	0.141	imagjinatës
waiting	fear	0.141	ne pritje
gent	fear	0.141	gent
validity	fear	0.141	vlefshmërinë
cove	fear	0.141	liman
rationality	fear	0.141	racionaliteti
caricature	fear	0.141	karikaturë
eventuality	fear	0.141	eventualiteti
alreadyyyyy	fear	0.140	tashmë yyyy
shy	fear	0.140	i turpshëm
symptom	fear	0.133	simptomë
excite	fear	0.132	eksitoj
raccoon	fear	0.127	rakun
clown	fear	0.125	klloun
tryout	fear	0.125	Provoje
needtorelax	fear	0.125	duhettorelax
swim	fear	0.125	notuar
campaigning	fear	0.125	duke bërë fushatë
hawk	fear	0.125	skifteri
prevent	fear	0.125	parandalojnë
gameday	fear	0.125	ditë loje
ahhh	fear	0.125	ahhh
marry	fear	0.125	martohem
sprite	fear	0.125	sprite
soready	fear	0.125	i hidhëruar
sag	fear	0.123	ulet
pharmacy	fear	0.123	farmaci
policeman	fear	0.121	polic
dreamt	fear	0.111	ëndërruar
lace	fear	0.111	dantella
homework	fear	0.109	detyre shtepie
destination	fear	0.109	destinacion
incase	fear	0.109	në rast se
pray	fear	0.109	lutuni
knot	fear	0.109	nyjë
confidence	fear	0.109	besimin
bigday	fear	0.109	dite e madhe
holiness	fear	0.109	shenjtëri
notoriety	fear	0.109	famë
weight	fear	0.109	peshë
slender	fear	0.100	i hollë
undecided	fear	0.098	i pavendosur
sympathetic	fear	0.097	simpatik
poise	fear	0.094	vendosmëri
case	fear	0.094	rast
treat	fear	0.094	trajtoj
locate	fear	0.094	lokalizoj
loyal	fear	0.094	besnik
grades	fear	0.094	notat
god	fear	0.094	zot
helmet	fear	0.094	përkrenare
confident	fear	0.094	të sigurt
counsellor	fear	0.094	këshilltar
northeast	fear	0.088	verilindje
graduation	fear	0.078	diplomim
compassion	fear	0.078	dhembshuri
nurture	fear	0.078	ushqej
graded	fear	0.075	me notë
mum	fear	0.070	mamaja
infant	fear	0.067	foshnjë
journey	fear	0.062	udhëtim
parade	fear	0.062	paradë
gradschool	fear	0.062	shkollë e mesme
civilian	fear	0.062	civile
cloudiness	fear	0.062	turbullira
cash	fear	0.062	para të gatshme
civilians	fear	0.062	civilët
guidelines	fear	0.062	udhëzime
soulmate	fear	0.062	shok shpirti
youth	fear	0.062	rinia
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	i ndershëm
praying	fear	0.047	duke u lutur
intelligence	fear	0.038	inteligjencës
volunteer	fear	0.031	vullnetar
romance	fear	0.031	romancë
lines	fear	0.031	linjat
obey	fear	0.016	binden
happiest	joy	0.986	më i lumtur
happiness	joy	0.984	lumturi
bliss	joy	0.971	lumturi
celebrating	joy	0.970	duke festuar
jubilant	joy	0.969	ngazëllyese
ecstatic	joy	0.954	ekstazë
elation	joy	0.944	ngazëllim
beaming	joy	0.938	rrezatimi
bestdayever	joy	0.938	Dita me e mire ndonjehere
loveee	joy	0.932	i dashuruar
celebration	joy	0.929	festë
awesomeness	joy	0.926	tmerr
joy	joy	0.924	gëzim
joyous	joy	0.922	i gëzuar
fabulous	joy	0.922	përrallore
happily	joy	0.922	për fat të mirë
excitement	joy	0.922	eksitim
exuberance	joy	0.922	bollëk
makesmehappy	joy	0.922	më bën të lumtur
euphoria	joy	0.922	euforia
lovee	joy	0.920	dashuri
gratitude	joy	0.914	mirënjohje
happydance	joy	0.912	kërcim i lumtur
merriment	joy	0.912	qejf
spectacular	joy	0.912	spektakolare
overjoyed	joy	0.909	i gëzuar pa masë
purebliss	joy	0.909	pastërti
triumphant	joy	0.907	triumfues
ecstasy	joy	0.906	ekstazi
lovelovelove	joy	0.906	dashuri dashuri dashuri
cheerful	joy	0.906	i gëzuar
cheer	joy	0.897	brohorasin
elated	joy	0.894	i ngazëllyer
peaceofmind	joy	0.891	paqe e mendjes
jolly	joy	0.891	gazmor
delighted	joy	0.891	i kënaqur
lovethis	joy	0.891	e dua kete
excitation	joy	0.891	ngacmim
exhilaration	joy	0.891	ngazëllim
pleasures	joy	0.891	kënaqësitë
laugh	joy	0.891	qeshni
marvelously	joy	0.881	mrekullisht
loving	joy	0.879	i dashuruar
joyful	joy	0.879	i gëzuar
blissful	joy	0.879	i lumtur
outstanding	joy	0.879	i shquar
pleasurable	joy	0.877	e kënaqshme
lovinglife	joy	0.875	jetë dashurore
enthusiastic	joy	0.875	entuziast
glee	joy	0.875	gëzim
iloveher	joy	0.875	unë e dua atë
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	mbi Hene
happyplace	joy	0.875	vend i lumtur
sohappy	joy	0.868	i lumtur
superb	joy	0.864	i shkëlqyer
woohoo	joy	0.864	oooooo
laughing	joy	0.864	duke qeshur
wonderful	joy	0.863	e mrekullueshme
hooray	joy	0.859	uratë
loved	joy	0.859	i dashuruar
tearsofjoy	joy	0.859	lotë gëzimi
hallelujah	joy	0.859	halleluja
magnificent	joy	0.859	madhështore
glory	joy	0.859	lavdinë
ilovechristmas	joy	0.859	Krishtlindjet e dashurisë
brilliant	joy	0.859	brilante
celebrated	joy	0.859	festuar
cheering	joy	0.859	brohoritur
yayyyy	joy	0.859	jayyyy
heavenly	joy	0.853	qiellore
exciting	joy	0.853	emocionuese
thrilled	joy	0.851	emocionuar
mademyday	joy	0.848	e bëra ditën
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	festoj
wonderfully	joy	0.844	mrekullisht
blessing	joy	0.844	bekim
favoriteholiday	joy	0.844	festa e preferuar
paradise	joy	0.833	parajsë
marvellous	joy	0.833	i mrekullueshëm
festive	joy	0.833	festive
sweetness	joy	0.833	ëmbëlsia
blessed	joy	0.833	e bekuar
celebrations	joy	0.833	festimet
compliment	joy	0.831	kompliment
smiling	joy	0.828	duke qeshur
allsmiles	joy	0.828	buzeqeshje
love	joy	0.828	dashuri
enchanting	joy	0.828	magjepsëse
homesweethome	joy	0.826	Shtepi e embla shtepi
thankyougod	joy	0.824	faleminderit Zot
marvelous	joy	0.824	i mrekullueshëm
laughter	joy	0.824	të qeshura
goodmood	joy	0.819	humor të mirë
goodness	joy	0.818	mirësi
excellence	joy	0.818	përsosmëri
sensational	joy	0.818	sensacionale
joys	joy	0.818	gëzimet
delightful	joy	0.818	lezetshëm
excited	joy	0.818	i emocionuar
rejoicing	joy	0.818	duke u gëzuar
happyheart	joy	0.818	zemër e lumtur
celebratory	joy	0.818	festive
greatful	joy	0.816	madhështore
jovial	joy	0.814	gazmor
rejoice	joy	0.812	gëzohu
splendid	joy	0.812	i shkëlqyer
enjoy	joy	0.812	shijoni
smiley	joy	0.812	i buzëqeshur
glorious	joy	0.812	e lavdishme
victorious	joy	0.812	fitimtar
lovemaking	joy	0.812	duke bërë dashuri
bonanza	joy	0.812	bunazë
greatday	joy	0.812	ditë e madhe
excellent	joy	0.812	i shkëlqyer
goodtimes	joy	0.811	kohe të mira
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	dita e lumtur
myfavorite	joy	0.804	e preferuara ime
thankyoulord	joy	0.803	faleminderit zoti
gladness	joy	0.803	gëzim
yayyy	joy	0.803	jayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	kënaqësi
giggle	joy	0.802	qesh
happier	joy	0.797	më të lumtur
lovemylife	joy	0.797	e dua jeten time
magnificence	joy	0.797	madhështi
happytweet	joy	0.797	tweet i lumtur
lovinlife	joy	0.797	jetën e dashur
yesss	joy	0.797	po
dancing	joy	0.797	duke kërcyer
success	joy	0.797	sukses
grateful	joy	0.789	mirënjohës
amuse	joy	0.788	zbavitem
splendor	joy	0.788	shkëlqimin
happy	joy	0.788	i lumtur
fun	joy	0.788	argëtim
giggling	joy	0.781	duke qeshur
glad	joy	0.781	i gëzuar
glorify	joy	0.781	lavdëroj
radiant	joy	0.781	rrezatues
beautiful	joy	0.781	e bukur
solucky	joy	0.781	kaq me fat
sothankful	joy	0.781	mirënjohës
enchanted	joy	0.781	i magjepsur
romance	joy	0.779	romancë
perfection	joy	0.779	përsosmërinë
christmassy	joy	0.779	krishtlindje
heavens	joy	0.779	qiejt
thrilling	joy	0.776	drithërues
lovable	joy	0.773	e dashur
congrats	joy	0.773	Urime
fiesta	joy	0.773	festë
entertain	joy	0.773	argëtojnë
happyvalentinesday	joy	0.773	Gezuar Shen Valentinin
miraculous	joy	0.773	mrekullibërës
cheers	joy	0.773	brohoritje
cheered	joy	0.773	brohoriste
positivity	joy	0.773	pozitivitet
funday	joy	0.772	fundi
enjoying	joy	0.771	duke shijuar
lifeisgood	joy	0.766	jeta eshte e mire
amused	joy	0.766	i zbavitur
goodfeeling	joy	0.766	ndjesi e mire
christmasspirit	joy	0.766	fryma e Krishtlindjes
cuddling	joy	0.766	përqafim
smiles	joy	0.766	buzëqesh
sosweet	joy	0.766	sa i embel
thebest	joy	0.766	më e mira
party	joy	0.765	partisë
delight	joy	0.765	kënaqësi
orgasm	joy	0.765	orgazmë
positive	joy	0.761	pozitive
sweetheart	joy	0.758	i dashur
enlighten	joy	0.758	ndriçoj
cheerfulness	joy	0.758	gëzim
miracles	joy	0.758	mrekullitë
giddy	joy	0.757	i trullosur
christmastime	joy	0.757	Koha e Krishtlindjeve
gratify	joy	0.750	kënaq
greatness	joy	0.750	madhështi
friendliness	joy	0.750	miqësi
blessings	joy	0.750	bekimet
laughs	joy	0.750	qesh
tistheseason	joy	0.750	këtë sezon
smile	joy	0.750	buzëqeshje
pleasing	joy	0.750	e pëlqyeshme
romantic	joy	0.750	romantike
happyholidays	joy	0.750	festat e lumtura
frolic	joy	0.748	gëzueshëm
jubilee	joy	0.742	jubilare
miracle	joy	0.742	mrekulli
enthusiasm	joy	0.742	entuziazmi
selflove	joy	0.742	dashuri për veten
triumph	joy	0.742	triumfojnë
magical	joy	0.742	magjike
rewarding	joy	0.742	shpërblyese
goodvibes	joy	0.742	ndjenjë të mirë
positiveenergy	joy	0.742	energji pozitive
feelgood	joy	0.736	ndjehem mirë
prosperity	joy	0.735	prosperitet
behappy	joy	0.734	Bëhu i lumtur
admiration	joy	0.734	admirim
passionate	joy	0.734	i pasionuar
goodday	joy	0.734	diten e mire
luxurious	joy	0.734	luksoze
tgif	joy	0.734	tgif
victory	joy	0.734	fitoren
feelinggood	joy	0.734	ndjehem mire
enchant	joy	0.734	magjeps
greatnight	joy	0.734	natën e madhe
vivacious	joy	0.734	plot gjallëri
glorification	joy	0.733	glorifikim
sing	joy	0.729	këndoj
glowing	joy	0.729	të ndezura
yessss	joy	0.728	po esss
fulfillment	joy	0.728	përmbushje
breathtaking	joy	0.728	të lë pa frymë
thankful	joy	0.727	falënderues
cheery	joy	0.727	i gëzuar
santa	joy	0.727	Santa
hurrah	joy	0.727	shpejt
christmasbreak	joy	0.727	pushimi i Krishtlindjes
win	joy	0.727	fitojnë
atpeace	joy	0.727	ne paqe
award	joy	0.727	çmim
merry	joy	0.727	Gezuar
inspiration	joy	0.725	frymëzim
radiance	joy	0.725	rrezatim
pleased	joy	0.725	i kënaqur
uplift	joy	0.723	ngritje
optimistic	joy	0.723	optimiste
heaven	joy	0.721	qielli
lucky	joy	0.721	me fat
godisgreat	joy	0.721	Zoti eshte i madh
holidays	joy	0.721	pushime
thrill	joy	0.721	emocion
congratulatory	joy	0.719	përgëzues
thriving	joy	0.719	lulëzuar
amusement	joy	0.719	zbavitje
perfect	joy	0.719	perfekte
lover	joy	0.719	dashnor
xmas	joy	0.719	Krishtlindjet
heartfelt	joy	0.719	i përzemërt
utopian	joy	0.719	utopike
lovely	joy	0.719	bukuroshe
harmony	joy	0.719	harmoni
praising	joy	0.719	duke lavdëruar
brighten	joy	0.719	ndriçoj
luckiest	joy	0.712	më me fat
merrychristmas	joy	0.712	Gëzuar Krishtlindjet
magic	joy	0.712	magjike
achievement	joy	0.712	arritje
yay	joy	0.712	po
holiday	joy	0.712	pushime
treasures	joy	0.712	thesare
luxury	joy	0.712	luksi
bestfeeling	joy	0.712	ndjenja më e mirë
intimate	joy	0.710	intime
soblessed	joy	0.706	i bekuar
yaaay	joy	0.706	po
rave	joy	0.706	furi
chuckle	joy	0.706	nënqesh
proud	joy	0.704	krenare
winning	joy	0.703	duke fituar
cherish	joy	0.703	çmoj
goodnews	joy	0.703	Lajme te mira
fuckyeah	joy	0.703	dreq po
optimism	joy	0.703	optimizmi
amazingly	joy	0.703	në mënyrë të mahnitshme
lovelife	joy	0.703	dua jetën
truelove	joy	0.703	dashuri e vërtetë
beautification	joy	0.703	zbukurimi
satisfying	joy	0.703	të kënaqshme
appreciates	joy	0.703	vlerëson
cuddled	joy	0.703	i përqafuar
goodlife	joy	0.703	jete e mire
gooood	joy	0.703	mire
sweetest	joy	0.703	më e ëmbël
yaay	joy	0.700	po
entertained	joy	0.700	i argëtuar
excite	joy	0.697	eksitoj
newbeginnings	joy	0.693	fillime te reja
praisejesus	joy	0.691	lavdërime
birthday	joy	0.691	ditëlindjen
greatfriends	joy	0.688	miq të mëdhenj
adoration	joy	0.688	adhurim
godsend	joy	0.688	dhuratë nga perëndia
favorite	joy	0.688	e preferuara
content	joy	0.688	përmbajtjen
entertaining	joy	0.688	argëtuese
honored	joy	0.688	i nderuar
metime	joy	0.688	me kohë
exquisite	joy	0.688	i hollë
holidayseason	joy	0.688	sezon pushimesh
thankyoujesus	joy	0.688	faleminderit jesus
angelic	joy	0.688	engjëllore
goodhealth	joy	0.682	Shendet i mire
majestic	joy	0.682	madhështor
luscious	joy	0.682	i ëmbël
memoriesiwontforget	joy	0.682	kujtimet nuk harrohen
bestfriends	joy	0.682	miqtë më të mirë
precious	joy	0.682	e çmuar
appreciated	joy	0.682	vlerësuar
exaltation	joy	0.682	ekzaltim
smiled	joy	0.682	buzëqeshi
brightens	joy	0.682	ndriçon
tranquility	joy	0.679	qetësi
marry	joy	0.676	martohem
embrace	joy	0.676	përqafoj
positively	joy	0.676	pozitivisht
grin	joy	0.672	buzëqeshje
hug	joy	0.672	përqafim
hilarious	joy	0.672	gazmore
dearest	joy	0.672	më i dashur
contentment	joy	0.672	Kënaqësi
accomplished	joy	0.672	i realizuar
relaxation	joy	0.672	relaksim
bday	joy	0.672	ditëlindjen
enliven	joy	0.672	gjallëroj
weeeee	joy	0.672	weeeee
giggles	joy	0.672	qesh
fulfilled	joy	0.667	plotësuar
bountiful	joy	0.667	bujare
victor	joy	0.667	fitimtar
adore	joy	0.667	adhuroj
boisterous	joy	0.667	i zhurmshëm
fulfill	joy	0.664	përmbushin
cuddles	joy	0.662	përqafimet
prosperous	joy	0.660	të begatë
appreciation	joy	0.656	Vleresim
serenity	joy	0.656	qetësi
happynewyear	joy	0.656	gezuar vitin e ri
humor	joy	0.656	humor
satisfy	joy	0.656	kënaq
besties	joy	0.656	më të mirët
encouraged	joy	0.656	inkurajuar
captivate	joy	0.656	magjeps
christmaseve	joy	0.656	festa e Krishtlindjes
glow	joy	0.656	shkëlqim
romanticism	joy	0.656	romantizmi
innerpeace	joy	0.656	paqja e brendshme
pleasant	joy	0.656	e këndshme
praises	joy	0.652	lëvdatat
abundance	joy	0.652	bollëk
fortunes	joy	0.652	pasuritë
engaged	joy	0.652	i fejuar
praised	joy	0.652	lavdëruar
relaxing	joy	0.652	relaksuese
treasure	joy	0.652	thesar
satisfaction	joy	0.652	kënaqësinë
nothingbetter	joy	0.647	asgjë më mirë
affection	joy	0.647	dashuri
relieved	joy	0.647	i lehtësuar
complement	joy	0.647	plotësojnë
carnival	joy	0.643	karnaval
priceless	joy	0.641	i paçmuar
uplifting	joy	0.641	ngritëse
sensuality	joy	0.641	sensualiteti
saintly	joy	0.641	në mënyrë të shenjtë
champion	joy	0.641	kampion
thanksgiving	joy	0.641	falenderim
harmoniously	joy	0.641	në mënyrë harmonike
wedding	joy	0.641	dasma
achieve	joy	0.641	arritur
divine	joy	0.641	hyjnore
jackpot	joy	0.641	çmim i parë
honeymoon	joy	0.636	muaj mjalti
exalt	joy	0.636	lartësoj
twinkle	joy	0.636	vezulloj
comforting	joy	0.636	ngushëlluese
felicity	joy	0.636	lumturi
peaceful	joy	0.636	paqësore
climax	joy	0.636	kulm
winner	joy	0.636	fitues
reverie	joy	0.636	përfytyrim
yayy	joy	0.636	po
cuddle	joy	0.636	përqafim
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	vështrimi i yjeve
festival	joy	0.625	festival
sweet	joy	0.625	e embel
generosity	joy	0.625	bujari
brighter	joy	0.625	më të ndritshme
praisegod	joy	0.625	lavdërues
gorgeous	joy	0.625	i mrekullueshëm
hearts	joy	0.625	zemrat
amusing	joy	0.625	zbavitëse
fondness	joy	0.625	dashuri
snuggling	joy	0.625	duke u strukur
reward	joy	0.625	shperblim
sex	joy	0.622	seksi
kind	joy	0.621	lloj
genial	joy	0.621	gjenial
parade	joy	0.621	paradë
applause	joy	0.621	duartrokitje
beauty	joy	0.621	bukuri
fulfilling	joy	0.618	përmbushëse
aspiring	joy	0.618	që aspirojnë
newlife	joy	0.618	jete e re
godbless	joy	0.616	Zoti bekofte
virtuous	joy	0.613	virtytshëm
kiss	joy	0.610	puthje
christmas	joy	0.609	Krishtlindjet
rainbows	joy	0.609	ylberët
elegance	joy	0.609	elegancën
generous	joy	0.609	bujare
super	joy	0.609	super
playful	joy	0.609	lozonjare
enlightenment	joy	0.609	iluminizmi
praiseworthy	joy	0.609	e lavdërueshme
awards	joy	0.609	çmime
adorable	joy	0.609	i adhurueshëm
rekindle	joy	0.609	rindez
winnings	joy	0.609	fitimet
independence	joy	0.607	pavarësinë
amour	joy	0.607	dashuri
kindness	joy	0.606	mirësinë
surprises	joy	0.606	surpriza
heheh	joy	0.606	heheh
hilarity	joy	0.606	qeshuri
wonder	joy	0.606	çudi
freely	joy	0.606	lirisht
successful	joy	0.606	e suksesshme
inspired	joy	0.606	frymëzuar
onelove	joy	0.606	nje dashuri
whimsical	joy	0.603	çuditshëm
entertainment	joy	0.603	argëtim
passion	joy	0.603	pasion
stressfree	joy	0.601	pa stres
beautify	joy	0.601	zbukuroj
sunrise	joy	0.600	lindja e diellit
godisgood	joy	0.597	Zoti eshte i mire
goodmusic	joy	0.594	muzikë e mirë
revere	joy	0.594	nderoj
whoo	joy	0.594	ooo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	frymëzojnë
angel	joy	0.594	engjëlli
thankgod	joy	0.594	faleminderit Zotit
goodies	joy	0.594	të mira
jesus	joy	0.594	jezus
accomplishment	joy	0.594	arritje
snuggled	joy	0.594	i strukur
peacefully	joy	0.594	në mënyrë paqësore
flirt	joy	0.594	flirtoj
friendship	joy	0.591	miqësi
singing	joy	0.591	duke kënduar
heroic	joy	0.591	heroike
exalted	joy	0.591	i lartësuar
fortune	joy	0.591	pasuri
highest	joy	0.591	më i lartë
summer	joy	0.591	verës
contented	joy	0.588	i kënaqur
rollicking	joy	0.588	rrokullisje
overflowing	joy	0.588	i tejmbushur
woot	joy	0.588	woot
accolade	joy	0.586	vlerësim
hope	joy	0.586	shpresë
cozy	joy	0.583	komode
delicious	joy	0.579	e shijshme
raving	joy	0.578	përçart
thelife	joy	0.578	Jeta
darling	joy	0.578	e dashur
sensuous	joy	0.578	ndijore
picturesque	joy	0.578	piktoreske
friendly	joy	0.578	miqësore
everlasting	joy	0.578	i përjetshëm
praise	joy	0.578	lëvdata
ambition	joy	0.578	ambicie
sparkle	joy	0.577	xixëllon
sensual	joy	0.576	sensuale
peace	joy	0.576	paqen
flattering	joy	0.576	lajkatare
grace	joy	0.576	hiri
luckygirl	joy	0.576	vajzë me fat
heroism	joy	0.576	heroizmin
succeeding	joy	0.576	duke pasur sukses
yeahhh	joy	0.576	yeahhh
special	joy	0.574	e veçantë
livelife	joy	0.574	Jeto Jeten
tantalizing	joy	0.572	tantalizues
pumped	joy	0.567	pompuar
yey	joy	0.562	po
surprise	joy	0.562	surprizë
sunny	joy	0.562	me diell
prevail	joy	0.562	mbizotërojnë
revels	joy	0.562	zbavitet
humorous	joy	0.562	me humor
sweets	joy	0.562	ëmbëlsirat
liking	joy	0.562	pëlqim
admirable	joy	0.562	e admirueshme
superstar	joy	0.562	superyll
relax	joy	0.562	relaksohuni
prosper	joy	0.562	prosperojnë
hero	joy	0.562	hero
hugs	joy	0.562	përqafime
worthwhile	joy	0.562	ia vlen
newyear	joy	0.561	viti i Ri
tenderness	joy	0.561	butësi
bless	joy	0.561	bekoj
favorable	joy	0.561	i favorshëm
freedom	joy	0.561	lirinë
masterpiece	joy	0.561	kryeveper
dreams	joy	0.559	ëndrrat
hopeful	joy	0.559	shpresëdhënëse
home	joy	0.559	në shtëpi
cruising	joy	0.556	lundrimi
gracias	joy	0.554	gracias
faithfulness	joy	0.553	besnikërinë
eagerness	joy	0.552	padurim
closeness	joy	0.552	afërsi
sunshine	joy	0.551	rrezet e diellit
comfy	joy	0.551	komode
vacation	joy	0.547	pushime
celestial	joy	0.547	qiellore
good	joy	0.547	mirë
elite	joy	0.547	elite
illuminate	joy	0.547	ndriçoj
confidence	joy	0.547	besimin
mistletoe	joy	0.547	veshtulla
daughter	joy	0.547	vajza
lifted	joy	0.547	i ngritur
goodmorning	joy	0.547	Miremengjes
zeal	joy	0.547	zell
gifts	joy	0.547	dhurata
gift	joy	0.547	dhuratë
astonishment	joy	0.547	habi
heart	joy	0.547	zemra
completion	joy	0.547	përfundimi
bonus	joy	0.547	bonus
charmed	joy	0.546	i magjepsur
dance	joy	0.545	valle
sublime	joy	0.545	sublime
recreation	joy	0.545	rekreacion
encouragement	joy	0.545	inkurajimi
god	joy	0.545	zot
gush	joy	0.545	rrjedhin
freshstart	joy	0.544	fillim i ri
free	joy	0.544	falas
savior	joy	0.543	shpëtimtar
sanctuary	joy	0.541	vend i shenjtë
grandchildren	joy	0.540	nipërit dhe mbesat
wellness	joy	0.537	mirëqenie
revel	joy	0.534	zbavitem
music	joy	0.531	muzikë
fab	joy	0.531	fab
bridal	joy	0.531	martesor
soar	joy	0.531	fluturoj lart
alive	joy	0.531	të gjallë
money	joy	0.531	paratë
soothing	joy	0.531	qetësues
serene	joy	0.531	i qetë
holiness	joy	0.531	shenjtëri
inspirational	joy	0.531	frymëzues
matrimony	joy	0.531	martesa
dayoff	joy	0.531	ditë pushimi
savor	joy	0.531	shijoj
vitality	joy	0.531	vitaliteti
confident	joy	0.531	të sigurt
firstborn	joy	0.531	i parëlinduri
rainbow	joy	0.531	ylber
liberation	joy	0.531	çlirimi
elegant	joy	0.530	elegante
mastery	joy	0.530	mjeshtëri
glimmer	joy	0.530	vezullim
illumination	joy	0.530	ndriçim
blossom	joy	0.530	lulëzoj
warmth	joy	0.530	ngrohtësi
welcomed	joy	0.530	i mirëpritur
treat	joy	0.529	trajtoj
faithful	joy	0.529	besnik
snuggles	joy	0.522	struket
laurels	joy	0.521	dafinat
commendable	joy	0.519	e lavdërueshme
succeed	joy	0.516	sukses
jingle	joy	0.516	tingull
zest	joy	0.516	gjallëri
noschool	joy	0.516	shkolle
brotherly	joy	0.516	vëllazërore
silly	joy	0.516	budallaqe
abundant	joy	0.516	të bollshme
fancy	joy	0.516	i zbukuruar
resplendent	joy	0.516	i shkëlqyer
strengthening	joy	0.516	duke forcuar
presents	joy	0.516	paraqet
pride	joy	0.516	krenaria
almighty	joy	0.516	i plotfuqishëm
powerful	joy	0.516	i fuqishëm
aspire	joy	0.516	aspiroj
remarkable	joy	0.516	jashtëzakonshme
greeted	joy	0.516	përshëndeti
thanking	joy	0.515	duke falenderuar
cutie	joy	0.515	bukuroshe
kudos	joy	0.515	faleminderit
therapeutic	joy	0.515	terapeutike
zen	joy	0.515	zen
