English Word	Emotion	Emotion-Intensity-Score	Armenian Word
gush	joy	0.545	ժայթքել
freshstart	joy	0.544	թարմ մեկնարկ
free	joy	0.544	անվճար
savior	joy	0.543	փրկիչ
sanctuary	joy	0.541	սրբավայր
grandchildren	joy	0.540	թոռներ
wellness	joy	0.537	առողջություն
revel	joy	0.534	քեֆ անել
music	joy	0.531	երաժշտություն
fab	joy	0.531	ֆաբ
bridal	joy	0.531	հարսնացու
soar	joy	0.531	սավառնել
alive	joy	0.531	կենդանի
money	joy	0.531	փող
soothing	joy	0.531	հանգստացնող
serene	joy	0.531	հանդարտ
holiness	joy	0.531	սրբություն
inspirational	joy	0.531	ոգեշնչող
matrimony	joy	0.531	ամուսնություն
dayoff	joy	0.531	Հանգստի օր
savor	joy	0.531	համտեսել
vitality	joy	0.531	կենսունակություն
confident	joy	0.531	վստահ
firstborn	joy	0.531	առաջնեկ
rainbow	joy	0.531	ծիածան
liberation	joy	0.531	ազատագրում
elegant	joy	0.530	էլեգանտ
mastery	joy	0.530	վարպետություն
glimmer	joy	0.530	շող
illumination	joy	0.530	լուսավորություն
blossom	joy	0.530	ծաղկել
warmth	joy	0.530	ջերմություն
welcomed	joy	0.530	ողջունեց
treat	joy	0.529	բուժել
faithful	joy	0.529	հավատարիմ
snuggles	joy	0.522	կծկվում է
laurels	joy	0.521	դափնիներ
commendable	joy	0.519	գովելի
succeed	joy	0.516	հաջողության հասնել
jingle	joy	0.516	զնգալ
zest	joy	0.516	համ
noschool	joy	0.516	նախադպրոցական
brotherly	joy	0.516	եղբայրական
silly	joy	0.516	հիմար
abundant	joy	0.516	առատ
fancy	joy	0.516	շքեղ
resplendent	joy	0.516	շքեղ
strengthening	joy	0.516	ամրապնդում
presents	joy	0.516	ներկայացնում է
pride	joy	0.516	հպարտություն
almighty	joy	0.516	ամենակարող
powerful	joy	0.516	հզոր
aspire	joy	0.516	ձգտել
remarkable	joy	0.516	ուշագրավ
greeted	joy	0.516	ողջունեց
thanking	joy	0.515	շնորհակալություն հայտնելով
cutie	joy	0.515	սիրունիկ
kudos	joy	0.515	փառք
therapeutic	joy	0.515	թերապևտիկ
zen	joy	0.515	զեն
coronation	joy	0.515	թագադրում
complete	joy	0.515	ամբողջական
shining	joy	0.515	փայլում է
spirit	joy	0.515	ոգի
princely	joy	0.515	իշխանական
vivid	joy	0.515	վառ
comfort	joy	0.515	հարմարավետություն
leisure	joy	0.515	ժամանց
reunited	joy	0.515	վերամիավորվել է
kid	joy	0.515	երեխա
newme	joy	0.515	նորեկ
payday	joy	0.515	վարձատրության օր
animated	joy	0.515	անիմացիոն
familytime	joy	0.515	ընտանիքի ժամանակ
relationship	joy	0.514	հարաբերություններ
godly	joy	0.514	աստվածապաշտ
marriage	joy	0.514	ամուսնություն
daymade	joy	0.514	ցերեկային
spouse	joy	0.507	ամուսին
intimately	joy	0.507	մտերմորեն
respect	joy	0.500	հարգանք
bloom	joy	0.500	ծաղկել
purr	joy	0.500	մռնչալ
carefree	joy	0.500	անհոգ
nature	joy	0.500	բնությունը
encourage	joy	0.500	խրախուսել
soulful	joy	0.500	հոգեհարազատ
refreshed	joy	0.500	թարմացված
family	joy	0.500	ընտանիք
gem	joy	0.500	գոհար
meritorious	joy	0.500	վաստակավոր
achieved	joy	0.500	հասել է
motherhood	joy	0.500	մայրություն
holyspirit	joy	0.500	սուրբ հոգի
surreal	joy	0.500	սյուրռեալիստական
charitable	joy	0.500	բարեգործական
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	սթրեսից ազատում
erotic	joy	0.500	էրոտիկ
inviting	joy	0.500	հրավիրելով
baby	joy	0.500	երեխա
dignity	joy	0.500	արժանապատվությունը
satisfied	joy	0.500	գոհ
visionary	joy	0.500	տեսլական
memorable	joy	0.500	հիշարժան
veracity	joy	0.500	ճշմարտացիություն
healthy	joy	0.500	առողջ
welcoming	joy	0.500	ողջունելով
diamond	joy	0.500	ադամանդ
christ	joy	0.500	քրիստոս
beach	joy	0.500	լողափ
accomplish	joy	0.500	իրականացնել
friends	joy	0.500	Ընկերներ
excel	joy	0.500	գերազանցել
health	joy	0.493	առողջություն
aura	joy	0.493	աուրա
yehey	joy	0.486	յեյ
approved	joy	0.486	հաստատված
oasis	joy	0.486	օազիս
liberty	joy	0.486	ազատություն
crowning	joy	0.485	պսակելը
aspiration	joy	0.485	ձգտումը
privileged	joy	0.485	արտոնյալ
crescendo	joy	0.485	կրեշենդո
rapture	joy	0.485	հիացմունք
liberate	joy	0.485	ազատագրել
nocomplaints	joy	0.485	ոչ բողոքներ
prestige	joy	0.485	հեղինակություն
bounty	joy	0.485	առատաձեռնություն
gentle	joy	0.485	նուրբ
inseparable	joy	0.485	անբաժանելի
engaging	joy	0.485	գրավիչ
loyal	joy	0.485	հավատարիմ
betrothed	joy	0.485	նշանված
transcendence	joy	0.484	գերազանցություն
selfworth	joy	0.484	ինքնարժեքը
yummy	joy	0.484	Համեղ
datenight	joy	0.484	օրվա գիշեր
destiny	joy	0.484	ճակատագիր
heyday	joy	0.484	ծաղկման օր
aloha	joy	0.484	ալոհա
desire	joy	0.484	ցանկություն
dream	joy	0.484	երազել
luck	joy	0.484	հաջողություն
fete	joy	0.484	տոնակատարություն
trophy	joy	0.484	ավար
bouquet	joy	0.484	ծաղկեփունջ
chocolate	joy	0.484	շոկոլադ
creativity	joy	0.484	ստեղծագործականություն
boyfriend	joy	0.480	ընկերոջ
commemoration	joy	0.479	ոգեկոչում
intelligence	joy	0.477	խելք
readiness	joy	0.473	պատրաստակամություն
friend	joy	0.471	ընկեր
bride	joy	0.471	հարսնացու
enthusiast	joy	0.471	էնտուզիաստ
lush	joy	0.470	փարթամ
inheritance	joy	0.470	Ժառանգություն
soothe	joy	0.470	հանգստացնել
tickle	joy	0.470	թրթռալ
kiddo	joy	0.470	երեխա
nostalgia	joy	0.470	նոստալգիա
massage	joy	0.470	մերսում
calming	joy	0.470	հանգստացնող
adventure	joy	0.470	արկած
pretty	joy	0.469	գեղեցիկ
purring	joy	0.469	մռնչալ
eternal	joy	0.469	հավերժական
humanitarian	joy	0.469	մարդասիրական
nurture	joy	0.469	դաստիարակել
giving	joy	0.469	տալով
rest	joy	0.469	հանգիստ
getaway	joy	0.469	հեռացիր
goals	joy	0.469	նպատակներ
pray	joy	0.469	աղոթել
bridegroom	joy	0.469	փեսան
heartily	joy	0.469	սրտանց
luster	joy	0.469	փայլ
bonding	joy	0.469	կապող
princess	joy	0.469	Արքայադուստր
amicable	joy	0.469	բարեկամական
benevolence	joy	0.469	բարեգործություն
child	joy	0.466	երեխա
salutary	joy	0.465	բարեբեր
invite	joy	0.457	հրավիրել
beam	joy	0.456	ճառագայթ
reminiscing	joy	0.456	վերհիշելով
befriend	joy	0.455	ընկերանալ
aesthetics	joy	0.455	էսթետիկա
friday	joy	0.455	ուրբաթ
freshair	joy	0.455	մաքուր օդ
ceremony	joy	0.455	արարողություն
kindred	joy	0.455	ազգական
mindfulness	joy	0.455	մտախոհություն
sonice	joy	0.455	այնքան գեղեցիկ
elevation	joy	0.455	բարձրություն
tropical	joy	0.455	արեւադարձային
scholarship	joy	0.455	կրթաթոշակ
hee	joy	0.455	հեե
noworries	joy	0.453	ոչ մի անհանգստություն
allure	joy	0.453	գրավչություն
approve	joy	0.453	հաստատել
scenery	joy	0.453	դեկորացիա
waterfall	joy	0.453	ջրվեժ
vindication	joy	0.453	արդարացում
namaste	joy	0.453	նամաստե
commemorate	joy	0.453	ոգեկոչել
faith	joy	0.453	հավատք
birth	joy	0.453	ծնունդը
forgiveness	joy	0.453	ներում
journey	joy	0.447	ճամփորդություն
meditation	joy	0.446	մեդիտացիա
relaxed	joy	0.442	հանգիստ
present	joy	0.441	ներկա
weekend	joy	0.441	շաբաթ, կիրակի
tender	joy	0.441	քնքուշ
tranquil	joy	0.441	հանգիստ
lyrical	joy	0.439	լիրիկական
sharing	joy	0.439	կիսվելով
esteem	joy	0.439	հարգանք
nostalgic	joy	0.439	նոստալգիկ
prayer	joy	0.439	աղոթք
righteousness	joy	0.439	արդարություն
husband	joy	0.438	ամուսին
relief	joy	0.438	թեթեւացում
strength	joy	0.438	ուժ
mighty	joy	0.438	հզոր
unbeaten	joy	0.438	անպարտելի
eager	joy	0.438	եռանդուն
share	joy	0.438	կիսվել
newday	joy	0.438	նոր օր
sonnet	joy	0.438	սոնետ
meditate	joy	0.438	խորհել
life	joy	0.438	կյանքը
winterbreak	joy	0.429	ձմեռային արձակուրդ
warm	joy	0.429	տաք
movingforward	joy	0.429	շարժվելով առաջ
buddy	joy	0.427	ընկեր
oneness	joy	0.426	միասնություն
unconstrained	joy	0.424	անկաշկանդ
amen	joy	0.424	ամեն
reverence	joy	0.424	ակնածանք
healthful	joy	0.424	առողջարար
thelittlethings	joy	0.424	փոքր բաները
medal	joy	0.424	մեդալ
unsurpassed	joy	0.424	անգերազանցելի
candlelight	joy	0.424	մոմի լույս
carols	joy	0.424	երգեր
ejaculation	joy	0.424	սերմնաժայթքում
beginnings	joy	0.422	սկիզբները
sledding	joy	0.422	սահնակ վարելը
graduation	joy	0.422	ավարտական
frisky	joy	0.422	ցայտուն
lml	joy	0.422	lml
ease	joy	0.422	թեթեւացնել
symphony	joy	0.422	սիմֆոնիա
wealth	joy	0.422	հարստություն
helpful	joy	0.422	օգտակար
musical	joy	0.422	երաժշտական
glitter	joy	0.422	փայլեր
calmness	joy	0.422	հանգստություն
energy	joy	0.422	էներգիա
safe	joy	0.422	ապահով
nostress	joy	0.421	նոսթրես
soundness	joy	0.421	առողջություն
promise	joy	0.415	խոստում
reunite	joy	0.414	վերամիավորվել
mother	joy	0.412	մայրիկ
salvation	joy	0.412	փրկություն
poems	joy	0.412	բանաստեղծություններ
clown	joy	0.409	ծաղրածու
lavender	joy	0.409	նարդոս
immaculate	joy	0.409	անարատ
purify	joy	0.409	մաքրել
inauguration	joy	0.409	երդմնակալություն
aromatherapy	joy	0.409	արոմաթերապիա
lighten	joy	0.409	թեթեւացնել
travel	joy	0.409	ճանապարհորդություն
cash	joy	0.406	կանխիկ
companion	joy	0.406	ուղեկից
live	joy	0.406	ապրել
opportune	joy	0.406	պատեհ
completing	joy	0.406	լրացնելով
charity	joy	0.406	բարեգործություն
heal	joy	0.406	բուժել
star	joy	0.406	աստղ
wishing	joy	0.406	ցանկանալով
flowers	joy	0.406	ծաղիկներ
income	joy	0.403	եկամուտը
soul	joy	0.401	հոգին
munchies	joy	0.400	մրգեր
emancipation	joy	0.397	էմանսիպացիա
indescribable	joy	0.397	աննկարագրելի
progress	joy	0.397	առաջընթաց
equality	joy	0.394	հավասարություն
childhood	joy	0.394	մանկություն
together	joy	0.394	միասին
rhythmical	joy	0.394	ռիթմիկ
fullness	joy	0.394	լիություն
calm	joy	0.394	հանգիստ
hammock	joy	0.394	ցանցաճոճ
picnic	joy	0.394	խնջույք
movies	joy	0.393	Ֆիլմեր
zealous	joy	0.393	նախանձախնդիր
playground	joy	0.391	խաղահրապարակ
affluence	joy	0.391	հարստություն
warms	joy	0.391	տաքացնում է
choir	joy	0.391	երգչախումբ
littlethings	joy	0.391	չնչին բաներ
auspicious	joy	0.391	բարեհաջող
meaningful	joy	0.391	իմաստալից
adventures	joy	0.391	արկածներ
goofy	joy	0.391	բութ
starry	joy	0.391	աստղային
humanity	joy	0.391	մարդկությունը
gesture	joy	0.387	ժեստ
witty	joy	0.382	սրամիտ
vow	joy	0.382	ուխտ
shopping	joy	0.382	գնումներ կատարել
vibes	joy	0.379	թրթիռներ
worship	joy	0.379	երկրպագել
jump	joy	0.379	ցատկել
communion	joy	0.379	հաղորդություն
reverend	joy	0.377	վերապատվելի
rising	joy	0.375	բարձրանալով
advance	joy	0.375	կանխավճար
beaches	joy	0.375	լողափեր
sonorous	joy	0.375	հնչեղ
courtship	joy	0.375	սիրատիրություն
experience	joy	0.375	փորձը
reunion	joy	0.375	վերամիավորում
simplicity	joy	0.375	պարզություն
full	joy	0.375	լի
hymn	joy	0.375	հիմն
spirits	joy	0.375	ոգիներ
unforgettable	joy	0.375	անմոռանալի
mirth	joy	0.375	ուրախություն
youth	joy	0.375	երիտասարդություն
scenic	joy	0.375	գեղատեսիլ
unique	joy	0.375	եզակի
redeemed	joy	0.375	փրկագնված
alliance	joy	0.368	դաշինք
baptismal	joy	0.368	մկրտություն
grant	joy	0.366	դրամաշնորհ
kitten	joy	0.364	ձագուկ
sanctification	joy	0.364	սրբացում
conciliation	joy	0.364	հաշտեցում
improves	joy	0.364	բարելավում է
pure	joy	0.364	մաքուր
improve	joy	0.364	բարելավել
authentic	joy	0.364	իսկական
moonlight	joy	0.364	լուսնի լույս
weightloss	joy	0.362	կշռի կորուստ
raspberries	joy	0.360	ազնվամորի
feeling	joy	0.359	Զգացմունք
jest	joy	0.359	կատակ
independent	joy	0.359	անկախ
sanctify	joy	0.359	սրբացնել
devotional	joy	0.359	նվիրական
tinsel	joy	0.359	փայլազարդ
proficiency	joy	0.359	հմտություն
listenting	joy	0.359	լսելով
fidelity	joy	0.359	հավատարմություն
revival	joy	0.359	վերածնունդ
giver	joy	0.353	տվող
cocoa	joy	0.353	կակաո
deliverance	joy	0.348	ազատագրում
melody	joy	0.348	մեղեդի
unification	joy	0.348	միավորում
romp	joy	0.348	գայթակղություն
purpose	joy	0.348	նպատակը
choral	joy	0.348	երգչախմբային
exceed	joy	0.348	գերազանցել
dolphin	joy	0.348	դելֆին
roaring	joy	0.348	մռնչյուն
favor	joy	0.348	բարեհաճություն
hotyoga	joy	0.347	հոթյոգա
voluptuous	joy	0.344	կամակոր
fruits	joy	0.344	մրգեր
cookies	joy	0.344	թխվածքաբլիթներ
manicure	joy	0.344	մատնահարդարում
nowork	joy	0.344	ոչ մի աշխատանք
date	joy	0.344	ամսաթիվը
newstart	joy	0.344	newstart
hedonism	joy	0.344	հեդոնիզմ
pledge	joy	0.344	գրավ
electric	joy	0.344	էլեկտրական
humble	joy	0.344	խոնարհ
roadtrip	joy	0.344	ճանապարհորդություն
thx	joy	0.344	thx
kiddos	joy	0.344	երեխաներ
celebrity	joy	0.342	հայտնիություն
bridesmaid	joy	0.338	հարսնաքույր
rhythm	joy	0.338	ռիթմ
spa	joy	0.333	սպա
snowday	joy	0.333	ձյան օր
familiarity	joy	0.333	ծանոթություն
coffee	joy	0.333	սուրճ
edification	joy	0.333	շինություն
garden	joy	0.333	այգի
renovation	joy	0.333	վերանորոգում
dawn	joy	0.333	լուսաբաց
connoisseur	joy	0.333	գիտակ
gazing	joy	0.333	նայելով
obliging	joy	0.333	պարտավորեցնող
partner	joy	0.333	գործընկեր
foodie	joy	0.331	ուտելիք
synchronize	joy	0.329	համաժամացնել
tribulation	joy	0.328	նեղություն
psalm	joy	0.328	սաղմոս
pedicure	joy	0.328	պեդիկյուր
noregrets	joy	0.328	չեմ ափսոսում
chirping	joy	0.328	ծլվլոց
saint	joy	0.328	սուրբ
healing	joy	0.328	ապաքինող
carol	joy	0.328	երգը
true	joy	0.328	ճիշտ
hobby	joy	0.328	հոբբի
amnesty	joy	0.328	համաներում
respite	joy	0.324	հետաձգում
recreational	joy	0.318	հանգստի
cousins	joy	0.318	զարմիկներ
mellow	joy	0.318	հեզ
restorative	joy	0.318	վերականգնող
lazyday	joy	0.318	ծույլ օր
classics	joy	0.318	դասականներ
reconciliation	joy	0.316	հաշտեցում
woods	joy	0.312	անտառներ
progression	joy	0.312	առաջընթաց
muchneeded	joy	0.312	շատ անհրաժեշտ
sterling	joy	0.312	ստերլինգ
dove	joy	0.312	աղավնի
simplify	joy	0.312	պարզեցնել
fitness	joy	0.312	ֆիթնես
sunset	joy	0.312	մայրամուտ
wisdom	joy	0.312	իմաստություն
relight	joy	0.312	լուսավորություն
living	joy	0.312	ապրող
presto	joy	0.312	պրեստո
playhouse	joy	0.312	խաղատուն
superman	joy	0.312	գերմարդ
pony	joy	0.312	պոնի
recovery	joy	0.312	վերականգնում
crafts	joy	0.312	արհեստներ
lord	joy	0.312	տէր
deal	joy	0.312	գործարք
improvement	joy	0.309	բարելավում
infant	joy	0.309	նորածին
absolution	joy	0.306	ներումը
honest	joy	0.303	ազնիվ
gently	joy	0.303	նրբորեն
banquet	joy	0.303	բանկետ
