English Word	Emotion	Emotion-Intensity-Score	Amharic Word
imminent	fear	0.345	የማይቀር
shame	fear	0.344	ውርደት
avoidance	fear	0.344	ማስወገድ
shortage	fear	0.344	እጥረት
opium	fear	0.344	ኦፒየም
swerve	fear	0.344	ጠማማ
evade	fear	0.344	መሸሽ
servile	fear	0.344	አገልጋይ
pest	fear	0.344	ተባይ
hesitation	fear	0.344	ማመንታት
loneliness	fear	0.344	ብቸኝነት
discipline	fear	0.344	ተግሣጽ
fanaticism	fear	0.344	አክራሪነት
sorrow	fear	0.344	ሀዘን
hiss	fear	0.344	ያፏጫል።
belittle	fear	0.344	አሳንስ
knell	fear	0.344	ተንበርክኮ
contentious	fear	0.344	አጨቃጫቂ
bearish	fear	0.344	ድብርት
opposed	fear	0.344	ተቃወመ
launches	fear	0.344	ይጀምራል
taboo	fear	0.344	ታቦ
cutter	fear	0.344	መቁረጫ
defy	fear	0.344	መቃወም
unjustifiable	fear	0.344	ምክንያታዊ ያልሆነ
parachute	fear	0.344	ፓራሹት
eel	fear	0.344	ኢል
psych	fear	0.344	ሳይክ
aaaaaaah	fear	0.344	አአአአአአ
verdict	fear	0.344	ብይን
mri	fear	0.344	mri
shaky	fear	0.344	የሚንቀጠቀጥ
resistant	fear	0.344	ተከላካይ
obstacle	fear	0.344	እንቅፋት
reckless	fear	0.344	በግዴለሽነት
recession	fear	0.344	ውድቀት
disrespectful	fear	0.343	አክብሮት የጎደለው
phalanx	fear	0.342	ፌላንክስ
creature	fear	0.340	ፍጥረት
specter	fear	0.331	እይታ
mortgage	fear	0.331	ሞርጌጅ
enigmatic	fear	0.329	እንቆቅልሽ
supremacy	fear	0.328	የበላይነት
bugaboo	fear	0.328	ቡባቡ
defendant	fear	0.328	ተከሳሽ
feeling	fear	0.328	ስሜት
ethereal	fear	0.328	ኢተሬያል
undesirable	fear	0.328	የማይፈለግ
mishap	fear	0.328	ብልግና
outpost	fear	0.328	የውጭ ፖስት
weirdo	fear	0.328	እንግዳ
caution	fear	0.328	ጥንቃቄ
spillin	fear	0.328	መፍሰስ
dike	fear	0.328	ዳይክ
dominion	fear	0.328	የበላይነት
wimp	fear	0.328	ማወዛወዝ
quash	fear	0.328	ኳሽ
subordinate	fear	0.328	የበታች
shank	fear	0.328	ሻንክ
remove	fear	0.328	አስወግድ
senseless	fear	0.328	ትርጉም የለሽ
shutdown	fear	0.328	ዝጋው
gametime	fear	0.328	የጨዋታ ጊዜ
uhoh	fear	0.328	ኡሁ
loom	fear	0.328	ማሽኮርመም
police	fear	0.328	ፖሊስ
wrongly	fear	0.328	በስህተት
unlucky	fear	0.328	ያልታደለው
gladiator	fear	0.328	ግላዲያተር
adrift	fear	0.328	መንሳፈፍ
hives	fear	0.328	ቀፎዎች
smut	fear	0.328	ስድብ
encumbrance	fear	0.328	ማገድ
unsettled	fear	0.327	ያልተረጋጋ
scarce	fear	0.327	ብርቅዬ
antisocial	fear	0.324	ፀረ-ማህበራዊ
astray	fear	0.320	ተሳስቷል።
vigilant	fear	0.319	ንቁ
socialist	fear	0.318	ሶሻሊስት
halter	fear	0.318	ማንጠልጠያ
pessimist	fear	0.317	ተስፋ አስቆራጭ
pacing	fear	0.316	መራመድ
wimpy	fear	0.312	ጠማማ
clinical	fear	0.312	ክሊኒካዊ
blight	fear	0.312	ግርዶሽ
muzzle	fear	0.312	አፈሙዝ
ahhhhhhhh	fear	0.312	አህህህህህህህህ
therapist	fear	0.312	ቴራፒስት
laxative	fear	0.312	ማስታገሻ
obsessing	fear	0.312	አባዜ
seclusion	fear	0.312	መገለል
foreigner	fear	0.312	የባዕድ አገር ሰው
dentist	fear	0.312	የጥርስ ሐኪም
chargeable	fear	0.312	የሚከፈል
deadline	fear	0.312	ማለቂያ ሰአት
uneasy	fear	0.312	የማይመች
valium	fear	0.312	ቫሊየም
powerful	fear	0.312	ኃይለኛ
opponent	fear	0.312	ተቃዋሚ
ordnance	fear	0.312	ትዕዛዝ
cram	fear	0.312	ክራም
unexpected	fear	0.312	ያልተጠበቀ
thorny	fear	0.312	እሾሃማ
discontinuity	fear	0.312	ማቋረጥ
conspire	fear	0.312	ማሴር
collusion	fear	0.312	መስማማት
litigate	fear	0.312	ሙግት
unkind	fear	0.312	ደግነት የጎደለው
whirlwind	fear	0.312	አውሎ ነፋስ
nether	fear	0.312	አይደለም
trickery	fear	0.312	ተንኮል
bewilderment	fear	0.312	ግራ መጋባት
overthinking	fear	0.309	በሀሳብ መዋጥ
doubts	fear	0.308	ጥርጣሬዎች
seriousness	fear	0.305	አሳሳቢነት
irrational	fear	0.305	ምክንያታዊ ያልሆነ
erase	fear	0.303	መደምሰስ
teasing	fear	0.303	ማሾፍ
razor	fear	0.303	ምላጭ
sweating	fear	0.298	ማላብ
mage	fear	0.297	ማጅ
giant	fear	0.297	ግዙፍ
weighty	fear	0.297	ክብደት ያለው
warning	fear	0.297	ማስጠንቀቂያ
avoid	fear	0.297	ማስወገድ
inflation	fear	0.297	የዋጋ ግሽበት
mislead	fear	0.297	ማሳሳት
adjudicate	fear	0.297	መፍረድ
endless	fear	0.297	ማለቂያ የሌለው
deflation	fear	0.297	ዲፍሌሽን
depreciated	fear	0.297	ዋጋ ቀንሷል
bitch	fear	0.297	ሴት ዉሻ
swamp	fear	0.297	ረግረጋማ
bale	fear	0.297	ባሌ
dashed	fear	0.297	ተበላሽቷል
crouching	fear	0.297	ማጎንበስ
flounder	fear	0.297	ወራጅ
hide	fear	0.297	መደበቅ
reluctant	fear	0.297	እምቢተኛ
unsurpassed	fear	0.297	ያልታለፈ
medical	fear	0.297	ሕክምና
timidity	fear	0.297	ዓይናፋርነት
auditor	fear	0.297	ኦዲተር
deluge	fear	0.287	የጎርፍ መጥለቅለቅ
disinformation	fear	0.286	የተሳሳተ መረጃ
court	fear	0.284	ፍርድ ቤት
aversion	fear	0.283	ጥላቻ
cartridge	fear	0.281	ካርትሬጅ
unfriendly	fear	0.281	ወዳጃዊ ያልሆነ
cautious	fear	0.281	ጥንቃቄ የተሞላበት
surveillance	fear	0.281	ክትትል
yelp	fear	0.281	ማልቀስ
confusion	fear	0.281	ግራ መጋባት
apache	fear	0.281	apache
flying	fear	0.281	መብረር
submitting	fear	0.281	በማቅረብ ላይ
discourage	fear	0.281	ተስፋ አስቆራጭ
rush	fear	0.281	መጣደፍ
fortress	fear	0.281	ምሽግ
dwarfed	fear	0.281	የተዳከመ
challenge	fear	0.281	ፈታኝ
notready	fear	0.281	ያልተዘጋጀ
wan	fear	0.281	ዋን
mistaken	fear	0.281	ተሳስቷል።
hurryup	fear	0.281	ፍጠን
swelling	fear	0.281	እብጠት
oncoming	fear	0.281	እየመጣ ነው።
remains	fear	0.281	ይቀራል
unruly	fear	0.281	የማይታዘዝ
bigoted	fear	0.281	ትምክህተኛ
intense	fear	0.279	ኃይለኛ
noncompliance	fear	0.276	አለማክበር
alerts	fear	0.276	ማንቂያዎች
planes	fear	0.274	አውሮፕላኖች
cop	fear	0.273	ፖሊስ
displeased	fear	0.273	አልተደሰተም
unbridled	fear	0.271	ያልተገራ
problem	fear	0.266	ችግር
crouch	fear	0.266	ማጎንበስ
sneak	fear	0.266	ሹልክ
hood	fear	0.266	ኮፍያ
force	fear	0.266	አስገድድ
confession	fear	0.266	መናዘዝ
posse	fear	0.266	ፖሴ
banger	fear	0.266	ባንገር
belt	fear	0.266	ቀበቶ
crowds	fear	0.266	ሕዝብ
elevation	fear	0.266	ከፍታ
insomnia	fear	0.266	እንቅልፍ ማጣት
auditions	fear	0.266	ኦዲት
forgotten	fear	0.266	ተረስቷል
affront	fear	0.266	ማጥቃት
cloak	fear	0.266	ካባ
newjob	fear	0.266	አዲስ ስራ
blindfold	fear	0.266	ዓይነ ስውር
skid	fear	0.266	ሸርተቴ
blemish	fear	0.266	እድፍ
uncanny	fear	0.266	የማይታወቅ
sentence	fear	0.266	ዓረፍተ ነገር
cupping	fear	0.266	ኩባያ
regiment	fear	0.266	ክፍለ ጦር
hooded	fear	0.266	የተከደነ
operation	fear	0.266	ክወና
immerse	fear	0.266	ማጥለቅ
shanghai	fear	0.266	ሻንጋይ
acrobat	fear	0.266	አክሮባት
flurries	fear	0.266	ፍንዳታዎች
spur	fear	0.262	ማነሳሳት
mortgagor	fear	0.258	ሞርጌጅ
defense	fear	0.258	መከላከያ
insect	fear	0.250	ነፍሳት
defend	fear	0.250	መከላከል
cataract	fear	0.250	የዓይን ሞራ ግርዶሽ
stealthy	fear	0.250	ስውር
swampy	fear	0.250	ረግረጋማ
sunk	fear	0.250	ሰመጠ
run	fear	0.250	መሮጥ
scapegoat	fear	0.250	ስካፔት
jobinterview	fear	0.250	ለሥራ ቃለ መጠይቅ
repent	fear	0.250	ንስሐ ግቡ
breakingnews	fear	0.250	ሰበር ዜና
obliging	fear	0.250	ማስገደድ
rascal	fear	0.250	ራሽካል
impatiently	fear	0.250	በትዕግስት ማጣት
react	fear	0.250	ምላሽ መስጠት
doubt	fear	0.250	ጥርጣሬ
guard	fear	0.250	ጠባቂ
forewarned	fear	0.250	አስቀድሞ አስጠንቅቋል
foul	fear	0.250	መጥፎ
indifference	fear	0.250	ግዴለሽነት
hag	fear	0.250	ሀግ
picket	fear	0.250	ፒክኬት
delusional	fear	0.250	አሳሳች
standstill	fear	0.250	መቆም
rating	fear	0.250	ደረጃ መስጠት
spinster	fear	0.250	ሽክርክሪት
unfamiliar	fear	0.250	የማይታወቅ
indecisive	fear	0.250	ውሳኔ የማይሰጥ
grounded	fear	0.242	መሰረት ያደረገ
badhabit	fear	0.242	መጥፎ ልማድ
highest	fear	0.236	ከፍተኛ
aaaah	fear	0.234	አአአአአአ
shrink	fear	0.234	መቀነስ
insomniac	fear	0.234	እንቅልፍ ማጣት
chicken	fear	0.234	ዶሮ
bee	fear	0.234	ንብ
inequality	fear	0.234	አለመመጣጠን
verge	fear	0.234	ጫፍ
shelters	fear	0.234	መጠለያዎች
buzz	fear	0.234	buzz
buck	fear	0.234	ብር
discontent	fear	0.234	አለመርካት።
difficulty	fear	0.234	ችግር
finalized	fear	0.234	ተጠናቀቀ
overdrive	fear	0.234	ከመጠን በላይ መንዳት
pinion	fear	0.234	pinion
scaffold	fear	0.234	ስካፎልድ
dependence	fear	0.234	ጥገኝነት
rekindle	fear	0.234	እንደገና ማብራት
instinctive	fear	0.234	በደመ ነፍስ
thatmoment	fear	0.234	በዚያን ጊዜ
sleepless	fear	0.234	እንቅልፍ የሌለው
intercede	fear	0.234	ማማለድ
psychiatrist	fear	0.234	የአእምሮ ሐኪም
rushing	fear	0.233	መጣደፍ
overslept	fear	0.226	ከመጠን በላይ ተኝቷል
default	fear	0.226	ነባሪ
confessional	fear	0.225	መናዘዝ
impatient	fear	0.224	ትዕግስት የሌለው
tactics	fear	0.219	ዘዴዎች
aga	fear	0.219	አጋ
blues	fear	0.219	ሰማያዊ
thrill	fear	0.219	ደስታ
immigrant	fear	0.219	ስደተኛ
veer	fear	0.219	ቬር
sweat	fear	0.219	ላብ
cane	fear	0.219	አገዳ
revelations	fear	0.219	መገለጦች
whatif	fear	0.219	ቢሆንስ
waver	fear	0.219	ማወዛወዝ
jungle	fear	0.219	ጫካ
fingerscrossed	fear	0.219	ጣቶች ተሻገሩ
stingy	fear	0.219	ስስታም
bait	fear	0.219	ማጥመጃ
unequal	fear	0.219	እኩል ያልሆነ
lastminute	fear	0.219	የመጨረሻ ደቂቃ
heft	fear	0.219	heft
overtired	fear	0.218	ከመጠን በላይ ድካም
prognosis	fear	0.217	ትንበያ
alertness	fear	0.216	ንቃት
hyped	fear	0.214	ተበረታታ
wishmeluck	fear	0.212	መልካም ተመኝልኝ
somuchtodo	fear	0.212	ሶምችቶዶ
toomuchtodo	fear	0.212	በጣም ብዙ
tryouts	fear	0.210	ሙከራዎች
clowns	fear	0.207	ክላውንቶች
fluctuation	fear	0.204	መለዋወጥ
examination	fear	0.204	ምርመራ
restless	fear	0.204	እረፍት አልባ
uphill	fear	0.203	ሽቅብ
quail	fear	0.203	ድርጭቶች
phew	fear	0.203	ፌው
mighty	fear	0.203	ኃያል
cross	fear	0.203	መስቀል
hurry	fear	0.203	ፍጠን
recesses	fear	0.203	ማረፊያዎች
intimacy	fear	0.203	መቀራረብ
overcome	fear	0.203	ማሸነፍ
birth	fear	0.203	መወለድ
acceptances	fear	0.203	ተቀባይነት
help	fear	0.203	መርዳት
fearless	fear	0.200	የማይፈራ
change	fear	0.198	መለወጥ
ware	fear	0.198	ዕቃ
withstand	fear	0.197	መቋቋም
asap	fear	0.191	በተቻለ ፍጥነት
heighten	fear	0.188	ከፍ ማድረግ
watch	fear	0.188	ይመልከቱ
tract	fear	0.188	ትራክት
advance	fear	0.188	በቅድሚያ
overcoming	fear	0.188	ማሸነፍ
attorney	fear	0.188	ጠበቃ
deadlines	fear	0.188	የጊዜ ገደብ
bug	fear	0.188	ሳንካ
knots	fear	0.188	አንጓዎች
owing	fear	0.188	ዕዳ
waitinggame	fear	0.188	የመጠባበቂያ ጨዋታ
unorganised	fear	0.188	ያልተደራጀ
gnome	fear	0.188	gnome
fragile	fear	0.188	ተሰባሪ
cautiously	fear	0.188	በጥንቃቄ
stillness	fear	0.188	ጸጥታ
intrigue	fear	0.188	ሴራ
rule	fear	0.188	ደንብ
elf	fear	0.185	ኤልፍ
stillwaiting	fear	0.184	አሁንም በመጠባበቅ ላይ
lonely	fear	0.183	ብቸኝነት
slippery	fear	0.181	የሚያዳልጥ
interview	fear	0.180	ቃለ መጠይቅ
everyman	fear	0.178	ሁሉም ሰው
speculation	fear	0.176	ግምት
needtoknow	fear	0.173	ማወቅ ያስፈልጋል
worship	fear	0.172	አምልኮ
unsure	fear	0.172	እርግጠኛ ያልሆነ
surprise	fear	0.172	መደነቅ
settlor	fear	0.172	ሰፋሪ
competition	fear	0.172	ውድድር
readytogo	fear	0.172	ለመሔድ ዝግጁ
checkpoint	fear	0.172	የፍተሻ ነጥብ
composure	fear	0.172	መረጋጋት
interviewer	fear	0.172	ጠያቂ
chaff	fear	0.172	ገለባ
regulatory	fear	0.172	ተቆጣጣሪ
birch	fear	0.172	በርች
shell	fear	0.172	ቅርፊት
assessment	fear	0.172	ግምገማ
uncertain	fear	0.172	እርግጠኛ ያልሆነ
rod	fear	0.172	በትር
humanrights	fear	0.172	ሰብአዊ መብቶች
less	fear	0.167	ያነሰ
coy	fear	0.162	ኮይ
iris	fear	0.160	አይሪስ
intimately	fear	0.156	በቅርበት
hearing	fear	0.156	መስማት
legalized	fear	0.156	ህጋዊ
needit	fear	0.156	ማረም
audition	fear	0.156	ኦዲሽን
retirement	fear	0.156	ጡረታ መውጣት
countdown	fear	0.156	ቆጠራ
sly	fear	0.156	ተንኮለኛ
bases	fear	0.156	መሠረቶች
ceasefire	fear	0.156	የተኩስ አቁም
medication	fear	0.156	መድሃኒት
courageous	fear	0.154	ደፋር
overthinker	fear	0.153	በላይ አስብ
backtrack	fear	0.151	ወደኋላ መመለስ
dawned	fear	0.150	ነጋ
censor	fear	0.149	ሳንሱር
bailiff	fear	0.147	ወንጀለኛ
syllabus	fear	0.147	ሥርዓተ ትምህርት
delay	fear	0.141	መዘግየት
newcomer	fear	0.141	አዲስ መጤ
imagination	fear	0.141	ምናብ
waiting	fear	0.141	በመጠባበቅ ላይ
gent	fear	0.141	ገር
validity	fear	0.141	ትክክለኛነት
cove	fear	0.141	መመኘት
rationality	fear	0.141	ምክንያታዊነት
caricature	fear	0.141	ካርካቸር
eventuality	fear	0.141	ውሎ አድሮ
alreadyyyyy	fear	0.140	አስቀድሞ
shy	fear	0.140	ዓይን አፋር
symptom	fear	0.133	ምልክት
excite	fear	0.132	አስደስት
raccoon	fear	0.127	ራኮን
clown	fear	0.125	ቀልደኛ
tryout	fear	0.125	ሞክረው
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	ዋና
campaigning	fear	0.125	ዘመቻ ማድረግ
hawk	fear	0.125	ጭልፊት
prevent	fear	0.125	መከላከል
gameday	fear	0.125	የጨዋታ ቀን
ahhh	fear	0.125	አሀሀሀ
marry	fear	0.125	ማግባት
sprite	fear	0.125	sprite
soready	fear	0.125	በጣም ተቸገረ
sag	fear	0.123	ሳግ
pharmacy	fear	0.123	ፋርማሲ
policeman	fear	0.121	ፖሊስ
dreamt	fear	0.111	አየሁ
lace	fear	0.111	ዳንቴል
homework	fear	0.109	የቤት ስራ
destination	fear	0.109	መድረሻ
incase	fear	0.109	ምናልባት
pray	fear	0.109	ጸልዩ
knot	fear	0.109	ቋጠሮ
confidence	fear	0.109	በራስ መተማመን
bigday	fear	0.109	ትልቅ ቀን
holiness	fear	0.109	ቅድስና
notoriety	fear	0.109	ታዋቂነት
weight	fear	0.109	ክብደት
slender	fear	0.100	ቀጭን
undecided	fear	0.098	ያልተወሰነ
sympathetic	fear	0.097	አዛኝ
poise	fear	0.094	መረጋጋት
case	fear	0.094	ጉዳይ
treat	fear	0.094	ማከም
locate	fear	0.094	አግኝ
loyal	fear	0.094	ታማኝ
grades	fear	0.094	ደረጃዎች
god	fear	0.094	አምላክ
helmet	fear	0.094	የራስ ቁር
confident	fear	0.094	በራስ መተማመን
counsellor	fear	0.094	አማካሪ
northeast	fear	0.088	ሰሜን ምስራቅ
graduation	fear	0.078	ምረቃ
compassion	fear	0.078	ርህራሄ
nurture	fear	0.078	ማሳደግ
graded	fear	0.075	ደረጃ የተሰጠው
mum	fear	0.070	እናት
infant	fear	0.067	ሕፃን
journey	fear	0.062	ጉዞ
parade	fear	0.062	ሰልፍ
gradschool	fear	0.062	ሁለተኛ ደረጃ ትምህርት ቤት
civilian	fear	0.062	ሲቪል
cloudiness	fear	0.062	ደመናማነት
cash	fear	0.062	ጥሬ ገንዘብ
civilians	fear	0.062	ሲቪሎች
guidelines	fear	0.062	መመሪያዎች
soulmate	fear	0.062	የነፍስ ጓደኛ
youth	fear	0.062	ወጣቶች
opera	fear	0.057	ኦፔራ
synonymous	fear	0.056	ተመሳሳይ
honest	fear	0.047	ሐቀኛ
praying	fear	0.047	መጸለይ
intelligence	fear	0.038	የማሰብ ችሎታ
volunteer	fear	0.031	ፈቃደኛ
romance	fear	0.031	የፍቅር ግንኙነት
lines	fear	0.031	መስመሮች
obey	fear	0.016	መታዘዝ
happiest	joy	0.986	በጣም ደስተኛ
happiness	joy	0.984	ደስታ
bliss	joy	0.971	ደስታ
celebrating	joy	0.970	በማክበር ላይ
jubilant	joy	0.969	ደስ የሚያሰኝ
ecstatic	joy	0.954	ደስተኛ
elation	joy	0.944	ደስታ
beaming	joy	0.938	ማብራት
bestdayever	joy	0.938	ምርጥ ቀን
loveee	joy	0.932	ፍቅረኛ
celebration	joy	0.929	በዓል
awesomeness	joy	0.926	ድንቅነት
joy	joy	0.924	ደስታ
joyous	joy	0.922	ደስ የሚል
fabulous	joy	0.922	ድንቅ
happily	joy	0.922	በደስታ
excitement	joy	0.922	ደስታ
exuberance	joy	0.922	መደሰት
makesmehappy	joy	0.922	ያስደስተኛል
euphoria	joy	0.922	የደስታ ስሜት
lovee	joy	0.920	ፍቅር
gratitude	joy	0.914	ምስጋና
happydance	joy	0.912	ደስተኛ ዳንስ
merriment	joy	0.912	ደስታ
spectacular	joy	0.912	አስደናቂ
overjoyed	joy	0.909	በጣም ተደሰተ
purebliss	joy	0.909	ንፁህ ደስታ
triumphant	joy	0.907	ድል አድራጊ
ecstasy	joy	0.906	ደስታ
lovelovelove	joy	0.906	የፍቅር ፍቅር
cheerful	joy	0.906	ደስተኛ
cheer	joy	0.897	አይዞህ
elated	joy	0.894	ተደሰትኩ።
peaceofmind	joy	0.891	የኣእምሮ ሰላም
jolly	joy	0.891	ደስ የሚል
delighted	joy	0.891	ተደስቻለሁ
lovethis	joy	0.891	ወደዋለሁ
excitation	joy	0.891	መነሳሳት።
exhilaration	joy	0.891	ደስታ
pleasures	joy	0.891	ደስታዎች
laugh	joy	0.891	ሳቅ
marvelously	joy	0.881	በሚያስደንቅ ሁኔታ
loving	joy	0.879	አፍቃሪ
joyful	joy	0.879	ደስተኛ
blissful	joy	0.879	ደስ የሚል
outstanding	joy	0.879	የላቀ
pleasurable	joy	0.877	የሚያስደስት
lovinglife	joy	0.875	የፍቅር ሕይወት
enthusiastic	joy	0.875	ቀናተኛ
glee	joy	0.875	ፈገግ በል
iloveher	joy	0.875	አፈቅራታለሁኝ
yaaaay	joy	0.875	ያአኣይ
overthemoon	joy	0.875	ከመጠን በላይ ጨረቃ
happyplace	joy	0.875	ደስተኛ ቦታ
sohappy	joy	0.868	በጣም ደስተኛ
superb	joy	0.864	እጅግ በጣም ጥሩ
woohoo	joy	0.864	woohoo
laughing	joy	0.864	እየሳቀ
wonderful	joy	0.863	ድንቅ
hooray	joy	0.859	ሆሬ
loved	joy	0.859	የተወደዱ
tearsofjoy	joy	0.859	የደስታ እንባ
hallelujah	joy	0.859	ሃሌሉያ
magnificent	joy	0.859	ድንቅ
glory	joy	0.859	ክብር
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	ብሩህ
celebrated	joy	0.859	ተከበረ
cheering	joy	0.859	ማበረታታት
yayyyy	joy	0.859	ያዬ
heavenly	joy	0.853	ሰማያዊ
exciting	joy	0.853	አስደሳች
thrilled	joy	0.851	ደነገጠ
mademyday	joy	0.848	የተሰራበት ቀን
hohoho	joy	0.845	ሆሆሆ
celebrate	joy	0.844	ማክበር
wonderfully	joy	0.844	በሚያስደንቅ ሁኔታ
blessing	joy	0.844	በረከት
favoriteholiday	joy	0.844	ተወዳጅ የበዓል ቀን
paradise	joy	0.833	ገነት
marvellous	joy	0.833	አስደናቂ
festive	joy	0.833	በዓል
sweetness	joy	0.833	ጣፋጭነት
blessed	joy	0.833	ተባረክ
celebrations	joy	0.833	ክብረ በዓላት
compliment	joy	0.831	ማመስገን
smiling	joy	0.828	ፈገግታ
allsmiles	joy	0.828	ፈገግ ይላሉ
love	joy	0.828	ፍቅር
enchanting	joy	0.828	አስማታዊ
homesweethome	joy	0.826	ውዱ ቤቴ
thankyougod	joy	0.824	አመሰግናለሁ
marvelous	joy	0.824	አስደናቂ
laughter	joy	0.824	ሳቅ
goodmood	joy	0.819	ቌንጆ ትዝታ
goodness	joy	0.818	መልካምነት
excellence	joy	0.818	የላቀ ደረጃ
sensational	joy	0.818	ስሜት ቀስቃሽ
joys	joy	0.818	ደስታዎች
delightful	joy	0.818	አስደሳች
excited	joy	0.818	ጓጉተናል
rejoicing	joy	0.818	መደሰት
happyheart	joy	0.818	ደስተኛ ልብ
celebratory	joy	0.818	አከባበር
greatful	joy	0.816	በጣም ጥሩ
jovial	joy	0.814	ቀልድ
rejoice	joy	0.812	ደስ ይበላችሁ
splendid	joy	0.812	ግሩም
enjoy	joy	0.812	ተደሰት
smiley	joy	0.812	ፈገግታ
glorious	joy	0.812	የከበረ
victorious	joy	0.812	አሸናፊ
lovemaking	joy	0.812	ፍቅርን መስራት
bonanza	joy	0.812	ቦናንዛ
greatday	joy	0.812	ታላቅ ቀን
excellent	joy	0.812	በጣም ጥሩ
goodtimes	joy	0.811	ጥሩ ጊዜያት
whatmakesmesmile	joy	0.811	ምን ያደርጋል
