English Word	Emotion	Emotion-Intensity-Score	Bengali Word
perfect	joy	0.719	নিখুঁত
lover	joy	0.719	প্রেমিক
xmas	joy	0.719	বড়দিন
heartfelt	joy	0.719	আন্তরিক
utopian	joy	0.719	ইউটোপিয়ান
lovely	joy	0.719	সুন্দর
harmony	joy	0.719	সম্প্রীতি
praising	joy	0.719	প্রশংসা
brighten	joy	0.719	উজ্জ্বল করা
luckiest	joy	0.712	ভাগ্যবান
merrychristmas	joy	0.712	শুভ বড়দিন
magic	joy	0.712	জাদু
achievement	joy	0.712	অর্জন
yay	joy	0.712	হ্যাঁ
holiday	joy	0.712	ছুটির দিন
treasures	joy	0.712	ধন
luxury	joy	0.712	বিলাসিতা
bestfeeling	joy	0.712	সেরা অনুভুতি
intimate	joy	0.710	অন্তরঙ্গ
soblessed	joy	0.706	সুখী
yaaay	joy	0.706	yaaay
rave	joy	0.706	বিদ্রুপ
chuckle	joy	0.706	হাসি
proud	joy	0.704	গর্বিত
winning	joy	0.703	বিজয়ী
cherish	joy	0.703	লালন
goodnews	joy	0.703	ভাল খবর
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	আশাবাদ
amazingly	joy	0.703	আশ্চর্যজনকভাবে
lovelife	joy	0.703	প্রেম জীবন
truelove	joy	0.703	সত্য ভালবাসা
beautification	joy	0.703	সৌন্দর্যায়ন
satisfying	joy	0.703	সন্তোষজনক
appreciates	joy	0.703	প্রশংসা করে
cuddled	joy	0.703	আলিঙ্গন
goodlife	joy	0.703	ভালো জীবন
gooood	joy	0.703	ভাল
sweetest	joy	0.703	মিষ্টি
yaay	joy	0.700	yaay
entertained	joy	0.700	বিনোদন
excite	joy	0.697	উত্তেজিত
newbeginnings	joy	0.693	নতুন সূচনা
praisejesus	joy	0.691	যীশু প্রশংসা
birthday	joy	0.691	জন্মদিন
greatfriends	joy	0.688	খুব ভাল বন্ধু
adoration	joy	0.688	আরাধনা
godsend	joy	0.688	গডসেন্ড
favorite	joy	0.688	প্রিয়
content	joy	0.688	বিষয়বস্তু
entertaining	joy	0.688	বিনোদনমূলক
honored	joy	0.688	সম্মানিত
metime	joy	0.688	আমার সময়
exquisite	joy	0.688	সূক্ষ্ম
holidayseason	joy	0.688	ছুটির ঋতু
thankyoujesus	joy	0.688	আপনাকে ধন্যবাদ যীশু
angelic	joy	0.688	দেবদূত
goodhealth	joy	0.682	সুস্বাস্থ্য
majestic	joy	0.682	রাজকীয়
luscious	joy	0.682	সুস্বাদু
memoriesiwontforget	joy	0.682	স্মৃতি ভুলব না
bestfriends	joy	0.682	সেরা বন্ধু
precious	joy	0.682	মূল্যবান
appreciated	joy	0.682	প্রশংসা করা
exaltation	joy	0.682	exaltation
smiled	joy	0.682	হাসল
brightens	joy	0.682	উজ্জ্বল করে
tranquility	joy	0.679	প্রশান্তি
marry	joy	0.676	বিবাহ করা
embrace	joy	0.676	আলিঙ্গন
positively	joy	0.676	ইতিবাচকভাবে
grin	joy	0.672	হাসি
hug	joy	0.672	আলিঙ্গন
hilarious	joy	0.672	অত্যধিক হাসিখুশি
dearest	joy	0.672	প্রিয়তম
contentment	joy	0.672	তৃপ্তি
accomplished	joy	0.672	সম্পন্ন
relaxation	joy	0.672	শিথিলকরণ
bday	joy	0.672	জন্মদিন
enliven	joy	0.672	জীবিত করা
weeeee	joy	0.672	weeeee
giggles	joy	0.672	হাসি
fulfilled	joy	0.667	পরিপূর্ণ
bountiful	joy	0.667	প্রচুর
victor	joy	0.667	বিজয়ী
adore	joy	0.667	পূজা
boisterous	joy	0.667	boisterous
fulfill	joy	0.664	পূরণ
cuddles	joy	0.662	আলিঙ্গন
prosperous	joy	0.660	সমৃদ্ধ
appreciation	joy	0.656	প্রশংসা
serenity	joy	0.656	নির্মলতা
happynewyear	joy	0.656	শুভ নব বর্ষ
humor	joy	0.656	মেজাজ
satisfy	joy	0.656	পরিতৃপ্ত করা
besties	joy	0.656	বন্ধুরা
encouraged	joy	0.656	উৎসাহিত
captivate	joy	0.656	মোহিত করা
christmaseve	joy	0.656	ক্রিস্টমাসেভ
glow	joy	0.656	আভা
romanticism	joy	0.656	রোমান্টিকতা
innerpeace	joy	0.656	অভ্যন্তরীণ শান্তি
pleasant	joy	0.656	আনন্দদায়ক
praises	joy	0.652	প্রশংসা
abundance	joy	0.652	প্রাচুর্য
fortunes	joy	0.652	ভাগ্য
engaged	joy	0.652	নিযুক্ত
praised	joy	0.652	প্রশংসিত
relaxing	joy	0.652	আরামদায়ক
treasure	joy	0.652	ধন
satisfaction	joy	0.652	সন্তোষ
nothingbetter	joy	0.647	ভাল কিছু না
affection	joy	0.647	স্নেহ
relieved	joy	0.647	অব্যাহতিপ্রাপ্ত
complement	joy	0.647	পরিপূরক
carnival	joy	0.643	কার্নিভাল
priceless	joy	0.641	অমূল্য
uplifting	joy	0.641	উত্থান
sensuality	joy	0.641	কামুকতা
saintly	joy	0.641	সাধু
champion	joy	0.641	রক্ষক
thanksgiving	joy	0.641	ধন্যবাদ
harmoniously	joy	0.641	সুরেলাভাবে
wedding	joy	0.641	বিবাহ
achieve	joy	0.641	অর্জন
divine	joy	0.641	ঐশ্বরিক
jackpot	joy	0.641	জ্যাকপট
honeymoon	joy	0.636	মধুচন্দ্রিমা
exalt	joy	0.636	উচ্চ করা
twinkle	joy	0.636	পলক
comforting	joy	0.636	সান্ত্বনাদায়ক
felicity	joy	0.636	আনন্দ
peaceful	joy	0.636	শান্তিপূর্ণ
climax	joy	0.636	ক্লাইম্যাক্স
winner	joy	0.636	বিজয়ী
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	আলিঙ্গন করা
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	উৎসব
sweet	joy	0.625	মিষ্টি
generosity	joy	0.625	উদারতা
brighter	joy	0.625	উজ্জ্বল
praisegod	joy	0.625	ঈশ্বরের প্রশংসা
gorgeous	joy	0.625	চমত্কার
hearts	joy	0.625	হৃদয়
amusing	joy	0.625	মজাদার
fondness	joy	0.625	অনুরাগ
snuggling	joy	0.625	snuggling
reward	joy	0.625	পুরস্কার
sex	joy	0.622	যৌনতা
kind	joy	0.621	ধরনের
genial	joy	0.621	জিনিয়াল
parade	joy	0.621	কুচকাওয়াজ
applause	joy	0.621	করতালি
beauty	joy	0.621	সৌন্দর্য
fulfilling	joy	0.618	পরিপূর্ণ
aspiring	joy	0.618	উচ্চাকাঙ্ক্ষী
newlife	joy	0.618	নতুন জীবন
godbless	joy	0.616	ঈশ্বরহীন
virtuous	joy	0.613	গুণী
kiss	joy	0.610	চুম্বন
christmas	joy	0.609	ক্রিসমাস
rainbows	joy	0.609	রংধনু
elegance	joy	0.609	কমনীয়তা
generous	joy	0.609	উদার
super	joy	0.609	সুপার
playful	joy	0.609	কৌতুকপূর্ণ
enlightenment	joy	0.609	জ্ঞানদান
praiseworthy	joy	0.609	প্রশংসনীয়
awards	joy	0.609	পুরস্কার
adorable	joy	0.609	আরাধ্য
rekindle	joy	0.609	পুনরায় জাগানো
winnings	joy	0.609	জয়
independence	joy	0.607	স্বাধীনতা
amour	joy	0.607	প্রেম
kindness	joy	0.606	উদারতা
surprises	joy	0.606	চমক
heheh	joy	0.606	হেহেহ
hilarity	joy	0.606	হাসিখুশিতা
wonder	joy	0.606	আশ্চর্য
freely	joy	0.606	অবাধে
successful	joy	0.606	সফল
inspired	joy	0.606	অনুপ্রাণিত
onelove	joy	0.606	একটি ভালোবাসা
whimsical	joy	0.603	বাতিক
entertainment	joy	0.603	বিনোদন
passion	joy	0.603	আবেগ
stressfree	joy	0.601	চাপমুক্ত
beautify	joy	0.601	সুন্দর করা
sunrise	joy	0.600	সূর্যোদয়
godisgood	joy	0.597	আল্লাহ মহান
goodmusic	joy	0.594	ভাল সঙ্গীত
revere	joy	0.594	শ্রদ্ধা
whoo	joy	0.594	হু
fanfare	joy	0.594	ধুমধাম
inspire	joy	0.594	অনুপ্রাণিত করা
angel	joy	0.594	ফেরেশতা
thankgod	joy	0.594	সৃষ্টিকর্তাকে ধন্যবাদ
goodies	joy	0.594	গুডিজ
jesus	joy	0.594	যীশু
accomplishment	joy	0.594	সিদ্ধি
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	শান্তিপূর্ণভাবে
flirt	joy	0.594	ছিনাল
friendship	joy	0.591	বন্ধুত্ব
singing	joy	0.591	গান
heroic	joy	0.591	বীরত্বপূর্ণ
exalted	joy	0.591	exalted
fortune	joy	0.591	ভাগ্য
highest	joy	0.591	সর্বোচ্চ
summer	joy	0.591	গ্রীষ্ম
contented	joy	0.588	সন্তুষ্ট
rollicking	joy	0.588	রোলিকিং
overflowing	joy	0.588	উপচে পড়া
woot	joy	0.588	woot
accolade	joy	0.586	প্রশংসা
hope	joy	0.586	আশা
cozy	joy	0.583	আরামদায়ক
delicious	joy	0.579	সুস্বাদু
raving	joy	0.578	raving
thelife	joy	0.578	জীবন
darling	joy	0.578	প্রিয়তম
sensuous	joy	0.578	সংবেদনশীল
picturesque	joy	0.578	মনোরম
friendly	joy	0.578	বন্ধুত্বপূর্ণ
everlasting	joy	0.578	চিরস্থায়ী
praise	joy	0.578	প্রশংসা
ambition	joy	0.578	উচ্চাকাঙ্ক্ষা
sparkle	joy	0.577	ঝকঝকে
sensual	joy	0.576	কামুক
peace	joy	0.576	শান্তি
flattering	joy	0.576	চাটুকার
grace	joy	0.576	অনুগ্রহ
luckygirl	joy	0.576	ভাগ্যবান মেয়ে
heroism	joy	0.576	বীরত্ব
succeeding	joy	0.576	সফল
yeahhh	joy	0.576	হ্যাঁ
special	joy	0.574	বিশেষ
livelife	joy	0.574	জীবন্ত জীবন
tantalizing	joy	0.572	উত্তেজনাপূর্ণ
pumped	joy	0.567	পাম্প করা
yey	joy	0.562	হ্যাঁ
surprise	joy	0.562	বিস্ময়
sunny	joy	0.562	রোদ
prevail	joy	0.562	বিরাজ করা
revels	joy	0.562	revels
humorous	joy	0.562	রসাত্মক
sweets	joy	0.562	মিষ্টি
liking	joy	0.562	পছন্দ
admirable	joy	0.562	প্রশংসনীয়
superstar	joy	0.562	সুপারস্টার
relax	joy	0.562	শিথিল করা
prosper	joy	0.562	সমৃদ্ধি
hero	joy	0.562	নায়ক
hugs	joy	0.562	আলিঙ্গন
worthwhile	joy	0.562	সার্থক
newyear	joy	0.561	নববর্ষ
tenderness	joy	0.561	কোমলতা
bless	joy	0.561	আশীর্বাদ
favorable	joy	0.561	অনুকূল
freedom	joy	0.561	স্বাধীনতা
masterpiece	joy	0.561	মাষ্টারপিস
dreams	joy	0.559	স্বপ্ন
hopeful	joy	0.559	আশাবাদী
home	joy	0.559	বাড়ি
cruising	joy	0.556	ক্রুজিং
gracias	joy	0.554	অনুগ্রহ
faithfulness	joy	0.553	বিশ্বস্ততা
eagerness	joy	0.552	আগ্রহ
closeness	joy	0.552	ঘনিষ্ঠতা
sunshine	joy	0.551	রোদ
comfy	joy	0.551	আরামদায়ক
vacation	joy	0.547	ছুটি
celestial	joy	0.547	স্বর্গীয়
good	joy	0.547	ভাল
elite	joy	0.547	অভিজাত
illuminate	joy	0.547	আলোকিত করা
confidence	joy	0.547	আত্মবিশ্বাস
mistletoe	joy	0.547	মিসলেটো
daughter	joy	0.547	কন্যা
lifted	joy	0.547	উত্তোলিত
goodmorning	joy	0.547	সুপ্রভাত
zeal	joy	0.547	উদ্যম
gifts	joy	0.547	উপহার
gift	joy	0.547	উপহার
astonishment	joy	0.547	বিস্ময়
heart	joy	0.547	হৃদয়
completion	joy	0.547	সমাপ্তি
bonus	joy	0.547	বোনাস
charmed	joy	0.546	মুগ্ধ
dance	joy	0.545	নাচ
sublime	joy	0.545	মহৎ
recreation	joy	0.545	বিনোদন
encouragement	joy	0.545	উত্সাহ
god	joy	0.545	সৃষ্টিকর্তা
gush	joy	0.545	গশ
freshstart	joy	0.544	নতুনভাবে শুরু করা
free	joy	0.544	বিনামূল্যে
savior	joy	0.543	ত্রাণকর্তা
sanctuary	joy	0.541	অভয়ারণ্য
grandchildren	joy	0.540	নাতি-নাতনি
wellness	joy	0.537	সুস্থতা
revel	joy	0.534	আনন্দ করা
music	joy	0.531	সঙ্গীত
fab	joy	0.531	ফ্যাব
bridal	joy	0.531	দাম্পত্য
soar	joy	0.531	উড্ডয়ন
alive	joy	0.531	জীবিত
money	joy	0.531	টাকা
soothing	joy	0.531	প্রশান্তিদায়ক
serene	joy	0.531	নির্মল
holiness	joy	0.531	পবিত্রতা
inspirational	joy	0.531	অনুপ্রেরণামূলক
matrimony	joy	0.531	বিবাহ
dayoff	joy	0.531	ছুটি
savor	joy	0.531	স্বাদ গ্রহণ
vitality	joy	0.531	জীবনীশক্তি
confident	joy	0.531	আত্মবিশ্বাসী
firstborn	joy	0.531	প্রথমজাত
rainbow	joy	0.531	রংধনু
liberation	joy	0.531	মুক্তি
elegant	joy	0.530	মার্জিত
mastery	joy	0.530	আয়ত্ত
glimmer	joy	0.530	ঝলক
illumination	joy	0.530	আলোকসজ্জা
blossom	joy	0.530	পুষ্প
warmth	joy	0.530	উষ্ণতা
welcomed	joy	0.530	স্বাগত
treat	joy	0.529	চিকিত্সা
faithful	joy	0.529	বিশ্বস্ত
snuggles	joy	0.522	snuggles
laurels	joy	0.521	খ্যাতি
commendable	joy	0.519	প্রশংসনীয়
succeed	joy	0.516	সফল
jingle	joy	0.516	জিঙ্গেল
zest	joy	0.516	zest
noschool	joy	0.516	noschool
brotherly	joy	0.516	ভাই
silly	joy	0.516	নির্বোধ
abundant	joy	0.516	প্রচুর
fancy	joy	0.516	অভিনব
resplendent	joy	0.516	উজ্জ্বল
strengthening	joy	0.516	শক্তিশালীকরণ
presents	joy	0.516	উপহার
pride	joy	0.516	গর্ব
almighty	joy	0.516	সর্বশক্তিমান
powerful	joy	0.516	ক্ষমতাশালী
aspire	joy	0.516	উচ্চাকাঙ্ক্ষা
remarkable	joy	0.516	উল্লেখযোগ্য
greeted	joy	0.516	অভিবাদন
thanking	joy	0.515	ধন্যবাদ
cutie	joy	0.515	সুন্দর
kudos	joy	0.515	প্রশংসা
therapeutic	joy	0.515	থেরাপিউটিক
zen	joy	0.515	জেন
coronation	joy	0.515	রাজ্যাভিষেক
complete	joy	0.515	সম্পূর্ণ
shining	joy	0.515	চকচকে
spirit	joy	0.515	আত্মা
princely	joy	0.515	রাজকীয়
vivid	joy	0.515	প্রাণবন্ত
comfort	joy	0.515	আরাম
leisure	joy	0.515	অবসর
reunited	joy	0.515	পুনর্মিলন
kid	joy	0.515	বাচ্চা
newme	joy	0.515	নতুন আমার
payday	joy	0.515	বেতন দিবস
animated	joy	0.515	অ্যানিমেটেড
familytime	joy	0.515	পারিবারিক সময়
relationship	joy	0.514	সম্পর্ক
godly	joy	0.514	ধার্মিক
marriage	joy	0.514	বিবাহ
daymade	joy	0.514	দিনে তৈরি
spouse	joy	0.507	পত্নী
intimately	joy	0.507	অন্তরঙ্গভাবে
respect	joy	0.500	সম্মান
bloom	joy	0.500	পুষ্প
