English Word	Emotion	Emotion-Intensity-Score	Pashto Word
scapegoat	fear	0.250	د قربانۍ بکره
jobinterview	fear	0.250	د کار مرکه
repent	fear	0.250	توبه
breakingnews	fear	0.250	تازه خبرونه
obliging	fear	0.250	مکلف
rascal	fear	0.250	بدمعاش
impatiently	fear	0.250	په بې صبرۍ سره
react	fear	0.250	غبرګون
doubt	fear	0.250	شک
guard	fear	0.250	ساتونکی
forewarned	fear	0.250	وړاندوینه
foul	fear	0.250	ناوړه
indifference	fear	0.250	بې پروايي
hag	fear	0.250	هګ
picket	fear	0.250	پکټ
delusional	fear	0.250	مغروره
standstill	fear	0.250	ولاړ
rating	fear	0.250	درجه بندي
spinster	fear	0.250	سپنسټر
unfamiliar	fear	0.250	نا اشنا
indecisive	fear	0.250	بې پرېکنده
grounded	fear	0.242	ځمکنی
badhabit	fear	0.242	بد عادت
highest	fear	0.236	لوړ
aaaah	fear	0.234	aaaah
shrink	fear	0.234	کمول
insomniac	fear	0.234	بې خوبۍ
chicken	fear	0.234	چرګه
bee	fear	0.234	مچۍ
inequality	fear	0.234	نابرابري
verge	fear	0.234	څنډه
shelters	fear	0.234	سرپناه
buzz	fear	0.234	buzz
buck	fear	0.234	بکس
discontent	fear	0.234	ناخوښي
difficulty	fear	0.234	مشکل
finalized	fear	0.234	نهایی شوی
overdrive	fear	0.234	ډیر چلول
pinion	fear	0.234	پنیون
scaffold	fear	0.234	سکافول
dependence	fear	0.234	انحصار
rekindle	fear	0.234	بیا راژوندي کول
instinctive	fear	0.234	فطری
thatmoment	fear	0.234	هغه شېبه
sleepless	fear	0.234	بې خوبه
intercede	fear	0.234	شفاعت
psychiatrist	fear	0.234	رواني ډاکټر
rushing	fear	0.233	ګړندی
overslept	fear	0.226	ډیر ویده شوی
default	fear	0.226	ډیفالټ
confessional	fear	0.225	اقرار
impatient	fear	0.224	بې صبره
tactics	fear	0.219	تاکتیکونه
aga	fear	0.219	aga
blues	fear	0.219	بلوز
thrill	fear	0.219	جوش
immigrant	fear	0.219	مهاجر
veer	fear	0.219	ویر
sweat	fear	0.219	خوله
cane	fear	0.219	کنده
revelations	fear	0.219	انکشافات
whatif	fear	0.219	څه
waver	fear	0.219	ډوبېدل
jungle	fear	0.219	ځنګل
fingerscrossed	fear	0.219	د ګوتو کراس شوی
stingy	fear	0.219	بخل
bait	fear	0.219	بیت
unequal	fear	0.219	نا مساوي
lastminute	fear	0.219	وروستۍ دقیقه
heft	fear	0.219	heft
overtired	fear	0.218	ستړی شوی
prognosis	fear	0.217	وړاندوینه
alertness	fear	0.216	خبرتیا
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	نېکمرغي راته وغواړه
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	آزموینې
clowns	fear	0.207	مسخره
fluctuation	fear	0.204	بدلون
examination	fear	0.204	ازموینه
restless	fear	0.204	بې آرامه
uphill	fear	0.203	پورته
quail	fear	0.203	کویل
phew	fear	0.203	اوف
mighty	fear	0.203	ځواکمن
cross	fear	0.203	صلیب
hurry	fear	0.203	بیړه
recesses	fear	0.203	رخصتۍ
intimacy	fear	0.203	نږدېوالی
overcome	fear	0.203	برلاسی
birth	fear	0.203	زیږون
acceptances	fear	0.203	منلو
help	fear	0.203	مرسته
fearless	fear	0.200	بې ډاره
change	fear	0.198	بدلون
ware	fear	0.198	سامان
withstand	fear	0.197	مقاومت کول
asap	fear	0.191	ژر تر ژره
heighten	fear	0.188	لوړول
watch	fear	0.188	کتل
tract	fear	0.188	لاره
advance	fear	0.188	پرمختگ
overcoming	fear	0.188	برلاسی
attorney	fear	0.188	څارنوال
deadlines	fear	0.188	ضرب الاجل
bug	fear	0.188	بګ
knots	fear	0.188	غوټۍ
owing	fear	0.188	واجب الادا
waitinggame	fear	0.188	د انتظار لوبه
unorganised	fear	0.188	غیر منظم
gnome	fear	0.188	gnome
fragile	fear	0.188	نازک
cautiously	fear	0.188	په احتیاط سره
stillness	fear	0.188	سکوت
intrigue	fear	0.188	دسیسه
rule	fear	0.188	قاعده
elf	fear	0.185	elf
stillwaiting	fear	0.184	لا تمېدل
lonely	fear	0.183	یوازیتوب
slippery	fear	0.181	ټوټی
interview	fear	0.180	مرکه
everyman	fear	0.178	هر سړی
speculation	fear	0.176	اټکل
needtoknow	fear	0.173	پوهیدل اړین دي
worship	fear	0.172	عبادت
unsure	fear	0.172	ډاډمن
surprise	fear	0.172	حیرانتیا
settlor	fear	0.172	آباد کونکی
competition	fear	0.172	سیالي
readytogo	fear	0.172	تګ ته چمتو
checkpoint	fear	0.172	پوسته
composure	fear	0.172	آرام
interviewer	fear	0.172	مرکه کوونکی
chaff	fear	0.172	چف
regulatory	fear	0.172	تنظیمي
birch	fear	0.172	برچ
shell	fear	0.172	خولۍ
assessment	fear	0.172	ارزونه
uncertain	fear	0.172	ناڅرګند
rod	fear	0.172	راډ
humanrights	fear	0.172	بشري حقونه
less	fear	0.167	لږ
coy	fear	0.162	coy
iris	fear	0.160	ایرس
intimately	fear	0.156	په نږدې توګه
hearing	fear	0.156	اوریدل
legalized	fear	0.156	قانوني شوی
needit	fear	0.156	اړتیا
audition	fear	0.156	اوریدل
retirement	fear	0.156	تقاعد
countdown	fear	0.156	شمېرنه
sly	fear	0.156	چالاک
bases	fear	0.156	اډې
ceasefire	fear	0.156	اوربند
medication	fear	0.156	درمل
courageous	fear	0.154	زړور
overthinker	fear	0.153	ډیر فکر کوونکی
backtrack	fear	0.151	شاته تګ
dawned	fear	0.150	سهار شو
censor	fear	0.149	سانسور
bailiff	fear	0.147	بیلف
syllabus	fear	0.147	لنډيز
delay	fear	0.141	ځنډ
newcomer	fear	0.141	نوی راغلی
imagination	fear	0.141	تخیل
waiting	fear	0.141	انتظار
gent	fear	0.141	سړی
validity	fear	0.141	اعتبار
cove	fear	0.141	کوف
rationality	fear	0.141	معقولیت
caricature	fear	0.141	نقاشي
eventuality	fear	0.141	پیښه
alreadyyyyy	fear	0.140	دمخه
shy	fear	0.140	شرمنده
symptom	fear	0.133	علامه
excite	fear	0.132	هڅول
raccoon	fear	0.127	ریکون
clown	fear	0.125	مسخره
tryout	fear	0.125	آزموینه
needtorelax	fear	0.125	اړتیا لرونکی آرام
swim	fear	0.125	لامبو
campaigning	fear	0.125	کمپاین کول
hawk	fear	0.125	باز
prevent	fear	0.125	مخنیوی
gameday	fear	0.125	د لوبې ورځ
ahhh	fear	0.125	ahhh
marry	fear	0.125	واده کول
sprite	fear	0.125	سپریټ
soready	fear	0.125	غمجن
sag	fear	0.123	ساک
pharmacy	fear	0.123	درملتون
policeman	fear	0.121	پولیس
dreamt	fear	0.111	خوب لیدل
lace	fear	0.111	لیس
homework	fear	0.109	کورنی دنده
destination	fear	0.109	منزل
incase	fear	0.109	په صورت کې
pray	fear	0.109	دعا
knot	fear	0.109	غوټۍ
confidence	fear	0.109	باور
bigday	fear	0.109	لویه ورځ
holiness	fear	0.109	تقدس
notoriety	fear	0.109	شهرت
weight	fear	0.109	وزن
slender	fear	0.100	پتلی
undecided	fear	0.098	بې پریکړه
sympathetic	fear	0.097	خواخوږی
poise	fear	0.094	آرام
case	fear	0.094	قضیه
treat	fear	0.094	درملنه
locate	fear	0.094	موندل
loyal	fear	0.094	وفادار
grades	fear	0.094	درجې
god	fear	0.094	خدای
helmet	fear	0.094	هیلمټ
confident	fear	0.094	ډاډمن
counsellor	fear	0.094	مشاور
northeast	fear	0.088	شمال ختیځ
graduation	fear	0.078	فراغت
compassion	fear	0.078	شفقت
nurture	fear	0.078	پالنه
graded	fear	0.075	درجه بندي
mum	fear	0.070	مور
infant	fear	0.067	ماشوم
journey	fear	0.062	سفر
parade	fear	0.062	پریډ
gradschool	fear	0.062	ښوونځی
civilian	fear	0.062	ملکي
cloudiness	fear	0.062	بادل
cash	fear	0.062	نغدي
civilians	fear	0.062	ملکي وګړي
guidelines	fear	0.062	لارښوونې
soulmate	fear	0.062	د روح ملګری
youth	fear	0.062	ځوان
opera	fear	0.057	اوپرا
synonymous	fear	0.056	مترادف
honest	fear	0.047	صادق
praying	fear	0.047	دعا کول
intelligence	fear	0.038	استخبارات
volunteer	fear	0.031	رضاکار
romance	fear	0.031	رومانس
lines	fear	0.031	کرښې
obey	fear	0.016	اطاعت کول
happiest	joy	0.986	تر ټولو خوشحاله
happiness	joy	0.984	خوښي
bliss	joy	0.971	خوښي
celebrating	joy	0.970	لمانځل
jubilant	joy	0.969	خوشاله
ecstatic	joy	0.954	خوشاله
elation	joy	0.944	خوښي
beaming	joy	0.938	بیمنګ
bestdayever	joy	0.938	تر ټولو ښه ورځ
loveee	joy	0.932	مینه
celebration	joy	0.929	جشن
awesomeness	joy	0.926	په زړه پوری
joy	joy	0.924	خوښي
joyous	joy	0.922	خوشحاله
fabulous	joy	0.922	په زړه پورې
happily	joy	0.922	په خوښۍ سره
excitement	joy	0.922	جوش
exuberance	joy	0.922	خوشالۍ
makesmehappy	joy	0.922	خوشحاله کوي
euphoria	joy	0.922	خوشالۍ
lovee	joy	0.920	مینه
gratitude	joy	0.914	مننه
happydance	joy	0.912	خوشحاله نڅا
merriment	joy	0.912	خوښي
spectacular	joy	0.912	په زړه پورې
overjoyed	joy	0.909	ډیر خوښ
purebliss	joy	0.909	پاکوالي
triumphant	joy	0.907	بریالی
ecstasy	joy	0.906	خوشالۍ
lovelovelove	joy	0.906	مینه مینه مینه
cheerful	joy	0.906	خوشحاله
cheer	joy	0.897	خوشحاله
elated	joy	0.894	خوشاله
peaceofmind	joy	0.891	د ذهن سکون
jolly	joy	0.891	خوشاله
delighted	joy	0.891	خوښ
lovethis	joy	0.891	دې سره مينه لرم
excitation	joy	0.891	جوش
exhilaration	joy	0.891	خوښي
pleasures	joy	0.891	خوښۍ
laugh	joy	0.891	خندا
marvelously	joy	0.881	په زړه پورې
loving	joy	0.879	مینه وال
joyful	joy	0.879	خوشحاله
blissful	joy	0.879	خوشحاله
outstanding	joy	0.879	بقایا
pleasurable	joy	0.877	د خوښۍ وړ
lovinglife	joy	0.875	مینه لرونکی ژوند
enthusiastic	joy	0.875	لیواله
glee	joy	0.875	خوشالۍ
iloveher	joy	0.875	په هغې مین یم
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	سپوږمۍ
happyplace	joy	0.875	خوشحاله ځای
sohappy	joy	0.868	ډیر خوښ
superb	joy	0.864	عالي
woohoo	joy	0.864	ووهو
laughing	joy	0.864	خندل
wonderful	joy	0.863	په زړه پورې
hooray	joy	0.859	هورې
loved	joy	0.859	مینه
tearsofjoy	joy	0.859	د خوښۍ اوښکې
hallelujah	joy	0.859	هللویه
magnificent	joy	0.859	عالي
glory	joy	0.859	جلال
ilovechristmas	joy	0.859	ilovecrismas
brilliant	joy	0.859	تکړه
celebrated	joy	0.859	ولمانځل شو
cheering	joy	0.859	خوشحاله کول
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	آسماني
exciting	joy	0.853	په زړه پوری
thrilled	joy	0.851	په زړه پوری
mademyday	joy	0.848	دماښام ورځ
hohoho	joy	0.845	هوهو
celebrate	joy	0.844	لمانځل
wonderfully	joy	0.844	په زړه پورې
blessing	joy	0.844	برکت
favoriteholiday	joy	0.844	د خوښې رخصتۍ
paradise	joy	0.833	جنت
marvellous	joy	0.833	په زړه پورې
festive	joy	0.833	جشن
sweetness	joy	0.833	خواږه
blessed	joy	0.833	برکت دی
celebrations	joy	0.833	جشنونه
compliment	joy	0.831	ستاینه
smiling	joy	0.828	موسکا
allsmiles	joy	0.828	موسکا
love	joy	0.828	مینه
enchanting	joy	0.828	په زړه پورې
homesweethome	joy	0.826	کور ښکلی کور
thankyougod	joy	0.824	خدایه شکر
marvelous	joy	0.824	په زړه پورې
laughter	joy	0.824	خندا
goodmood	joy	0.819	ښه مزاج
goodness	joy	0.818	نیکی
excellence	joy	0.818	غوره والی
sensational	joy	0.818	حساس
joys	joy	0.818	خوښۍ
delightful	joy	0.818	په زړه پورې
excited	joy	0.818	په زړه پوری
rejoicing	joy	0.818	خوشحاله کول
happyheart	joy	0.818	خوشحاله زړه
celebratory	joy	0.818	لمانځونکی
greatful	joy	0.816	عالي
jovial	joy	0.814	خوشال
rejoice	joy	0.812	خوښ
splendid	joy	0.812	عالي
enjoy	joy	0.812	خوند واخلئ
smiley	joy	0.812	مسکا
glorious	joy	0.812	عالي
victorious	joy	0.812	بریالی
lovemaking	joy	0.812	مینه کول
bonanza	joy	0.812	بونانزا
greatday	joy	0.812	لویه ورځ
excellent	joy	0.812	عالي
goodtimes	joy	0.811	ښه وختونه
whatmakesmesmile	joy	0.811	څه موسکا کوي
happyday	joy	0.809	خوشحاله ورځ
myfavorite	joy	0.804	زما د خوښې
thankyoulord	joy	0.803	مننه ربه
gladness	joy	0.803	خوښي
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	هو
pleasure	joy	0.803	خوښي
giggle	joy	0.802	خندا
happier	joy	0.797	خوشحاله
lovemylife	joy	0.797	مینه زما ژوند
magnificence	joy	0.797	عظمت
happytweet	joy	0.797	خوشحاله ټویټ
lovinlife	joy	0.797	مینه ژوند
yesss	joy	0.797	هو
dancing	joy	0.797	نڅا
success	joy	0.797	بریالیتوب
grateful	joy	0.789	منندوی
amuse	joy	0.788	تفریح
splendor	joy	0.788	جلال
happy	joy	0.788	خوشحاله
fun	joy	0.788	تفریح
giggling	joy	0.781	خندا کول
glad	joy	0.781	خوښ
glorify	joy	0.781	تسبیح
radiant	joy	0.781	روښانه
beautiful	joy	0.781	ښکلی
solucky	joy	0.781	هوښیار
sothankful	joy	0.781	مننه
enchanted	joy	0.781	جادو شوی
romance	joy	0.779	رومانس
perfection	joy	0.779	بشپړتیا
christmassy	joy	0.779	کرسمس
heavens	joy	0.779	آسمانونه
thrilling	joy	0.776	په زړه پوری
lovable	joy	0.773	په زړه پوری
congrats	joy	0.773	مبارکي
fiesta	joy	0.773	جشن
entertain	joy	0.773	تفریح
happyvalentinesday	joy	0.773	د ویلنټاین ورځ مبارک
miraculous	joy	0.773	معجزه
cheers	joy	0.773	هڅول
cheered	joy	0.773	خوشحاله
positivity	joy	0.773	مثبتیت
funday	joy	0.772	فنډ
enjoying	joy	0.771	خوند اخستل
lifeisgood	joy	0.766	ژوند ښه دی
amused	joy	0.766	خوشاله
goodfeeling	joy	0.766	ښه احساس کول
christmasspirit	joy	0.766	د کریسمس روح
cuddling	joy	0.766	لاس وهل
smiles	joy	0.766	موسکا
sosweet	joy	0.766	څومره خوږ
thebest	joy	0.766	غوره
party	joy	0.765	ګوند
delight	joy	0.765	خوښي
orgasm	joy	0.765	orgasm
positive	joy	0.761	مثبت
sweetheart	joy	0.758	ګرانه
enlighten	joy	0.758	روښانه کول
cheerfulness	joy	0.758	خوشالۍ
miracles	joy	0.758	معجزې
giddy	joy	0.757	خپه
christmastime	joy	0.757	د کرسمس وخت
gratify	joy	0.750	راضي کول
greatness	joy	0.750	عظمت
friendliness	joy	0.750	دوستي
blessings	joy	0.750	برکتونه
laughs	joy	0.750	خندا کوي
tistheseason	joy	0.750	لسیزې موسم
smile	joy	0.750	مسکا
pleasing	joy	0.750	خوښونکی
romantic	joy	0.750	رومانتيک
happyholidays	joy	0.750	خوشحاله رخصتۍ
frolic	joy	0.748	خندا
jubilee	joy	0.742	جوبلي
miracle	joy	0.742	معجزه
enthusiasm	joy	0.742	لیوالتیا
selflove	joy	0.742	ځان سره مینه
triumph	joy	0.742	بریا
magical	joy	0.742	جادويي
rewarding	joy	0.742	ګټور
goodvibes	joy	0.742	ښه احساسات
positiveenergy	joy	0.742	مثبته انرژي
feelgood	joy	0.736	ښه احساس
prosperity	joy	0.735	سوکالي
behappy	joy	0.734	خوشحال اوسئ
admiration	joy	0.734	ستاینه
passionate	joy	0.734	په زړه پوری
goodday	joy	0.734	ښه ورځ
luxurious	joy	0.734	لوکس
tgif	joy	0.734	tgif
victory	joy	0.734	بریا
feelinggood	joy	0.734	ښه احساس
enchant	joy	0.734	جادوګر
greatnight	joy	0.734	ښه شپه
vivacious	joy	0.734	ژوندی
glorification	joy	0.733	تسبیح
sing	joy	0.729	سندره
glowing	joy	0.729	روښانه
yessss	joy	0.728	yessss
fulfillment	joy	0.728	تکمیل
breathtaking	joy	0.728	زړه راښکونکی
thankful	joy	0.727	مننه
cheery	joy	0.727	خوشحاله
santa	joy	0.727	سانتا
hurrah	joy	0.727	هری
christmasbreak	joy	0.727	د کرسمس رخصتي
win	joy	0.727	ګټل
atpeace	joy	0.727	امن
award	joy	0.727	جایزه
merry	joy	0.727	خوشحاله
inspiration	joy	0.725	الهام
radiance	joy	0.725	رڼا
pleased	joy	0.725	خوښ
uplift	joy	0.723	پورته کول
optimistic	joy	0.723	خوشبینه
heaven	joy	0.721	جنت
lucky	joy	0.721	بختور
godisgreat	joy	0.721	الله لوی دی
holidays	joy	0.721	رخصتۍ
thrill	joy	0.721	جوش
congratulatory	joy	0.719	مبارکي
thriving	joy	0.719	پرمختللی
amusement	joy	0.719	تفریح
perfect	joy	0.719	کامل
lover	joy	0.719	مین
xmas	joy	0.719	کرسمس
heartfelt	joy	0.719	په زړه پوری
utopian	joy	0.719	یوټوپیان
lovely	joy	0.719	ښکلی
harmony	joy	0.719	همغږي
praising	joy	0.719	ستاینه
brighten	joy	0.719	روښانه کول
luckiest	joy	0.712	بختور
merrychristmas	joy	0.712	کرسمس مو مبارک
magic	joy	0.712	جادو
achievement	joy	0.712	لاسته راوړنه
yay	joy	0.712	هو
holiday	joy	0.712	رخصتي
treasures	joy	0.712	خزانې
luxury	joy	0.712	لوکس
bestfeeling	joy	0.712	غوره احساس
intimate	joy	0.710	نږدې
soblessed	joy	0.706	بې هوښه
yaaay	joy	0.706	yaaay
rave	joy	0.706	ژړل
chuckle	joy	0.706	خندا
proud	joy	0.704	وياړ
winning	joy	0.703	ګټل
cherish	joy	0.703	قدر کول
goodnews	joy	0.703	ښه خبر
fuckyeah	joy	0.703	خندا
optimism	joy	0.703	خوشبیني
amazingly	joy	0.703	په حیرانتیا سره
lovelife	joy	0.703	مینه ژوند
truelove	joy	0.703	ریښتونې مینه
beautification	joy	0.703	ښکلا
satisfying	joy	0.703	د قناعت وړ
appreciates	joy	0.703	ستاینه کوي
cuddled	joy	0.703	چپه شوی
goodlife	joy	0.703	ښه ژوند
gooood	joy	0.703	ښه
sweetest	joy	0.703	تر ټولو خوږ
yaay	joy	0.700	yaay
entertained	joy	0.700	تفریح
excite	joy	0.697	هڅول
newbeginnings	joy	0.693	نوي پیلونه
praisejesus	joy	0.691	تعریف
birthday	joy	0.691	د زیږیدو نیټه
greatfriends	joy	0.688	ګران ملګري
adoration	joy	0.688	عبادت
godsend	joy	0.688	خدای
favorite	joy	0.688	غوره
content	joy	0.688	منځپانګه
entertaining	joy	0.688	ساتیرۍ
honored	joy	0.688	ویاړ
metime	joy	0.688	وخت
exquisite	joy	0.688	عالي
holidayseason	joy	0.688	د رخصتۍ موسم
thankyoujesus	joy	0.688	مننه عیسی
angelic	joy	0.688	فرښته
goodhealth	joy	0.682	ښه صحت
majestic	joy	0.682	عالي
luscious	joy	0.682	خوندور
memoriesiwontforget	joy	0.682	یادونه به هیر نشي
bestfriends	joy	0.682	ګران ملګري
precious	joy	0.682	قیمتي
appreciated	joy	0.682	ستاینه شوې
exaltation	joy	0.682	لوړوالی
smiled	joy	0.682	وخندل
brightens	joy	0.682	روښانه کوي
tranquility	joy	0.679	سکون
marry	joy	0.676	واده کول
embrace	joy	0.676	غیږه
positively	joy	0.676	په مثبت ډول
grin	joy	0.672	خندا
hug	joy	0.672	غېږ
hilarious	joy	0.672	خندونکی
dearest	joy	0.672	ګرانه
contentment	joy	0.672	قناعت
accomplished	joy	0.672	بشپړ شوی
relaxation	joy	0.672	آرام
bday	joy	0.672	ورځ
enliven	joy	0.672	ژوندی کول
weeeee	joy	0.672	weeeee
giggles	joy	0.672	خندا
fulfilled	joy	0.667	پوره شوی
bountiful	joy	0.667	ډیر
victor	joy	0.667	ګټونکی
adore	joy	0.667	مینه کول
boisterous	joy	0.667	غرور
fulfill	joy	0.664	پوره کول
cuddles	joy	0.662	لاسونه
prosperous	joy	0.660	سوکاله
appreciation	joy	0.656	ستاینه
serenity	joy	0.656	سکون
happynewyear	joy	0.656	نوی کال مو مبارک شه
humor	joy	0.656	طنز
satisfy	joy	0.656	راضي کول
besties	joy	0.656	دوستان
