English Word	Emotion	Emotion-Intensity-Score	Kurdish-Kurmanji Word
humanitarian	joy	0.469	mirovahî
nurture	joy	0.469	mezinkirin
giving	joy	0.469	didin
rest	joy	0.469	rehetî
getaway	joy	0.469	her berçavê min
goals	joy	0.469	armancên
pray	joy	0.469	dûakirin
bridegroom	joy	0.469	zava
heartily	joy	0.469	ji dil
luster	joy	0.469	luster
bonding	joy	0.469	girêdan
princess	joy	0.469	prens
amicable	joy	0.469	dostane
benevolence	joy	0.469	xêrxwazî
child	joy	0.466	zarok
salutary	joy	0.465	silavdar
invite	joy	0.457	ezimanden
beam	joy	0.456	ronîtîrêj
reminiscing	joy	0.456	bîranîn
befriend	joy	0.455	hevaltî kirin
aesthetics	joy	0.455	estetîk
friday	joy	0.455	În
freshair	joy	0.455	taze
ceremony	joy	0.455	şênayî
kindred	joy	0.455	xizm
mindfulness	joy	0.455	hişmendî
sonice	joy	0.455	sonice
elevation	joy	0.455	girik
tropical	joy	0.455	medare
scholarship	joy	0.455	şabaşka zankovanî
hee	joy	0.455	hee
noworries	joy	0.453	ne cîyê xemxwarinê ye
allure	joy	0.453	dilkişîn
approve	joy	0.453	destûrdan
scenery	joy	0.453	menzere
waterfall	joy	0.453	gilale
vindication	joy	0.453	rastdarkirin
namaste	joy	0.453	namaste
commemorate	joy	0.453	bibîranîn
faith	joy	0.453	bawerî
birth	joy	0.453	zayîn
forgiveness	joy	0.453	lêborînî
journey	joy	0.447	gerr
meditation	joy	0.446	ponijînî
relaxed	joy	0.442	rehet kirin
present	joy	0.441	amade
weekend	joy	0.441	dawîaya heftê
tender	joy	0.441	tenik
tranquil	joy	0.441	aram
lyrical	joy	0.439	lyrical
sharing	joy	0.439	parvekirin
esteem	joy	0.439	rêzgirtin
nostalgic	joy	0.439	nostaljîk
prayer	joy	0.439	dûa
righteousness	joy	0.439	edalet
husband	joy	0.438	mêr
relief	joy	0.438	alîkarî
strength	joy	0.438	qawet
mighty	joy	0.438	erkî
unbeaten	joy	0.438	bêbinî
eager	joy	0.438	jîrane
share	joy	0.438	par
newday	joy	0.438	newday
sonnet	joy	0.438	sonnet
meditate	joy	0.438	ponijîn
life	joy	0.438	jîyan
winterbreak	joy	0.429	zivistanê
warm	joy	0.429	germ
movingforward	joy	0.429	pêşve diçin
buddy	joy	0.427	heval
oneness	joy	0.426	yekîtî
unconstrained	joy	0.424	bêsînor
amen	joy	0.424	amîn
reverence	joy	0.424	rêzgirtin
healthful	joy	0.424	saxlem
thelittlethings	joy	0.424	tiştên piçûk
medal	joy	0.424	xelat
unsurpassed	joy	0.424	bêserûber
candlelight	joy	0.424	çiraya mûmê
carols	joy	0.424	carols
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	destpêk
sledding	joy	0.422	sledding
graduation	joy	0.422	refpîvok
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	sivikî
symphony	joy	0.422	senfonî
wealth	joy	0.422	dewlemendî
helpful	joy	0.422	alîkarane
musical	joy	0.422	mûsîqî
glitter	joy	0.422	birqok
calmness	joy	0.422	bêdengî
energy	joy	0.422	înercî
safe	joy	0.422	emîn
nostress	joy	0.421	nostres
soundness	joy	0.421	dengbêjî
promise	joy	0.415	ahd
reunite	joy	0.414	dîsayekkirin
mother	joy	0.412	dê
salvation	joy	0.412	rizgarî
poems	joy	0.412	helbestan
clown	joy	0.409	palyaço
lavender	joy	0.409	lavender
immaculate	joy	0.409	lihevhatî
purify	joy	0.409	paqij kirin
inauguration	joy	0.409	bikarkirina fermî
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	sivik kirin
travel	joy	0.409	gerrîn
cash	joy	0.406	perê pêşîn
companion	joy	0.406	hevala rê
live	joy	0.406	jîyan
opportune	joy	0.406	opportune
completing	joy	0.406	temam kirin
charity	joy	0.406	mirovhezî
heal	joy	0.406	saxkirin
star	joy	0.406	stêrk
wishing	joy	0.406	xwestin
flowers	joy	0.406	flowers
income	joy	0.403	hatin
soul	joy	0.401	rûh
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipation
indescribable	joy	0.397	nayê şirovekirin
progress	joy	0.397	pêşverûtî
equality	joy	0.394	wekhevî
childhood	joy	0.394	zarotî
together	joy	0.394	bihevra
rhythmical	joy	0.394	rîtmîkî
fullness	joy	0.394	tijebûn
calm	joy	0.394	bêdeng
hammock	joy	0.394	dergûşa aliqandî
picnic	joy	0.394	pîknîk
movies	joy	0.393	movies
zealous	joy	0.393	xîretkêş
playground	joy	0.391	cihê lîstikê
affluence	joy	0.391	dewlemendî
warms	joy	0.391	germ dike
choir	joy	0.391	qoro
littlethings	joy	0.391	çi nûçe
auspicious	joy	0.391	bi xêr
meaningful	joy	0.391	bimane
adventures	joy	0.391	serpêhatiyên
goofy	joy	0.391	goofy
starry	joy	0.391	starry
humanity	joy	0.391	mirovatî
gesture	joy	0.387	bidestûlepnîşandanî
witty	joy	0.382	witty
vow	joy	0.382	sond
shopping	joy	0.382	shopping
vibes	joy	0.379	vibes
worship	joy	0.379	limêjî
jump	joy	0.379	helperkîn
communion	joy	0.379	komînyon
reverend	joy	0.377	reverend
rising	joy	0.375	rabûn
advance	joy	0.375	pêşveçûn
beaches	joy	0.375	beaches
sonorous	joy	0.375	sonorous
courtship	joy	0.375	dîwanxane
experience	joy	0.375	tecribe
reunion	joy	0.375	dîsayekbûn
simplicity	joy	0.375	simplicity
full	joy	0.375	tije
hymn	joy	0.375	strana dêrê
spirits	joy	0.375	ruhên
unforgettable	joy	0.375	bîrnabe
mirth	joy	0.375	mirth
youth	joy	0.375	ciwanan
scenic	joy	0.375	wênewar
unique	joy	0.375	yekane
redeemed	joy	0.375	xilas kirin
alliance	joy	0.368	hevkarî
baptismal	joy	0.368	vaftîzmê
grant	joy	0.366	pişgirî
kitten	joy	0.364	pişîlek
sanctification	joy	0.364	pîrozkirin
conciliation	joy	0.364	lihevhatinê
improves	joy	0.364	çêtir dike
pure	joy	0.364	safî
improve	joy	0.364	serrastkirin
authentic	joy	0.364	rast
moonlight	joy	0.364	ronahiya heyvê
weightloss	joy	0.362	kêmbûna giraniyê
raspberries	joy	0.360	raspberries
feeling	joy	0.359	his
jest	joy	0.359	jest
independent	joy	0.359	serbixwe
sanctify	joy	0.359	pîroz kirin
devotional	joy	0.359	dilsoz
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	jêhatîbûn
listenting	joy	0.359	guhdarî kirin
fidelity	joy	0.359	pêvgirêdayi
revival	joy	0.359	vejîn
giver	joy	0.353	dide
cocoa	joy	0.353	kakawo
deliverance	joy	0.348	rizgarkirinê
melody	joy	0.348	meqam
unification	joy	0.348	komele
romp	joy	0.348	romp
purpose	joy	0.348	armanc
choral	joy	0.348	koral
exceed	joy	0.348	jêderbasbûn
dolphin	joy	0.348	masîyê ûnis
roaring	joy	0.348	roaring
favor	joy	0.348	qedir
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	dilxwaz
fruits	joy	0.344	fêkiyan
cookies	joy	0.344	cookies
manicure	joy	0.344	manicure
nowork	joy	0.344	bê kar
date	joy	0.344	rojek
newstart	joy	0.344	newstart
hedonism	joy	0.344	hedonîzm
pledge	joy	0.344	berdêl
electric	joy	0.344	elatrîkî
humble	joy	0.344	dilnizm
roadtrip	joy	0.344	roadtrip
thx	joy	0.344	thx
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	celebrity
bridesmaid	joy	0.338	berbûk
rhythm	joy	0.338	ritim
spa	joy	0.333	spa
snowday	joy	0.333	roja berfê
familiarity	joy	0.333	nasîn
coffee	joy	0.333	qehwe
edification	joy	0.333	edification
garden	joy	0.333	baxçe
renovation	joy	0.333	tamîr
dawn	joy	0.333	bandev
connoisseur	joy	0.333	zana
gazing	joy	0.333	nêrî
obliging	joy	0.333	mecbûr kirin
partner	joy	0.333	dost
foodie	joy	0.331	foodie
synchronize	joy	0.329	hevdem bikin
tribulation	joy	0.328	tengahiyê
psalm	joy	0.328	zebûr
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	ne poşman e
chirping	joy	0.328	çirçiqandin
saint	joy	0.328	ezîz
healing	joy	0.328	saxkirin
carol	joy	0.328	carol
true	joy	0.328	rast
hobby	joy	0.328	karkêfî
amnesty	joy	0.328	borîn
respite	joy	0.324	bêhnvedanê
recreational	joy	0.318	recreational
cousins	joy	0.318	pismam
mellow	joy	0.318	mellow
restorative	joy	0.318	restorative
lazyday	joy	0.318	lazyday
classics	joy	0.318	klasîkên
reconciliation	joy	0.316	lihevhatinê
woods	joy	0.312	daristan
progression	joy	0.312	pêşveçûn
muchneeded	joy	0.312	pir hewce ye
sterling	joy	0.312	sterlîn
dove	joy	0.312	kew
simplify	joy	0.312	asankirin
fitness	joy	0.312	bedenparêzî
sunset	joy	0.312	roava
wisdom	joy	0.312	rîsipîti
relight	joy	0.312	relight
living	joy	0.312	dijîn
presto	joy	0.312	presto
playhouse	joy	0.312	playhouse
superman	joy	0.312	superman
pony	joy	0.312	temberîk
recovery	joy	0.312	rawesta
crafts	joy	0.312	crafts
lord	joy	0.312	mirze
deal	joy	0.312	bazirganî
improvement	joy	0.309	serrastkirinî
infant	joy	0.309	zarokê biçûk
absolution	joy	0.306	absolution
honest	joy	0.303	dilpaqij
gently	joy	0.303	sivikî
banquet	joy	0.303	banket
established	joy	0.303	ava kirin
endless	joy	0.303	bêdawî
decorating	joy	0.303	xemilandin
providing	joy	0.300	pêşkêş dikin
lounging	joy	0.297	lounging
growth	joy	0.297	zêdebûnî
strolling	joy	0.297	gerandin
feat	joy	0.297	kar
morals	joy	0.297	exlaqî
mine	joy	0.297	ya min
spending	joy	0.297	xerckirin
light	joy	0.297	sivik
spiritual	joy	0.297	fikrî
quaint	joy	0.297	quaint
fraternal	joy	0.297	biratî
notable	joy	0.297	giring
softly	joy	0.297	nerm
harvest	joy	0.297	paleyî
yearning	joy	0.297	hesret
breeze	joy	0.297	hewa hênik
joker	joy	0.297	joker
meditating	joy	0.297	meditandin
fervor	joy	0.295	fervor
quotes	joy	0.294	quotes
volunteer	joy	0.294	dilxwaz
gain	joy	0.288	qezenc
resources	joy	0.288	çavkaniyên
create	joy	0.288	xûliqandin
psalms	joy	0.288	zebûr
hippie	joy	0.288	hippie
taoism	joy	0.288	taoîzm
midwife	joy	0.288	pîrik
receiving	joy	0.287	wergirtin
snowfall	joy	0.286	barîna berfê
ocean	joy	0.286	derya
lsd	joy	0.286	lsd
hiking	joy	0.283	meşîn
evergreen	joy	0.281	evergreen
destination	joy	0.281	armanca seyahatê
candid	joy	0.281	vekirî
unwind	joy	0.281	bêhnvedan
truce	joy	0.281	agirbesî
toast	joy	0.281	tost
chill	joy	0.281	chill
infinity	joy	0.281	bêdawîtî
rested	joy	0.281	bêhna xwe girt
buzzing	joy	0.281	buzzing
venerable	joy	0.279	rêzdar
balance	joy	0.275	bîlanço
retirement	joy	0.275	teqawîtî
fireplace	joy	0.273	tifik
buddha	joy	0.273	buddha
devout	joy	0.273	dilsoz
drinks	joy	0.273	vedixwe
rapt	joy	0.273	rapt
swim	joy	0.273	ajnêkirin
compensate	joy	0.273	zîyandayin
snowing	joy	0.271	berf dibare
sublimation	joy	0.270	sublimation
fruity	joy	0.268	fêkî
sunday	joy	0.266	Yekşem
sketching	joy	0.266	xêzkirin
paragon	joy	0.266	paragon
humility	joy	0.266	humility
ministry	joy	0.266	wezaret
waves	joy	0.266	pêlan
cathedral	joy	0.266	dêr
sun	joy	0.266	tav
yoga	joy	0.266	yoga
fortitude	joy	0.266	xurtbûn
salute	joy	0.266	silav
buddhism	joy	0.266	Budîzm
whim	joy	0.266	whim
artwork	joy	0.265	hunerî
practiced	joy	0.264	pratîk kirin
clean	joy	0.260	pak
running	joy	0.258	diherike
clarity	joy	0.258	zelalî
found	joy	0.258	dîtin
fitting	joy	0.258	pêvok
immerse	joy	0.258	navdekirin
exercise	joy	0.258	fêre
food	joy	0.258	xûrek
autumn	joy	0.254	payiz
fit	joy	0.250	bihorîn
morning	joy	0.250	sib
contagious	joy	0.250	perok
outdoors	joy	0.250	li derve
hardy	joy	0.250	dijwar
candles	joy	0.250	mûman
advocacy	joy	0.250	parêzvanî
countryside	joy	0.250	gundî
demonstrative	joy	0.250	xwenîşandanî
football	joy	0.250	futbolê
chirp	joy	0.250	çirp
chilled	joy	0.250	sar kirin
undying	joy	0.250	nemirî
visitor	joy	0.250	serda
clap	joy	0.250	lêdan
diary	joy	0.250	rojpirtûk
ardent	joy	0.250	ardent
expedient	joy	0.250	minasib
mountain	joy	0.250	çîya
cradle	joy	0.247	dergûş
trance	joy	0.246	trance
intense	joy	0.242	liserhev
procession	joy	0.242	pêvajo
church	joy	0.242	dêr
pay	joy	0.242	diravdanî
supremacy	joy	0.242	serketinî
preservative	joy	0.242	dermanê parastinê
grow	joy	0.242	mezinbûn
breakfast	joy	0.242	taştê
consecration	joy	0.235	pîrozkirin
salary	joy	0.234	meaş
lifetime	joy	0.234	lifetime
incense	joy	0.234	dixana bînxweş
ordination	joy	0.234	ordination
snowy	joy	0.234	berfê
art	joy	0.234	fen
nursery	joy	0.234	hêlîna zarokan
skiing	joy	0.234	skiing
candle	joy	0.234	find
doll	joy	0.234	bebek
vote	joy	0.234	deng
humbled	joy	0.234	nizim kirin
lyre	joy	0.234	lîre
pastry	joy	0.229	kûlîçe
remedy	joy	0.227	dermanê saxîyê
chilling	joy	0.227	sarbûn
firefly	joy	0.227	firingî
rescue	joy	0.225	rizgarî
camping	joy	0.221	kamping
perspective	joy	0.221	nerrane
orchestra	joy	0.221	koma muzîkê
orchard	joy	0.221	bostan
breezy	joy	0.219	breezy
gardens	joy	0.219	baxçeyan
castle	joy	0.219	birc
lamb	joy	0.219	pez
possess	joy	0.219	xwedîbûn
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	countrymusic
teach	joy	0.212	hînkirin
brisk	joy	0.212	brisk
ribbon	joy	0.212	bant
raindrops	joy	0.212	dilopên baranê
mucis	joy	0.212	mucis
repay	joy	0.212	dirav şûndedayin
listneing	joy	0.212	listneing
nap	joy	0.206	xew
legalized	joy	0.203	qanûnî kirin
unexpected	joy	0.203	nepa
vernal	joy	0.203	biharî
chant	joy	0.203	sing
hire	joy	0.203	îcarkirin
uncontrollable	joy	0.203	naye kotrol
stillness	joy	0.203	bêdengî
lights	joy	0.203	ronahî
cove	joy	0.203	cove
save	joy	0.200	rizgarkirin
pastor	joy	0.197	rûhan
atone	joy	0.197	tone
symmetry	joy	0.197	simetrî
trees	joy	0.197	daran
oneday	joy	0.197	yek roj
scripture	joy	0.196	nivîsa ezîz
mountains	joy	0.194	çiyayan
craziness	joy	0.188	dînbûn
tea	joy	0.188	çay
walking	joy	0.188	dimeşin
whiteness	joy	0.188	spîbûn
sympathetic	joy	0.188	pêrehiskir
forefathers	joy	0.188	bav û kalan
pathway	joy	0.188	rê
custom	joy	0.188	hûnbunî
quiet	joy	0.188	rehet
liquor	joy	0.188	alkolî
soppy	joy	0.188	soppy
patient	joy	0.186	nexweş
movingon	joy	0.182	moveon
score	joy	0.182	rewşa nixtan
dollhouse	joy	0.182	dollhouse
bath	joy	0.182	serşo
supporter	joy	0.180	piştgir
accompaniment	joy	0.179	hevalrêtî
pursuit	joy	0.176	şopajotinî
outburst	joy	0.176	derketin
frosty	joy	0.174	qeşane
luncheon	joy	0.172	firavînê
service	joy	0.172	xizmetkar
workout	joy	0.172	kartêker
closure	joy	0.172	girtinî
wintery	joy	0.172	zivistanî
civilized	joy	0.169	beşer
wages	joy	0.169	yomî
december	joy	0.167	Berfanbar
fain	joy	0.167	fain
glide	joy	0.162	glide
acrobat	joy	0.162	akrobat
finally	joy	0.157	paşan
chai	joy	0.156	chai
obtainable	joy	0.156	têgirtin
elf	joy	0.156	elf
peppermint	joy	0.156	nehne
break	joy	0.156	şikesta
reproductive	joy	0.156	reproduktive
stroll	joy	0.156	gerandin
organization	joy	0.156	sazûman
bathtub	joy	0.156	serşok
advent	joy	0.152	hatina
measured	joy	0.152	pîvan kirin
balm	joy	0.152	balm
scifi	joy	0.152	scifi
spaniel	joy	0.145	spaniel
ditty	joy	0.141	ditty
oils	joy	0.141	oils
tan	joy	0.141	tavrengî
simple	joy	0.141	asan
bubble	joy	0.141	nepixok
beer	joy	0.141	bîra
green	joy	0.137	kesk
makingdisciples	joy	0.136	çêkirina şagirtan
buss	joy	0.136	buss
books	joy	0.136	pirtûkên
chow	joy	0.135	chow
pitter	joy	0.134	pitter
flows	joy	0.130	diherike
silence	joy	0.127	bêdengî
bookstore	joy	0.125	pitûkfiroşgeh
solitude	joy	0.125	tenêbûnî
roadster	joy	0.125	roadster
circumstances	joy	0.125	rewşan
wine	joy	0.125	şerab
soak	joy	0.121	nermkirin
priesthood	joy	0.121	kahînan
japan	joy	0.121	Japonya
wilderness	joy	0.121	bejî
critical	joy	0.116	rexneyan
neutral	joy	0.114	bêdeng
hunting	joy	0.109	nêçîrê
sand	joy	0.109	qûm
opera	joy	0.109	opîra
weight	joy	0.109	pîvan
wind	joy	0.109	ba
untie	joy	0.109	girêk vekirin
labor	joy	0.106	kar
classical	joy	0.106	sinifî
lake	joy	0.103	gol
affliction	joy	0.103	dilêş
organ	joy	0.094	perçe
dwelling	joy	0.094	niştecîh
tree	joy	0.090	dar
pond	joy	0.089	kanîk
marrow	joy	0.078	mejî
latte	joy	0.078	latte
sipping	joy	0.076	dixwar
benign	joy	0.074	benign
majority	joy	0.073	pirranî
leaf	joy	0.065	pel
troubles	joy	0.062	tengasiyan
basketball	joy	0.062	basketbolê
explosions	joy	0.061	teqînan
cream	joy	0.061	qeymax
shepherd	joy	0.058	şivan
tuesday	joy	0.047	Sêşem
turbulence	joy	0.045	serobinî
calf	joy	0.040	golik
hardship	joy	0.031	tûnebûnî
unhappiness	joy	0.016	bêbextî
sixty	joy	0.016	şêst
mourning	sadness	0.969	şûn
heartbreaking	sadness	0.969	dilşikestî
tragic	sadness	0.961	trajîk
holocaust	sadness	0.953	holocaust
suicidal	sadness	0.941	xwekujî
misery	sadness	0.938	belengazî
massacre	sadness	0.931	qirkirin
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	hişleqî
grieving	sadness	0.922	xemgîn kirin
bereavement	sadness	0.922	bêrîkirin
fatal	sadness	0.922	kûşte
bereaved	sadness	0.920	bêzar kirin
devastation	sadness	0.917	wêranî
death	sadness	0.915	mirin
devastated	sadness	0.912	wêran kirin
suicide	sadness	0.912	xwekûştinî
catastrophe	sadness	0.911	hetik
horrifying	sadness	0.907	horrifying
died	sadness	0.906	mir
tragedy	sadness	0.906	tirajedî
depressing	sadness	0.906	depresyon
anguish	sadness	0.902	tengahî
agony	sadness	0.900	êş
deadly	sadness	0.898	mirarî
weeping	sadness	0.896	digirîn
stillbirth	sadness	0.891	mirîbûn
deceased	sadness	0.891	mirî
murderer	sadness	0.877	qatil
cancer	sadness	0.875	qansêr
dying	sadness	0.875	dimirin
rape	sadness	0.875	bazserdanî
devastating	sadness	0.875	wêranker
morbidity	sadness	0.864	nexweşîbûn
sadness	sadness	0.864	liberketinî
execution	sadness	0.859	birêverbirî
traumatic	sadness	0.859	trawmatîk
perish	sadness	0.859	perîşan bibin
grief	sadness	0.859	derd
abandonment	sadness	0.859	terikandin
atrocity	sadness	0.859	hovîtî
crucifixion	sadness	0.859	xaçkirin
depressed	sadness	0.859	depresyon
cadaver	sadness	0.853	cadaver
treachery	sadness	0.848	xayîntî
betrayed	sadness	0.848	îxanet kirin
grieve	sadness	0.844	şîngirtin
suffering	sadness	0.844	êşandin
funeral	sadness	0.844	binerdkirin
destroyed	sadness	0.844	hilweşandin
homicide	sadness	0.844	kûştinî
hopelessness	sadness	0.844	bêhêvîbûn
slaughtering	sadness	0.844	serjêkirin
persecution	sadness	0.844	şopketinî
murderous	sadness	0.844	kujer
sorrow	sadness	0.844	kûl
miserable	sadness	0.844	belengazî
sad	sadness	0.844	xemgîn
horrific	sadness	0.844	horrific
unhappiness	sadness	0.839	bêbextî
bloodshed	sadness	0.836	xwînrêjî
crippled	sadness	0.836	seqet kirin
carnage	sadness	0.833	kûjarî
pained	sadness	0.833	êşandin
manslaughter	sadness	0.833	derba kûştinê
unbearable	sadness	0.830	nayekêş
stillborn	sadness	0.830	mirî
morbid	sadness	0.828	nexweş
annihilation	sadness	0.828	qirkirinî
helplessness	sadness	0.828	bêçaretî
mourn	sadness	0.828	şîngirtin
murder	sadness	0.828	kûştin
slavery	sadness	0.828	koletî
abandoned	sadness	0.828	terikandin
horrors	sadness	0.828	horrors
mutilation	sadness	0.828	sinetkirin
annihilated	sadness	0.828	tine kirin
casualty	sadness	0.828	qûrban
enslaved	sadness	0.828	kole kirin
sickness	sadness	0.828	nexweşî
torment	sadness	0.828	tade
miscarriage	sadness	0.824	zarok ji ber çûn
starvation	sadness	0.819	ji naza mirin
mournful	sadness	0.812	xemgîn
sadly	sadness	0.812	xemgîn
famine	sadness	0.812	xela
burial	sadness	0.812	binerdkirinî
distraught	sadness	0.812	xemgîn
failure	sadness	0.812	têkçûnî
killing	sadness	0.812	kuştin
despair	sadness	0.812	şaşmanî
cruelty	sadness	0.812	hovîtî
saddens	sadness	0.812	xemgîn dike
oppression	sadness	0.812	bindestî
heartache	sadness	0.812	êşa dil
terrorism	sadness	0.812	terorîzm
disgrace	sadness	0.812	eyb
childloss	sadness	0.812	windabûna zarokan
bloody	sadness	0.806	xûnî
perishing	sadness	0.804	perishing
inhumanity	sadness	0.804	nemirovî
malignancy	sadness	0.803	xerabbûn
mortification	sadness	0.802	mortification
slave	sadness	0.797	xûlam
lifeless	sadness	0.797	becan
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	tirsnak
assassination	sadness	0.797	mêrkûjî
perished	sadness	0.797	winda kirin
kill	sadness	0.797	kûştin
devastate	sadness	0.797	xopankirin
dreadful	sadness	0.797	tirsnak
mortuary	sadness	0.797	cesedxane
leukemia	sadness	0.797	leukemia
lethal	sadness	0.797	kujyar
desolation	sadness	0.797	wêranbûn
gallows	sadness	0.797	darvekirin
brokenheart	sadness	0.792	dilşikestî
banishment	sadness	0.790	qedexekirin
afflict	sadness	0.789	dilêşandin
disheartened	sadness	0.788	bêhêvî kirin
bury	sadness	0.781	binerdkirin
terrorize	sadness	0.781	terorkirin
crying	sadness	0.781	digirîn
demoralized	sadness	0.781	bêmoral kirin
tumour	sadness	0.781	kûl
heartbreak	sadness	0.781	dilşikestî
desecration	sadness	0.781	xirakirin
die	sadness	0.773	mirin
lynch	sadness	0.773	lînc
sufferer	sadness	0.770	êşkêş
fatality	sadness	0.766	mirinê
diseased	sadness	0.766	nexweşî
doomed	sadness	0.766	mehkûm kirin
fearful	sadness	0.766	tirsonek
destitute	sadness	0.766	feqîr
abortion	sadness	0.766	ji berxwegirtin
condolence	sadness	0.766	sersaxiyê
torture	sadness	0.766	îşkence
dismemberment	sadness	0.766	parçekirin
slayer	sadness	0.766	qatil
loneliness	sadness	0.766	tenêbûnî
cemetery	sadness	0.766	goristan
moribund	sadness	0.758	mirin
painfully	sadness	0.758	bi êş
disaster	sadness	0.758	filaket
depress	sadness	0.755	depresyon
condemnation	sadness	0.754	cezadanî
obliteration	sadness	0.750	hilweşandin
damnation	sadness	0.750	lanet
sorrowful	sadness	0.750	xemgîn
desperation	sadness	0.750	bêhêvîbûn
cry	sadness	0.750	girîn
terrorist	sadness	0.750	terorîst
painful	sadness	0.750	êşda
abduction	sadness	0.750	revandinî
incest	sadness	0.750	zewaca nav malbatê
corpse	sadness	0.750	laş
deplorable	sadness	0.750	xemgîn
pandemic	sadness	0.750	pandemî
sickening	sadness	0.750	nexweşî
hemorrhage	sadness	0.750	hemorrajî
guilt	sadness	0.750	sûc
depressive	sadness	0.750	depresîv
doomsday	sadness	0.750	roja qiyametê
defeated	sadness	0.750	têkçû
victimized	sadness	0.750	mexdûr kirin
regretful	sadness	0.750	poşman
unhappy	sadness	0.750	nebextîyar
unfairness	sadness	0.745	neheqî
molestation	sadness	0.744	tacîzkirin
abysmal	sadness	0.742	abysmal
exile	sadness	0.742	sirgûnkirinî
hellish	sadness	0.738	dojeh
exterminate	sadness	0.736	qelihandin
destroying	sadness	0.734	hilweşandin
miserably	sadness	0.734	miserably
disastrous	sadness	0.734	filakten
battered	sadness	0.734	xistin
morgue	sadness	0.734	morgê
assassin	sadness	0.734	mêrkûj
horrid	sadness	0.734	tirsnak
disgraced	sadness	0.734	riswa kirin
homeless	sadness	0.734	bêmal
earthquake	sadness	0.734	erdhejî
orphan	sadness	0.734	sêwî
slaughter	sadness	0.734	serjêkirin
warfare	sadness	0.734	şer
betrayal	sadness	0.734	xîyanet
lonesome	sadness	0.734	lonesome
listless	sadness	0.729	bê deng
unfortunately	sadness	0.727	mixabîn
