English Word	Emotion	Emotion-Intensity-Score	Sinhala Word
purebliss	joy	0.909	පිරිසිදු බව
triumphant	joy	0.907	ජයග්රාහී
ecstasy	joy	0.906	ප්රීතිමත් බව
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	සතුටු සිතින්
cheer	joy	0.897	ප්රීති වන්න
elated	joy	0.894	උද්යෝගිමත්
peaceofmind	joy	0.891	සාමය
jolly	joy	0.891	ප්රීතිමත්
delighted	joy	0.891	සතුටුයි
lovethis	joy	0.891	මෙයට ආදරෙයි
excitation	joy	0.891	උද්දීපනය
exhilaration	joy	0.891	උද්දීපනය
pleasures	joy	0.891	සැප සම්පත්
laugh	joy	0.891	හිනා වෙනවා
marvelously	joy	0.881	පුදුම සහගත ලෙස
loving	joy	0.879	ආදරය කරන
joyful	joy	0.879	ප්රීතිමත්
blissful	joy	0.879	ප්රීතිමත්
outstanding	joy	0.879	කැපී පෙනෙන
pleasurable	joy	0.877	සතුටුදායකයි
lovinglife	joy	0.875	ආදරණීය ජීවිතය
enthusiastic	joy	0.875	උද්යෝගිමත්
glee	joy	0.875	සතුටුයි
iloveher	joy	0.875	මම ඇයට ආදරෙයි
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	සඳට උඩින්
happyplace	joy	0.875	සතුටු තැනක්
sohappy	joy	0.868	සතුටුයි
superb	joy	0.864	සුපිරියි
woohoo	joy	0.864	wohoo
laughing	joy	0.864	හිනා වෙනවා
wonderful	joy	0.863	අපූරුයි
hooray	joy	0.859	හුරේ
loved	joy	0.859	ආදරය කළා
tearsofjoy	joy	0.859	සතුටු කඳුළු
hallelujah	joy	0.859	හලෙලූයා
magnificent	joy	0.859	අතිවිශිෂ්ට
glory	joy	0.859	මහිමය
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	දීප්තිමත්
celebrated	joy	0.859	සමරනු ලැබුවා
cheering	joy	0.859	ඔල්වරසන් දීම
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	ස්වර්ගික
exciting	joy	0.853	ආකර්ෂණීය
thrilled	joy	0.851	උද්දාමයට පත් විය
mademyday	joy	0.848	myday
hohoho	joy	0.845	හෝ හෝ හෝ
celebrate	joy	0.844	සමරනවා
wonderfully	joy	0.844	අපූරුවට
blessing	joy	0.844	ආශිර්වාද කරනවා
favoriteholiday	joy	0.844	ප්රියතම නිවාඩු
paradise	joy	0.833	පාරාදීසය
marvellous	joy	0.833	පුදුම සහගතයි
festive	joy	0.833	උත්සව
sweetness	joy	0.833	මිහිරි බව
blessed	joy	0.833	ආශිර්වාද කළා
celebrations	joy	0.833	උත්සව
compliment	joy	0.831	ප්රශංසා කිරීම
smiling	joy	0.828	සිනාසෙමින්
allsmiles	joy	0.828	සිනාසෙයි
love	joy	0.828	ආදරය
enchanting	joy	0.828	වශීකරවන
homesweethome	joy	0.826	සුන්දර නිවස
thankyougod	joy	0.824	ස්තුතියි
marvelous	joy	0.824	පුදුම සහගතයි
laughter	joy	0.824	සිනහව
goodmood	joy	0.819	හොඳ මනෝභාවය
goodness	joy	0.818	යහපත්කම
excellence	joy	0.818	විශිෂ්ටත්වය
sensational	joy	0.818	සංවේදී
joys	joy	0.818	ප්රීති
delightful	joy	0.818	ප්රියජනකයි
excited	joy	0.818	උද්යෝගිමත්
rejoicing	joy	0.818	සතුටු වෙනවා
happyheart	joy	0.818	සතුටු සිත
celebratory	joy	0.818	සැමරුම්
greatful	joy	0.816	විශිෂ්ටයි
jovial	joy	0.814	විනෝදකාමී
rejoice	joy	0.812	ප්රීති වන්න
splendid	joy	0.812	විශිෂ්ටයි
enjoy	joy	0.812	භුක්ති විඳින්න
smiley	joy	0.812	සිනහවෙන්
glorious	joy	0.812	තේජාන්විත
victorious	joy	0.812	ජයග්රාහී
lovemaking	joy	0.812	ආදරය කිරීම
bonanza	joy	0.812	බොනැන්සා
greatday	joy	0.812	මහා දවස
excellent	joy	0.812	විශිෂ්ටයි
goodtimes	joy	0.811	හොඳ කාලයන්
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	සුභ දවසක්
myfavorite	joy	0.804	මගේ ප්රියතම
thankyoulord	joy	0.803	ස්තුතියි
gladness	joy	0.803	සතුට
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	ඔව්
pleasure	joy	0.803	සතුටක්
giggle	joy	0.802	හිනා වෙනවා
happier	joy	0.797	වඩා සතුටින්
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	විශිෂ්ටත්වය
happytweet	joy	0.797	Happytweet
lovinlife	joy	0.797	ආදරය ජීවිතය
yesss	joy	0.797	ඔව්
dancing	joy	0.797	නටනවා
success	joy	0.797	සාර්ථකත්වය
grateful	joy	0.789	කෘතඥ වෙනවා
amuse	joy	0.788	විනෝදයට
splendor	joy	0.788	තේජස
happy	joy	0.788	සතුටු
fun	joy	0.788	විනෝද
giggling	joy	0.781	සිනා සෙමින්
glad	joy	0.781	සතුටුයි
glorify	joy	0.781	උත්කර්ෂයට නංවයි
radiant	joy	0.781	දීප්තිමත්
beautiful	joy	0.781	ලස්සනයි
solucky	joy	0.781	ගොඩක් වාසනාවන්තයි
sothankful	joy	0.781	සතුටුයි
enchanted	joy	0.781	වශීකෘත
romance	joy	0.779	ආදර
perfection	joy	0.779	පරිපූර්ණත්වය
christmassy	joy	0.779	නත්තල්
heavens	joy	0.779	අහස
thrilling	joy	0.776	විස්මයජනක
lovable	joy	0.773	ආදරණීයයි
congrats	joy	0.773	සුභ පැතුම්
fiesta	joy	0.773	මංගල්යය
entertain	joy	0.773	විනෝද වෙනවා
happyvalentinesday	joy	0.773	Happyvalentinesday
miraculous	joy	0.773	ආශ්චර්යමත්
cheers	joy	0.773	චියර්ස්
cheered	joy	0.773	ඔල්වරසන් දුන්නා
positivity	joy	0.773	ධනාත්මක බව
funday	joy	0.772	විනෝද දවස
enjoying	joy	0.771	භුක්ති විඳිනවා
lifeisgood	joy	0.766	ජීවිතය හොඳයි
amused	joy	0.766	විනෝද වුණා
goodfeeling	joy	0.766	හොඳ හැඟීමක්
christmasspirit	joy	0.766	නත්තල් ආත්මය
cuddling	joy	0.766	හුරතල් වෙනවා
smiles	joy	0.766	සිනාසෙයි
sosweet	joy	0.766	ඉතා මිහිරියි
thebest	joy	0.766	විශිෂ්ටම
party	joy	0.765	පක්ෂය
delight	joy	0.765	සතුටු වෙනවා
orgasm	joy	0.765	සුරාන්තය
positive	joy	0.761	ධනාත්මක
sweetheart	joy	0.758	සොඳුරිය
enlighten	joy	0.758	පහදනවා
cheerfulness	joy	0.758	සතුටු සිතින්
miracles	joy	0.758	හාස්කම්
giddy	joy	0.757	කරකැවිල්ල
christmastime	joy	0.757	නත්තල් කාලය
gratify	joy	0.750	සතුටු වෙනවා
greatness	joy	0.750	ශ්රේෂ්ඨත්වය
friendliness	joy	0.750	සුහදත්වය
blessings	joy	0.750	ආශීර්වාද
laughs	joy	0.750	සිනාසෙයි
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	සිනහව
pleasing	joy	0.750	ප්රසන්න
romantic	joy	0.750	රොමැන්ටික්
happyholidays	joy	0.750	සතුටු නිවාඩු
frolic	joy	0.748	සෙල්ලක්කාර
jubilee	joy	0.742	ජුබිලිය
miracle	joy	0.742	ආශ්චර්යය
enthusiasm	joy	0.742	උද්යෝගය
selflove	joy	0.742	ස්වයං ආදරය
triumph	joy	0.742	ජයග්රහණය
magical	joy	0.742	ඉන්ද්රජාලික
rewarding	joy	0.742	විපාක දෙන
goodvibes	joy	0.742	සුභ පැතුම්
positiveenergy	joy	0.742	ධනාත්මක ශක්තිය
feelgood	joy	0.736	දැනෙනවා
prosperity	joy	0.735	සමෘද්ධිය
behappy	joy	0.734	සතුටු වන්න
admiration	joy	0.734	පැහැදීම
passionate	joy	0.734	උද්යෝගිමත්
goodday	joy	0.734	සුබ දවසක්
luxurious	joy	0.734	සුඛෝපභෝගී
tgif	joy	0.734	tgif
victory	joy	0.734	ජයග්රහණය
feelinggood	joy	0.734	හොඳ හැඟීමක්
enchant	joy	0.734	වශී කරන්න
greatnight	joy	0.734	මහා රාත්‍රිය
vivacious	joy	0.734	සජීවී
glorification	joy	0.733	උත්කර්ෂයට නැංවීම
sing	joy	0.729	ගයනවා
glowing	joy	0.729	දිලිසෙන
yessss	joy	0.728	yessss
fulfillment	joy	0.728	ඉටුවීම
breathtaking	joy	0.728	හුස්ම ගැනීම
thankful	joy	0.727	ස්තුතිවන්ත වෙනවා
cheery	joy	0.727	සතුටු සිතින්
santa	joy	0.727	නත්තල් සීයා
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	නත්තල් නිවාඩුව
win	joy	0.727	දිනනවා
atpeace	joy	0.727	සාමය දී
award	joy	0.727	සම්මානය
merry	joy	0.727	සතුටුයි
inspiration	joy	0.725	ආශ්වාදයක්
radiance	joy	0.725	දීප්තිය
pleased	joy	0.725	සතුටුයි
uplift	joy	0.723	නඟා සිටුවීම
optimistic	joy	0.723	සුභවාදී
heaven	joy	0.721	ස්වර්ගය
lucky	joy	0.721	වාසනාවන්තයි
godisgreat	joy	0.721	දෙවියන් ශ්රේෂ්ටයි
holidays	joy	0.721	නිවාඩු
thrill	joy	0.721	ත්‍රාසජනකයි
congratulatory	joy	0.719	සුභ පැතුම්
thriving	joy	0.719	දියුණු වෙනවා
amusement	joy	0.719	විනෝදය
perfect	joy	0.719	පරිපූර්ණ
lover	joy	0.719	පෙම්වතා
xmas	joy	0.719	නත්තල්
heartfelt	joy	0.719	හෘදයාංගම
utopian	joy	0.719	මනෝරාජික
lovely	joy	0.719	ආදරණීය
harmony	joy	0.719	සමගිය
praising	joy	0.719	වර්ණනා කරනවා
brighten	joy	0.719	දීප්තිමත් කරන්න
luckiest	joy	0.712	වාසනාවන්තම
merrychristmas	joy	0.712	සුබ නත්තලක්
magic	joy	0.712	මායාව
achievement	joy	0.712	ජයග්රහණය
yay	joy	0.712	yay
holiday	joy	0.712	නිවාඩු
treasures	joy	0.712	නිධන්
luxury	joy	0.712	සුඛෝපභෝගී
bestfeeling	joy	0.712	හොඳම හැඟීම
intimate	joy	0.710	සමීපයි
soblessed	joy	0.706	සෝබන
yaaay	joy	0.706	යා
rave	joy	0.706	rave
chuckle	joy	0.706	හිනා වෙනවා
proud	joy	0.704	ආඩම්බරයි
winning	joy	0.703	දිනනවා
cherish	joy	0.703	අගය කරනවා
goodnews	joy	0.703	ශුභාරංචිය
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	ශුභවාදී ය
amazingly	joy	0.703	පුදුම සහගත ලෙස
lovelife	joy	0.703	ආදර ජීවිතය
truelove	joy	0.703	සැබෑ ආදරය
beautification	joy	0.703	අලංකාර කිරීම
satisfying	joy	0.703	තෘප්තිමත්
appreciates	joy	0.703	අගය කරයි
cuddled	joy	0.703	හුරතල් කළා
goodlife	joy	0.703	හොඳ ජීවිතය
gooood	joy	0.703	හොඳයි
sweetest	joy	0.703	මිහිරිම
yaay	joy	0.700	යාය
entertained	joy	0.700	සංග්‍රහ කළා
excite	joy	0.697	උද්දීපනය කරන්න
newbeginnings	joy	0.693	නව ආරම්භයන්
praisejesus	joy	0.691	ප්‍රශංසා ජේසුස්
birthday	joy	0.691	උපන් දිනය
greatfriends	joy	0.688	විශිෂ්ට මිතුරන්
adoration	joy	0.688	නමස්කාරය
godsend	joy	0.688	දෙයියනේ
favorite	joy	0.688	ප්රියතම
content	joy	0.688	අන්තර්ගතය
entertaining	joy	0.688	විනෝදාත්මකයි
honored	joy	0.688	ගෞරව කළා
metime	joy	0.688	කාලය
exquisite	joy	0.688	විශිෂ්ටයි
holidayseason	joy	0.688	නිවාඩු කාලය
thankyoujesus	joy	0.688	ස්තුතියි ජේසුනි
angelic	joy	0.688	දේවදූත
goodhealth	joy	0.682	හොඳ සෞඛ්ය
majestic	joy	0.682	තේජාන්විත
luscious	joy	0.682	රසවත්
memoriesiwontforget	joy	0.682	මතකයන් අමතක නොවේ
bestfriends	joy	0.682	අඹ යාළුවන්
precious	joy	0.682	වටිනා
appreciated	joy	0.682	අගය කළා
exaltation	joy	0.682	උසස් කිරීම
smiled	joy	0.682	හිනා වුනා
brightens	joy	0.682	දීප්තිමත් කරයි
tranquility	joy	0.679	සන්සුන් බව
marry	joy	0.676	විවාහ වෙනවා
embrace	joy	0.676	වැළඳ ගන්නවා
positively	joy	0.676	ධනාත්මකව
grin	joy	0.672	සිනහව
hug	joy	0.672	වැළඳගන්න
hilarious	joy	0.672	හාස්‍යජනක ය
dearest	joy	0.672	ආදරණීයම
contentment	joy	0.672	තෘප්තිය
accomplished	joy	0.672	ඉටු කර ඇත
relaxation	joy	0.672	ලිහිල් කිරීම
bday	joy	0.672	bday
enliven	joy	0.672	පණ ගන්වන්න
weeeee	joy	0.672	weeeee
giggles	joy	0.672	සිනාසෙයි
fulfilled	joy	0.667	සපුරා ඇත
bountiful	joy	0.667	ත්යාගශීලී
victor	joy	0.667	ජයග්රාහකයා
adore	joy	0.667	වන්දනා කරනවා
boisterous	joy	0.667	ඝෝෂාකාරී
fulfill	joy	0.664	ඉටු කරනවා
cuddles	joy	0.662	හුරතල් කරයි
prosperous	joy	0.660	සමෘද්ධිමත්
appreciation	joy	0.656	අගය කිරීම
serenity	joy	0.656	සන්සුන් බව
happynewyear	joy	0.656	සුභ නව වසරක්
humor	joy	0.656	හාස්‍යය
satisfy	joy	0.656	තෘප්තිමත්
besties	joy	0.656	යහළුවන්
encouraged	joy	0.656	දිරිමත් කළා
captivate	joy	0.656	ආකර්ශනීය
christmaseve	joy	0.656	නත්තල් සන්ධ්යාව
glow	joy	0.656	දිලිසෙනවා
romanticism	joy	0.656	රොමෑන්ටිකවාදය
innerpeace	joy	0.656	අභ්යන්තර සාමය
pleasant	joy	0.656	ප්රසන්න
praises	joy	0.652	වර්ණනා කරයි
abundance	joy	0.652	බහුලත්වය
fortunes	joy	0.652	වාසනාව
engaged	joy	0.652	යෙදී ඇත
praised	joy	0.652	වර්ණනා කළා
relaxing	joy	0.652	ලිහිල් කිරීම
treasure	joy	0.652	නිධානය
satisfaction	joy	0.652	තෘප්තිය
nothingbetter	joy	0.647	වඩා හොඳ කිසිවක් නැත
affection	joy	0.647	සෙනෙහස
relieved	joy	0.647	සහනයක් ලැබුවා
complement	joy	0.647	අනුපූරකය
carnival	joy	0.643	සැණකෙළිය
priceless	joy	0.641	මිල කළ නොහැකි
