English Word	Emotion	Emotion-Intensity-Score	Persian Word
expedient	joy	0.250	مصلحت
mountain	joy	0.250	کوه
cradle	joy	0.247	گهواره
trance	joy	0.246	ترنس
intense	joy	0.242	شدید، قوی
procession	joy	0.242	راهپیمایی
church	joy	0.242	کلیسا
pay	joy	0.242	پرداخت
supremacy	joy	0.242	برتری
preservative	joy	0.242	نگهدارنده
grow	joy	0.242	رشد
breakfast	joy	0.242	صبحانه
consecration	joy	0.235	تقدیس
salary	joy	0.234	حقوق
lifetime	joy	0.234	طول عمر
incense	joy	0.234	بخور دادن
ordination	joy	0.234	انتصاب
snowy	joy	0.234	برفی
art	joy	0.234	هنر
nursery	joy	0.234	مهد کودک
skiing	joy	0.234	اسکی
candle	joy	0.234	شمع
doll	joy	0.234	عروسک
vote	joy	0.234	رای
humbled	joy	0.234	متواضع
lyre	joy	0.234	لیر
pastry	joy	0.229	شیرینی
remedy	joy	0.227	درمان
chilling	joy	0.227	سرد
firefly	joy	0.227	کرم شب تاب
rescue	joy	0.225	نجات
camping	joy	0.221	چادر زدن
perspective	joy	0.221	چشم انداز
orchestra	joy	0.221	ارکستر
orchard	joy	0.221	باغ میوه
breezy	joy	0.219	نسیم
gardens	joy	0.219	باغ ها
castle	joy	0.219	قلعه
lamb	joy	0.219	گوشت بره
possess	joy	0.219	در اختیار داشتن
bouttime	joy	0.212	زمان تقلا
pho	joy	0.212	pho
reggae	joy	0.212	رگی
countrymusic	joy	0.212	موسیقی کانتری
teach	joy	0.212	آموزش دهید
brisk	joy	0.212	سریع
ribbon	joy	0.212	روبان
raindrops	joy	0.212	قطرات باران
mucis	joy	0.212	mucis
repay	joy	0.212	بازپرداخت
listneing	joy	0.212	گوش دادن
nap	joy	0.206	چرت زدن
legalized	joy	0.203	قانونی شد
unexpected	joy	0.203	غیر منتظره
vernal	joy	0.203	بهاری
chant	joy	0.203	شعار دادن
hire	joy	0.203	استخدام
uncontrollable	joy	0.203	غیر قابل کنترل
stillness	joy	0.203	سکون
lights	joy	0.203	چراغ ها
cove	joy	0.203	خور
save	joy	0.200	صرفه جویی
pastor	joy	0.197	کشیش
atone	joy	0.197	کفاره دادن
symmetry	joy	0.197	تقارن
trees	joy	0.197	درختان
oneday	joy	0.197	یک روز
scripture	joy	0.196	کتاب مقدس
mountains	joy	0.194	کوه ها
craziness	joy	0.188	دیوانگی
tea	joy	0.188	چای
walking	joy	0.188	پیاده روی
whiteness	joy	0.188	سفیدی
sympathetic	joy	0.188	دلسوز
forefathers	joy	0.188	اجداد
pathway	joy	0.188	مسیر
custom	joy	0.188	سفارشی
quiet	joy	0.188	ساکت
liquor	joy	0.188	مشروب
soppy	joy	0.188	خیس
patient	joy	0.186	صبور
movingon	joy	0.182	در حال حرکت
score	joy	0.182	نمره
dollhouse	joy	0.182	خانه عروسک
bath	joy	0.182	حمام
supporter	joy	0.180	حامی
accompaniment	joy	0.179	همراهی
pursuit	joy	0.176	دستیابی
outburst	joy	0.176	انفجار
frosty	joy	0.174	یخ زده
luncheon	joy	0.172	ناهار
service	joy	0.172	سرویس
workout	joy	0.172	تمرین
closure	joy	0.172	بسته
wintery	joy	0.172	زمستانی
civilized	joy	0.169	متمدن
wages	joy	0.169	دستمزد
december	joy	0.167	دسامبر
fain	joy	0.167	غش کردن
glide	joy	0.162	سر خوردن
acrobat	joy	0.162	آکروبات
finally	joy	0.157	سرانجام
chai	joy	0.156	چای
obtainable	joy	0.156	قابل دستیابی
elf	joy	0.156	جن
peppermint	joy	0.156	نعناع تند
break	joy	0.156	زنگ تفريح
reproductive	joy	0.156	تولید مثلی
stroll	joy	0.156	قدم زدن
organization	joy	0.156	سازمان
bathtub	joy	0.156	وان حمام
advent	joy	0.152	ظهور
measured	joy	0.152	اندازه گیری شده
balm	joy	0.152	مومیایی کردن
scifi	joy	0.152	علمی
spaniel	joy	0.145	اسپانیل
ditty	joy	0.141	کثیف
oils	joy	0.141	روغن ها
tan	joy	0.141	برنزه
simple	joy	0.141	ساده
bubble	joy	0.141	حباب
beer	joy	0.141	آبجو
green	joy	0.137	سبز
makingdisciples	joy	0.136	شاگرد ساختن
buss	joy	0.136	اتوبوس
books	joy	0.136	کتاب ها
chow	joy	0.135	غذا خوردن
pitter	joy	0.134	چاله
flows	joy	0.130	جریان می یابد
silence	joy	0.127	سکوت
bookstore	joy	0.125	کتابفروشی
solitude	joy	0.125	تنهایی
roadster	joy	0.125	رودستر
circumstances	joy	0.125	موقعیت
wine	joy	0.125	شراب
soak	joy	0.121	خیس خوردن
priesthood	joy	0.121	کشیشی
japan	joy	0.121	ژاپن
wilderness	joy	0.121	بیابان
critical	joy	0.116	بحرانی
neutral	joy	0.114	خنثی
hunting	joy	0.109	شکار
sand	joy	0.109	شن
opera	joy	0.109	اپرا
weight	joy	0.109	وزن
wind	joy	0.109	باد
untie	joy	0.109	باز کردن
labor	joy	0.106	کار یدی
classical	joy	0.106	کلاسیک
lake	joy	0.103	دریاچه
affliction	joy	0.103	مصیبت
organ	joy	0.094	عضو
dwelling	joy	0.094	سکونت
tree	joy	0.090	درخت
pond	joy	0.089	حوضچه
marrow	joy	0.078	مغز
latte	joy	0.078	لاته
sipping	joy	0.076	جرعه جرعه
benign	joy	0.074	خوش خیم
majority	joy	0.073	اکثریت
leaf	joy	0.065	برگ
troubles	joy	0.062	مشکلات
basketball	joy	0.062	بسکتبال
explosions	joy	0.061	انفجارها
cream	joy	0.061	کرم رنگ
shepherd	joy	0.058	شبان
tuesday	joy	0.047	سهشنبه
turbulence	joy	0.045	تلاطم
calf	joy	0.040	گوساله
hardship	joy	0.031	سختی
unhappiness	joy	0.016	ناراحتی
sixty	joy	0.016	شصت
mourning	sadness	0.969	عزاداری
heartbreaking	sadness	0.969	دلخراش
tragic	sadness	0.961	غم انگیز
holocaust	sadness	0.953	هولوکاست
suicidal	sadness	0.941	خودکشی
misery	sadness	0.938	بدبختی
massacre	sadness	0.931	قتل عام
euthanasia	sadness	0.927	مرگ آسان
depression	sadness	0.925	افسردگی
grieving	sadness	0.922	غمگین
bereavement	sadness	0.922	سوگواری
fatal	sadness	0.922	کشنده
bereaved	sadness	0.920	داغدار
devastation	sadness	0.917	ویرانی
death	sadness	0.915	مرگ
devastated	sadness	0.912	ویران
suicide	sadness	0.912	خودکشی کردن
catastrophe	sadness	0.911	فاجعه
horrifying	sadness	0.907	وحشتناک
died	sadness	0.906	فوت کرد
tragedy	sadness	0.906	تراژدی
depressing	sadness	0.906	افسرده کننده
anguish	sadness	0.902	غم و اندوه
agony	sadness	0.900	عذاب
deadly	sadness	0.898	مرگبار
weeping	sadness	0.896	گریه کردن
stillbirth	sadness	0.891	مرده زایی
deceased	sadness	0.891	مرحوم
murderer	sadness	0.877	قاتل
cancer	sadness	0.875	سرطان
dying	sadness	0.875	در حال مرگ
rape	sadness	0.875	تجاوز جنسی
devastating	sadness	0.875	ویرانگر
morbidity	sadness	0.864	بیماری
sadness	sadness	0.864	غمگینی
execution	sadness	0.859	اعدام
traumatic	sadness	0.859	پس از سانحه
perish	sadness	0.859	از بین رفتن
grief	sadness	0.859	غم و اندوه
abandonment	sadness	0.859	رها شدن
atrocity	sadness	0.859	قساوت
crucifixion	sadness	0.859	مصلوب شدن
depressed	sadness	0.859	افسرده
cadaver	sadness	0.853	جسد
treachery	sadness	0.848	خیانت
betrayed	sadness	0.848	خیانت کرد
grieve	sadness	0.844	غمگین شدن
suffering	sadness	0.844	رنج کشیدن
funeral	sadness	0.844	مراسم خاکسپاری
destroyed	sadness	0.844	نابود
homicide	sadness	0.844	قتل
hopelessness	sadness	0.844	ناامیدی
slaughtering	sadness	0.844	ذبح کردن
persecution	sadness	0.844	آزار و اذیت
murderous	sadness	0.844	قاتل
sorrow	sadness	0.844	غم و اندوه
miserable	sadness	0.844	بدبخت
sad	sadness	0.844	غمگین
horrific	sadness	0.844	دلهره آور
unhappiness	sadness	0.839	ناراحتی
bloodshed	sadness	0.836	خونریزی
crippled	sadness	0.836	فلج شده
carnage	sadness	0.833	قتل عام
pained	sadness	0.833	دردناک
manslaughter	sadness	0.833	قتل غیر عمد
unbearable	sadness	0.830	غیر قابل تحمل
stillborn	sadness	0.830	مرده متولد شده
morbid	sadness	0.828	بیمارگونه
annihilation	sadness	0.828	نابودی
helplessness	sadness	0.828	درماندگی
mourn	sadness	0.828	سوگواری
murder	sadness	0.828	آدم کشی
slavery	sadness	0.828	برده داری
abandoned	sadness	0.828	رها شده است
horrors	sadness	0.828	وحشت
mutilation	sadness	0.828	مثله کردن
annihilated	sadness	0.828	نابود شد
casualty	sadness	0.828	سانحه، کشته
enslaved	sadness	0.828	برده شده
sickness	sadness	0.828	بیماری
torment	sadness	0.828	عذاب
miscarriage	sadness	0.824	سقط جنین
starvation	sadness	0.819	گرسنگی
mournful	sadness	0.812	ماتم زده
sadly	sadness	0.812	با ناراحتی
famine	sadness	0.812	قحطی
burial	sadness	0.812	خاکسپاری
distraught	sadness	0.812	پریشان
failure	sadness	0.812	شکست
killing	sadness	0.812	کشتن
despair	sadness	0.812	ناامیدی
cruelty	sadness	0.812	ظلم و ستم
saddens	sadness	0.812	غمگین می کند
oppression	sadness	0.812	ظلم
heartache	sadness	0.812	درد دل
terrorism	sadness	0.812	تروریسم
disgrace	sadness	0.812	رسوایی
childloss	sadness	0.812	از دست دادن فرزند
bloody	sadness	0.806	خونین
perishing	sadness	0.804	در حال نابودی
inhumanity	sadness	0.804	غیر انسانی
malignancy	sadness	0.803	بدخیمی
mortification	sadness	0.802	مرگ
slave	sadness	0.797	برده
lifeless	sadness	0.797	بی جان
sarcoma	sadness	0.797	سارکوم
dreadfully	sadness	0.797	به طرز وحشتناکی
assassination	sadness	0.797	ترور
perished	sadness	0.797	از بین رفت
kill	sadness	0.797	کشتن
devastate	sadness	0.797	ویران کردن
dreadful	sadness	0.797	وحشتناک
mortuary	sadness	0.797	سردخانه
leukemia	sadness	0.797	سرطان خون
lethal	sadness	0.797	مرگبار
desolation	sadness	0.797	ویرانی
gallows	sadness	0.797	چوبه دار
brokenheart	sadness	0.792	قلب شکسته
banishment	sadness	0.790	تبعید
afflict	sadness	0.789	مبتلا شدن
disheartened	sadness	0.788	مایوس شده
bury	sadness	0.781	دفن کردن
terrorize	sadness	0.781	به وحشت انداختن
crying	sadness	0.781	گریان
demoralized	sadness	0.781	بی روحیه
tumour	sadness	0.781	تومور
heartbreak	sadness	0.781	دل شکستن
desecration	sadness	0.781	هتک حرمت
die	sadness	0.773	بمیر
lynch	sadness	0.773	لینچ
sufferer	sadness	0.770	مبتلا
fatality	sadness	0.766	مرگبار
diseased	sadness	0.766	بیمار
doomed	sadness	0.766	محکوم به فنا
fearful	sadness	0.766	ترسناک
destitute	sadness	0.766	بی بضاعت
abortion	sadness	0.766	سقط جنین
condolence	sadness	0.766	تسلیت
torture	sadness	0.766	شکنجه
dismemberment	sadness	0.766	تجزیه
slayer	sadness	0.766	قاتل
loneliness	sadness	0.766	تنهایی
cemetery	sadness	0.766	قبرستان
moribund	sadness	0.758	در حال مرگ
painfully	sadness	0.758	دردناک
disaster	sadness	0.758	فاجعه
depress	sadness	0.755	افسرده
condemnation	sadness	0.754	محکومیت
obliteration	sadness	0.750	محو کردن
damnation	sadness	0.750	لعنت
sorrowful	sadness	0.750	غمگین
desperation	sadness	0.750	ناامیدی
cry	sadness	0.750	گریه کردن
terrorist	sadness	0.750	تروریست
painful	sadness	0.750	دردناک
abduction	sadness	0.750	آدم ربایی
incest	sadness	0.750	محارم
corpse	sadness	0.750	جسد
deplorable	sadness	0.750	اسفناک
pandemic	sadness	0.750	پاندمی
sickening	sadness	0.750	بیمار کننده
hemorrhage	sadness	0.750	خونریزی
guilt	sadness	0.750	گناه
depressive	sadness	0.750	افسرده
doomsday	sadness	0.750	روز قیامت
defeated	sadness	0.750	شکست داد
victimized	sadness	0.750	قربانی شده است
regretful	sadness	0.750	پشیمان
unhappy	sadness	0.750	ناراضی
unfairness	sadness	0.745	بی انصافی
molestation	sadness	0.744	آزار و اذیت
abysmal	sadness	0.742	افتضاح
exile	sadness	0.742	تبعید
hellish	sadness	0.738	جهنمی
exterminate	sadness	0.736	نابود کردن
destroying	sadness	0.734	تخریب کردن
miserably	sadness	0.734	طرز ناراحت، بدبختانه
disastrous	sadness	0.734	فاجعه بار
battered	sadness	0.734	کتک خورده
morgue	sadness	0.734	سردخانه
assassin	sadness	0.734	قاتل
horrid	sadness	0.734	وحشتناک
disgraced	sadness	0.734	رسوا شد
homeless	sadness	0.734	بی خانمان
earthquake	sadness	0.734	زمين لرزه
orphan	sadness	0.734	یتیم
slaughter	sadness	0.734	ذبح
warfare	sadness	0.734	جنگ
betrayal	sadness	0.734	خیانت
lonesome	sadness	0.734	تنها
listless	sadness	0.729	بی حال
unfortunately	sadness	0.727	متاسفانه
emptiness	sadness	0.727	پوچی
grave	sadness	0.727	قبر
alienated	sadness	0.727	بیگانه شده
fraught	sadness	0.722	مملو
violently	sadness	0.719	با خشونت
woe	sadness	0.719	وای
heartless	sadness	0.719	بی دل
malicious	sadness	0.719	مخرب
missing	sadness	0.719	گم شده
paralysis	sadness	0.719	فلج شدن
horror	sadness	0.719	وحشت
ashamed	sadness	0.719	شرمنده
forsaken	sadness	0.719	رها شده
emaciated	sadness	0.719	لاغر شده
atrophy	sadness	0.719	آتروفی
danger	sadness	0.719	خطر
pain	sadness	0.719	درد
cripple	sadness	0.719	فلج کردن
cried	sadness	0.719	گریه کرد
disheartening	sadness	0.719	دلسرد کننده
leprosy	sadness	0.719	جذام
demise	sadness	0.717	مرگ
disgruntled	sadness	0.712	ناراضی
rejected	sadness	0.712	رد شد
sickly	sadness	0.712	مریض
violence	sadness	0.712	خشونت
torn	sadness	0.710	پاره شده
calamity	sadness	0.709	فاجعه
grim	sadness	0.708	تلخ
grievous	sadness	0.704	دردناک
deformed	sadness	0.703	ناقص شده
deformity	sadness	0.703	تغییر شکل
punishing	sadness	0.703	تنبیه کردن
hearse	sadness	0.703	نعش کش
meltdown	sadness	0.703	ذوب شدن
incurable	sadness	0.703	غیر قابل درمان
extinct	sadness	0.703	منقرض شده
victim	sadness	0.703	قربانی
suffocating	sadness	0.703	خفه کننده
tearful	sadness	0.703	اشک آور
obit	sadness	0.703	obit
oppressor	sadness	0.703	ظالم
slaughterhouse	sadness	0.703	کشتارگاه
abandon	sadness	0.703	رها کردن
crushed	sadness	0.703	خرد شده
isolation	sadness	0.703	انزوا
decomposition	sadness	0.703	تجزیه
inhuman	sadness	0.703	غیر انسانی
disfigured	sadness	0.703	مسخ شده
buried	sadness	0.703	دفن شد
strangle	sadness	0.703	خفه کردن
isolate	sadness	0.703	منزوی
humiliate	sadness	0.703	تحقیر کردن
carcinoma	sadness	0.703	سرطان
hell	sadness	0.700	جهنم
lifesucks	sadness	0.700	زندگی مزخرفه
ruinous	sadness	0.698	ویرانگر
banish	sadness	0.697	تبعید کردن
widow	sadness	0.697	بیوه
accursed	sadness	0.697	نفرین شده
ruined	sadness	0.697	خراب
vanished	sadness	0.695	از بین رفت
displaced	sadness	0.691	آواره
poverty	sadness	0.690	فقر
hopeless	sadness	0.688	نومید
regretting	sadness	0.688	پشیمانی
widower	sadness	0.688	بیوه
stab	sadness	0.688	چاقو زدن
deserted	sadness	0.688	متروک
insanity	sadness	0.688	جنون
teary	sadness	0.688	اشک آور
hurt	sadness	0.688	صدمه
terminal	sadness	0.688	پایانه
shooting	sadness	0.688	تیراندازی کردن
banished	sadness	0.688	تبعید شد
hospice	sadness	0.688	آسایشگاه
depraved	sadness	0.688	فاسد
nohope	sadness	0.688	هیچ امیدی
sob	sadness	0.688	هق هق
imprisoned	sadness	0.688	زندانی شده است
travesty	sadness	0.688	حماقت
loss	sadness	0.688	ضرر - زیان
hurtful	sadness	0.688	آسیب زا
dementia	sadness	0.688	زوال عقل
pathetic	sadness	0.688	تأسفبار - رقت انگیز
neglected	sadness	0.688	غفلت
epidemic	sadness	0.688	بیماری همه گیر
illness	sadness	0.688	بیماری
foreveralone	sadness	0.688	برای همیشه
infidelity	sadness	0.688	خیانت
dismissal	sadness	0.686	اخراج
alienation	sadness	0.685	بیگانگی
hardship	sadness	0.685	سختی
choke	sadness	0.682	خفه کردن
kidnap	sadness	0.682	ادم دزدی کردن
bleeding	sadness	0.673	خون ریزی
punished	sadness	0.672	مجازات کرد
malevolent	sadness	0.672	بدخواه
gory	sadness	0.672	غمگین
wail	sadness	0.672	ناله
despairing	sadness	0.672	ناامید کننده
coffin	sadness	0.672	تابوت
disparage	sadness	0.672	تحقیر کردن
missingyou	sadness	0.672	دلتنگت
obituary	sadness	0.672	آگهی فوت
deprivation	sadness	0.672	محرومیت
abortive	sadness	0.672	ناقص
evil	sadness	0.672	بد
wretch	sadness	0.672	بدبخت
imprisonment	sadness	0.672	زندان
outcast	sadness	0.672	رانده شده
belittle	sadness	0.672	تحقیر کردن
poison	sadness	0.672	سم
frightful	sadness	0.672	ترسناک
decomposed	sadness	0.672	تجزیه شد
wretched	sadness	0.672	بدبخت
feelingdown	sadness	0.672	احساس ناراحتی
disabled	sadness	0.672	معلول
woefully	sadness	0.672	بدبختانه
barren	sadness	0.670	عقیم
executioner	sadness	0.667	جلاد
poisoned	sadness	0.667	مسموم شده
disease	sadness	0.665	مرض
oppress	sadness	0.664	ظلم کردن
disembodied	sadness	0.660	بی بدن
steal	sadness	0.656	کش رفتن
jail	sadness	0.656	زندان
dreary	sadness	0.656	دلگیر
shitty	sadness	0.656	لعنتی
ailing	sadness	0.656	بیمار
polio	sadness	0.656	فلج اطفال
blighted	sadness	0.656	سوخته
hate	sadness	0.656	نفرت
demonic	sadness	0.656	اهریمنی
weep	sadness	0.656	اشک ریختن
lamenting	sadness	0.656	نوحه خوانی
ruin	sadness	0.656	خراب کردن
bleak	sadness	0.656	تاریک
tear	sadness	0.656	اشک
peril	sadness	0.656	خطر
casket	sadness	0.656	تابوت
mangle	sadness	0.656	خرد کردن
lonely	sadness	0.656	تنها
carcass	sadness	0.653	لاشه
cowardice	sadness	0.652	بزدلی
regretted	sadness	0.652	پشیمان شد
beating	sadness	0.652	كتك زدن
disability	sadness	0.648	ناتوانی
affliction	sadness	0.645	مصیبت
infertility	sadness	0.641	ناباروری
emergency	sadness	0.641	اضطراری
stricken	sadness	0.641	زده
powerless	sadness	0.641	ناتوان
inequality	sadness	0.641	نابرابری
poisonous	sadness	0.641	سمی
shroud	sadness	0.641	کفن
exorcism	sadness	0.641	جن گیری
woeful	sadness	0.641	غم انگیز
worry	sadness	0.641	نگران بودن
perilous	sadness	0.641	خطرناک
drown	sadness	0.641	غرق شدن
failing	sadness	0.641	شکست خوردن
