English Word	Emotion	Emotion-Intensity-Score	Hebrew Word
relaxed	joy	0.442	רָגוּעַ
present	joy	0.441	מתנה
weekend	joy	0.441	סוף שבוע
tender	joy	0.441	מִכרָז
tranquil	joy	0.441	שָׁקֶט
lyrical	joy	0.439	לִירִי
sharing	joy	0.439	שיתוף
esteem	joy	0.439	הַעֲרָכָה
nostalgic	joy	0.439	נוֹסטָלגִי
prayer	joy	0.439	תְפִלָה
righteousness	joy	0.439	צֶדֶק
husband	joy	0.438	בַּעַל
relief	joy	0.438	הֲקָלָה
strength	joy	0.438	כוח
mighty	joy	0.438	אדיר
unbeaten	joy	0.438	בִּלתִי מְנוּצָח
eager	joy	0.438	לָהוּט
share	joy	0.438	לַחֲלוֹק
newday	joy	0.438	יום חדש
sonnet	joy	0.438	סוֹנֶטָה
meditate	joy	0.438	לְהַרהֵר
life	joy	0.438	חַיִים
winterbreak	joy	0.429	חופשת החורף
warm	joy	0.429	נעים
movingforward	joy	0.429	להתקדם
buddy	joy	0.427	חבר
oneness	joy	0.426	אַחְדוּת
unconstrained	joy	0.424	בלתי מוגבל
amen	joy	0.424	אָמֵן
reverence	joy	0.424	יִראַת כָּבוֹד
healthful	joy	0.424	בריא
thelittlethings	joy	0.424	הדברים הקטנים
medal	joy	0.424	מֵדַלִיָה
unsurpassed	joy	0.424	ללא תחרות
candlelight	joy	0.424	אור נרות
carols	joy	0.424	מזמורים
ejaculation	joy	0.424	הַפלָטָה
beginnings	joy	0.422	התחלות
sledding	joy	0.422	מזחלות
graduation	joy	0.422	סיום לימודים
frisky	joy	0.422	עַלִיז
lml	joy	0.422	lml
ease	joy	0.422	קַלוּת
symphony	joy	0.422	סִימפוֹנִיָה
wealth	joy	0.422	עוֹשֶׁר
helpful	joy	0.422	מוֹעִיל
musical	joy	0.422	מוּסִיקָלִי
glitter	joy	0.422	נִצנוּץ
calmness	joy	0.422	רוֹגַע
energy	joy	0.422	אֵנֶרְגִיָה
safe	joy	0.422	בטוח
nostress	joy	0.421	אין לחץ
soundness	joy	0.421	תְקֵפוּת
promise	joy	0.415	הַבטָחָה
reunite	joy	0.414	לְאַחֵד
mother	joy	0.412	אִמָא
salvation	joy	0.412	ישועה
poems	joy	0.412	שירים
clown	joy	0.409	לֵיצָן
lavender	joy	0.409	אֲזוֹבִיוֹן
immaculate	joy	0.409	לְלֹא רְבָב
purify	joy	0.409	לְטַהֵר
inauguration	joy	0.409	חֲנוּכָּה
aromatherapy	joy	0.409	ארומתרפיה
lighten	joy	0.409	לְהִתְבַּהֵר
travel	joy	0.409	לִנְסוֹעַ
cash	joy	0.406	כסף מזומן
companion	joy	0.406	לוויה
live	joy	0.406	לחיות
opportune	joy	0.406	מַתְאִים
completing	joy	0.406	מַשׁלִים
charity	joy	0.406	צדקה
heal	joy	0.406	לְרַפֵּא
star	joy	0.406	כוכב
wishing	joy	0.406	משאלה
flowers	joy	0.406	פרחים
income	joy	0.403	הַכנָסָה
soul	joy	0.401	נֶפֶשׁ
munchies	joy	0.400	מאנצ'ים
emancipation	joy	0.397	שִׁחרוּר
indescribable	joy	0.397	לֹא יְתוּאָר
progress	joy	0.397	התקדמות
equality	joy	0.394	שוויון
childhood	joy	0.394	יַלדוּת
together	joy	0.394	יַחַד
rhythmical	joy	0.394	קָצוּב
fullness	joy	0.394	מְלוֹא
calm	joy	0.394	לְהַרְגִיעַ
hammock	joy	0.394	עַרסָל
picnic	joy	0.394	פִּיקנִיק
movies	joy	0.393	סרטים
zealous	joy	0.393	קַנָאִי
playground	joy	0.391	גן שעשועים
affluence	joy	0.391	שֶׁפַע
warms	joy	0.391	מחמם
choir	joy	0.391	מקהלה
littlethings	joy	0.391	דברים קטנים
auspicious	joy	0.391	מבשר טוב
meaningful	joy	0.391	בעל משמעות
adventures	joy	0.391	הרפתקאות
goofy	joy	0.391	טִפֵּשׁ
starry	joy	0.391	זָרוּעַ כּוֹכָבִים
humanity	joy	0.391	אֶנוֹשִׁיוּת
gesture	joy	0.387	מחווה
witty	joy	0.382	שָׁנוּן
vow	joy	0.382	נדר
shopping	joy	0.382	קניות
vibes	joy	0.379	וִיבּרָפוֹן
worship	joy	0.379	פולחן
jump	joy	0.379	קְפִיצָה
communion	joy	0.379	שִׁתוּף
reverend	joy	0.377	כּוֹמֶר
rising	joy	0.375	עוֹלֶה
advance	joy	0.375	לְקַדֵם
beaches	joy	0.375	חופים
sonorous	joy	0.375	מְצַלצֵל
courtship	joy	0.375	חיזור
experience	joy	0.375	ניסיון
reunion	joy	0.375	איחוד
simplicity	joy	0.375	פַּשְׁטוּת
full	joy	0.375	מלא
hymn	joy	0.375	הִמנוֹן
spirits	joy	0.375	מַצַב רוּחַ
unforgettable	joy	0.375	בלתי נשכחת
mirth	joy	0.375	עֲלִיצוּת
youth	joy	0.375	נוֹעַר
scenic	joy	0.375	נוֹפִי
unique	joy	0.375	ייחודי
redeemed	joy	0.375	נפדה
alliance	joy	0.368	בְּרִית
baptismal	joy	0.368	טבילה
grant	joy	0.366	מענק
kitten	joy	0.364	גור חתולים
sanctification	joy	0.364	הַקדָשָׁה
conciliation	joy	0.364	פִּיוּס
improves	joy	0.364	משתפר
pure	joy	0.364	טָהוֹר
improve	joy	0.364	לְשַׁפֵּר
authentic	joy	0.364	אוֹתֶנְטִי
moonlight	joy	0.364	אוֹר הַלְבָנָה
weightloss	joy	0.362	ירידה במשקל
raspberries	joy	0.360	פטל
feeling	joy	0.359	מַרגִישׁ
jest	joy	0.359	צְחוֹק
independent	joy	0.359	עצמאי
sanctify	joy	0.359	לְקַדֵשׁ
devotional	joy	0.359	מסור
tinsel	joy	0.359	חוּטֵי כֶּסֶף נוֹצֵצִים
proficiency	joy	0.359	מְיוּמָנוּת
listenting	joy	0.359	מקשיבה
fidelity	joy	0.359	נֶאֱמָנוּת
revival	joy	0.359	הִתחַדְשׁוּת
giver	joy	0.353	נותן
cocoa	joy	0.353	קקאו
deliverance	joy	0.348	יְשׁוּעָה
melody	joy	0.348	מַנגִינָה
unification	joy	0.348	הַאֲחָדָה
romp	joy	0.348	לְהִשְׁתוֹבֵב
purpose	joy	0.348	מַטָרָה
choral	joy	0.348	כּוֹרָל
exceed	joy	0.348	עולה על
dolphin	joy	0.348	דולפין
roaring	joy	0.348	נַהֲמָה
favor	joy	0.348	טוֹבָה
hotyoga	joy	0.347	הוטיוגה
voluptuous	joy	0.344	חוּשָׁנִי
fruits	joy	0.344	פירות
cookies	joy	0.344	עוגיות
manicure	joy	0.344	מָנִיקוּר
nowork	joy	0.344	אין עבודה
date	joy	0.344	תַאֲרִיך
newstart	joy	0.344	התחלה חדשה
hedonism	joy	0.344	הדוניזם
pledge	joy	0.344	מַשׁכּוֹן
electric	joy	0.344	חשמלי
humble	joy	0.344	צנוע
roadtrip	joy	0.344	טיול בכביש
thx	joy	0.344	תודה
kiddos	joy	0.344	ילדים
celebrity	joy	0.342	סלבריטאי
bridesmaid	joy	0.338	שׁוֹשְׁבִינַת הַכַּלָה
rhythm	joy	0.338	קֶצֶב
spa	joy	0.333	ספָּא
snowday	joy	0.333	יום שלג
familiarity	joy	0.333	בְּקִיאוּת
coffee	joy	0.333	קפה
edification	joy	0.333	הַבהָרָה
garden	joy	0.333	גן
renovation	joy	0.333	שיפוץ
dawn	joy	0.333	שַׁחַר
connoisseur	joy	0.333	יַדעָן
gazing	joy	0.333	הִסתַכְּלוּת
obliging	joy	0.333	אָדִיב
partner	joy	0.333	בת זוג
foodie	joy	0.331	אוכל אוכל
synchronize	joy	0.329	לְסַנכְרֵן
tribulation	joy	0.328	פּוּרעָנוּת
psalm	joy	0.328	מִזמוֹר
pedicure	joy	0.328	פֵּדִיקוּר
noregrets	joy	0.328	בלי חרטות
chirping	joy	0.328	צִרצוּר
saint	joy	0.328	קָדוֹשׁ
healing	joy	0.328	מַרפֵּא
carol	joy	0.328	הִמנוֹן
true	joy	0.328	נָכוֹן
hobby	joy	0.328	תַחבִּיב
amnesty	joy	0.328	חֲנִינָה
respite	joy	0.324	הֲפוּגָה
recreational	joy	0.318	פנאי
cousins	joy	0.318	בני דודים
mellow	joy	0.318	רַך
restorative	joy	0.318	מַברִיא
lazyday	joy	0.318	יום עצל
classics	joy	0.318	קלַאסִיקָה
reconciliation	joy	0.316	פִּיוּס
woods	joy	0.312	יערות
progression	joy	0.312	הִתקַדְמוּת
muchneeded	joy	0.312	נחוץ מאוד
sterling	joy	0.312	שׁטֶרלִינג
dove	joy	0.312	יוֹנָה
simplify	joy	0.312	לפשט
fitness	joy	0.312	כושר
sunset	joy	0.312	שקיעת השמש
wisdom	joy	0.312	חוכמה
relight	joy	0.312	להדליק מחדש
living	joy	0.312	חַי
presto	joy	0.312	presto
playhouse	joy	0.312	תֵאַטרוֹן
superman	joy	0.312	סוּפֶּרמֶן
pony	joy	0.312	פוני
recovery	joy	0.312	התאוששות
crafts	joy	0.312	מלאכת יד
lord	joy	0.312	אָדוֹן
deal	joy	0.312	עִסקָה
improvement	joy	0.309	הַשׁבָּחָה
infant	joy	0.309	תִינוֹק
absolution	joy	0.306	מְחִילָה
honest	joy	0.303	יָשָׁר
gently	joy	0.303	בעדינות
banquet	joy	0.303	סְעוּדָה
established	joy	0.303	מְבוּסָס
endless	joy	0.303	אינסופי
decorating	joy	0.303	לקשט
providing	joy	0.300	מתן
lounging	joy	0.297	להתרווח
growth	joy	0.297	צְמִיחָה
strolling	joy	0.297	מטיילת
feat	joy	0.297	מַעֲלָל
morals	joy	0.297	מוֹרָל
mine	joy	0.297	שלי
spending	joy	0.297	הוצאות
light	joy	0.297	אוֹר
spiritual	joy	0.297	רוחני
quaint	joy	0.297	מוּזָר
fraternal	joy	0.297	אַחֲוָתִי
notable	joy	0.297	יַקִיר
softly	joy	0.297	ברכות
harvest	joy	0.297	קְצִיר
yearning	joy	0.297	גַעגוּעִים
breeze	joy	0.297	רוּחַ
joker	joy	0.297	לֵץ
meditating	joy	0.297	מדיטציה
fervor	joy	0.295	לַהַט
quotes	joy	0.294	ציטוטים
volunteer	joy	0.294	לְהִתְנַדֵב
gain	joy	0.288	לְהַשִׂיג
resources	joy	0.288	אֶמְצָעִי
create	joy	0.288	לִיצוֹר
psalms	joy	0.288	תהילים
hippie	joy	0.288	היפי
taoism	joy	0.288	טאואיזם
midwife	joy	0.288	מְיַלֶדֶת
receiving	joy	0.287	קבלה
snowfall	joy	0.286	מפולת שלגים
ocean	joy	0.286	אוקיינוס
lsd	joy	0.286	lsd
hiking	joy	0.283	טיול רגלי
evergreen	joy	0.281	יָרוֹק עַד
destination	joy	0.281	יַעַד
candid	joy	0.281	גָלוּי לֵב
unwind	joy	0.281	לְהִתְפַּרֵק
truce	joy	0.281	הַפסָקַת אֵשׁ
toast	joy	0.281	טוסט
chill	joy	0.281	לְצַנֵן
infinity	joy	0.281	אינסוף
rested	joy	0.281	נח
buzzing	joy	0.281	זמזום
venerable	joy	0.279	נִכבָּד
balance	joy	0.275	איזון
retirement	joy	0.275	פרישה לגמלאות
fireplace	joy	0.273	אָח
buddha	joy	0.273	בּוּדְהָא
devout	joy	0.273	אָדוּק
drinks	joy	0.273	מַשׁקָאוֹת
rapt	joy	0.273	נלהב
swim	joy	0.273	לשחות
compensate	joy	0.273	לפצות
snowing	joy	0.271	יורד שלג
sublimation	joy	0.270	הַאֲצָלָה
fruity	joy	0.268	עֲסִיסִי
sunday	joy	0.266	יוֹם רִאשׁוֹן
sketching	joy	0.266	שרטוט
paragon	joy	0.266	דוּגמָה וְמוֹפֵת
humility	joy	0.266	עֲנָוָה
ministry	joy	0.266	מִשׂרָד
waves	joy	0.266	גלים
cathedral	joy	0.266	קָתֶדרָלָה
sun	joy	0.266	שמש
yoga	joy	0.266	יוֹגָה
fortitude	joy	0.266	כּוֹחַ מוּסָרִי
salute	joy	0.266	הַצדָעָה
buddhism	joy	0.266	בודהיזם
whim	joy	0.266	גַחְמָה
artwork	joy	0.265	עבודת אומנות
practiced	joy	0.264	מְתוּרגָל
clean	joy	0.260	לְנַקוֹת
running	joy	0.258	רץ
clarity	joy	0.258	בְּהִירוּת
found	joy	0.258	מצאתי
fitting	joy	0.258	הוֹלֵם
immerse	joy	0.258	לִטבּוֹל
exercise	joy	0.258	תרגיל
food	joy	0.258	מזון
autumn	joy	0.254	סתָיו
fit	joy	0.250	לְהַתְאִים
morning	joy	0.250	בוקר
contagious	joy	0.250	מדבק
outdoors	joy	0.250	מחוץ לבית
hardy	joy	0.250	עמיד
candles	joy	0.250	נרות
advocacy	joy	0.250	פְּרַקְלִיטוּת
countryside	joy	0.250	כפר
demonstrative	joy	0.250	הַפגָנָתִי
football	joy	0.250	כדורגל
chirp	joy	0.250	צִיוּץ
chilled	joy	0.250	מְקוֹרָר
undying	joy	0.250	נִצחִי
visitor	joy	0.250	אורח
clap	joy	0.250	לִטפּוֹחַ
diary	joy	0.250	יְוֹמָן
ardent	joy	0.250	נִלהָב
expedient	joy	0.250	אֶמְצָעִי
mountain	joy	0.250	הַר
cradle	joy	0.247	עֶרֶשׂ
trance	joy	0.246	טְרַנס
intense	joy	0.242	אִינטֶנסִיבִי
procession	joy	0.242	תַהֲלוּכָה
church	joy	0.242	כְּנֵסִיָה
pay	joy	0.242	לְשַׁלֵם
supremacy	joy	0.242	עֶליוֹנוּת
preservative	joy	0.242	מְשַׁמֵר
grow	joy	0.242	לגדול
breakfast	joy	0.242	ארוחת בוקר
consecration	joy	0.235	הַקדָשָׁה
salary	joy	0.234	שכר
lifetime	joy	0.234	לכל החיים
incense	joy	0.234	קְטוֹרֶת
ordination	joy	0.234	הַסמָכָה
snowy	joy	0.234	מוּשׁלָג
art	joy	0.234	אומנות
nursery	joy	0.234	מִשׁתָלָה
skiing	joy	0.234	סקִי
candle	joy	0.234	נר
doll	joy	0.234	בּוּבָּה
vote	joy	0.234	הַצבָּעָה
humbled	joy	0.234	נַעֲנֶה
lyre	joy	0.234	נֶבֶל
pastry	joy	0.229	מאפה
remedy	joy	0.227	תְרוּפָה
chilling	joy	0.227	מצמרר
firefly	joy	0.227	גַחֲלִילִית
rescue	joy	0.225	לְהַצִיל
camping	joy	0.221	קֶמפִּינג
perspective	joy	0.221	נקודת מבט
orchestra	joy	0.221	תִזמוֹרֶת
orchard	joy	0.221	פַּרדֵס
breezy	joy	0.219	קליל
gardens	joy	0.219	גנים
castle	joy	0.219	טִירָה
lamb	joy	0.219	טלה
possess	joy	0.219	לְהַחזִיק
bouttime	joy	0.212	זמן התקף
pho	joy	0.212	pho
reggae	joy	0.212	רגאיי
countrymusic	joy	0.212	מוזיקת קאנטרי
teach	joy	0.212	לְלַמֵד
brisk	joy	0.212	מְרַעֲנֵן
ribbon	joy	0.212	סֶרֶט
raindrops	joy	0.212	טיפות גשם
mucis	joy	0.212	mucis
repay	joy	0.212	לְהַחזִיר
listneing	joy	0.212	האזנה
nap	joy	0.206	תְנוּמָה
legalized	joy	0.203	לגליזציה
unexpected	joy	0.203	בלתי צפוי
vernal	joy	0.203	ארצי
chant	joy	0.203	לָשִׁיר
hire	joy	0.203	לִשְׂכּוֹר
uncontrollable	joy	0.203	בלתי נשלט
stillness	joy	0.203	דוּמִיָה
lights	joy	0.203	אורות
cove	joy	0.203	מִפרָץ
save	joy	0.200	לשמור
pastor	joy	0.197	כּוֹמֶר
atone	joy	0.197	לְכַפֵּר
symmetry	joy	0.197	סִימֶטרִיָה
trees	joy	0.197	עצים
oneday	joy	0.197	יום אחד
scripture	joy	0.196	כִּתבֵי הַקוֹדֶשׁ
mountains	joy	0.194	הרים
craziness	joy	0.188	טֵרוּף
tea	joy	0.188	תה
walking	joy	0.188	הליכה
whiteness	joy	0.188	לוֹבֶן
sympathetic	joy	0.188	אוֹהֵד
forefathers	joy	0.188	אָבוֹת קַדמוֹנִים
pathway	joy	0.188	נָתִיב
custom	joy	0.188	המותאם אישית
quiet	joy	0.188	שֶׁקֶט
liquor	joy	0.188	מַשׁקֶה חָרִיף
soppy	joy	0.188	רטוב
patient	joy	0.186	סבלני
movingon	joy	0.182	ממשיך הלאה
score	joy	0.182	ציון
dollhouse	joy	0.182	בֵּית בּוּבּוֹת
bath	joy	0.182	מֶרחָץ
supporter	joy	0.180	תוֹמֵך
accompaniment	joy	0.179	לִוּוּי
pursuit	joy	0.176	מִרדָף
outburst	joy	0.176	הִתפָּרְצוּת
frosty	joy	0.174	צוֹנֵן
luncheon	joy	0.172	ארוחת צהריים
service	joy	0.172	שֵׁרוּת
workout	joy	0.172	להתאמן
closure	joy	0.172	סגירת מעגל
wintery	joy	0.172	חורפי
civilized	joy	0.169	מְתוּרבָּת
wages	joy	0.169	שכר
december	joy	0.167	דֵצֶמבֶּר
fain	joy	0.167	חלש
glide	joy	0.162	לִדאוֹת
acrobat	joy	0.162	אַקרוֹבָּט
finally	joy	0.157	סוף כל סוף
chai	joy	0.156	צ'אי
obtainable	joy	0.156	ניתן להשיג
elf	joy	0.156	שֵׁדוֹן
peppermint	joy	0.156	מִנתָה
break	joy	0.156	לשבור
reproductive	joy	0.156	שֶׁל הַרְבִיָה
stroll	joy	0.156	לְהִתְהַלֵך
organization	joy	0.156	אִרגוּן
bathtub	joy	0.156	אַמבַּטִיָה
advent	joy	0.152	הִתגַלוּת
measured	joy	0.152	נמדד
balm	joy	0.152	צֳרִי
scifi	joy	0.152	scifi
spaniel	joy	0.145	ספנייל
ditty	joy	0.141	פִּזמוֹן
oils	joy	0.141	שמנים
tan	joy	0.141	לְהִשְׁתַזֵף
simple	joy	0.141	פָּשׁוּט
bubble	joy	0.141	בּוּעָה
beer	joy	0.141	בירה
green	joy	0.137	ירוק
makingdisciples	joy	0.136	עושה תלמידים
buss	joy	0.136	נְשִׁיקָה
books	joy	0.136	ספרים
chow	joy	0.135	צ'או
pitter	joy	0.134	פיטר
flows	joy	0.130	זורם
silence	joy	0.127	שתיקה
bookstore	joy	0.125	חֲנוּת סְפָרִים
solitude	joy	0.125	בְּדִידוּת
roadster	joy	0.125	מְכוֹנִית פְּתוּחָה
circumstances	joy	0.125	נסיבות
wine	joy	0.125	יַיִן
soak	joy	0.121	לְהַשְׁרוֹת
priesthood	joy	0.121	כּמוּרָה
japan	joy	0.121	יפן
wilderness	joy	0.121	מִדבָּר
critical	joy	0.116	קריטי
neutral	joy	0.114	ניטראלי
hunting	joy	0.109	ציד
sand	joy	0.109	חוֹל
opera	joy	0.109	אוֹפֵּרָה
weight	joy	0.109	מִשׁקָל
wind	joy	0.109	רוּחַ
untie	joy	0.109	לְהַתִיר
labor	joy	0.106	עבודה
classical	joy	0.106	קלַאסִי
lake	joy	0.103	אֲגַם
affliction	joy	0.103	מֶמֶר
organ	joy	0.094	אֵיבָר
dwelling	joy	0.094	דִירָה
tree	joy	0.090	עֵץ
pond	joy	0.089	אֲגַם
marrow	joy	0.078	מוֹחַ
latte	joy	0.078	לאטה
sipping	joy	0.076	לְגִימָה
benign	joy	0.074	שָׁפִיר
majority	joy	0.073	רוֹב
leaf	joy	0.065	עלה
troubles	joy	0.062	צרות
basketball	joy	0.062	כדורסל
explosions	joy	0.061	פיצוצים
cream	joy	0.061	קרם
shepherd	joy	0.058	רועה
tuesday	joy	0.047	יוֹם שְׁלִישִׁי
turbulence	joy	0.045	מְעַרבּוֹלֶת
calf	joy	0.040	עגל
hardship	joy	0.031	מצוקה
unhappiness	joy	0.016	אוּמלָלוּת
sixty	joy	0.016	שִׁשִׁים
mourning	sadness	0.969	אֵבֶל
heartbreaking	sadness	0.969	קורע לב
tragic	sadness	0.961	טְרָגִי
holocaust	sadness	0.953	שׁוֹאָה
suicidal	sadness	0.941	הִתאַבְּדוּתִי
misery	sadness	0.938	אומללות
massacre	sadness	0.931	טֶבַח
euthanasia	sadness	0.927	המתת חסד
depression	sadness	0.925	דִכָּאוֹן
grieving	sadness	0.922	מתאבל
bereavement	sadness	0.922	שִׁכּוּל
fatal	sadness	0.922	קָטלָנִי
bereaved	sadness	0.920	שַׁכּוּל
devastation	sadness	0.917	חוּרבָּן
death	sadness	0.915	מוות
devastated	sadness	0.912	הרוס
suicide	sadness	0.912	הִתאַבְּדוּת
catastrophe	sadness	0.911	קטסטרופה
horrifying	sadness	0.907	מחריד
died	sadness	0.906	מת
tragedy	sadness	0.906	טרגדיה
depressing	sadness	0.906	מְדַכֵּא
anguish	sadness	0.902	צַעַר
agony	sadness	0.900	יסורים
deadly	sadness	0.898	קטלני
weeping	sadness	0.896	בְּכִי
stillbirth	sadness	0.891	לידת מת
deceased	sadness	0.891	נפטר
murderer	sadness	0.877	רוֹצֵחַ
cancer	sadness	0.875	סרטן
dying	sadness	0.875	גְסִיסָה
rape	sadness	0.875	לֶאֱנוֹס
devastating	sadness	0.875	הרסני
morbidity	sadness	0.864	תחלואה
sadness	sadness	0.864	עֶצֶב
execution	sadness	0.859	ביצוע
traumatic	sadness	0.859	טְרַאוּמָטִי
perish	sadness	0.859	לָמוּת
grief	sadness	0.859	צַעַר
abandonment	sadness	0.859	נְטִישָׁה
atrocity	sadness	0.859	זוועה
crucifixion	sadness	0.859	צְלִיבָה
depressed	sadness	0.859	מְדוּכָּא
cadaver	sadness	0.853	פֶּגֶר
treachery	sadness	0.848	בּוֹגדָנוּת
betrayed	sadness	0.848	נבגד
grieve	sadness	0.844	לְהִתְאַבֵּל
suffering	sadness	0.844	סֵבֶל
funeral	sadness	0.844	הַלוָיָה
destroyed	sadness	0.844	נהרס
homicide	sadness	0.844	רצח
hopelessness	sadness	0.844	חוסר תקווה
slaughtering	sadness	0.844	שחיטה
persecution	sadness	0.844	רְדִיפוּת
murderous	sadness	0.844	רַצחָנִי
sorrow	sadness	0.844	צַעַר
miserable	sadness	0.844	אוּמלָל
sad	sadness	0.844	עָצוּב
horrific	sadness	0.844	מַחרִיד
unhappiness	sadness	0.839	אוּמלָלוּת
bloodshed	sadness	0.836	שפיכות דמים
crippled	sadness	0.836	נָכֶה
carnage	sadness	0.833	טֶבַח
pained	sadness	0.833	כואב
manslaughter	sadness	0.833	הריגה
unbearable	sadness	0.830	בִּלתִי נִסבָּל
stillborn	sadness	0.830	נוֹלָד מֵת
morbid	sadness	0.828	חוֹלָנִי
annihilation	sadness	0.828	הַשׁמָדָה
helplessness	sadness	0.828	אָזְלַת יַד
mourn	sadness	0.828	לְהִתְאַבֵּל
murder	sadness	0.828	רֶצַח
slavery	sadness	0.828	עַבדוּת
abandoned	sadness	0.828	נָטוּשׁ
horrors	sadness	0.828	זוועות
mutilation	sadness	0.828	הַטָלַת מוּם
annihilated	sadness	0.828	הושמד
casualty	sadness	0.828	נִפגָע
enslaved	sadness	0.828	מְשׁוּעֲבָּד
sickness	sadness	0.828	מחלה
torment	sadness	0.828	לַעֲנוֹת
miscarriage	sadness	0.824	הַפָּלָה
