English Word	Emotion	Emotion-Intensity-Score	German Word
somuchtodo	fear	0.212	so viel zu tun
toomuchtodo	fear	0.212	zu viel zu tun
tryouts	fear	0.210	Versuche
clowns	fear	0.207	Clowns
fluctuation	fear	0.204	Fluktuation
examination	fear	0.204	Untersuchung
restless	fear	0.204	unruhig
uphill	fear	0.203	bergauf
quail	fear	0.203	Wachtel
phew	fear	0.203	Puh
mighty	fear	0.203	mächtig
cross	fear	0.203	Kreuz
hurry	fear	0.203	sich beeilen
recesses	fear	0.203	Aussparungen
intimacy	fear	0.203	Intimität
overcome	fear	0.203	überwinden
birth	fear	0.203	Geburt
acceptances	fear	0.203	Annahmen
help	fear	0.203	Hilfe
fearless	fear	0.200	furchtlos
change	fear	0.198	Rückgeld
ware	fear	0.198	Ware
withstand	fear	0.197	standhalten
asap	fear	0.191	schnellstmöglich
heighten	fear	0.188	erhöhen
watch	fear	0.188	Uhr
tract	fear	0.188	Trakt
advance	fear	0.188	Vorauszahlung
overcoming	fear	0.188	Überwindung
attorney	fear	0.188	Rechtsanwalt
deadlines	fear	0.188	Fristen
bug	fear	0.188	Insekt
knots	fear	0.188	Knoten
owing	fear	0.188	geschuldet
waitinggame	fear	0.188	Wartespiel
unorganised	fear	0.188	unorganisiert
gnome	fear	0.188	Gnom
fragile	fear	0.188	zerbrechlich
cautiously	fear	0.188	vorsichtig
stillness	fear	0.188	Stille
intrigue	fear	0.188	Intrigen
rule	fear	0.188	Regel
elf	fear	0.185	Elf
stillwaiting	fear	0.184	warte noch
lonely	fear	0.183	einsam
slippery	fear	0.181	rutschig
interview	fear	0.180	Interview
everyman	fear	0.178	jeder Mann
speculation	fear	0.176	Spekulation
needtoknow	fear	0.173	wissen müssen
worship	fear	0.172	Verehrung
unsure	fear	0.172	unsicher
surprise	fear	0.172	Überraschung
settlor	fear	0.172	Siedler
competition	fear	0.172	Wettbewerb
readytogo	fear	0.172	fertig
checkpoint	fear	0.172	Kontrollpunkt
composure	fear	0.172	Gelassenheit
interviewer	fear	0.172	Interviewer
chaff	fear	0.172	Spreu
regulatory	fear	0.172	regulatorisch
birch	fear	0.172	Birke
shell	fear	0.172	Hülse
assessment	fear	0.172	Bewertung
uncertain	fear	0.172	unsicher
rod	fear	0.172	Stange
humanrights	fear	0.172	Menschenrechte
less	fear	0.167	weniger
coy	fear	0.162	schüchtern
iris	fear	0.160	Iris
intimately	fear	0.156	intim
hearing	fear	0.156	Hören
legalized	fear	0.156	legalisiert
needit	fear	0.156	brauchen
audition	fear	0.156	Vorsprechen
retirement	fear	0.156	Ruhestand
countdown	fear	0.156	Countdown
sly	fear	0.156	listig
bases	fear	0.156	Basen
ceasefire	fear	0.156	Waffenstillstand
medication	fear	0.156	Medikation
courageous	fear	0.154	mutig
overthinker	fear	0.153	Überdenker
backtrack	fear	0.151	zurückverfolgen
dawned	fear	0.150	dämmerte
censor	fear	0.149	zensieren
bailiff	fear	0.147	Gerichtsvollzieher
syllabus	fear	0.147	Lehrplan
delay	fear	0.141	Verzögerung
newcomer	fear	0.141	Neuling
imagination	fear	0.141	Vorstellung
waiting	fear	0.141	warten
gent	fear	0.141	Mann
validity	fear	0.141	Gültigkeit
cove	fear	0.141	Bucht
rationality	fear	0.141	Rationalität
caricature	fear	0.141	Karikatur
eventuality	fear	0.141	Fall
alreadyyyyy	fear	0.140	schonyyyy
shy	fear	0.140	schüchtern
symptom	fear	0.133	Symptom
excite	fear	0.132	begeistern
raccoon	fear	0.127	Waschbär
clown	fear	0.125	Clown
tryout	fear	0.125	ausprobieren
needtorelax	fear	0.125	brauche Ruhe
swim	fear	0.125	schwimmen
campaigning	fear	0.125	Wahlkampf
hawk	fear	0.125	Falke
prevent	fear	0.125	verhindern
gameday	fear	0.125	Spieltag
ahhh	fear	0.125	ähhh
marry	fear	0.125	heiraten
sprite	fear	0.125	Sprit
soready	fear	0.125	so bereit
sag	fear	0.123	durchhängen
pharmacy	fear	0.123	Apotheke
policeman	fear	0.121	Polizist
dreamt	fear	0.111	geträumt
lace	fear	0.111	Spitze
homework	fear	0.109	Hausaufgaben
destination	fear	0.109	Ziel
incase	fear	0.109	im Falle
pray	fear	0.109	beten
knot	fear	0.109	Knoten
confidence	fear	0.109	Vertrauen
bigday	fear	0.109	großer Tag
holiness	fear	0.109	Heiligkeit
notoriety	fear	0.109	Bekanntheit
weight	fear	0.109	Gewicht
slender	fear	0.100	schlank
undecided	fear	0.098	unentschieden
sympathetic	fear	0.097	sympathisch
poise	fear	0.094	Haltung
case	fear	0.094	Fall
treat	fear	0.094	behandeln
locate	fear	0.094	Lokalisieren
loyal	fear	0.094	treu
grades	fear	0.094	Noten
god	fear	0.094	Gott
helmet	fear	0.094	Helm
confident	fear	0.094	zuversichtlich
counsellor	fear	0.094	Berater
northeast	fear	0.088	Nordost-
graduation	fear	0.078	Abschluss
compassion	fear	0.078	Mitgefühl
nurture	fear	0.078	nähren
graded	fear	0.075	bewertet
mum	fear	0.070	Mama
infant	fear	0.067	Kleinkind
journey	fear	0.062	Reise
parade	fear	0.062	Parade
gradschool	fear	0.062	Grundschule
civilian	fear	0.062	Zivilist
cloudiness	fear	0.062	Trübung
cash	fear	0.062	Kasse
civilians	fear	0.062	Zivilisten
guidelines	fear	0.062	Richtlinien
soulmate	fear	0.062	Seelenverwandter
youth	fear	0.062	Jugend
opera	fear	0.057	Oper
synonymous	fear	0.056	gleichbedeutend
honest	fear	0.047	ehrlich
praying	fear	0.047	beten
intelligence	fear	0.038	Intelligenz
volunteer	fear	0.031	Freiwillige
romance	fear	0.031	Romantik
lines	fear	0.031	Linien
obey	fear	0.016	Folge leisten
happiest	joy	0.986	am glücklichsten
happiness	joy	0.984	Glück
bliss	joy	0.971	Wonne
celebrating	joy	0.970	feiern
jubilant	joy	0.969	jubelnd
ecstatic	joy	0.954	begeistert
elation	joy	0.944	Begeisterung
beaming	joy	0.938	strahlend
bestdayever	joy	0.938	bester Tag überhaupt
loveee	joy	0.932	Liebling
celebration	joy	0.929	Feier
awesomeness	joy	0.926	Großartigkeit
joy	joy	0.924	Freude
joyous	joy	0.922	fröhlich
fabulous	joy	0.922	fabelhaft
happily	joy	0.922	glücklich
excitement	joy	0.922	Aufregung
exuberance	joy	0.922	Überschwang
makesmehappy	joy	0.922	macht mich glücklich
euphoria	joy	0.922	Euphorie
lovee	joy	0.920	liebe
gratitude	joy	0.914	Dankbarkeit
happydance	joy	0.912	Freudentanz
merriment	joy	0.912	Heiterkeit
spectacular	joy	0.912	spektakulär
overjoyed	joy	0.909	überglücklich
purebliss	joy	0.909	reine Glückseligkeit
triumphant	joy	0.907	triumphierend
ecstasy	joy	0.906	Ekstase
lovelovelove	joy	0.906	Liebe Liebe Liebe
cheerful	joy	0.906	gut gelaunt
cheer	joy	0.897	jubeln
elated	joy	0.894	begeistert
peaceofmind	joy	0.891	Seelenfrieden
jolly	joy	0.891	lustig
delighted	joy	0.891	erfreut
lovethis	joy	0.891	liebe das
excitation	joy	0.891	Erregung
exhilaration	joy	0.891	Hochgefühl
pleasures	joy	0.891	Freuden
laugh	joy	0.891	Lachen
marvelously	joy	0.881	wunderbar
loving	joy	0.879	liebend
joyful	joy	0.879	froh
blissful	joy	0.879	glückselig
outstanding	joy	0.879	hervorragend
pleasurable	joy	0.877	angenehm
lovinglife	joy	0.875	liebevolles Leben
enthusiastic	joy	0.875	enthusiastisch
glee	joy	0.875	Freude
iloveher	joy	0.875	Ich liebe sie
yaaaay	joy	0.875	jaaa
overthemoon	joy	0.875	über den Mond
happyplace	joy	0.875	glücklicher Ort
sohappy	joy	0.868	so glücklich
superb	joy	0.864	hervorragend
woohoo	joy	0.864	Woohoo
laughing	joy	0.864	Lachen
wonderful	joy	0.863	wunderbar
hooray	joy	0.859	Hurra
loved	joy	0.859	geliebt
tearsofjoy	joy	0.859	Freudentränen
hallelujah	joy	0.859	Halleluja
magnificent	joy	0.859	herrlich
glory	joy	0.859	Herrlichkeit
ilovechristmas	joy	0.859	ich liebe Weihnachten
brilliant	joy	0.859	brillant
celebrated	joy	0.859	gefeiert
cheering	joy	0.859	Jubel
yayyyy	joy	0.859	yayyy
heavenly	joy	0.853	paradiesisch
exciting	joy	0.853	aufregend
thrilled	joy	0.851	hocherfreut
mademyday	joy	0.848	meinen Tag gerettet
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	zelebrieren
wonderfully	joy	0.844	wunderbar
blessing	joy	0.844	Segen
favoriteholiday	joy	0.844	Lieblingsfeiertag
paradise	joy	0.833	Paradies
marvellous	joy	0.833	wunderbar
festive	joy	0.833	festlich
sweetness	joy	0.833	Süße
blessed	joy	0.833	gesegnet
celebrations	joy	0.833	Feierlichkeiten
compliment	joy	0.831	Kompliment
smiling	joy	0.828	lächelnd
allsmiles	joy	0.828	allelächeln
love	joy	0.828	Liebe
enchanting	joy	0.828	zauberhaft
homesweethome	joy	0.826	Trautes Heim, Glück allein
thankyougod	joy	0.824	danke Gott
marvelous	joy	0.824	wunderbar
laughter	joy	0.824	Lachen
goodmood	joy	0.819	gute Laune
goodness	joy	0.818	Güte
excellence	joy	0.818	Exzellenz
sensational	joy	0.818	sensationell
joys	joy	0.818	Freuden
delightful	joy	0.818	herrlich
excited	joy	0.818	aufgeregt
rejoicing	joy	0.818	Jubel
happyheart	joy	0.818	glückliches Herz
celebratory	joy	0.818	festlich
greatful	joy	0.816	dankbar
jovial	joy	0.814	fröhlich
rejoice	joy	0.812	jubeln
splendid	joy	0.812	prächtig
enjoy	joy	0.812	Viel Spaß
smiley	joy	0.812	Smiley
glorious	joy	0.812	herrlich
victorious	joy	0.812	siegreich
lovemaking	joy	0.812	Liebe machen
bonanza	joy	0.812	Goldgrube
greatday	joy	0.812	schöner Tag
excellent	joy	0.812	Ausgezeichnet
goodtimes	joy	0.811	gute Zeiten
whatmakesmesmile	joy	0.811	was macht ein Lächeln
happyday	joy	0.809	glücklicher Tag
myfavorite	joy	0.804	mein Favorit
thankyoulord	joy	0.803	danke Gott
gladness	joy	0.803	Freude
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	jahhh
pleasure	joy	0.803	Vergnügen
giggle	joy	0.802	kichern
happier	joy	0.797	glücklicher
lovemylife	joy	0.797	Liebe mein Leben
magnificence	joy	0.797	Pracht
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	Liebesleben
yesss	joy	0.797	Jaaa
dancing	joy	0.797	Tanzen
success	joy	0.797	Erfolg
grateful	joy	0.789	dankbar
amuse	joy	0.788	amüsieren
splendor	joy	0.788	Pracht
happy	joy	0.788	glücklich
fun	joy	0.788	Spaß
giggling	joy	0.781	kichern
glad	joy	0.781	froh
glorify	joy	0.781	verherrlichen
radiant	joy	0.781	strahlend
beautiful	joy	0.781	schön
solucky	joy	0.781	so glücklich
sothankful	joy	0.781	so dankbar
enchanted	joy	0.781	verzaubert
romance	joy	0.779	Romantik
perfection	joy	0.779	Perfektion
christmassy	joy	0.779	weihnachtlich
heavens	joy	0.779	Himmel
thrilling	joy	0.776	spannend
lovable	joy	0.773	liebenswert
congrats	joy	0.773	Glückwunsch
fiesta	joy	0.773	Fest
entertain	joy	0.773	unterhalten
happyvalentinesday	joy	0.773	fröhlichen Valentinstag
miraculous	joy	0.773	Wunder-
cheers	joy	0.773	Prost
cheered	joy	0.773	jubelte
positivity	joy	0.773	Positivität
funday	joy	0.772	unterhaltsamen Tag
enjoying	joy	0.771	genießen
lifeisgood	joy	0.766	Das leben ist gut
amused	joy	0.766	amüsiert
goodfeeling	joy	0.766	gutes Gefühl
christmasspirit	joy	0.766	Weihnachtsgeist
cuddling	joy	0.766	kuscheln
smiles	joy	0.766	lächelt
sosweet	joy	0.766	so süß
thebest	joy	0.766	der beste
party	joy	0.765	Party
delight	joy	0.765	Vergnügen
orgasm	joy	0.765	Orgasmus
positive	joy	0.761	positiv
sweetheart	joy	0.758	Schatz
enlighten	joy	0.758	erleuchten
cheerfulness	joy	0.758	Fröhlichkeit
miracles	joy	0.758	Wunder
giddy	joy	0.757	schwindlig
christmastime	joy	0.757	Weihnachtszeit
gratify	joy	0.750	befriedigen
greatness	joy	0.750	ehrgeizig
friendliness	joy	0.750	Freundlichkeit
blessings	joy	0.750	Segen
laughs	joy	0.750	lacht
tistheseason	joy	0.750	diese Saison
smile	joy	0.750	lächeln
pleasing	joy	0.750	erfreulich
romantic	joy	0.750	romantisch
happyholidays	joy	0.750	schöne Ferien
frolic	joy	0.748	Scherz
jubilee	joy	0.742	Jubiläum
miracle	joy	0.742	Wunder
enthusiasm	joy	0.742	Begeisterung
selflove	joy	0.742	Selbstliebe
triumph	joy	0.742	Triumph
magical	joy	0.742	magisch
rewarding	joy	0.742	lohnend
goodvibes	joy	0.742	gute Stimmung
positiveenergy	joy	0.742	positive Energie
feelgood	joy	0.736	gut fühlen
prosperity	joy	0.735	Wohlstand
behappy	joy	0.734	sei glücklich
admiration	joy	0.734	Bewunderung
passionate	joy	0.734	leidenschaftlich
goodday	joy	0.734	guten Tag
luxurious	joy	0.734	luxuriös
tgif	joy	0.734	tgif
victory	joy	0.734	Sieg
feelinggood	joy	0.734	gut fühlen
enchant	joy	0.734	verzaubern
greatnight	joy	0.734	Grossartige Nacht
vivacious	joy	0.734	lebhaft
glorification	joy	0.733	Verherrlichung
sing	joy	0.729	singen
glowing	joy	0.729	glühend
yessss	joy	0.728	jasss
fulfillment	joy	0.728	Erfüllung
breathtaking	joy	0.728	atemberaubend
thankful	joy	0.727	dankbar
cheery	joy	0.727	heiter
santa	joy	0.727	Weihnachtsmann
hurrah	joy	0.727	Hurra
christmasbreak	joy	0.727	Weihnachtsferien
win	joy	0.727	gewinnen
atpeace	joy	0.727	Frieden
award	joy	0.727	vergeben
merry	joy	0.727	heiter
inspiration	joy	0.725	Inspiration
radiance	joy	0.725	Glanz
pleased	joy	0.725	zufrieden
uplift	joy	0.723	erheben
optimistic	joy	0.723	optimistisch
heaven	joy	0.721	Himmel
lucky	joy	0.721	Glücklich
godisgreat	joy	0.721	Gott ist großartig
holidays	joy	0.721	Feiertage
thrill	joy	0.721	Nervenkitzel
congratulatory	joy	0.719	Glückwunsch
thriving	joy	0.719	gedeihen
amusement	joy	0.719	Amüsement
perfect	joy	0.719	perfekt
lover	joy	0.719	Liebhaber
xmas	joy	0.719	Weihnachten
heartfelt	joy	0.719	herzlich
utopian	joy	0.719	utopisch
lovely	joy	0.719	schön
harmony	joy	0.719	Harmonie
praising	joy	0.719	loben
brighten	joy	0.719	aufhellen
luckiest	joy	0.712	am glücklichsten
merrychristmas	joy	0.712	Fröhliche Weihnachten
magic	joy	0.712	Magie
achievement	joy	0.712	Leistung
yay	joy	0.712	Yay
holiday	joy	0.712	Ferien
treasures	joy	0.712	Schätze
luxury	joy	0.712	Luxus
bestfeeling	joy	0.712	bestes Gefühl
intimate	joy	0.710	intim
soblessed	joy	0.706	So gesegnet
yaaay	joy	0.706	Jaaa
rave	joy	0.706	Rave
chuckle	joy	0.706	Kichern
proud	joy	0.704	stolz
winning	joy	0.703	gewinnen
cherish	joy	0.703	wertschätzen
goodnews	joy	0.703	gute Nachrichten
fuckyeah	joy	0.703	Scheiße
optimism	joy	0.703	Optimismus
amazingly	joy	0.703	erstaunlich
lovelife	joy	0.703	Liebesleben
truelove	joy	0.703	wahre Liebe
beautification	joy	0.703	Verschönerung
satisfying	joy	0.703	befriedigend
appreciates	joy	0.703	schätzt
cuddled	joy	0.703	gekuschelt
goodlife	joy	0.703	gutes Leben
gooood	joy	0.703	gut
sweetest	joy	0.703	am süßesten
yaay	joy	0.700	Jaaa
entertained	joy	0.700	unterhalten
excite	joy	0.697	begeistern
newbeginnings	joy	0.693	neue Anfänge
praisejesus	joy	0.691	preise Jesus
birthday	joy	0.691	Geburtstag
greatfriends	joy	0.688	gute Freunde
adoration	joy	0.688	Anbetung
godsend	joy	0.688	Geschenk des Himmels
favorite	joy	0.688	Favorit
content	joy	0.688	Inhalt
entertaining	joy	0.688	unterhaltsam
honored	joy	0.688	geehrt
metime	joy	0.688	meine Zeit
exquisite	joy	0.688	exquisit
holidayseason	joy	0.688	Ferienzeit
thankyoujesus	joy	0.688	dank dir Jesus
angelic	joy	0.688	engelhaft
goodhealth	joy	0.682	gute Gesundheit
majestic	joy	0.682	majestätisch
luscious	joy	0.682	köstlich
memoriesiwontforget	joy	0.682	Erinnerungen, die ich nicht vergessen werde
bestfriends	joy	0.682	beste Freunde
precious	joy	0.682	kostbar
appreciated	joy	0.682	hochgeschätzt
exaltation	joy	0.682	Erhöhung
smiled	joy	0.682	lächelte
brightens	joy	0.682	erhellt
tranquility	joy	0.679	Ruhe
marry	joy	0.676	heiraten
embrace	joy	0.676	Umarmung
positively	joy	0.676	positiv
grin	joy	0.672	Grinsen
hug	joy	0.672	Umarmung
hilarious	joy	0.672	urkomisch
dearest	joy	0.672	Liebste
contentment	joy	0.672	Zufriedenheit
accomplished	joy	0.672	vollendet
relaxation	joy	0.672	Entspannung
bday	joy	0.672	Geburtstag
enliven	joy	0.672	beleben
weeeee	joy	0.672	weeeee
giggles	joy	0.672	kichert
fulfilled	joy	0.667	erfüllt
bountiful	joy	0.667	reichlich
victor	joy	0.667	Sieger
adore	joy	0.667	verehren
boisterous	joy	0.667	ausgelassen
fulfill	joy	0.664	erfüllen
cuddles	joy	0.662	kuschelt
prosperous	joy	0.660	florierend
appreciation	joy	0.656	Anerkennung
serenity	joy	0.656	Gelassenheit
happynewyear	joy	0.656	Frohes neues Jahr
humor	joy	0.656	Humor
satisfy	joy	0.656	erfüllen
besties	joy	0.656	Besties
encouraged	joy	0.656	ermutigte
captivate	joy	0.656	bestechen
christmaseve	joy	0.656	Heiligabend
glow	joy	0.656	glühen
romanticism	joy	0.656	Romantik
innerpeace	joy	0.656	innerer Frieden
pleasant	joy	0.656	angenehm
praises	joy	0.652	lobt
abundance	joy	0.652	Fülle
fortunes	joy	0.652	Vermögen
engaged	joy	0.652	verlobt
praised	joy	0.652	gelobt
relaxing	joy	0.652	entspannend
treasure	joy	0.652	Schatz
satisfaction	joy	0.652	Befriedigung
nothingbetter	joy	0.647	nichts besser
affection	joy	0.647	Zuneigung
relieved	joy	0.647	erleichtert
complement	joy	0.647	ergänzen
carnival	joy	0.643	Karneval
priceless	joy	0.641	unbezahlbar
uplifting	joy	0.641	erhebend
sensuality	joy	0.641	Sinnlichkeit
saintly	joy	0.641	heilig
champion	joy	0.641	Champion
thanksgiving	joy	0.641	das Erntedankfest
harmoniously	joy	0.641	harmonisch
wedding	joy	0.641	Hochzeit
achieve	joy	0.641	erreichen
divine	joy	0.641	göttlich
jackpot	joy	0.641	Jackpot
honeymoon	joy	0.636	Flitterwochen
exalt	joy	0.636	erhöhen
twinkle	joy	0.636	funkeln
comforting	joy	0.636	wohltuend
felicity	joy	0.636	Glückseligkeit
peaceful	joy	0.636	friedlich
climax	joy	0.636	Höhepunkt
winner	joy	0.636	Gewinner
reverie	joy	0.636	Träumereien
yayy	joy	0.636	yayy
cuddle	joy	0.636	kuscheln
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	Sterne beobachten
festival	joy	0.625	Festival
sweet	joy	0.625	süß
generosity	joy	0.625	Großzügigkeit
brighter	joy	0.625	heller
praisegod	joy	0.625	Lobgott
gorgeous	joy	0.625	Herrlich
hearts	joy	0.625	Herzen
amusing	joy	0.625	lustig
fondness	joy	0.625	Vorliebe
snuggling	joy	0.625	kuscheln
reward	joy	0.625	belohnen
sex	joy	0.622	Sex
kind	joy	0.621	nett
genial	joy	0.621	genial
parade	joy	0.621	Parade
applause	joy	0.621	Beifall
beauty	joy	0.621	Schönheit
fulfilling	joy	0.618	erfüllend
aspiring	joy	0.618	aufstrebend
newlife	joy	0.618	neues Leben
godbless	joy	0.616	Gott segne
virtuous	joy	0.613	tugendhaft
kiss	joy	0.610	Kuss
christmas	joy	0.609	Weihnachten
rainbows	joy	0.609	Regenbögen
elegance	joy	0.609	Eleganz
generous	joy	0.609	großzügig
super	joy	0.609	super
playful	joy	0.609	spielerisch
enlightenment	joy	0.609	Aufklärung
praiseworthy	joy	0.609	lobenswert
awards	joy	0.609	Auszeichnungen
adorable	joy	0.609	bezaubernd
rekindle	joy	0.609	wieder entfachen
winnings	joy	0.609	Gewinn
independence	joy	0.607	Unabhängigkeit
amour	joy	0.607	Liebe
kindness	joy	0.606	Freundlichkeit
surprises	joy	0.606	Überraschungen
heheh	joy	0.606	hehe
hilarity	joy	0.606	Heiterkeit
wonder	joy	0.606	sich fragen
freely	joy	0.606	frei
successful	joy	0.606	erfolgreich
inspired	joy	0.606	inspiriert
onelove	joy	0.606	eine Liebe
whimsical	joy	0.603	wunderlich
entertainment	joy	0.603	Entertainment
passion	joy	0.603	Hingabe
stressfree	joy	0.601	stressfrei
beautify	joy	0.601	verschönern
sunrise	joy	0.600	Sonnenaufgang
godisgood	joy	0.597	Gott ist gut
goodmusic	joy	0.594	gute Musik
revere	joy	0.594	verehren
whoo	joy	0.594	wow
fanfare	joy	0.594	Fanfare
inspire	joy	0.594	inspirieren
angel	joy	0.594	Engel
thankgod	joy	0.594	Gott sei Dank
goodies	joy	0.594	Leckereien
jesus	joy	0.594	Jesus
accomplishment	joy	0.594	Leistung
snuggled	joy	0.594	gekuschelt
peacefully	joy	0.594	friedlich
flirt	joy	0.594	Flirt
friendship	joy	0.591	Freundschaft
singing	joy	0.591	Singen
heroic	joy	0.591	heroisch
exalted	joy	0.591	erhaben
fortune	joy	0.591	Reichtum
highest	joy	0.591	höchste
summer	joy	0.591	Sommer
contented	joy	0.588	zufrieden
rollicking	joy	0.588	ausgelassen
overflowing	joy	0.588	überlaufen
woot	joy	0.588	wow
accolade	joy	0.586	Akkolade
hope	joy	0.586	Hoffnung
cozy	joy	0.583	gemütlich
delicious	joy	0.579	köstlich
raving	joy	0.578	schwärmen
thelife	joy	0.578	das Leben
darling	joy	0.578	Schatz
sensuous	joy	0.578	sinnlich
picturesque	joy	0.578	malerisch
friendly	joy	0.578	freundlich
everlasting	joy	0.578	ewig
praise	joy	0.578	loben
ambition	joy	0.578	Ehrgeiz
sparkle	joy	0.577	funkeln
sensual	joy	0.576	sinnlich
peace	joy	0.576	Frieden
flattering	joy	0.576	schmeichelhaft
grace	joy	0.576	Anmut
luckygirl	joy	0.576	glückliches Mädchen
heroism	joy	0.576	Heldentum
succeeding	joy	0.576	gelingen
yeahhh	joy	0.576	jahh
special	joy	0.574	Besondere
livelife	joy	0.574	lebe das Leben
tantalizing	joy	0.572	verlockend
pumped	joy	0.567	gepumpt
yey	joy	0.562	ja
surprise	joy	0.562	Überraschung
sunny	joy	0.562	sonnig
prevail	joy	0.562	sich durchsetzen
revels	joy	0.562	schwelgt
humorous	joy	0.562	humorvoll
sweets	joy	0.562	Süßigkeiten
liking	joy	0.562	Geschmack
admirable	joy	0.562	bewundernswert
superstar	joy	0.562	Superstar
relax	joy	0.562	Entspannen Sie sich
prosper	joy	0.562	gedeihen
hero	joy	0.562	Held
hugs	joy	0.562	Umarmungen
worthwhile	joy	0.562	lohnend
newyear	joy	0.561	Neujahr
tenderness	joy	0.561	Zärtlichkeit
bless	joy	0.561	segnen
favorable	joy	0.561	günstig
freedom	joy	0.561	Freiheit
masterpiece	joy	0.561	Meisterstück
dreams	joy	0.559	Träume
hopeful	joy	0.559	hoffnungsvoll
home	joy	0.559	Heimat
cruising	joy	0.556	Kreuzfahrt
gracias	joy	0.554	gracias
faithfulness	joy	0.553	Treue
eagerness	joy	0.552	Eifer
closeness	joy	0.552	Nähe
sunshine	joy	0.551	Sonnenschein
comfy	joy	0.551	bequem
vacation	joy	0.547	Urlaub
celestial	joy	0.547	himmlisch
good	joy	0.547	gut
elite	joy	0.547	Elite
illuminate	joy	0.547	erleuchten
confidence	joy	0.547	Vertrauen
mistletoe	joy	0.547	Mistel
daughter	joy	0.547	Tochter
lifted	joy	0.547	aufgehoben
goodmorning	joy	0.547	Guten Morgen
zeal	joy	0.547	Eifer
gifts	joy	0.547	Geschenke
gift	joy	0.547	Geschenk
astonishment	joy	0.547	Erstaunen
heart	joy	0.547	Herz
completion	joy	0.547	Fertigstellung
bonus	joy	0.547	Bonus
charmed	joy	0.546	Fasziniert
dance	joy	0.545	tanzen
sublime	joy	0.545	sublimieren
recreation	joy	0.545	Erholung
encouragement	joy	0.545	Ermutigung
god	joy	0.545	Gott
