English Word	Emotion	Emotion-Intensity-Score	Turkish Word
lovinglife	joy	0.875	Hayatı sevmek
enthusiastic	joy	0.875	hevesli
glee	joy	0.875	neşe
iloveher	joy	0.875	onu seviyorum
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	aşırıya kaçmak
happyplace	joy	0.875	mutlu Yer
sohappy	joy	0.868	çok mutlu
superb	joy	0.864	süper
woohoo	joy	0.864	woohoo
laughing	joy	0.864	gülmek
wonderful	joy	0.863	müthiş
hooray	joy	0.859	Yaşasın
loved	joy	0.859	sevilen
tearsofjoy	joy	0.859	sevinç gözyaşları
hallelujah	joy	0.859	şükür
magnificent	joy	0.859	muhteşem
glory	joy	0.859	görkem
ilovechristmas	joy	0.859	yılbaşını severim
brilliant	joy	0.859	muhteşem
celebrated	joy	0.859	ünlü
cheering	joy	0.859	tezahürat
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	cennet gibi
exciting	joy	0.853	heyecan verici
thrilled	joy	0.851	heyecanlı
mademyday	joy	0.848	günümü şenlendirdin
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	kutlamak
wonderfully	joy	0.844	harika bir şekilde
blessing	joy	0.844	nimet
favoriteholiday	joy	0.844	favori tatil
paradise	joy	0.833	cennet
marvellous	joy	0.833	harika
festive	joy	0.833	festival
sweetness	joy	0.833	tatlılık
blessed	joy	0.833	mübarek
celebrations	joy	0.833	kutlamalar
compliment	joy	0.831	iltifat
smiling	joy	0.828	gülümseyen
allsmiles	joy	0.828	gülücükler
love	joy	0.828	aşk
enchanting	joy	0.828	büyüleyici
homesweethome	joy	0.826	Evim güzel evim
thankyougod	joy	0.824	teşekkürler Tanrım
marvelous	joy	0.824	harika
laughter	joy	0.824	kahkaha
goodmood	joy	0.819	iyi ruh hali
goodness	joy	0.818	iyilik
excellence	joy	0.818	mükemmellik
sensational	joy	0.818	sansasyonel
joys	joy	0.818	sevinçler
delightful	joy	0.818	keyifli
excited	joy	0.818	heyecanlı
rejoicing	joy	0.818	sevindirici
happyheart	joy	0.818	mutlu kalp
celebratory	joy	0.818	kutlama
greatful	joy	0.816	harika
jovial	joy	0.814	neşeli
rejoice	joy	0.812	sevinmek
splendid	joy	0.812	görkemli
enjoy	joy	0.812	eğlence
smiley	joy	0.812	gülen
glorious	joy	0.812	şanlı
victorious	joy	0.812	muzaffer
lovemaking	joy	0.812	sevişme
bonanza	joy	0.812	bonanza
greatday	joy	0.812	Güzel gün
excellent	joy	0.812	harika
goodtimes	joy	0.811	iyi zamanlar
whatmakesmesmile	joy	0.811	ne güldürür
happyday	joy	0.809	mutlu gün
myfavorite	joy	0.804	benim favorim
thankyoulord	joy	0.803	teşekkür ederim lordum
gladness	joy	0.803	sevinç
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	evet
pleasure	joy	0.803	Zevk
giggle	joy	0.802	kıkırdama
happier	joy	0.797	daha mutlu
lovemylife	joy	0.797	hayatımı sev
magnificence	joy	0.797	ihtişam
happytweet	joy	0.797	mutlu tweet
lovinlife	joy	0.797	aşk hayatı
yesss	joy	0.797	evet
dancing	joy	0.797	dans
success	joy	0.797	başarı
grateful	joy	0.789	minnettar olmak
amuse	joy	0.788	eğlendirmek
splendor	joy	0.788	ihtişam
happy	joy	0.788	mutlu
fun	joy	0.788	eğlence
giggling	joy	0.781	kıkırdayarak
glad	joy	0.781	memnun
glorify	joy	0.781	yüceltmek
radiant	joy	0.781	Işıltılı
beautiful	joy	0.781	güzel
solucky	joy	0.781	çok şanslı
sothankful	joy	0.781	çok minnettar
enchanted	joy	0.781	büyülenmiş
romance	joy	0.779	romantik
perfection	joy	0.779	mükemmellik
christmassy	joy	0.779	noel gibi
heavens	joy	0.779	gökler
thrilling	joy	0.776	heyecanlı
lovable	joy	0.773	sevimli
congrats	joy	0.773	tebrikler
fiesta	joy	0.773	şenlik
entertain	joy	0.773	eğlendirmek
happyvalentinesday	joy	0.773	mutlu sevgililer günü
miraculous	joy	0.773	mucizevi
cheers	joy	0.773	şerefe
cheered	joy	0.773	tezahürat
positivity	joy	0.773	pozitiflik
funday	joy	0.772	eğlenceli gün
enjoying	joy	0.771	zevk almak
lifeisgood	joy	0.766	hayat güzel
amused	joy	0.766	eğlenmek
goodfeeling	joy	0.766	iyi hissetme
christmasspirit	joy	0.766	Yılbaşı ruhu
cuddling	joy	0.766	sarılma
smiles	joy	0.766	gülümser
sosweet	joy	0.766	Çok tatlı
thebest	joy	0.766	en iyisi
party	joy	0.765	Parti
delight	joy	0.765	zevk
orgasm	joy	0.765	orgazm
positive	joy	0.761	pozitif
sweetheart	joy	0.758	sevgilim
enlighten	joy	0.758	aydınlatmak
cheerfulness	joy	0.758	neşe
miracles	joy	0.758	mucizeler
giddy	joy	0.757	baş dönmesi
christmastime	joy	0.757	Noel zamanı
gratify	joy	0.750	memnun etmek
greatness	joy	0.750	büyüklük
friendliness	joy	0.750	dostluk
blessings	joy	0.750	nimetler
laughs	joy	0.750	güler
tistheseason	joy	0.750	sezon
smile	joy	0.750	gülümsemek
pleasing	joy	0.750	hoş
romantic	joy	0.750	romantik
happyholidays	joy	0.750	mutlu tatiller
frolic	joy	0.748	eğlence
jubilee	joy	0.742	jübile
miracle	joy	0.742	mucize
enthusiasm	joy	0.742	heves
selflove	joy	0.742	kendini sevmek
triumph	joy	0.742	zafer
magical	joy	0.742	büyülü
rewarding	joy	0.742	ödüllendirici
goodvibes	joy	0.742	iyi hisler
positiveenergy	joy	0.742	olumlu enerji
feelgood	joy	0.736	iyi hissetmek
prosperity	joy	0.735	refah
behappy	joy	0.734	mutlu ol
admiration	joy	0.734	hayranlık
passionate	joy	0.734	tutkulu
goodday	joy	0.734	İyi günler
luxurious	joy	0.734	lüks
tgif	joy	0.734	tgif
victory	joy	0.734	zafer
feelinggood	joy	0.734	iyi hissetmek
enchant	joy	0.734	büyü
greatnight	joy	0.734	harika gece
vivacious	joy	0.734	canlı
glorification	joy	0.733	yüceltme
sing	joy	0.729	şarkı söyle
glowing	joy	0.729	parıltılı
yessss	joy	0.728	evet
fulfillment	joy	0.728	yerine getirme
breathtaking	joy	0.728	nefes kesen
thankful	joy	0.727	müteşekkir
cheery	joy	0.727	neşeli
santa	joy	0.727	Noel Baba
hurrah	joy	0.727	yaşasın
christmasbreak	joy	0.727	Noel tatili
win	joy	0.727	kazanç
atpeace	joy	0.727	barış içinde
award	joy	0.727	ödül
merry	joy	0.727	şen
inspiration	joy	0.725	esin
radiance	joy	0.725	parlaklık
pleased	joy	0.725	memnun
uplift	joy	0.723	yükselmek
optimistic	joy	0.723	iyimser
heaven	joy	0.721	cennet
lucky	joy	0.721	şanslı
godisgreat	joy	0.721	maşallah
holidays	joy	0.721	Bayram
thrill	joy	0.721	heyecan
congratulatory	joy	0.719	tebrik
thriving	joy	0.719	gelişen
amusement	joy	0.719	eğlence
perfect	joy	0.719	mükemmel
lover	joy	0.719	sevgili
xmas	joy	0.719	Noel
heartfelt	joy	0.719	yürekten
utopian	joy	0.719	ütopik
lovely	joy	0.719	sevimli
harmony	joy	0.719	uyum
praising	joy	0.719	övme
brighten	joy	0.719	aydınlatmak
luckiest	joy	0.712	en şanslı
merrychristmas	joy	0.712	mutlu noeller
magic	joy	0.712	büyü
achievement	joy	0.712	başarı
yay	joy	0.712	yay
holiday	joy	0.712	tatil
treasures	joy	0.712	hazineler
luxury	joy	0.712	lüks
bestfeeling	joy	0.712	en iyi his
intimate	joy	0.710	samimi
soblessed	joy	0.706	kutsanmış
yaaay	joy	0.706	evet
rave	joy	0.706	çılgına çevirmek
chuckle	joy	0.706	kıkırdama
proud	joy	0.704	gurur duymak
winning	joy	0.703	kazanan
cherish	joy	0.703	beslemek
goodnews	joy	0.703	iyi haberler
fuckyeah	joy	0.703	sikik evet
optimism	joy	0.703	iyimserlik
amazingly	joy	0.703	inanılmaz
lovelife	joy	0.703	aşk hayatı
truelove	joy	0.703	gerçek aşk
beautification	joy	0.703	güzelleştirme
satisfying	joy	0.703	doyurucu
appreciates	joy	0.703	takdir eder
cuddled	joy	0.703	sarılı
goodlife	joy	0.703	iyi yaşam
gooood	joy	0.703	iyi
sweetest	joy	0.703	en tatlı
yaay	joy	0.700	evet
entertained	joy	0.700	eğlendirmek
excite	joy	0.697	heyecanlandırmak
newbeginnings	joy	0.693	Yeni başlangıçlar
praisejesus	joy	0.691	şükretmek
birthday	joy	0.691	doğum günü
greatfriends	joy	0.688	iyi dostlar
adoration	joy	0.688	hayranlık
godsend	joy	0.688	nimet
favorite	joy	0.688	favori
content	joy	0.688	içerik
entertaining	joy	0.688	eğlenceli
honored	joy	0.688	onur
metime	joy	0.688	zaman
exquisite	joy	0.688	enfes
holidayseason	joy	0.688	tatil sezonu
thankyoujesus	joy	0.688	teşekkürler İsa
angelic	joy	0.688	meleksi
goodhealth	joy	0.682	sağlık
majestic	joy	0.682	görkemli
luscious	joy	0.682	tatlı
memoriesiwontforget	joy	0.682	Anılar unutmayacağım
bestfriends	joy	0.682	en yakın arkadaşlar
precious	joy	0.682	değerli
appreciated	joy	0.682	takdir
exaltation	joy	0.682	yüceltme
smiled	joy	0.682	gülümsedi
brightens	joy	0.682	aydınlatır
tranquility	joy	0.679	huzur
marry	joy	0.676	evlenmek
embrace	joy	0.676	kucaklamak
positively	joy	0.676	olumlu
grin	joy	0.672	sırıtış
hug	joy	0.672	sarılmak
hilarious	joy	0.672	gülünç
dearest	joy	0.672	sevgili
contentment	joy	0.672	hoşnutluk
accomplished	joy	0.672	başarılmış
relaxation	joy	0.672	gevşeme
bday	joy	0.672	doğum günü
enliven	joy	0.672	canlandırmak
weeeee	joy	0.672	çiş
giggles	joy	0.672	kıkırdar
fulfilled	joy	0.667	yerine getirilmiştir
bountiful	joy	0.667	bol
victor	joy	0.667	galip
adore	joy	0.667	hayranlık duymak
boisterous	joy	0.667	gürültülü
fulfill	joy	0.664	yerine getirmek
cuddles	joy	0.662	kucaklaşmak
prosperous	joy	0.660	zengin
appreciation	joy	0.656	takdir
serenity	joy	0.656	sakinlik
happynewyear	joy	0.656	yeni yılın kutlu olsun
humor	joy	0.656	mizah
satisfy	joy	0.656	tatmin etmek
besties	joy	0.656	kankalar
encouraged	joy	0.656	cesaretlendirdi
captivate	joy	0.656	büyülemek
christmaseve	joy	0.656	Noel arifesi
glow	joy	0.656	parıltı
romanticism	joy	0.656	romantizm
innerpeace	joy	0.656	iç huzur
pleasant	joy	0.656	güzel
praises	joy	0.652	övgü
abundance	joy	0.652	bolluk
fortunes	joy	0.652	servet
engaged	joy	0.652	nişanlı
praised	joy	0.652	övülen
relaxing	joy	0.652	rahatlatıcı
treasure	joy	0.652	hazine
satisfaction	joy	0.652	memnuniyet
nothingbetter	joy	0.647	hiçbir şey daha iyi
affection	joy	0.647	alaka
relieved	joy	0.647	rahatlamak
complement	joy	0.647	Tamamlayıcı
carnival	joy	0.643	karnaval
priceless	joy	0.641	paha biçilemez
uplifting	joy	0.641	canlandırıcı
sensuality	joy	0.641	duygusallık
saintly	joy	0.641	aziz
champion	joy	0.641	şampiyon
thanksgiving	joy	0.641	şükran günü
harmoniously	joy	0.641	uyumlu bir şekilde
wedding	joy	0.641	düğün
achieve	joy	0.641	başarmak
divine	joy	0.641	ilahi
jackpot	joy	0.641	ikramiye
honeymoon	joy	0.636	balayı
exalt	joy	0.636	yüceltmek
twinkle	joy	0.636	pırıltı
comforting	joy	0.636	rahatlatıcı
felicity	joy	0.636	mutluluk
peaceful	joy	0.636	huzurlu
climax	joy	0.636	doruk
winner	joy	0.636	kazanan
reverie	joy	0.636	hayal
yayy	joy	0.636	yay
cuddle	joy	0.636	sarılmak
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	yıldızlara bakmak
festival	joy	0.625	Festival
sweet	joy	0.625	tatlı
generosity	joy	0.625	cömertlik
brighter	joy	0.625	daha parlak
praisegod	joy	0.625	övülen tanrı
gorgeous	joy	0.625	muhteşem
hearts	joy	0.625	kalpler
amusing	joy	0.625	eğlenceli
fondness	joy	0.625	sevgi
snuggling	joy	0.625	sokulmak
reward	joy	0.625	ödül
sex	joy	0.622	seks
kind	joy	0.621	tür
genial	joy	0.621	güler yüzlü
parade	joy	0.621	geçit töreni
applause	joy	0.621	alkış
beauty	joy	0.621	güzellik
fulfilling	joy	0.618	tatmin edici
aspiring	joy	0.618	hevesli
newlife	joy	0.618	yeni hayat
godbless	joy	0.616	Tanrı kutsasın
virtuous	joy	0.613	erdemli
kiss	joy	0.610	öpücük
christmas	joy	0.609	Noel
rainbows	joy	0.609	gökkuşakları
elegance	joy	0.609	zarafet
generous	joy	0.609	cömert
super	joy	0.609	Süper
playful	joy	0.609	eğlenceli
enlightenment	joy	0.609	aydınlanma
praiseworthy	joy	0.609	övgüye değer
awards	joy	0.609	ödüller
adorable	joy	0.609	sevimli
rekindle	joy	0.609	alevlendirmek
winnings	joy	0.609	kazançlar
independence	joy	0.607	bağımsızlık
amour	joy	0.607	aşk
kindness	joy	0.606	nezaket
surprises	joy	0.606	sürprizler
heheh	joy	0.606	heheh
hilarity	joy	0.606	neşe
wonder	joy	0.606	merak etmek
freely	joy	0.606	özgürce
successful	joy	0.606	başarılı
inspired	joy	0.606	esinlenilmiş
onelove	joy	0.606	One Love
whimsical	joy	0.603	kaprisli
entertainment	joy	0.603	eğlence
passion	joy	0.603	tutku
stressfree	joy	0.601	gerilimsiz
beautify	joy	0.601	güzelleştirmek
sunrise	joy	0.600	gündoğumu
godisgood	joy	0.597	Tanrı iyidir
goodmusic	joy	0.594	iyi müzik
revere	joy	0.594	saygı duymak
whoo	joy	0.594	vay
fanfare	joy	0.594	tantana
inspire	joy	0.594	ilham vermek
angel	joy	0.594	melek
thankgod	joy	0.594	tanrıya şükür
goodies	joy	0.594	güzellikler
jesus	joy	0.594	isa
accomplishment	joy	0.594	başarı
snuggled	joy	0.594	sokulmuş
peacefully	joy	0.594	barışçıl bir şekilde
flirt	joy	0.594	flört
friendship	joy	0.591	dostluk
singing	joy	0.591	Şarkı söyleme
heroic	joy	0.591	kahramanca
exalted	joy	0.591	yüce
fortune	joy	0.591	talih
highest	joy	0.591	en yüksek
summer	joy	0.591	yaz
contented	joy	0.588	memnun
rollicking	joy	0.588	yuvarlanma
overflowing	joy	0.588	taşan
woot	joy	0.588	woot
accolade	joy	0.586	övgü
hope	joy	0.586	Ümit etmek
cozy	joy	0.583	Rahat
delicious	joy	0.579	lezzetli
raving	joy	0.578	çılgın
thelife	joy	0.578	hayat
darling	joy	0.578	sevgilim
sensuous	joy	0.578	duyusal
picturesque	joy	0.578	pitoresk
friendly	joy	0.578	arkadaş canlısı
everlasting	joy	0.578	sonsuz
praise	joy	0.578	övmek
ambition	joy	0.578	hırs
sparkle	joy	0.577	ışıltı
sensual	joy	0.576	şehvetli
peace	joy	0.576	Barış
flattering	joy	0.576	gurur verici
grace	joy	0.576	lütuf
luckygirl	joy	0.576	şanslı kız
heroism	joy	0.576	kahramanlık
succeeding	joy	0.576	başarılı
yeahhh	joy	0.576	evet
special	joy	0.574	özel
livelife	joy	0.574	hayatı yaşa
tantalizing	joy	0.572	baştan çıkarıcı
pumped	joy	0.567	pompalanmış
yey	joy	0.562	evet
surprise	joy	0.562	sürpriz
sunny	joy	0.562	güneşli
prevail	joy	0.562	üstün gelmek
revels	joy	0.562	eğlenceler
humorous	joy	0.562	nükteli, komik
sweets	joy	0.562	tatlılar
liking	joy	0.562	beğenme
admirable	joy	0.562	takdire şayan
superstar	joy	0.562	süperstar
relax	joy	0.562	rahatlamak
prosper	joy	0.562	gelişmek
hero	joy	0.562	kahraman
hugs	joy	0.562	sarılmalar
worthwhile	joy	0.562	değerli
newyear	joy	0.561	Yılbaşı
tenderness	joy	0.561	hassasiyet
bless	joy	0.561	korusun
favorable	joy	0.561	elverişli
freedom	joy	0.561	özgürlük
masterpiece	joy	0.561	başyapıt
dreams	joy	0.559	rüyalar
hopeful	joy	0.559	umutlu
home	joy	0.559	ev
cruising	joy	0.556	seyir
gracias	joy	0.554	lütuf
faithfulness	joy	0.553	sadakat
eagerness	joy	0.552	şevk
closeness	joy	0.552	yakınlık
sunshine	joy	0.551	güneş ışığı
comfy	joy	0.551	rahat
vacation	joy	0.547	tatil
celestial	joy	0.547	göksel
good	joy	0.547	iyi
elite	joy	0.547	seçkinler
illuminate	joy	0.547	aydınlatmak
confidence	joy	0.547	kendinden emin
mistletoe	joy	0.547	ökse otu
daughter	joy	0.547	kız evlat
lifted	joy	0.547	kaldırdı
goodmorning	joy	0.547	günaydın
zeal	joy	0.547	gayret
gifts	joy	0.547	Hediyeler
gift	joy	0.547	hediye
astonishment	joy	0.547	şaşkınlık
heart	joy	0.547	kalp
completion	joy	0.547	tamamlama
bonus	joy	0.547	bonus
charmed	joy	0.546	Charmed
dance	joy	0.545	dans
sublime	joy	0.545	yüce
recreation	joy	0.545	yeniden yaratma
encouragement	joy	0.545	teşvik
god	joy	0.545	tanrı
gush	joy	0.545	fışkırmak
freshstart	joy	0.544	taze başlangıç
free	joy	0.544	Bedava
savior	joy	0.543	kurtarıcı
sanctuary	joy	0.541	barınak
grandchildren	joy	0.540	torunlar
wellness	joy	0.537	Sağlık
revel	joy	0.534	cümbüş
music	joy	0.531	müzik
fab	joy	0.531	muhteşem
bridal	joy	0.531	gelin
soar	joy	0.531	uçmak
alive	joy	0.531	canlı
money	joy	0.531	para
soothing	joy	0.531	yatıştırıcı
serene	joy	0.531	sakin
holiness	joy	0.531	kutsallık
inspirational	joy	0.531	ilham verici
matrimony	joy	0.531	evlilik
dayoff	joy	0.531	izin günü
savor	joy	0.531	tadı
vitality	joy	0.531	canlılık
confident	joy	0.531	kendinden emin
firstborn	joy	0.531	ilk doğan
rainbow	joy	0.531	gökkuşağı
liberation	joy	0.531	kurtuluş
elegant	joy	0.530	zarif
mastery	joy	0.530	ustalık
glimmer	joy	0.530	parıltı
illumination	joy	0.530	aydınlatma
blossom	joy	0.530	çiçeği
warmth	joy	0.530	sıcaklık
welcomed	joy	0.530	memnuniyetle karşıladı
treat	joy	0.529	davranmak
faithful	joy	0.529	sadık
snuggles	joy	0.522	sokulur
laurels	joy	0.521	defne
commendable	joy	0.519	övgüye değer
succeed	joy	0.516	başarmak
jingle	joy	0.516	jingle
zest	joy	0.516	lezzet
noschool	joy	0.516	okul yok
brotherly	joy	0.516	kardeşçe
silly	joy	0.516	şapşal
abundant	joy	0.516	bolluk
fancy	joy	0.516	süslü
resplendent	joy	0.516	göz kamaştırıcı
strengthening	joy	0.516	güçlendirme
presents	joy	0.516	hediyeler
pride	joy	0.516	gurur
almighty	joy	0.516	her şeye kadir
powerful	joy	0.516	güçlü
aspire	joy	0.516	talip
remarkable	joy	0.516	dikkat çekici
greeted	joy	0.516	selamlamak
thanking	joy	0.515	teşekkür etmek
cutie	joy	0.515	tatlı
kudos	joy	0.515	şeref
therapeutic	joy	0.515	tedavi edici
zen	joy	0.515	Zen
coronation	joy	0.515	taç giyme töreni
complete	joy	0.515	tamamlamak
shining	joy	0.515	parlıyor
spirit	joy	0.515	ruh
princely	joy	0.515	prens
vivid	joy	0.515	göz alıcı
comfort	joy	0.515	konfor
leisure	joy	0.515	boş vakit
reunited	joy	0.515	yeniden birleşmiş
kid	joy	0.515	çocuk
newme	joy	0.515	Yeni ben
payday	joy	0.515	maaş günü
animated	joy	0.515	animasyonlu
familytime	joy	0.515	aile zamanı
relationship	joy	0.514	ilişki
godly	joy	0.514	tanrısal
marriage	joy	0.514	evlilik
daymade	joy	0.514	gündüz yapımı
spouse	joy	0.507	eş
intimately	joy	0.507	yakından
respect	joy	0.500	saygı
bloom	joy	0.500	Çiçek açmak
purr	joy	0.500	mırlamak
carefree	joy	0.500	kaygısız
nature	joy	0.500	doğa
encourage	joy	0.500	cesaretlendirmek
soulful	joy	0.500	duygulu
refreshed	joy	0.500	yenilenmiş
family	joy	0.500	aile
gem	joy	0.500	mücevher
meritorious	joy	0.500	övgüye değer
achieved	joy	0.500	ulaşıldı
motherhood	joy	0.500	annelik
holyspirit	joy	0.500	Kutsal ruh
surreal	joy	0.500	gerçeküstü
charitable	joy	0.500	yardımsever
teamjesus	joy	0.500	takım isa
stressrelief	joy	0.500	stres giderici
erotic	joy	0.500	erotik
inviting	joy	0.500	davetkar
baby	joy	0.500	bebek
dignity	joy	0.500	itibar
satisfied	joy	0.500	memnun
visionary	joy	0.500	vizyoner
memorable	joy	0.500	unutulmaz
veracity	joy	0.500	doğruluk
healthy	joy	0.500	sağlıklı
welcoming	joy	0.500	karşılama
diamond	joy	0.500	elmas
christ	joy	0.500	İsa
beach	joy	0.500	plaj
accomplish	joy	0.500	sonuçlandırmak
friends	joy	0.500	Arkadaş
excel	joy	0.500	mükemmel
health	joy	0.493	sağlık
aura	joy	0.493	aura
yehey	joy	0.486	evet
approved	joy	0.486	onaylı
oasis	joy	0.486	vaha
liberty	joy	0.486	özgürlük
crowning	joy	0.485	taçlandırma
aspiration	joy	0.485	aspirasyon
privileged	joy	0.485	ayrıcalıklı
crescendo	joy	0.485	kreşendo
rapture	joy	0.485	kendinden geçme
liberate	joy	0.485	özgürleştirmek
nocomplaints	joy	0.485	şikayet yok
prestige	joy	0.485	prestij
bounty	joy	0.485	ödül
gentle	joy	0.485	nazik
inseparable	joy	0.485	ayrılmaz
engaging	joy	0.485	ilgi çekici
loyal	joy	0.485	sadık
betrothed	joy	0.485	nişanlı
transcendence	joy	0.484	aşkınlık
selfworth	joy	0.484	kendine değer
yummy	joy	0.484	lezzetli
datenight	joy	0.484	randevu gecesi
destiny	joy	0.484	Kader
heyday	joy	0.484	parlak gün
aloha	joy	0.484	aloha
desire	joy	0.484	arzu
dream	joy	0.484	rüya
luck	joy	0.484	şans
fete	joy	0.484	bayram
trophy	joy	0.484	ganimet
bouquet	joy	0.484	buket
chocolate	joy	0.484	çikolata
creativity	joy	0.484	yaratıcılık
boyfriend	joy	0.480	erkek arkadaş
commemoration	joy	0.479	anma
intelligence	joy	0.477	istihbarat
readiness	joy	0.473	hazır olma
friend	joy	0.471	arkadaş
bride	joy	0.471	gelin
enthusiast	joy	0.471	meraklı
lush	joy	0.470	gür
inheritance	joy	0.470	miras
soothe	joy	0.470	yatıştırmak
tickle	joy	0.470	gıdıklamak
kiddo	joy	0.470	ufaklık
nostalgia	joy	0.470	nostalji
massage	joy	0.470	masaj
calming	joy	0.470	sakinleştirici
adventure	joy	0.470	macera
pretty	joy	0.469	tatlı
purring	joy	0.469	hırıltı
eternal	joy	0.469	sonsuz
humanitarian	joy	0.469	insancıl
nurture	joy	0.469	beslemek
giving	joy	0.469	vermek
rest	joy	0.469	dinlenme
getaway	joy	0.469	kurtulmak
goals	joy	0.469	hedefler
pray	joy	0.469	dua etmek
bridegroom	joy	0.469	damat
heartily	joy	0.469	yürekten
luster	joy	0.469	parlaklık
bonding	joy	0.469	yapıştırma
princess	joy	0.469	prenses
amicable	joy	0.469	dostane
benevolence	joy	0.469	iyilik
child	joy	0.466	çocuk
salutary	joy	0.465	sıhhatli
invite	joy	0.457	Davet et
beam	joy	0.456	ışın
reminiscing	joy	0.456	anımsatan
befriend	joy	0.455	arkadaş olmak
aesthetics	joy	0.455	estetik
friday	joy	0.455	Cuma
freshair	joy	0.455	temiz hava
ceremony	joy	0.455	tören
kindred	joy	0.455	akraba
mindfulness	joy	0.455	farkındalık
sonice	joy	0.455	çok hoş
elevation	joy	0.455	yükseklik
tropical	joy	0.455	tropikal
scholarship	joy	0.455	burs
hee	joy	0.455	hee
noworries	joy	0.453	Endişelenme
allure	joy	0.453	cazibe
approve	joy	0.453	onaylamak
scenery	joy	0.453	manzara
waterfall	joy	0.453	şelale
vindication	joy	0.453	haklı çıkarma
namaste	joy	0.453	isim
commemorate	joy	0.453	anmak
faith	joy	0.453	inanç
birth	joy	0.453	doğum
forgiveness	joy	0.453	affetmek
journey	joy	0.447	seyahat
meditation	joy	0.446	meditasyon
relaxed	joy	0.442	rahat
present	joy	0.441	Sunmak
weekend	joy	0.441	hafta sonu
tender	joy	0.441	sunmak
tranquil	joy	0.441	sakin
lyrical	joy	0.439	lirik
sharing	joy	0.439	paylaşmak
esteem	joy	0.439	saygı
nostalgic	joy	0.439	nostaljik
prayer	joy	0.439	namaz
righteousness	joy	0.439	doğruluk
