English Word	Emotion	Emotion-Intensity-Score	Malayalam Word
positiveenergy	joy	0.742	പോസിറ്റീവ് എനർജി
feelgood	joy	0.736	നല്ല സുഖം
prosperity	joy	0.735	സമൃദ്ധി
behappy	joy	0.734	സന്തോഷത്തിലായിരിക്കുക
admiration	joy	0.734	പ്രശംസ
passionate	joy	0.734	വികാരാധീനമായ
goodday	joy	0.734	ശുഭദിനം
luxurious	joy	0.734	ആഡംബരപൂർണമായ
tgif	joy	0.734	tgif
victory	joy	0.734	വിജയം
feelinggood	joy	0.734	നല്ല സുഖം
enchant	joy	0.734	മോഹിപ്പിക്കുക
greatnight	joy	0.734	മികച്ച രാത്രി
vivacious	joy	0.734	ചടുലമായ
glorification	joy	0.733	മഹത്വപ്പെടുത്തൽ
sing	joy	0.729	പാടുക
glowing	joy	0.729	തിളങ്ങുന്ന
yessss	joy	0.728	yessss
fulfillment	joy	0.728	നിവൃത്തി
breathtaking	joy	0.728	ആശ്വാസകരമായ
thankful	joy	0.727	നന്ദിയുള്ള
cheery	joy	0.727	സന്തോഷകരമായ
santa	joy	0.727	സാന്ത
hurrah	joy	0.727	ഹുറേ
christmasbreak	joy	0.727	ക്രിസ്മസ് ബ്രേക്ക്
win	joy	0.727	ജയിക്കുക
atpeace	joy	0.727	സമാധാനത്തിൽ
award	joy	0.727	അവാർഡ്
merry	joy	0.727	സന്തോഷം
inspiration	joy	0.725	പ്രചോദനം
radiance	joy	0.725	തേജസ്സ്
pleased	joy	0.725	സന്തോഷിച്ചു
uplift	joy	0.723	ഉയർത്തുക
optimistic	joy	0.723	ശുഭാപ്തിവിശ്വാസം
heaven	joy	0.721	സ്വർഗ്ഗം
lucky	joy	0.721	ഭാഗ്യവാൻ
godisgreat	joy	0.721	ദൈവം വലിയവനാണ്
holidays	joy	0.721	അവധി ദിവസങ്ങൾ
thrill	joy	0.721	ആവേശം
congratulatory	joy	0.719	അഭിനന്ദനം
thriving	joy	0.719	അഭിവൃദ്ധി പ്രാപിക്കുന്നു
amusement	joy	0.719	അമ്യൂസ്മെന്റ്
perfect	joy	0.719	തികഞ്ഞ
lover	joy	0.719	കാമുകൻ
xmas	joy	0.719	ക്രിസ്മസ്
heartfelt	joy	0.719	ഹൃദയസ്പർശിയായ
utopian	joy	0.719	ഉട്ടോപ്യൻ
lovely	joy	0.719	മനോഹരമായ
harmony	joy	0.719	ഐക്യം
praising	joy	0.719	സ്തുതിക്കുന്നു
brighten	joy	0.719	പ്രകാശിപ്പിക്കുക
luckiest	joy	0.712	ഏറ്റവും ഭാഗ്യവാൻ
merrychristmas	joy	0.712	സന്തോഷകരമായ ക്രിസ്മസ്
magic	joy	0.712	ജാലവിദ്യ
achievement	joy	0.712	നേട്ടം
yay	joy	0.712	യായ്
holiday	joy	0.712	അവധി
treasures	joy	0.712	നിധികൾ
luxury	joy	0.712	ആഡംബര
bestfeeling	joy	0.712	മികച്ച വികാരം
intimate	joy	0.710	അടുപ്പമുള്ള
soblessed	joy	0.706	സോബ്ലെസ്
yaaay	joy	0.706	യായ്
rave	joy	0.706	ആക്രോശിച്ചു
chuckle	joy	0.706	ചിരിക്കുക
proud	joy	0.704	അഭിമാനിക്കുന്നു
winning	joy	0.703	വിജയിക്കുന്നു
cherish	joy	0.703	വിലമതിക്കുന്നു
goodnews	joy	0.703	നല്ല വാര്ത്ത
fuckyeah	joy	0.703	ഫക്കിയേ
optimism	joy	0.703	ശുഭാപ്തിവിശ്വാസം
amazingly	joy	0.703	അത്ഭുതകരമായി
lovelife	joy	0.703	പ്രണയ ജീവിതം
truelove	joy	0.703	യഥാർത്ഥ സ്നേഹം
beautification	joy	0.703	സൗന്ദര്യവൽക്കരണം
satisfying	joy	0.703	തൃപ്തികരമായ
appreciates	joy	0.703	അഭിനന്ദിക്കുന്നു
cuddled	joy	0.703	ആലിംഗനം ചെയ്തു
goodlife	joy	0.703	നല്ല ജീവിതം
gooood	joy	0.703	നല്ലത്
sweetest	joy	0.703	ഏറ്റവും മധുരമുള്ള
yaay	joy	0.700	യായ്
entertained	joy	0.700	രസിപ്പിച്ചു
excite	joy	0.697	ഉത്തേജിപ്പിക്കുക
newbeginnings	joy	0.693	പുതിയ തുടക്കങ്ങൾ
praisejesus	joy	0.691	യേശുവിനെ സ്തുതിക്കുന്നു
birthday	joy	0.691	ജന്മദിനം
greatfriends	joy	0.688	വലിയ സുഹൃത്തുക്കൾ
adoration	joy	0.688	ആരാധന
godsend	joy	0.688	ദൈവാനുഗ്രഹം
favorite	joy	0.688	പ്രിയപ്പെട്ട
content	joy	0.688	ഉള്ളടക്കം
entertaining	joy	0.688	വിനോദം
honored	joy	0.688	ആദരിച്ചു
metime	joy	0.688	ഇടക്കാല
exquisite	joy	0.688	വിശിഷ്ടമായ
holidayseason	joy	0.688	അവധിക്കാലം
thankyoujesus	joy	0.688	നന്ദി യേശുവേ
angelic	joy	0.688	മാലാഖ
goodhealth	joy	0.682	നല്ല ആരോഗ്യം
majestic	joy	0.682	ഗാംഭീര്യമുള്ള
luscious	joy	0.682	കൊതിപ്പിക്കുന്ന
memoriesiwontforget	joy	0.682	ഓർമ്മകൾ മറക്കില്ല
bestfriends	joy	0.682	ഉത്തമ സുഹൃത്തുകൾ
precious	joy	0.682	വിലയേറിയ
appreciated	joy	0.682	അഭിനന്ദിച്ചു
exaltation	joy	0.682	ഉയർച്ച
smiled	joy	0.682	പുഞ്ചിരിച്ചു
brightens	joy	0.682	തിളങ്ങുന്നു
tranquility	joy	0.679	ശാന്തത
marry	joy	0.676	വിവാഹം കഴിക്കുക
embrace	joy	0.676	പുണരുക
positively	joy	0.676	ക്രിയാത്മകമായി
grin	joy	0.672	ചിരിക്കുക
hug	joy	0.672	ആലിംഗനം
hilarious	joy	0.672	നിലനില്ക്കുകയും
dearest	joy	0.672	ഏറ്റവും പ്രിയപ്പെട്ട
contentment	joy	0.672	സംതൃപ്തി
accomplished	joy	0.672	സാധിച്ചു
relaxation	joy	0.672	അയച്ചുവിടല്
bday	joy	0.672	bday
enliven	joy	0.672	ജീവിപ്പിക്കുക
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ചിരിക്കുന്നു
fulfilled	joy	0.667	നിറവേറ്റി
bountiful	joy	0.667	ഔദാര്യമുള്ള
victor	joy	0.667	വിജയി
adore	joy	0.667	ആരാധിക്കുക
boisterous	joy	0.667	ബഹളമയമായ
fulfill	joy	0.664	നിറവേറ്റുക
cuddles	joy	0.662	ആലിംഗനം ചെയ്യുന്നു
prosperous	joy	0.660	സമൃദ്ധമായ
appreciation	joy	0.656	അഭിനന്ദനം
serenity	joy	0.656	ശാന്തത
happynewyear	joy	0.656	പുതുവത്സരാശംസകൾ
humor	joy	0.656	നർമ്മം
satisfy	joy	0.656	തൃപ്തിപ്പെടുത്തുക
besties	joy	0.656	ബെസ്റ്റുകൾ
encouraged	joy	0.656	പ്രോത്സാഹിപ്പിച്ചു
captivate	joy	0.656	വശീകരിക്കുക
christmaseve	joy	0.656	ക്രിസ്മസ് തലേന്ന്
glow	joy	0.656	തിളക്കം
romanticism	joy	0.656	റൊമാന്റിസിസം
innerpeace	joy	0.656	മനശാന്തി
pleasant	joy	0.656	പ്രസന്നമായ
praises	joy	0.652	സ്തുതിക്കുന്നു
abundance	joy	0.652	സമൃദ്ധി
fortunes	joy	0.652	ഭാഗ്യം
engaged	joy	0.652	ഏർപ്പെട്ടിരിക്കുന്ന
praised	joy	0.652	പ്രശംസിച്ചു
relaxing	joy	0.652	വിശ്രമിക്കുന്നു
treasure	joy	0.652	നിധി
satisfaction	joy	0.652	സംതൃപ്തി
nothingbetter	joy	0.647	ഒന്നുമില്ല
affection	joy	0.647	വാത്സല്യം
relieved	joy	0.647	ആശ്വാസമായി
complement	joy	0.647	പൂരകമാണ്
carnival	joy	0.643	കാർണിവൽ
priceless	joy	0.641	അമൂല്യമായ
uplifting	joy	0.641	ഉന്നമനം
sensuality	joy	0.641	ഇന്ദ്രിയത
saintly	joy	0.641	വിശുദ്ധൻ
champion	joy	0.641	ചാമ്പ്യൻ
thanksgiving	joy	0.641	സ്തോത്രം
harmoniously	joy	0.641	യോജിപ്പോടെ
wedding	joy	0.641	കല്യാണം
achieve	joy	0.641	നേടിയെടുക്കാൻ
divine	joy	0.641	ദിവ്യമായ
jackpot	joy	0.641	ജാക്ക്പോട്ട്
honeymoon	joy	0.636	മധുവിധു
exalt	joy	0.636	ഉയർത്തുക
twinkle	joy	0.636	മിന്നിത്തിളങ്ങുക
comforting	joy	0.636	സാന്ത്വനിപ്പിക്കുന്നത്
felicity	joy	0.636	സന്തോഷം
peaceful	joy	0.636	സമാധാനപരമായ
climax	joy	0.636	ക്ലൈമാക്സ്
winner	joy	0.636	വിജയി
reverie	joy	0.636	ആദരവ്
yayy	joy	0.636	യായ്
cuddle	joy	0.636	ആലിംഗനം ചെയ്യുക
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	നക്ഷത്ര നിരീക്ഷണം
festival	joy	0.625	ഉത്സവം
sweet	joy	0.625	മധുരം
generosity	joy	0.625	ഔദാര്യം
brighter	joy	0.625	തെളിച്ചമുള്ളത്
praisegod	joy	0.625	സ്തുതി ദൈവം
gorgeous	joy	0.625	അതിമനോഹരമായ
hearts	joy	0.625	ഹൃദയങ്ങൾ
amusing	joy	0.625	രസകരം
fondness	joy	0.625	ഇഷ്ടം
snuggling	joy	0.625	ആലിംഗനം ചെയ്യുന്നു
reward	joy	0.625	പ്രതിഫലം
sex	joy	0.622	ലൈംഗികത
kind	joy	0.621	ദയയുള്ള
genial	joy	0.621	ജീനിയൽ
parade	joy	0.621	പരേഡ്
applause	joy	0.621	കരഘോഷം
beauty	joy	0.621	സൗന്ദര്യം
fulfilling	joy	0.618	നിറവേറ്റുക
aspiring	joy	0.618	കൊതിക്കുന്ന
newlife	joy	0.618	പുതിയ ജീവിതം
godbless	joy	0.616	ദൈവം അനുഗ്രഹിക്കട്ടെ
virtuous	joy	0.613	സദ്ഗുണമുള്ള
kiss	joy	0.610	ചുംബിക്കുക
christmas	joy	0.609	ക്രിസ്മസ്
rainbows	joy	0.609	മഴവില്ലുകൾ
elegance	joy	0.609	ചാരുത
generous	joy	0.609	ഉദാരമതി
super	joy	0.609	സൂപ്പർ
playful	joy	0.609	കളിയായ
enlightenment	joy	0.609	ജ്ഞാനോദയം
praiseworthy	joy	0.609	പ്രശംസനീയം
awards	joy	0.609	അവാർഡുകൾ
adorable	joy	0.609	ആരാധ്യ
rekindle	joy	0.609	പുനരുജ്ജീവിപ്പിക്കുക
winnings	joy	0.609	വിജയങ്ങൾ
independence	joy	0.607	സ്വാതന്ത്ര്യം
amour	joy	0.607	കാമുകൻ
kindness	joy	0.606	ദയ
surprises	joy	0.606	ആശ്ചര്യപ്പെടുത്തുന്നു
heheh	joy	0.606	ഹേ
hilarity	joy	0.606	ഉല്ലാസം
wonder	joy	0.606	അത്ഭുതവും
freely	joy	0.606	സ്വതന്ത്രമായി
successful	joy	0.606	വിജയിച്ചു
inspired	joy	0.606	പ്രചോദനം
onelove	joy	0.606	ഒറ്റ സ്നേഹം
whimsical	joy	0.603	വിചിത്രമായ
entertainment	joy	0.603	വിനോദം
passion	joy	0.603	അഭിനിവേശം
stressfree	joy	0.601	സമ്മർദ്ദമില്ലാത്ത
beautify	joy	0.601	മനോഹരമാക്കുക
sunrise	joy	0.600	സൂര്യോദയം
godisgood	joy	0.597	ദൈവം നല്ലവനാണ്
goodmusic	joy	0.594	നല്ല സംഗീതം
revere	joy	0.594	ബഹുമാനിക്കുന്നു
whoo	joy	0.594	ഹൂ
fanfare	joy	0.594	ആരവങ്ങൾ
inspire	joy	0.594	പ്രചോദനം
angel	joy	0.594	മാലാഖ
thankgod	joy	0.594	ദൈവമേ നന്ദി
goodies	joy	0.594	നന്മകൾ
jesus	joy	0.594	യേശു
accomplishment	joy	0.594	നേട്ടം
snuggled	joy	0.594	ഒതുങ്ങി
peacefully	joy	0.594	സമാധാനപരമായി
flirt	joy	0.594	ഫ്ലർട്ട്
friendship	joy	0.591	സൗഹൃദം
singing	joy	0.591	പാടുന്നു
heroic	joy	0.591	വീരനായ
exalted	joy	0.591	ഉയർത്തി
fortune	joy	0.591	ഭാഗ്യം
highest	joy	0.591	ഏറ്റവും ഉയർന്നത്
summer	joy	0.591	വേനൽക്കാലം
contented	joy	0.588	തൃപ്തിയായി
rollicking	joy	0.588	ഉരുളുന്നു
overflowing	joy	0.588	കവിഞ്ഞൊഴുകുന്നു
woot	joy	0.588	വുട്ട്
accolade	joy	0.586	പ്രശംസ
hope	joy	0.586	പ്രത്യാശ
cozy	joy	0.583	സുഖപ്രദമായ
delicious	joy	0.579	രുചികരമായ
raving	joy	0.578	ആർത്തിയോടെ
thelife	joy	0.578	ജീവന്
darling	joy	0.578	പ്രിയേ
sensuous	joy	0.578	ഇന്ദ്രിയപരമായ
picturesque	joy	0.578	മനോഹരമായ
friendly	joy	0.578	സൗഹൃദം
everlasting	joy	0.578	ശാശ്വതമായ
praise	joy	0.578	സ്തുതി
ambition	joy	0.578	അഭിലാഷം
sparkle	joy	0.577	തിളങ്ങുക
sensual	joy	0.576	ഇന്ദ്രിയപരം
peace	joy	0.576	സമാധാനം
flattering	joy	0.576	മുഖസ്തുതി
grace	joy	0.576	കൃപ
luckygirl	joy	0.576	ഭാഗ്യവതി
heroism	joy	0.576	വീരത്വം
succeeding	joy	0.576	വിജയിക്കുന്നു
yeahhh	joy	0.576	അതെ
special	joy	0.574	പ്രത്യേകം
livelife	joy	0.574	ജീവിതം ജീവിക്കുക
tantalizing	joy	0.572	മോഹിപ്പിക്കുന്ന
pumped	joy	0.567	പമ്പ് ചെയ്തു
yey	joy	0.562	അതെ
surprise	joy	0.562	ആശ്ചര്യം
sunny	joy	0.562	തെളിഞ്ഞതായ
prevail	joy	0.562	നിലനിൽക്കും
revels	joy	0.562	ആനന്ദിക്കുന്നു
humorous	joy	0.562	നർമ്മം
sweets	joy	0.562	മധുരപലഹാരങ്ങൾ
liking	joy	0.562	ഇഷ്ടപ്പെടുന്നു
admirable	joy	0.562	പ്രശംസനീയം
superstar	joy	0.562	സൂപ്പർ താരം
relax	joy	0.562	ശാന്തമാകൂ
prosper	joy	0.562	അഭിവൃദ്ധിപ്പെടുക
hero	joy	0.562	കഥാനായകന്
hugs	joy	0.562	ആലിംഗനം
worthwhile	joy	0.562	മൂല്യമുള്ളത്
newyear	joy	0.561	പുതുവർഷം
tenderness	joy	0.561	ആർദ്രത
bless	joy	0.561	അനുഗ്രഹിക്കുക
favorable	joy	0.561	അനുകൂലമായ
freedom	joy	0.561	സ്വാതന്ത്ര്യം
masterpiece	joy	0.561	മാസ്റ്റർപീസ്
dreams	joy	0.559	സ്വപ്നങ്ങൾ
hopeful	joy	0.559	പ്രതീക്ഷയുള്ള
home	joy	0.559	വീട്
cruising	joy	0.556	ക്രൂയിസിംഗ്
gracias	joy	0.554	ഗ്രേഷ്യസ്
faithfulness	joy	0.553	വിശ്വസ്തത
eagerness	joy	0.552	ആകാംക്ഷ
closeness	joy	0.552	അടുപ്പം
sunshine	joy	0.551	സൂര്യപ്രകാശം
comfy	joy	0.551	സുഖപ്രദമായ
vacation	joy	0.547	അവധിക്കാലം
celestial	joy	0.547	സ്വർഗ്ഗീയ
good	joy	0.547	നല്ലത്
elite	joy	0.547	വരേണ്യവർഗം
illuminate	joy	0.547	പ്രകാശിപ്പിക്കുക
confidence	joy	0.547	ആത്മവിശ്വാസം
mistletoe	joy	0.547	മിസ്റ്റിൽറ്റോ
daughter	joy	0.547	മകൾ
lifted	joy	0.547	ഉയർത്തി
goodmorning	joy	0.547	സുപ്രഭാതം
zeal	joy	0.547	ശുഷ്കാന്തി
gifts	joy	0.547	സമ്മാനങ്ങൾ
gift	joy	0.547	സമ്മാനം
astonishment	joy	0.547	വിസ്മയം
heart	joy	0.547	ഹൃദയം
completion	joy	0.547	പൂർത്തീകരണം
bonus	joy	0.547	ബോണസ്
charmed	joy	0.546	വശീകരിച്ചു
dance	joy	0.545	നൃത്തം
sublime	joy	0.545	ഉദാത്തമായ
recreation	joy	0.545	വിനോദം
encouragement	joy	0.545	പ്രോത്സാഹനം
god	joy	0.545	ദൈവം
gush	joy	0.545	ഒഴുകുക
freshstart	joy	0.544	പുതിയ ആരംഭം
free	joy	0.544	സൗ ജന്യം
