English Word	Emotion	Emotion-Intensity-Score	Kyrgyz Word
deadly	sadness	0.898	өлүмчүл
weeping	sadness	0.896	ыйлап
stillbirth	sadness	0.891	өлүү төрөлүү
deceased	sadness	0.891	каза болгон
murderer	sadness	0.877	канкор
cancer	sadness	0.875	рак
dying	sadness	0.875	өлүп жатат
rape	sadness	0.875	зордуктоо
devastating	sadness	0.875	кыйратуучу
morbidity	sadness	0.864	оорулуу
sadness	sadness	0.864	кайгы
execution	sadness	0.859	аткаруу
traumatic	sadness	0.859	травматикалык
perish	sadness	0.859	жок болуу
grief	sadness	0.859	кайгы
abandonment	sadness	0.859	таштоо
atrocity	sadness	0.859	мыкаачылык
crucifixion	sadness	0.859	айкаш жыгачка кадоо
depressed	sadness	0.859	депрессияда
cadaver	sadness	0.853	өлүк
treachery	sadness	0.848	чыккынчылык
betrayed	sadness	0.848	чыккынчылык кылды
grieve	sadness	0.844	кайгыруу
suffering	sadness	0.844	азап
funeral	sadness	0.844	сөөк коюу
destroyed	sadness	0.844	талкаланган
homicide	sadness	0.844	киши өлтүрүү
hopelessness	sadness	0.844	үмүтсүздүк
slaughtering	sadness	0.844	союу
persecution	sadness	0.844	куугунтук
murderous	sadness	0.844	канкор
sorrow	sadness	0.844	кайгы
miserable	sadness	0.844	аянычтуу
sad	sadness	0.844	кайгылуу
horrific	sadness	0.844	коркунучтуу
unhappiness	sadness	0.839	бактысыздык
bloodshed	sadness	0.836	кан төгүү
crippled	sadness	0.836	майып
carnage	sadness	0.833	кыргын
pained	sadness	0.833	ооруду
manslaughter	sadness	0.833	киши өлтүрүү
unbearable	sadness	0.830	чыдагыс
stillborn	sadness	0.830	өлүү төрөлгөн
morbid	sadness	0.828	оорулуу
annihilation	sadness	0.828	жок кылуу
helplessness	sadness	0.828	алсыздык
mourn	sadness	0.828	кайгыруу
murder	sadness	0.828	өлтүрүү
slavery	sadness	0.828	кулчулук
abandoned	sadness	0.828	ташталган
horrors	sadness	0.828	коркунучтар
mutilation	sadness	0.828	кыйноо
annihilated	sadness	0.828	жок кылынган
casualty	sadness	0.828	курмандык
enslaved	sadness	0.828	кул болгон
sickness	sadness	0.828	оору
torment	sadness	0.828	азап
miscarriage	sadness	0.824	бойдон алдыруу
starvation	sadness	0.819	ачарчылык
mournful	sadness	0.812	кайгылуу
sadly	sadness	0.812	өкүнүчтүү
famine	sadness	0.812	ачарчылык
burial	sadness	0.812	көмүү
distraught	sadness	0.812	капаланган
failure	sadness	0.812	ийгиликсиздик
killing	sadness	0.812	өлтүрүү
despair	sadness	0.812	үмүтсүздүк
cruelty	sadness	0.812	ырайымсыздык
saddens	sadness	0.812	кайгырат
oppression	sadness	0.812	эзүү
heartache	sadness	0.812	жүрөк оорусу
terrorism	sadness	0.812	терроризм
disgrace	sadness	0.812	уят
childloss	sadness	0.812	бала жоготуу
bloody	sadness	0.806	кандуу
perishing	sadness	0.804	жок болуу
inhumanity	sadness	0.804	адамкерчиликсиздик
malignancy	sadness	0.803	залалдуу
mortification	sadness	0.802	кыжырдануу
slave	sadness	0.797	кул
lifeless	sadness	0.797	жансыз
sarcoma	sadness	0.797	саркома
dreadfully	sadness	0.797	коркунучтуу
assassination	sadness	0.797	өлтүрүү
perished	sadness	0.797	өлдү
kill	sadness	0.797	өлтүрүү
devastate	sadness	0.797	кыйратуу
dreadful	sadness	0.797	коркунучтуу
mortuary	sadness	0.797	өлүккана
leukemia	sadness	0.797	лейкоз
lethal	sadness	0.797	өлүмгө алып келүүчү
desolation	sadness	0.797	ээн калуу
gallows	sadness	0.797	дарактар
brokenheart	sadness	0.792	жараланган жүрөк
banishment	sadness	0.790	сүргүн
afflict	sadness	0.789	кыйналуу
disheartened	sadness	0.788	көңүлү чөктү
bury	sadness	0.781	көмүү
terrorize	sadness	0.781	террор кылуу
crying	sadness	0.781	ыйлап
demoralized	sadness	0.781	деморализацияланган
tumour	sadness	0.781	шишик
heartbreak	sadness	0.781	жүрөк оору
desecration	sadness	0.781	кемсинтүү
die	sadness	0.773	өлүү
lynch	sadness	0.773	линч
sufferer	sadness	0.770	оорулуу
fatality	sadness	0.766	өлүм
diseased	sadness	0.766	оорулуу
doomed	sadness	0.766	өлүмгө дуушар болгон
fearful	sadness	0.766	коркунучтуу
destitute	sadness	0.766	жок
abortion	sadness	0.766	аборт
condolence	sadness	0.766	көңүл айтуу
torture	sadness	0.766	кыйноо
dismemberment	sadness	0.766	бөлүү
slayer	sadness	0.766	өлтүргүч
loneliness	sadness	0.766	жалгыздык
cemetery	sadness	0.766	көрүстөн
moribund	sadness	0.758	өлүү
painfully	sadness	0.758	оорутуп
disaster	sadness	0.758	кырсык
depress	sadness	0.755	депрессия
condemnation	sadness	0.754	айыптоо
obliteration	sadness	0.750	жок кылуу
damnation	sadness	0.750	каргыш
sorrowful	sadness	0.750	кайгылуу
desperation	sadness	0.750	үмүтсүздүк
cry	sadness	0.750	ыйла
terrorist	sadness	0.750	террорист
painful	sadness	0.750	оорутуу
abduction	sadness	0.750	уурдоо
incest	sadness	0.750	инцест
corpse	sadness	0.750	өлүк
deplorable	sadness	0.750	аянычтуу
pandemic	sadness	0.750	пандемия
sickening	sadness	0.750	оорутуу
hemorrhage	sadness	0.750	кан агуу
guilt	sadness	0.750	күнөө
depressive	sadness	0.750	депрессиялык
doomsday	sadness	0.750	кыямат
defeated	sadness	0.750	жеңилген
victimized	sadness	0.750	курман болгон
regretful	sadness	0.750	өкүнүчтүү
unhappy	sadness	0.750	бактысыз
unfairness	sadness	0.745	адилетсиздик
molestation	sadness	0.744	зордуктоо
abysmal	sadness	0.742	туңгуюк
exile	sadness	0.742	сүргүн
hellish	sadness	0.738	тозок
exterminate	sadness	0.736	жок кылуу
destroying	sadness	0.734	жок кылуу
miserably	sadness	0.734	аянычтуу
disastrous	sadness	0.734	каргашалуу
battered	sadness	0.734	сабалган
morgue	sadness	0.734	өлүккана
assassin	sadness	0.734	киши өлтүргүч
horrid	sadness	0.734	коркунучтуу
disgraced	sadness	0.734	маскараланган
homeless	sadness	0.734	үйсүз
earthquake	sadness	0.734	жер титирөө
orphan	sadness	0.734	жетим
slaughter	sadness	0.734	союу
warfare	sadness	0.734	согуш
betrayal	sadness	0.734	чыккынчылык
lonesome	sadness	0.734	жалгыздык
listless	sadness	0.729	бейкапар
unfortunately	sadness	0.727	тилекке каршы
emptiness	sadness	0.727	боштук
grave	sadness	0.727	мүрзө
alienated	sadness	0.727	ажыратылган
fraught	sadness	0.722	толгон
violently	sadness	0.719	күч менен
woe	sadness	0.719	кайгы
heartless	sadness	0.719	жүрөксүз
malicious	sadness	0.719	зыяндуу
missing	sadness	0.719	жок
paralysis	sadness	0.719	шал
horror	sadness	0.719	коркунуч
ashamed	sadness	0.719	уялдым
forsaken	sadness	0.719	ташталган
emaciated	sadness	0.719	арык
atrophy	sadness	0.719	атрофия
danger	sadness	0.719	коркунуч
pain	sadness	0.719	оору
cripple	sadness	0.719	майып
cried	sadness	0.719	кыйкырды
disheartening	sadness	0.719	көңүлдү түшүрүүчү
leprosy	sadness	0.719	пес оорусу
demise	sadness	0.717	өлүм
disgruntled	sadness	0.712	нааразы
rejected	sadness	0.712	четке кагылды
sickly	sadness	0.712	оорулуу
violence	sadness	0.712	зордук-зомбулук
torn	sadness	0.710	жыртылган
calamity	sadness	0.709	кырсык
grim	sadness	0.708	кайгылуу
grievous	sadness	0.704	кайгылуу
deformed	sadness	0.703	деформацияланган
deformity	sadness	0.703	деформация
punishing	sadness	0.703	жазалоо
hearse	sadness	0.703	катафалк
meltdown	sadness	0.703	эрүү
incurable	sadness	0.703	айыккыс
extinct	sadness	0.703	өчкөн
victim	sadness	0.703	курмандык
suffocating	sadness	0.703	муунтуу
tearful	sadness	0.703	ыйлаган
obit	sadness	0.703	obit
oppressor	sadness	0.703	эзүүчү
slaughterhouse	sadness	0.703	касапкана
abandon	sadness	0.703	таштоо
crushed	sadness	0.703	майдаланган
isolation	sadness	0.703	изоляция
decomposition	sadness	0.703	ажыроо
inhuman	sadness	0.703	адамкерчиликсиз
disfigured	sadness	0.703	бузулган
buried	sadness	0.703	көмүлгөн
strangle	sadness	0.703	муунтуп өлтүрүү
isolate	sadness	0.703	изоляциялоо
humiliate	sadness	0.703	басынтуу
carcinoma	sadness	0.703	карцинома
hell	sadness	0.700	тозок
lifesucks	sadness	0.700	омур сурот
ruinous	sadness	0.698	кыйратуучу
banish	sadness	0.697	сүрүп салуу
widow	sadness	0.697	жесир
accursed	sadness	0.697	каргыш тийген
ruined	sadness	0.697	талкаланган
vanished	sadness	0.695	жок болду
displaced	sadness	0.691	жер которгон
poverty	sadness	0.690	жакырчылык
hopeless	sadness	0.688	үмүтсүз
regretting	sadness	0.688	өкүнүү
widower	sadness	0.688	жесир
stab	sadness	0.688	бычак
deserted	sadness	0.688	ээн калган
insanity	sadness	0.688	жиндилик
teary	sadness	0.688	көз жаш
hurt	sadness	0.688	зыян
terminal	sadness	0.688	терминал
shooting	sadness	0.688	атуу
banished	sadness	0.688	куулган
hospice	sadness	0.688	хоспис
depraved	sadness	0.688	бузулган
nohope	sadness	0.688	үмүт жок
sob	sadness	0.688	ыйлап
imprisoned	sadness	0.688	камалган
travesty	sadness	0.688	травести
loss	sadness	0.688	жоготуу
hurtful	sadness	0.688	зыяндуу
dementia	sadness	0.688	деменция
pathetic	sadness	0.688	аянычтуу
neglected	sadness	0.688	кароосуз калган
epidemic	sadness	0.688	эпидемия
illness	sadness	0.688	оору
foreveralone	sadness	0.688	түбөлүк жалгыз
infidelity	sadness	0.688	ишенимсиздик
dismissal	sadness	0.686	иштен бошотуу
alienation	sadness	0.685	ээликтен ажыратуу
hardship	sadness	0.685	кыйынчылык
choke	sadness	0.682	муунтуу
kidnap	sadness	0.682	ала качуу
bleeding	sadness	0.673	кан агуу
punished	sadness	0.672	жазаланган
malevolent	sadness	0.672	кара ниет
gory	sadness	0.672	горы
wail	sadness	0.672	ыйла
despairing	sadness	0.672	үмүтсүздүк
coffin	sadness	0.672	табыт
disparage	sadness	0.672	кемсинтүү
missingyou	sadness	0.672	сени сагынып жатам
obituary	sadness	0.672	некролог
deprivation	sadness	0.672	ажыратуу
abortive	sadness	0.672	аборт
evil	sadness	0.672	жаман
wretch	sadness	0.672	байкуш
imprisonment	sadness	0.672	камоо
outcast	sadness	0.672	ташталган
belittle	sadness	0.672	басынтуу
poison	sadness	0.672	уу
frightful	sadness	0.672	коркунучтуу
decomposed	sadness	0.672	чирип кеткен
wretched	sadness	0.672	байкуш
feelingdown	sadness	0.672	жаман сезүү
disabled	sadness	0.672	майып
woefully	sadness	0.672	кайгылуу
barren	sadness	0.670	тукумсуз
executioner	sadness	0.667	жазалоочу
poisoned	sadness	0.667	ууланган
disease	sadness	0.665	оору
oppress	sadness	0.664	эзүү
disembodied	sadness	0.660	денеден ажыратылган
steal	sadness	0.656	уурдоо
jail	sadness	0.656	түрмө
dreary	sadness	0.656	кайгылуу
shitty	sadness	0.656	бок
ailing	sadness	0.656	оорулуу
polio	sadness	0.656	полиомиелит
blighted	sadness	0.656	күйгөн
hate	sadness	0.656	жек көрүү
demonic	sadness	0.656	шайтандык
weep	sadness	0.656	ыйла
lamenting	sadness	0.656	кошоктоо
ruin	sadness	0.656	кыйроо
bleak	sadness	0.656	караңгы
tear	sadness	0.656	көз жаш
peril	sadness	0.656	коркунуч
casket	sadness	0.656	куту
mangle	sadness	0.656	манкурт
lonely	sadness	0.656	жалгыз
carcass	sadness	0.653	өлүгү
cowardice	sadness	0.652	коркоктук
regretted	sadness	0.652	өкүндү
beating	sadness	0.652	урган
disability	sadness	0.648	майыптык
affliction	sadness	0.645	азап
infertility	sadness	0.641	тукумсуздук
emergency	sadness	0.641	өзгөчө кырдаал
stricken	sadness	0.641	урулган
powerless	sadness	0.641	күчсүз
inequality	sadness	0.641	теңсиздик
poisonous	sadness	0.641	уулуу
shroud	sadness	0.641	кепин
exorcism	sadness	0.641	эксорцизм
woeful	sadness	0.641	кайгылуу
worry	sadness	0.641	тынчсыздануу
perilous	sadness	0.641	коркунучтуу
drown	sadness	0.641	чөгүп кетүү
failing	sadness	0.641	ийгиликсиз
scourge	sadness	0.641	балээ
hatred	sadness	0.641	жек көрүү
terribly	sadness	0.641	коркунучтуу
awful	sadness	0.641	коркунучтуу
termination	sadness	0.641	токтотуу
sinful	sadness	0.641	күнөөкөр
incarceration	sadness	0.641	камоо
psychosis	sadness	0.638	психоз
lament	sadness	0.636	кошоктоо
demolish	sadness	0.636	бузуу
dismay	sadness	0.636	коркуу
disappointed	sadness	0.636	көңүлү калган
burdensome	sadness	0.634	түйшүктүү
mausoleum	sadness	0.630	мавзолей
shattered	sadness	0.630	талкаланган
dishonor	sadness	0.625	абийирсиздик
forlorn	sadness	0.625	кайгылуу
posthumous	sadness	0.625	өлгөндөн кийин
disappointing	sadness	0.625	көңүл калтыруучу
lost	sadness	0.625	жоголду
hurting	sadness	0.625	оорутуу
oppressive	sadness	0.625	эзүүчү
regret	sadness	0.625	өкүнүү
terminate	sadness	0.625	токтотуу
duress	sadness	0.625	мажбурлоо
wound	sadness	0.625	жара
palsy	sadness	0.625	шал
cursed	sadness	0.625	каргыш тийди
schizophrenia	sadness	0.625	шизофрения
insurmountable	sadness	0.625	жетүү мүмкүн эмес
deteriorate	sadness	0.625	начарлоо
abuse	sadness	0.625	кыянаттык
undesired	sadness	0.625	каалабаган
tyrant	sadness	0.625	тиран
gloom	sadness	0.625	караңгылык
bitterly	sadness	0.625	ачуу
impotence	sadness	0.625	алсыздык
wrecked	sadness	0.625	талкаланган
demolished	sadness	0.625	талкаланган
soulless	sadness	0.623	жансыз
divorce	sadness	0.623	ажырашуу
cremation	sadness	0.621	кремация
worried	sadness	0.621	тынчсызданды
bomb	sadness	0.621	бомба
plight	sadness	0.621	оор абал
forsake	sadness	0.621	таштоо
melancholy	sadness	0.621	меланхолия
unforgiving	sadness	0.612	кечиримсиз
sepsis	sadness	0.611	сепсис
guilty	sadness	0.609	күнөөлүү
debacle	sadness	0.609	бузулуу
ugliness	sadness	0.609	чиркин
degrading	sadness	0.609	деградациялоочу
cruel	sadness	0.609	таш боор
faithless	sadness	0.609	ыймансыз
worthless	sadness	0.609	арзыбаган
shatter	sadness	0.609	талкалоо
excluded	sadness	0.609	алынып салынган
injure	sadness	0.609	жарадар кылуу
breakup	sadness	0.609	ажырашуу
disparaging	sadness	0.609	кемсинтүү
injured	sadness	0.609	жарадар болгон
shameful	sadness	0.609	уят
gore	sadness	0.609	гор
derogatory	sadness	0.609	кемсинтүү
disappoint	sadness	0.609	көңүл калтыруу
irreparable	sadness	0.609	орду толгус
bankrupt	sadness	0.609	банкрот
fearfully	sadness	0.609	коркуп
alcoholism	sadness	0.609	аракечтик
shackle	sadness	0.609	кишен
languishing	sadness	0.609	алсырап
sinner	sadness	0.609	күнөөкөр
dilapidated	sadness	0.609	бузулган
dire	sadness	0.609	коркунучтуу
sacrifices	sadness	0.609	курмандыктар
crushing	sadness	0.609	майдалоо
subjugation	sadness	0.609	багындыруу
