English Word	Emotion	Emotion-Intensity-Score	Malay Word
bountiful	joy	0.667	melimpah ruah
victor	joy	0.667	pemenang
adore	joy	0.667	memuja
boisterous	joy	0.667	riuh rendah
fulfill	joy	0.664	memenuhi
cuddles	joy	0.662	memeluk
prosperous	joy	0.660	Makmur
appreciation	joy	0.656	penghargaan
serenity	joy	0.656	ketenangan
happynewyear	joy	0.656	selamat tahun Baru
humor	joy	0.656	jenaka
satisfy	joy	0.656	memuaskan
besties	joy	0.656	besties
encouraged	joy	0.656	digalakkan
captivate	joy	0.656	menawan hati
christmaseve	joy	0.656	christmaseve
glow	joy	0.656	bersinar
romanticism	joy	0.656	romantisme
innerpeace	joy	0.656	ketenangan jiwa
pleasant	joy	0.656	menyenangkan
praises	joy	0.652	pujian
abundance	joy	0.652	banyak
fortunes	joy	0.652	rezeki
engaged	joy	0.652	bertunang
praised	joy	0.652	dipuji
relaxing	joy	0.652	santai
treasure	joy	0.652	harta karun
satisfaction	joy	0.652	kepuasan
nothingbetter	joy	0.647	tiada yang lebih baik
affection	joy	0.647	kasih sayang
relieved	joy	0.647	lega
complement	joy	0.647	pelengkap
carnival	joy	0.643	karnival
priceless	joy	0.641	tak ternilai
uplifting	joy	0.641	menaikkan semangat
sensuality	joy	0.641	keghairahan
saintly	joy	0.641	secara suci
champion	joy	0.641	juara
thanksgiving	joy	0.641	kesyukuran
harmoniously	joy	0.641	secara harmoni
wedding	joy	0.641	perkahwinan
achieve	joy	0.641	capai
divine	joy	0.641	ilahi
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	bulan madu
exalt	joy	0.636	mengagungkan
twinkle	joy	0.636	kejap
comforting	joy	0.636	menghiburkan
felicity	joy	0.636	kegembiraan
peaceful	joy	0.636	aman damai
climax	joy	0.636	klimaks
winner	joy	0.636	pemenang
reverie	joy	0.636	termenung
yayy	joy	0.636	yayy
cuddle	joy	0.636	berpelukan
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	memerhati bintang
festival	joy	0.625	perayaan
sweet	joy	0.625	manis
generosity	joy	0.625	kemurahan hati
brighter	joy	0.625	lebih cerah
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	cantik
hearts	joy	0.625	hati
amusing	joy	0.625	menggelikan hati
fondness	joy	0.625	kesukaan
snuggling	joy	0.625	berpeluk tubuh
reward	joy	0.625	ganjaran
sex	joy	0.622	seks
kind	joy	0.621	baik hati
genial	joy	0.621	mesra
parade	joy	0.621	perarakan
applause	joy	0.621	bertepuk tangan
beauty	joy	0.621	kecantikan
fulfilling	joy	0.618	memenuhi
aspiring	joy	0.618	bercita-cita tinggi
newlife	joy	0.618	kehidupan baru
godbless	joy	0.616	Tuhan merahmati
virtuous	joy	0.613	berakhlak mulia
kiss	joy	0.610	ciuman
christmas	joy	0.609	hari natal
rainbows	joy	0.609	pelangi
elegance	joy	0.609	keanggunan
generous	joy	0.609	pemurah
super	joy	0.609	hebat
playful	joy	0.609	suka bermain
enlightenment	joy	0.609	pencerahan
praiseworthy	joy	0.609	terpuji
awards	joy	0.609	anugerah
adorable	joy	0.609	comel
rekindle	joy	0.609	menghidupkan semula
winnings	joy	0.609	kemenangan
independence	joy	0.607	kemerdekaan
amour	joy	0.607	percintaan
kindness	joy	0.606	kebaikan
surprises	joy	0.606	kejutan
heheh	joy	0.606	heheh
hilarity	joy	0.606	kelakar
wonder	joy	0.606	tertanya-tanya
freely	joy	0.606	secara bebas
successful	joy	0.606	berjaya
inspired	joy	0.606	diilhamkan
onelove	joy	0.606	satu cinta
whimsical	joy	0.603	aneh
entertainment	joy	0.603	hiburan
passion	joy	0.603	semangat
stressfree	joy	0.601	tanpa tekanan
beautify	joy	0.601	mencantikkan
sunrise	joy	0.600	matahari terbit
godisgood	joy	0.597	sangat baik
goodmusic	joy	0.594	muzik yang bagus
revere	joy	0.594	hormat
whoo	joy	0.594	whoo
fanfare	joy	0.594	kemeriahan
inspire	joy	0.594	memberi inspirasi
angel	joy	0.594	malaikat
thankgod	joy	0.594	alhamdulillah
goodies	joy	0.594	goodies
jesus	joy	0.594	yesus
accomplishment	joy	0.594	pencapaian
snuggled	joy	0.594	meringkuk
peacefully	joy	0.594	dengan aman
flirt	joy	0.594	bercumbu
friendship	joy	0.591	persahabatan
singing	joy	0.591	menyanyi
heroic	joy	0.591	heroik
exalted	joy	0.591	ditinggikan
fortune	joy	0.591	rezeki
highest	joy	0.591	tertinggi
summer	joy	0.591	musim panas
contented	joy	0.588	puas hati
rollicking	joy	0.588	bergolek
overflowing	joy	0.588	melimpah
woot	joy	0.588	woot
accolade	joy	0.586	pujian
hope	joy	0.586	harapan
cozy	joy	0.583	selesa
delicious	joy	0.579	sedap
raving	joy	0.578	meracau
thelife	joy	0.578	kehidupan
darling	joy	0.578	sayang
sensuous	joy	0.578	sensual
picturesque	joy	0.578	indah
friendly	joy	0.578	mesra
everlasting	joy	0.578	kekal abadi
praise	joy	0.578	pujian
ambition	joy	0.578	cita-cita
sparkle	joy	0.577	berkilau
sensual	joy	0.576	berahi
peace	joy	0.576	kedamaian
flattering	joy	0.576	menyanjung
grace	joy	0.576	rahmat
luckygirl	joy	0.576	gadis bertuah
heroism	joy	0.576	kepahlawanan
succeeding	joy	0.576	berjaya
yeahhh	joy	0.576	yeahhh
special	joy	0.574	istimewa
livelife	joy	0.574	kehidupan
tantalizing	joy	0.572	menggoda
pumped	joy	0.567	dipam
yey	joy	0.562	yey
surprise	joy	0.562	kejutan
sunny	joy	0.562	cerah
prevail	joy	0.562	menang
revels	joy	0.562	bersuka ria
humorous	joy	0.562	kelakar
sweets	joy	0.562	gula-gula
liking	joy	0.562	suka
admirable	joy	0.562	terpuji
superstar	joy	0.562	superstar
relax	joy	0.562	berehat
prosper	joy	0.562	makmur
hero	joy	0.562	wira
hugs	joy	0.562	berpelukan
worthwhile	joy	0.562	berbaloi
newyear	joy	0.561	tahun Baru
tenderness	joy	0.561	kelembutan
bless	joy	0.561	memberkati
favorable	joy	0.561	menguntungkan
freedom	joy	0.561	kebebasan
masterpiece	joy	0.561	karya agung
dreams	joy	0.559	mimpi
hopeful	joy	0.559	penuh harapan
home	joy	0.559	rumah
cruising	joy	0.556	pelayaran
gracias	joy	0.554	terima kasih
faithfulness	joy	0.553	kesetiaan
eagerness	joy	0.552	keghairahan
closeness	joy	0.552	keakraban
sunshine	joy	0.551	cahaya matahari
comfy	joy	0.551	selesa
vacation	joy	0.547	bercuti
celestial	joy	0.547	samawi
good	joy	0.547	baik
elite	joy	0.547	elit
illuminate	joy	0.547	menerangi
confidence	joy	0.547	keyakinan diri
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	anak perempuan
lifted	joy	0.547	diangkat
goodmorning	joy	0.547	selamat Pagi
zeal	joy	0.547	semangat
gifts	joy	0.547	hadiah
gift	joy	0.547	hadiah
astonishment	joy	0.547	kehairanan
heart	joy	0.547	hati
completion	joy	0.547	selesai
bonus	joy	0.547	bonus
charmed	joy	0.546	terpesona
dance	joy	0.545	menari
sublime	joy	0.545	agung
recreation	joy	0.545	rekreasi
encouragement	joy	0.545	galakan
god	joy	0.545	tuhan
gush	joy	0.545	terpancut
freshstart	joy	0.544	permulaan baru
free	joy	0.544	percuma
savior	joy	0.543	Penyelamat
sanctuary	joy	0.541	tempat perlindungan
grandchildren	joy	0.540	cucu-cucu
wellness	joy	0.537	kesihatan
revel	joy	0.534	bersuka ria
music	joy	0.531	muzik
fab	joy	0.531	hebat
bridal	joy	0.531	pengantin
soar	joy	0.531	melambung
alive	joy	0.531	hidup
money	joy	0.531	wang
soothing	joy	0.531	menenangkan
serene	joy	0.531	tenang
holiness	joy	0.531	kesucian
inspirational	joy	0.531	memberi inspirasi
matrimony	joy	0.531	jodoh
dayoff	joy	0.531	hari cuti
savor	joy	0.531	rasa
vitality	joy	0.531	daya hidup
confident	joy	0.531	yakin
firstborn	joy	0.531	anak sulung
rainbow	joy	0.531	pelangi
liberation	joy	0.531	pembebasan
elegant	joy	0.530	anggun
mastery	joy	0.530	penguasaan
glimmer	joy	0.530	kilauan
illumination	joy	0.530	penerangan
blossom	joy	0.530	berbunga
warmth	joy	0.530	kemesraan
welcomed	joy	0.530	dialu-alukan
treat	joy	0.529	merawat
faithful	joy	0.529	setia
snuggles	joy	0.522	meringkuk
laurels	joy	0.521	laurel
commendable	joy	0.519	terpuji
succeed	joy	0.516	berjaya
jingle	joy	0.516	jingle
zest	joy	0.516	semangat
noschool	joy	0.516	tiada sekolah
brotherly	joy	0.516	bersaudara
silly	joy	0.516	mengarut
abundant	joy	0.516	melimpah ruah
fancy	joy	0.516	mewah
resplendent	joy	0.516	gemilang
strengthening	joy	0.516	pengukuhan
presents	joy	0.516	hadiah
pride	joy	0.516	kebanggaan
almighty	joy	0.516	maha kuasa
powerful	joy	0.516	berkuasa
aspire	joy	0.516	bercita-cita
remarkable	joy	0.516	luar biasa
greeted	joy	0.516	bersalam
thanking	joy	0.515	berterima kasih
cutie	joy	0.515	comel
kudos	joy	0.515	kudos
therapeutic	joy	0.515	terapeutik
zen	joy	0.515	zen
coronation	joy	0.515	pertabalan
complete	joy	0.515	lengkap
shining	joy	0.515	bersinar
spirit	joy	0.515	semangat
princely	joy	0.515	putera raja
vivid	joy	0.515	terang
comfort	joy	0.515	keselesaan
leisure	joy	0.515	masa lapang
reunited	joy	0.515	bersatu semula
kid	joy	0.515	nak
newme	joy	0.515	newme
payday	joy	0.515	hari gaji
animated	joy	0.515	animasi
familytime	joy	0.515	masa bersama keluarga
relationship	joy	0.514	perhubungan
godly	joy	0.514	bertuhan
marriage	joy	0.514	perkahwinan
daymade	joy	0.514	siang hari
spouse	joy	0.507	pasangan
intimately	joy	0.507	secara intim
respect	joy	0.500	hormat
bloom	joy	0.500	mekar
purr	joy	0.500	mendengkur
carefree	joy	0.500	riang
nature	joy	0.500	alam semula jadi
encourage	joy	0.500	menggalakkan
soulful	joy	0.500	penuh jiwa
refreshed	joy	0.500	disegarkan
family	joy	0.500	keluarga
gem	joy	0.500	permata
meritorious	joy	0.500	berjasa
achieved	joy	0.500	dicapai
motherhood	joy	0.500	keibuan
holyspirit	joy	0.500	roh suci
surreal	joy	0.500	nyata
charitable	joy	0.500	amal kebajikan
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	melegakan tekanan
erotic	joy	0.500	erotik
inviting	joy	0.500	mengundang
baby	joy	0.500	sayang
dignity	joy	0.500	martabat
satisfied	joy	0.500	berpuas hati
visionary	joy	0.500	berwawasan
memorable	joy	0.500	diingati
veracity	joy	0.500	kebenaran
healthy	joy	0.500	sihat
welcoming	joy	0.500	mengalu-alukan
diamond	joy	0.500	berlian
christ	joy	0.500	kristus
beach	joy	0.500	pantai
accomplish	joy	0.500	capai
friends	joy	0.500	kawan-kawan
excel	joy	0.500	cemerlang
health	joy	0.493	kesihatan
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	diluluskan
oasis	joy	0.486	oasis
liberty	joy	0.486	kebebasan
crowning	joy	0.485	pertabalan
aspiration	joy	0.485	aspirasi
privileged	joy	0.485	diberi keistimewaan
crescendo	joy	0.485	crescendo
rapture	joy	0.485	keghairahan
liberate	joy	0.485	membebaskan
nocomplaints	joy	0.485	tiada aduan
prestige	joy	0.485	prestij
bounty	joy	0.485	kurniaan
gentle	joy	0.485	lemah lembut
inseparable	joy	0.485	tidak dapat dipisahkan
engaging	joy	0.485	menarik
loyal	joy	0.485	setia
betrothed	joy	0.485	bertunang
transcendence	joy	0.484	transendensi
selfworth	joy	0.484	harga diri
yummy	joy	0.484	sedap
datenight	joy	0.484	temu janji malam
destiny	joy	0.484	takdir
heyday	joy	0.484	zaman kegemilangan
aloha	joy	0.484	sayang
desire	joy	0.484	keinginan
dream	joy	0.484	mimpi
luck	joy	0.484	nasib baik
fete	joy	0.484	pesta
trophy	joy	0.484	trofi
bouquet	joy	0.484	sejambak
chocolate	joy	0.484	coklat
creativity	joy	0.484	kreativiti
boyfriend	joy	0.480	teman lelaki
commemoration	joy	0.479	peringatan
intelligence	joy	0.477	kecerdasan
readiness	joy	0.473	kesediaan
friend	joy	0.471	kawan
bride	joy	0.471	pengantin perempuan
enthusiast	joy	0.471	peminat
lush	joy	0.470	subur
inheritance	joy	0.470	harta pusaka
soothe	joy	0.470	menenangkan
tickle	joy	0.470	menggeletek
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	urut
calming	joy	0.470	menenangkan
adventure	joy	0.470	pengembaraan
pretty	joy	0.469	cantik
purring	joy	0.469	mendengkur
eternal	joy	0.469	abadi
humanitarian	joy	0.469	kemanusiaan
nurture	joy	0.469	memupuk
giving	joy	0.469	memberi
rest	joy	0.469	berehat
getaway	joy	0.469	pergi dari sini
goals	joy	0.469	matlamat
pray	joy	0.469	berdoa
bridegroom	joy	0.469	pengantin lelaki
heartily	joy	0.469	sepenuh hati
luster	joy	0.469	kilauan
bonding	joy	0.469	ikatan
princess	joy	0.469	puteri
amicable	joy	0.469	mesra
benevolence	joy	0.469	kebajikan
child	joy	0.466	anak
salutary	joy	0.465	berkhasiat
invite	joy	0.457	jemput
beam	joy	0.456	rasuk
reminiscing	joy	0.456	mengenang kembali
befriend	joy	0.455	berkawan
aesthetics	joy	0.455	estetika
friday	joy	0.455	hari jumaat
freshair	joy	0.455	udara segar
ceremony	joy	0.455	majlis
kindred	joy	0.455	kerabat
mindfulness	joy	0.455	kesedaran
sonice	joy	0.455	sangat bagus
elevation	joy	0.455	ketinggian
tropical	joy	0.455	tropika
scholarship	joy	0.455	biasiswa
hee	joy	0.455	hee
noworries	joy	0.453	tidak risau
allure	joy	0.453	memikat
approve	joy	0.453	terima
scenery	joy	0.453	pemandangan
waterfall	joy	0.453	air terjun
vindication	joy	0.453	pembenaran
namaste	joy	0.453	namaste
commemorate	joy	0.453	memperingati
faith	joy	0.453	iman
birth	joy	0.453	kelahiran
forgiveness	joy	0.453	pengampunan
journey	joy	0.447	perjalanan
meditation	joy	0.446	meditasi
relaxed	joy	0.442	santai
present	joy	0.441	hadir
weekend	joy	0.441	hujung minggu
tender	joy	0.441	tender
tranquil	joy	0.441	tenang
lyrical	joy	0.439	lirik
sharing	joy	0.439	perkongsian
esteem	joy	0.439	harga diri
nostalgic	joy	0.439	nostalgia
prayer	joy	0.439	solat
righteousness	joy	0.439	kebenaran
husband	joy	0.438	suami
relief	joy	0.438	kelegaan
strength	joy	0.438	kekuatan
mighty	joy	0.438	besar
unbeaten	joy	0.438	tak terkalahkan
eager	joy	0.438	bersemangat
share	joy	0.438	kongsi
newday	joy	0.438	hari baru
sonnet	joy	0.438	soneta
meditate	joy	0.438	bermeditasi
life	joy	0.438	kehidupan
winterbreak	joy	0.429	cuti musim sejuk
warm	joy	0.429	hangat
movingforward	joy	0.429	bergerak ke hadapan
buddy	joy	0.427	kawan
oneness	joy	0.426	kesatuan
unconstrained	joy	0.424	tanpa kekangan
amen	joy	0.424	amin
reverence	joy	0.424	penghormatan
healthful	joy	0.424	menyihatkan
thelittlethings	joy	0.424	thelittlethings
medal	joy	0.424	pingat
unsurpassed	joy	0.424	tiada tandingannya
candlelight	joy	0.424	cahaya lilin
carols	joy	0.424	carols
ejaculation	joy	0.424	ejakulasi
beginnings	joy	0.422	permulaan
sledding	joy	0.422	kereta luncur
graduation	joy	0.422	tamat pengajian
frisky	joy	0.422	lincah
lml	joy	0.422	lml
ease	joy	0.422	memudahkan
symphony	joy	0.422	simfoni
wealth	joy	0.422	kekayaan
helpful	joy	0.422	membantu
musical	joy	0.422	muzikal
glitter	joy	0.422	berkilauan
calmness	joy	0.422	ketenangan
energy	joy	0.422	tenaga
safe	joy	0.422	selamat
nostress	joy	0.421	tiada tekanan
soundness	joy	0.421	kemantapan
promise	joy	0.415	janji
reunite	joy	0.414	bersatu semula
mother	joy	0.412	ibu
salvation	joy	0.412	keselamatan
poems	joy	0.412	pantun
clown	joy	0.409	badut
lavender	joy	0.409	lavender
immaculate	joy	0.409	tak bernoda
purify	joy	0.409	menyucikan
inauguration	joy	0.409	perasmian
aromatherapy	joy	0.409	aromaterapi
lighten	joy	0.409	meringankan
travel	joy	0.409	melancong
cash	joy	0.406	tunai
companion	joy	0.406	peneman
live	joy	0.406	hidup
opportune	joy	0.406	sesuai
completing	joy	0.406	melengkapkan
charity	joy	0.406	amal jariah
heal	joy	0.406	sembuh
star	joy	0.406	bintang
wishing	joy	0.406	berhajat
flowers	joy	0.406	bunga
income	joy	0.403	pendapatan
soul	joy	0.401	jiwa
munchies	joy	0.400	munchies
emancipation	joy	0.397	emansipasi
indescribable	joy	0.397	tak terkata
progress	joy	0.397	kemajuan
equality	joy	0.394	kesaksamaan
childhood	joy	0.394	zaman kanak-kanak
together	joy	0.394	bersama-sama
rhythmical	joy	0.394	berirama
fullness	joy	0.394	kenyang
calm	joy	0.394	tenang
hammock	joy	0.394	buaian
picnic	joy	0.394	berkelah
movies	joy	0.393	wayang
zealous	joy	0.393	bersungguh-sungguh
playground	joy	0.391	taman permainan
affluence	joy	0.391	kemewahan
warms	joy	0.391	menghangatkan
choir	joy	0.391	koir
littlethings	joy	0.391	perkara kecil
auspicious	joy	0.391	bertuah
meaningful	joy	0.391	bermakna
adventures	joy	0.391	pengembaraan
goofy	joy	0.391	bodoh
starry	joy	0.391	berbintang
humanity	joy	0.391	kemanusiaan
gesture	joy	0.387	isyarat
witty	joy	0.382	jenaka
vow	joy	0.382	bersumpah
shopping	joy	0.382	membeli belah
vibes	joy	0.379	getaran
worship	joy	0.379	ibadah
jump	joy	0.379	melompat
communion	joy	0.379	perjamuan
reverend	joy	0.377	pendeta
rising	joy	0.375	meningkat
advance	joy	0.375	terlebih dahulu
beaches	joy	0.375	pantai
sonorous	joy	0.375	nyaring
courtship	joy	0.375	pacaran
experience	joy	0.375	pengalaman
reunion	joy	0.375	perjumpaan semula
simplicity	joy	0.375	kesederhanaan
full	joy	0.375	penuh
hymn	joy	0.375	lagu raya
spirits	joy	0.375	semangat
unforgettable	joy	0.375	tidak dapat dilupakan
mirth	joy	0.375	kegembiraan
youth	joy	0.375	belia
scenic	joy	0.375	indah
unique	joy	0.375	unik
redeemed	joy	0.375	ditebus
alliance	joy	0.368	pakatan
baptismal	joy	0.368	pembaptisan
grant	joy	0.366	pemberian
kitten	joy	0.364	anak kucing
sanctification	joy	0.364	pengudusan
conciliation	joy	0.364	pendamaian
improves	joy	0.364	bertambah baik
pure	joy	0.364	tulen
improve	joy	0.364	bertambah baik
authentic	joy	0.364	sahih
moonlight	joy	0.364	cahaya bulan
weightloss	joy	0.362	pengurangan berat
raspberries	joy	0.360	raspberi
feeling	joy	0.359	perasaan
jest	joy	0.359	gurauan
independent	joy	0.359	bebas
sanctify	joy	0.359	menyucikan
devotional	joy	0.359	berbakti
tinsel	joy	0.359	perada
proficiency	joy	0.359	kemahiran
listenting	joy	0.359	mendengar
fidelity	joy	0.359	kesetiaan
revival	joy	0.359	kebangkitan semula
giver	joy	0.353	pemberi
cocoa	joy	0.353	koko
deliverance	joy	0.348	pembebasan
melody	joy	0.348	melodi
unification	joy	0.348	penyatuan
romp	joy	0.348	meroyan
purpose	joy	0.348	tujuan
choral	joy	0.348	paduan suara
exceed	joy	0.348	melebihi
dolphin	joy	0.348	ikan lumba-lumba
roaring	joy	0.348	mengaum
favor	joy	0.348	nikmat
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	menggairahkan
fruits	joy	0.344	buah-buahan
cookies	joy	0.344	biskut
manicure	joy	0.344	manikur
nowork	joy	0.344	tiada kerja
date	joy	0.344	Tarikh
newstart	joy	0.344	permulaan baru
hedonism	joy	0.344	hedonisme
pledge	joy	0.344	berikrar
electric	joy	0.344	elektrik
humble	joy	0.344	merendah diri
roadtrip	joy	0.344	perjalanan jalan raya
thx	joy	0.344	terima kasih
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	selebriti
bridesmaid	joy	0.338	pengantin perempuan
rhythm	joy	0.338	irama
spa	joy	0.333	spa
snowday	joy	0.333	hari bersalji
familiarity	joy	0.333	kebiasaan
coffee	joy	0.333	kopi
edification	joy	0.333	pembangunan
garden	joy	0.333	taman
renovation	joy	0.333	pengubahsuaian
dawn	joy	0.333	subuh
connoisseur	joy	0.333	ahli ilmu
gazing	joy	0.333	merenung
obliging	joy	0.333	mewajibkan
partner	joy	0.333	pasangan
foodie	joy	0.331	penggemar makanan
synchronize	joy	0.329	menyegerakkan
tribulation	joy	0.328	tribulasi
psalm	joy	0.328	mazmur
pedicure	joy	0.328	pedikur
noregrets	joy	0.328	tiada penyesalan
chirping	joy	0.328	berkicau
saint	joy	0.328	orang suci
healing	joy	0.328	penyembuhan
carol	joy	0.328	carol
true	joy	0.328	benar
hobby	joy	0.328	hobi
amnesty	joy	0.328	pengampunan
respite	joy	0.324	tangguh
recreational	joy	0.318	rekreasi
cousins	joy	0.318	sepupu
mellow	joy	0.318	lembut
restorative	joy	0.318	pemulihan
lazyday	joy	0.318	hari yang malas
classics	joy	0.318	klasik
reconciliation	joy	0.316	pendamaian
woods	joy	0.312	hutan
progression	joy	0.312	kemajuan
muchneeded	joy	0.312	amat diperlukan
sterling	joy	0.312	sterling
dove	joy	0.312	burung merpati
simplify	joy	0.312	memudahkan
fitness	joy	0.312	kecergasan
sunset	joy	0.312	matahari terbenam
wisdom	joy	0.312	kebijaksanaan
relight	joy	0.312	relight
living	joy	0.312	hidup
presto	joy	0.312	presto
playhouse	joy	0.312	rumah permainan
superman	joy	0.312	superman
pony	joy	0.312	kuda poni
recovery	joy	0.312	pemulihan
crafts	joy	0.312	kraftangan
lord	joy	0.312	Tuan
deal	joy	0.312	perjanjian
improvement	joy	0.309	penambahbaikan
infant	joy	0.309	bayi
absolution	joy	0.306	pengampunan
honest	joy	0.303	jujur
gently	joy	0.303	dengan lembut
banquet	joy	0.303	jamuan
established	joy	0.303	ditubuhkan
endless	joy	0.303	tidak berkesudahan
decorating	joy	0.303	menghias
providing	joy	0.300	menyediakan
lounging	joy	0.297	bersantai
growth	joy	0.297	pertumbuhan
strolling	joy	0.297	berjalan-jalan
feat	joy	0.297	feat
morals	joy	0.297	akhlak
mine	joy	0.297	saya
spending	joy	0.297	perbelanjaan
light	joy	0.297	ringan
spiritual	joy	0.297	rohaniah
quaint	joy	0.297	aneh
fraternal	joy	0.297	persaudaraan
notable	joy	0.297	ketara
softly	joy	0.297	dengan lembut
harvest	joy	0.297	menuai
yearning	joy	0.297	kerinduan
breeze	joy	0.297	angin sepoi-sepoi
joker	joy	0.297	pelawak
meditating	joy	0.297	bermeditasi
fervor	joy	0.295	semangat
quotes	joy	0.294	petikan
volunteer	joy	0.294	sukarelawan
gain	joy	0.288	keuntungan
resources	joy	0.288	sumber
create	joy	0.288	cipta
psalms	joy	0.288	mazmur
hippie	joy	0.288	hippie
taoism	joy	0.288	Taoisme
midwife	joy	0.288	bidan
receiving	joy	0.287	menerima
snowfall	joy	0.286	salji turun
ocean	joy	0.286	laut
lsd	joy	0.286	lsd
hiking	joy	0.283	mendaki
evergreen	joy	0.281	malar hijau
destination	joy	0.281	destinasi
candid	joy	0.281	berterus terang
unwind	joy	0.281	berehat
truce	joy	0.281	gencatan senjata
toast	joy	0.281	roti bakar
chill	joy	0.281	sejukkan badan
infinity	joy	0.281	infiniti
rested	joy	0.281	berehat
buzzing	joy	0.281	berdengung
venerable	joy	0.279	dihormati
balance	joy	0.275	seimbang
retirement	joy	0.275	persaraan
fireplace	joy	0.273	perapian
buddha	joy	0.273	buddha
devout	joy	0.273	khusyuk
drinks	joy	0.273	minuman
rapt	joy	0.273	rapt
swim	joy	0.273	berenang
compensate	joy	0.273	memberi pampasan
snowing	joy	0.271	bersalji
sublimation	joy	0.270	pemejalwapan
