English Word	Emotion	Emotion-Intensity-Score	Sindhi Word
praisegod	joy	0.625	خدا جي ساراهه
gorgeous	joy	0.625	خوبصورت
hearts	joy	0.625	دليون
amusing	joy	0.625	مزيدار
fondness	joy	0.625	شوق
snuggling	joy	0.625	ڇڪڻ
reward	joy	0.625	انعام
sex	joy	0.622	جنس
kind	joy	0.621	قسم
genial	joy	0.621	جنيل
parade	joy	0.621	پريڊ
applause	joy	0.621	تاڙيون وڄائڻ
beauty	joy	0.621	خوبصورتي
fulfilling	joy	0.618	پورو ڪرڻ
aspiring	joy	0.618	خواهشمند
newlife	joy	0.618	نئين زندگي
godbless	joy	0.616	خدا رحم ڪري
virtuous	joy	0.613	نيڪ
kiss	joy	0.610	چمي
christmas	joy	0.609	ڪرسمس
rainbows	joy	0.609	قوس قزح
elegance	joy	0.609	خوبصورتي
generous	joy	0.609	سخي
super	joy	0.609	سپر
playful	joy	0.609	چنچل
enlightenment	joy	0.609	روشني
praiseworthy	joy	0.609	ساراهه جي لائق
awards	joy	0.609	انعام
adorable	joy	0.609	پيارو
rekindle	joy	0.609	ٻيهر جلائڻ
winnings	joy	0.609	فتحون
independence	joy	0.607	آزادي
amour	joy	0.607	پيار
kindness	joy	0.606	مهرباني
surprises	joy	0.606	تعجب
heheh	joy	0.606	هيهي
hilarity	joy	0.606	مزاح
wonder	joy	0.606	عجب
freely	joy	0.606	آزاديءَ سان
successful	joy	0.606	ڪامياب
inspired	joy	0.606	متاثر
onelove	joy	0.606	هڪڙو پيار
whimsical	joy	0.603	عجيب
entertainment	joy	0.603	وندر
passion	joy	0.603	جوش
stressfree	joy	0.601	دٻاءُ کان خالي
beautify	joy	0.601	خوبصورت ڪرڻ
sunrise	joy	0.600	سج اڀرڻ
godisgood	joy	0.597	خدا سٺو آهي
goodmusic	joy	0.594	سٺي موسيقي
revere	joy	0.594	عزت ڪرڻ
whoo	joy	0.594	ڪير
fanfare	joy	0.594	شوق
inspire	joy	0.594	متاثر ڪرڻ
angel	joy	0.594	فرشتو
thankgod	joy	0.594	خدا جو شڪر
goodies	joy	0.594	شيون
jesus	joy	0.594	يسوع
accomplishment	joy	0.594	ڪاميابي
snuggled	joy	0.594	ڇڪيل
peacefully	joy	0.594	امن سان
flirt	joy	0.594	ڀڄڻ
friendship	joy	0.591	دوستي
singing	joy	0.591	ڳائڻ
heroic	joy	0.591	بهادر
exalted	joy	0.591	مٿاهون
fortune	joy	0.591	نصيب
highest	joy	0.591	سڀ کان وڌيڪ
summer	joy	0.591	اونهاري
contented	joy	0.588	مطمئن
rollicking	joy	0.588	ڦرڻ
overflowing	joy	0.588	وهندڙ
woot	joy	0.588	وات
accolade	joy	0.586	اعزاز
hope	joy	0.586	اميد
cozy	joy	0.583	آرامده
delicious	joy	0.579	لذيذ
raving	joy	0.578	روئڻ
thelife	joy	0.578	زندگي
darling	joy	0.578	پيارا
sensuous	joy	0.578	حساس
picturesque	joy	0.578	خوبصورت
friendly	joy	0.578	دوستانه
everlasting	joy	0.578	دائمي
praise	joy	0.578	ساراهه
ambition	joy	0.578	آرزو
sparkle	joy	0.577	چمڪ
sensual	joy	0.576	حساس
peace	joy	0.576	امن
flattering	joy	0.576	خوشامد ڪندڙ
grace	joy	0.576	فضل
luckygirl	joy	0.576	خوش قسمت ڇوڪري
heroism	joy	0.576	بهادري
succeeding	joy	0.576	ڪامياب ٿيڻ
yeahhh	joy	0.576	ها
special	joy	0.574	خاص
livelife	joy	0.574	زندگي جيئڻ
tantalizing	joy	0.572	ڇڪڻ
pumped	joy	0.567	پمپ ٿيل
yey	joy	0.562	جي
surprise	joy	0.562	تعجب
sunny	joy	0.562	سج
prevail	joy	0.562	غالب ٿيڻ
revels	joy	0.562	خوش ڪري ٿو
humorous	joy	0.562	مزاحيه
sweets	joy	0.562	مٺايون
liking	joy	0.562	پسند ڪرڻ
admirable	joy	0.562	قابل تعريف
superstar	joy	0.562	سپر اسٽار
relax	joy	0.562	آرام ڪرڻ
prosper	joy	0.562	خوشحال ٿيڻ
hero	joy	0.562	هيرو
hugs	joy	0.562	ڀاڪر پائڻ
worthwhile	joy	0.562	قابل قدر
newyear	joy	0.561	نئون سال
tenderness	joy	0.561	نرمي
bless	joy	0.561	نعمت
favorable	joy	0.561	سازگار
freedom	joy	0.561	آزادي
masterpiece	joy	0.561	شاهڪار
dreams	joy	0.559	خواب
hopeful	joy	0.559	اميد رکندڙ
home	joy	0.559	گھر
cruising	joy	0.556	سير ڪرڻ
gracias	joy	0.554	مهرباني
faithfulness	joy	0.553	وفاداري
eagerness	joy	0.552	شوق
closeness	joy	0.552	قربت
sunshine	joy	0.551	سج جي روشني
comfy	joy	0.551	آرامده
vacation	joy	0.547	موڪل
celestial	joy	0.547	آسماني
good	joy	0.547	سٺو
elite	joy	0.547	اشرافيه
illuminate	joy	0.547	روشن ڪرڻ
confidence	joy	0.547	اعتماد
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	ڌيءَ
lifted	joy	0.547	مٿي کنيو
goodmorning	joy	0.547	صبح جو سلام
zeal	joy	0.547	جوش
gifts	joy	0.547	تحفا
gift	joy	0.547	تحفو
astonishment	joy	0.547	حيرت
heart	joy	0.547	دل
completion	joy	0.547	مڪمل ٿيڻ
bonus	joy	0.547	بونس
charmed	joy	0.546	دلڪش
dance	joy	0.545	ناچ
sublime	joy	0.545	عاليشان
recreation	joy	0.545	تفريح
encouragement	joy	0.545	همٿائڻ
god	joy	0.545	خدا
gush	joy	0.545	ڀڄڻ
freshstart	joy	0.544	تازي شروعات
free	joy	0.544	واندو
savior	joy	0.543	نجات ڏيندڙ
sanctuary	joy	0.541	پناهه گاهه
grandchildren	joy	0.540	پوٽا
wellness	joy	0.537	تندرستي
revel	joy	0.534	خوشي ڪرڻ
music	joy	0.531	موسيقي
fab	joy	0.531	فيب
bridal	joy	0.531	دلہن
soar	joy	0.531	اڀرڻ
alive	joy	0.531	زنده
money	joy	0.531	پئسا
soothing	joy	0.531	آرام ڪرڻ وارو
serene	joy	0.531	پرسڪون
holiness	joy	0.531	تقدس
inspirational	joy	0.531	متاثر ڪندڙ
matrimony	joy	0.531	شادي
dayoff	joy	0.531	موڪل
savor	joy	0.531	ذائقو
vitality	joy	0.531	جوش
confident	joy	0.531	اعتماد وارو
firstborn	joy	0.531	پهريون ڄاول
rainbow	joy	0.531	قوس قزح
liberation	joy	0.531	آزادي
elegant	joy	0.530	خوبصورت
mastery	joy	0.530	مهارت
glimmer	joy	0.530	چمڪندڙ
illumination	joy	0.530	روشني
blossom	joy	0.530	گل
warmth	joy	0.530	گرمي
welcomed	joy	0.530	ڀليڪار
treat	joy	0.529	علاج ڪرڻ
faithful	joy	0.529	وفادار
snuggles	joy	0.522	ڇڪڻ
laurels	joy	0.521	اعزاز
commendable	joy	0.519	قابل تعريف
succeed	joy	0.516	ڪامياب ٿيڻ
jingle	joy	0.516	آواز
zest	joy	0.516	جوش
noschool	joy	0.516	اسڪول
brotherly	joy	0.516	ڀاءُ
silly	joy	0.516	بيوقوف
abundant	joy	0.516	گهڻائي
fancy	joy	0.516	پسند
resplendent	joy	0.516	چمڪندڙ
strengthening	joy	0.516	مضبوط ڪرڻ
presents	joy	0.516	پيش ڪري ٿو
pride	joy	0.516	فخر
almighty	joy	0.516	قادر مطلق
powerful	joy	0.516	طاقتور
aspire	joy	0.516	خواهش
remarkable	joy	0.516	قابل ذڪر
greeted	joy	0.516	سلام ڪيو
thanking	joy	0.515	شڪر ڪرڻ
cutie	joy	0.515	پياري
kudos	joy	0.515	مهرباني
therapeutic	joy	0.515	علاج وارو
zen	joy	0.515	زين
coronation	joy	0.515	تاجپوشي
complete	joy	0.515	مڪمل
shining	joy	0.515	چمڪندڙ
spirit	joy	0.515	روح
princely	joy	0.515	شاهي
vivid	joy	0.515	وشد
comfort	joy	0.515	آرام
leisure	joy	0.515	فرصت
reunited	joy	0.515	ٻيهر متحد
kid	joy	0.515	ٻار
newme	joy	0.515	نئون
payday	joy	0.515	ادا ڏينهن
animated	joy	0.515	متحرڪ
familytime	joy	0.515	خانداني وقت
relationship	joy	0.514	تعلق
godly	joy	0.514	خدائي
marriage	joy	0.514	شادي
daymade	joy	0.514	ڏينهن جو ٺهيل
spouse	joy	0.507	زال
intimately	joy	0.507	ويجهي سان
respect	joy	0.500	عزت
bloom	joy	0.500	ڦل
purr	joy	0.500	پرر
carefree	joy	0.500	بي پرواهه
nature	joy	0.500	فطرت
encourage	joy	0.500	همٿائڻ
soulful	joy	0.500	جاندار
refreshed	joy	0.500	تازگي ٿيل
family	joy	0.500	خاندان
gem	joy	0.500	جواهر
meritorious	joy	0.500	قابل
achieved	joy	0.500	حاصل ڪيو
motherhood	joy	0.500	مادريت
holyspirit	joy	0.500	پاڪ روح
surreal	joy	0.500	غير حقيقي
charitable	joy	0.500	خيراتي
teamjesus	joy	0.500	ٽيم جيسس
stressrelief	joy	0.500	دٻاءُ کان نجات
erotic	joy	0.500	شہوت انگیز
inviting	joy	0.500	دعوت ڏيڻ
baby	joy	0.500	ٻار
dignity	joy	0.500	وقار
satisfied	joy	0.500	مطمئن
visionary	joy	0.500	بصيرت وارو
memorable	joy	0.500	يادگار
veracity	joy	0.500	سچائي
healthy	joy	0.500	صحتمند
welcoming	joy	0.500	استقبال ڪرڻ
diamond	joy	0.500	هيرو
christ	joy	0.500	مسيح
beach	joy	0.500	ساحل
accomplish	joy	0.500	پورو ڪرڻ
friends	joy	0.500	دوست
excel	joy	0.500	Excel
health	joy	0.493	صحت
aura	joy	0.493	چمڪ
yehey	joy	0.486	هي
approved	joy	0.486	منظور ٿيل
oasis	joy	0.486	نخلستان
liberty	joy	0.486	آزادي
crowning	joy	0.485	تاج لڳائڻ
aspiration	joy	0.485	آرزو
privileged	joy	0.485	مراعات يافته
crescendo	joy	0.485	ڪرسينڊو
rapture	joy	0.485	ريپچر
liberate	joy	0.485	آزاد ڪرڻ
nocomplaints	joy	0.485	ڪابه شڪايت
prestige	joy	0.485	وقار
bounty	joy	0.485	فضل
gentle	joy	0.485	نرم
inseparable	joy	0.485	الڳ نه ٿيندڙ
engaging	joy	0.485	مشغول
loyal	joy	0.485	وفادار
betrothed	joy	0.485	شادي ڪئي
transcendence	joy	0.484	عبور
selfworth	joy	0.484	ذاتي قدر
yummy	joy	0.484	مزيدار
datenight	joy	0.484	تاريخ جي رات
destiny	joy	0.484	تقدير
heyday	joy	0.484	هيڊ
aloha	joy	0.484	الاهو
desire	joy	0.484	خواهش
dream	joy	0.484	خواب
luck	joy	0.484	قسمت
fete	joy	0.484	عيد
trophy	joy	0.484	ٽرافي
bouquet	joy	0.484	گلدستو
chocolate	joy	0.484	چاڪليٽ
creativity	joy	0.484	تخليقيت
boyfriend	joy	0.480	ڇوڪرو دوست
commemoration	joy	0.479	يادگار
intelligence	joy	0.477	انٽيليجنس
readiness	joy	0.473	تياري
friend	joy	0.471	دوست
bride	joy	0.471	ڪنوار
enthusiast	joy	0.471	پرجوش
lush	joy	0.470	سرسبز
inheritance	joy	0.470	وراثت
soothe	joy	0.470	آرام ڪرڻ
tickle	joy	0.470	گدگدائي
kiddo	joy	0.470	ٻار
nostalgia	joy	0.470	نوسٽلجيا
massage	joy	0.470	مالش ڪرڻ
calming	joy	0.470	آرام ڪرڻ
adventure	joy	0.470	ايڊونچر
pretty	joy	0.469	پيارو
purring	joy	0.469	صاف ڪرڻ
eternal	joy	0.469	دائمي
humanitarian	joy	0.469	انسانيت پسند
nurture	joy	0.469	پرورش ڪرڻ
giving	joy	0.469	ڏيڻ
rest	joy	0.469	آرام
getaway	joy	0.469	ڀڄ پري
goals	joy	0.469	مقصد
pray	joy	0.469	دعا
bridegroom	joy	0.469	گهوٽ
heartily	joy	0.469	دل سان
luster	joy	0.469	چمڪ
bonding	joy	0.469	تعلق
princess	joy	0.469	شهزادي
amicable	joy	0.469	ملنسار
benevolence	joy	0.469	احسان
child	joy	0.466	ٻار
salutary	joy	0.465	سلامي
invite	joy	0.457	دعوت ڏيڻ
beam	joy	0.456	شعاع
reminiscing	joy	0.456	ياد ڪرڻ
befriend	joy	0.455	دوستي ڪرڻ
aesthetics	joy	0.455	جمالياتي
friday	joy	0.455	جمع
freshair	joy	0.455	تازي هوا
ceremony	joy	0.455	تقريب
kindred	joy	0.455	مائٽ
mindfulness	joy	0.455	ذهانت
sonice	joy	0.455	تمام سٺو
elevation	joy	0.455	بلندي
tropical	joy	0.455	اڀرندڙ
scholarship	joy	0.455	اسڪالرشپ
hee	joy	0.455	هي
noworries	joy	0.453	پريشاني جي ڳالهه ناهي
allure	joy	0.453	رغبت
approve	joy	0.453	منظور ڪرڻ
scenery	joy	0.453	منظر
waterfall	joy	0.453	آبشار
vindication	joy	0.453	تصديق
namaste	joy	0.453	نمستي
commemorate	joy	0.453	ياد ڪرڻ
faith	joy	0.453	ايمان
birth	joy	0.453	ڄمڻ
forgiveness	joy	0.453	معافي
journey	joy	0.447	سفر
meditation	joy	0.446	مراقبو
relaxed	joy	0.442	آرام سان
present	joy	0.441	حاضر
weekend	joy	0.441	هفتيوار
tender	joy	0.441	نرم
tranquil	joy	0.441	آرام سان
lyrical	joy	0.439	شعري
sharing	joy	0.439	حصيداري ڪرڻ
esteem	joy	0.439	عزت
nostalgic	joy	0.439	يادگار
prayer	joy	0.439	دعا
righteousness	joy	0.439	صداقت
husband	joy	0.438	مڙس
relief	joy	0.438	رليف
strength	joy	0.438	طاقت
mighty	joy	0.438	طاقتور
unbeaten	joy	0.438	ناقابل شڪست
eager	joy	0.438	شوقين
share	joy	0.438	حصيداري
newday	joy	0.438	نئون ڏينهن
sonnet	joy	0.438	سونٽ
meditate	joy	0.438	غور ڪرڻ
life	joy	0.438	زندگي
winterbreak	joy	0.429	سياري جي موڪل
warm	joy	0.429	گرم
movingforward	joy	0.429	اڳيان وڌڻ
buddy	joy	0.427	دوست
oneness	joy	0.426	وحدت
unconstrained	joy	0.424	غير محدود
amen	joy	0.424	آمين
reverence	joy	0.424	عزت
healthful	joy	0.424	صحتمند
thelittlethings	joy	0.424	ننڍيون شيون
medal	joy	0.424	ميڊل
unsurpassed	joy	0.424	بي مثال
candlelight	joy	0.424	شمع جي روشني
carols	joy	0.424	ڪارول
ejaculation	joy	0.424	انزال
beginnings	joy	0.422	شروعات
sledding	joy	0.422	سليڊنگ
graduation	joy	0.422	گريجوئيشن
frisky	joy	0.422	تيز
lml	joy	0.422	ايل ايم ايل
ease	joy	0.422	آساني
symphony	joy	0.422	سمفوني
wealth	joy	0.422	دولت
helpful	joy	0.422	مددگار
musical	joy	0.422	موسيقي
glitter	joy	0.422	چمڪ
calmness	joy	0.422	سڪون
energy	joy	0.422	توانائي
safe	joy	0.422	محفوظ
nostress	joy	0.421	نستي
soundness	joy	0.421	تندرستي
promise	joy	0.415	واعدو
reunite	joy	0.414	ٻيهر گڏ ٿيڻ
mother	joy	0.412	ماءُ
salvation	joy	0.412	نجات
poems	joy	0.412	شعر
clown	joy	0.409	مسخره
lavender	joy	0.409	ليوينڊر
immaculate	joy	0.409	بي عيب
purify	joy	0.409	صاف ڪرڻ
inauguration	joy	0.409	افتتاح
aromatherapy	joy	0.409	خوشبوءِ جو علاج
lighten	joy	0.409	هلڪو ڪرڻ
travel	joy	0.409	سفر
cash	joy	0.406	نقد
companion	joy	0.406	ساٿي
live	joy	0.406	جيئرو
opportune	joy	0.406	موقعو
completing	joy	0.406	مڪمل ڪرڻ
charity	joy	0.406	خيرات
heal	joy	0.406	شفا
star	joy	0.406	تارو
wishing	joy	0.406	خواهش ڪرڻ
flowers	joy	0.406	گل
income	joy	0.403	آمدني
soul	joy	0.401	روح
munchies	joy	0.400	مٺايون
emancipation	joy	0.397	آزاد ٿيڻ
indescribable	joy	0.397	ناقابل بيان
progress	joy	0.397	ترقي
equality	joy	0.394	برابري
childhood	joy	0.394	ننڍپڻ
together	joy	0.394	گڏ
rhythmical	joy	0.394	تال واري
fullness	joy	0.394	ڀرپور
calm	joy	0.394	پرسکون
hammock	joy	0.394	hammock
picnic	joy	0.394	پڪنڪ
movies	joy	0.393	فلمون
zealous	joy	0.393	جوش
playground	joy	0.391	راند جو ميدان
affluence	joy	0.391	دولتمندي
warms	joy	0.391	گرم ڪري ٿو
choir	joy	0.391	ڪوئر
littlethings	joy	0.391	ننڍيون شيون
auspicious	joy	0.391	نيڪ
meaningful	joy	0.391	معنيٰ وارو
adventures	joy	0.391	ايڊونچر
goofy	joy	0.391	بيوقوف
starry	joy	0.391	تارن وارو
humanity	joy	0.391	انسانيت
gesture	joy	0.387	اشارو
witty	joy	0.382	مزيدار
vow	joy	0.382	واعدو
shopping	joy	0.382	خريداري
vibes	joy	0.379	vibes
worship	joy	0.379	عبادت ڪرڻ
jump	joy	0.379	ٽپو ڏيڻ
communion	joy	0.379	گڏجاڻي
reverend	joy	0.377	عزت وارو
rising	joy	0.375	اڀرڻ
advance	joy	0.375	اڳواٽ
beaches	joy	0.375	ساحل
sonorous	joy	0.375	سونهن وارو
courtship	joy	0.375	شادي
experience	joy	0.375	تجربو
reunion	joy	0.375	ٻيهر اتحاد
simplicity	joy	0.375	سادگي
full	joy	0.375	پورو
hymn	joy	0.375	گيت
spirits	joy	0.375	روح
unforgettable	joy	0.375	ناقابل فراموش
mirth	joy	0.375	خوشي
youth	joy	0.375	جوان
scenic	joy	0.375	قدرتي
unique	joy	0.375	منفرد
redeemed	joy	0.375	ڇڏايو ويو
alliance	joy	0.368	اتحاد
baptismal	joy	0.368	بپتسما ڏيڻ وارو
grant	joy	0.366	عطا ڪرڻ
kitten	joy	0.364	ٻلي
sanctification	joy	0.364	پاڪائي
conciliation	joy	0.364	صلح
improves	joy	0.364	بهتر ڪري ٿو
pure	joy	0.364	خالص
improve	joy	0.364	بهتر ڪرڻ
authentic	joy	0.364	مستند
moonlight	joy	0.364	چنڊ جي روشني
weightloss	joy	0.362	وزن گھٽائڻ
raspberries	joy	0.360	رسبري
feeling	joy	0.359	احساس
jest	joy	0.359	مذاق
independent	joy	0.359	آزاد
sanctify	joy	0.359	پاڪ ڪرڻ
devotional	joy	0.359	عقيدتمند
tinsel	joy	0.359	ٽينسل
proficiency	joy	0.359	مهارت
listenting	joy	0.359	ٻڌڻ
fidelity	joy	0.359	وفاداري
revival	joy	0.359	بحالي
giver	joy	0.353	ڏيڻ وارو
cocoa	joy	0.353	ڪوڪو
deliverance	joy	0.348	نجات
melody	joy	0.348	راڳ
unification	joy	0.348	متحد ٿيڻ
romp	joy	0.348	ڀڄڻ
purpose	joy	0.348	مقصد
choral	joy	0.348	ڪورل
exceed	joy	0.348	کان وڌيڪ
dolphin	joy	0.348	ڊولفن
roaring	joy	0.348	گوڙ ڪندڙ
favor	joy	0.348	احسان
hotyoga	joy	0.347	هٽيوگا
voluptuous	joy	0.344	خواهشمند
fruits	joy	0.344	ميوا
cookies	joy	0.344	ڪوڪيز
manicure	joy	0.344	مينيڪيور
nowork	joy	0.344	ڪم نه ڪرڻ
date	joy	0.344	تاريخ
newstart	joy	0.344	نئين شروعات
hedonism	joy	0.344	هيڊونزم
pledge	joy	0.344	عهد
electric	joy	0.344	برقي
humble	joy	0.344	عاجز
roadtrip	joy	0.344	رستي جو سفر
thx	joy	0.344	thx
kiddos	joy	0.344	ٻارڙا
celebrity	joy	0.342	مشهور شخصيت
bridesmaid	joy	0.338	ڪنوار
rhythm	joy	0.338	تال
spa	joy	0.333	اسپا
snowday	joy	0.333	برفاني ڏينهن
familiarity	joy	0.333	واقفيت
coffee	joy	0.333	ڪافي
edification	joy	0.333	ترميم
garden	joy	0.333	باغ
renovation	joy	0.333	بحالي
dawn	joy	0.333	صبح
connoisseur	joy	0.333	ماهر
gazing	joy	0.333	ڏسڻ
obliging	joy	0.333	واجبي
partner	joy	0.333	ساٿي
foodie	joy	0.331	کاڌو پيتو
synchronize	joy	0.329	هم وقت سازي ڪرڻ
tribulation	joy	0.328	مصيبت
psalm	joy	0.328	زبور
pedicure	joy	0.328	پيڊيڪيور
noregrets	joy	0.328	افسوس
chirping	joy	0.328	چِرڻ
saint	joy	0.328	سائين
healing	joy	0.328	شفا ڏيڻ
carol	joy	0.328	ڪيرول
true	joy	0.328	سچو
hobby	joy	0.328	شوق
amnesty	joy	0.328	معافي
respite	joy	0.324	مهلت
recreational	joy	0.318	تفريحي
cousins	joy	0.318	کزن
mellow	joy	0.318	مٺو
restorative	joy	0.318	بحالي وارو
lazyday	joy	0.318	سست ڏينهن
classics	joy	0.318	ڪلاسيڪي
reconciliation	joy	0.316	صلح
woods	joy	0.312	ڪاٺيون
progression	joy	0.312	ترقي
muchneeded	joy	0.312	تمام ضروري
sterling	joy	0.312	اسٽرلنگ
dove	joy	0.312	ڪبوتر
simplify	joy	0.312	آسان ڪرڻ
fitness	joy	0.312	تندرستي
sunset	joy	0.312	غروب
wisdom	joy	0.312	حڪمت
relight	joy	0.312	آرام ڪرڻ
living	joy	0.312	رهندڙ
presto	joy	0.312	presto
playhouse	joy	0.312	راند جو گھر
superman	joy	0.312	سپرمين
pony	joy	0.312	پوني
recovery	joy	0.312	بحالي
crafts	joy	0.312	دستڪاري
lord	joy	0.312	مالڪ
deal	joy	0.312	سودا
improvement	joy	0.309	سڌارو
infant	joy	0.309	ٻار
absolution	joy	0.306	معافي
honest	joy	0.303	ايماندار
gently	joy	0.303	نرميءَ سان
banquet	joy	0.303	ضيافت
established	joy	0.303	قائم ڪيل
endless	joy	0.303	لاتعداد
decorating	joy	0.303	سجاڳي
providing	joy	0.300	مهيا ڪرڻ
lounging	joy	0.297	لانگنگ
growth	joy	0.297	واڌ
strolling	joy	0.297	گھمڻ
feat	joy	0.297	ڪارنامو
morals	joy	0.297	اخلاق
mine	joy	0.297	منهنجو
spending	joy	0.297	خرچ ڪرڻ
light	joy	0.297	روشني
spiritual	joy	0.297	روحاني
quaint	joy	0.297	عجيب
fraternal	joy	0.297	ڀائرو
notable	joy	0.297	قابل ذڪر
softly	joy	0.297	نرميءَ سان
harvest	joy	0.297	فصل
yearning	joy	0.297	آرزو
breeze	joy	0.297	هوا
joker	joy	0.297	جوڪر
meditating	joy	0.297	غور ڪرڻ
fervor	joy	0.295	جوش
quotes	joy	0.294	اقتباس
volunteer	joy	0.294	رضاڪار
gain	joy	0.288	حاصل ڪرڻ
resources	joy	0.288	وسيلا
create	joy	0.288	ٺاهڻ
psalms	joy	0.288	زبور
hippie	joy	0.288	هپي
taoism	joy	0.288	taoism
midwife	joy	0.288	دائي
receiving	joy	0.287	وصول ڪرڻ
snowfall	joy	0.286	برفباري
ocean	joy	0.286	سمنڊ
lsd	joy	0.286	ايل ايس ڊي
hiking	joy	0.283	جابلو
evergreen	joy	0.281	سدا بهار
destination	joy	0.281	منزل
candid	joy	0.281	صاف گو
unwind	joy	0.281	آرام ڪرڻ
truce	joy	0.281	جنگبندي
toast	joy	0.281	ٽوسٽ
chill	joy	0.281	ٿڌي
infinity	joy	0.281	لاتعداد
rested	joy	0.281	آرام ڪيو
buzzing	joy	0.281	گونجندڙ
venerable	joy	0.279	قابل احترام
balance	joy	0.275	توازن
retirement	joy	0.275	رٽائرمينٽ
fireplace	joy	0.273	چمني
buddha	joy	0.273	ٻڌ
devout	joy	0.273	عقيدتمند
drinks	joy	0.273	مشروبات
rapt	joy	0.273	ريپ
swim	joy	0.273	ترڻ
compensate	joy	0.273	معاوضو ڏيڻ
