English Word	Emotion	Emotion-Intensity-Score	Indonesian Word
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	merayakan
wonderfully	joy	0.844	sangat
blessing	joy	0.844	anugerah
favoriteholiday	joy	0.844	liburan favorit
paradise	joy	0.833	surga
marvellous	joy	0.833	menakjubkan
festive	joy	0.833	meriah
sweetness	joy	0.833	rasa manis
blessed	joy	0.833	diberkati
celebrations	joy	0.833	perayaan
compliment	joy	0.831	pujian
smiling	joy	0.828	tersenyum
allsmiles	joy	0.828	allsmiles
love	joy	0.828	cinta
enchanting	joy	0.828	mempesona
homesweethome	joy	0.826	rumahku Surgaku
thankyougod	joy	0.824	Terima kasih Tuhan
marvelous	joy	0.824	menakjubkan
laughter	joy	0.824	tawa
goodmood	joy	0.819	suasana hati yang baik
goodness	joy	0.818	kebaikan
excellence	joy	0.818	keunggulan
sensational	joy	0.818	sensasional
joys	joy	0.818	kegembiraan
delightful	joy	0.818	menyenangkan
excited	joy	0.818	bergairah
rejoicing	joy	0.818	kegembiraan
happyheart	joy	0.818	senang hati
celebratory	joy	0.818	perayaan
greatful	joy	0.816	bersyukur
jovial	joy	0.814	periang
rejoice	joy	0.812	bersuka cita
splendid	joy	0.812	megah
enjoy	joy	0.812	Nikmati
smiley	joy	0.812	tersenyum
glorious	joy	0.812	mulia
victorious	joy	0.812	berjaya
lovemaking	joy	0.812	bercinta
bonanza	joy	0.812	sumber keuntungan
greatday	joy	0.812	hari yang indah
excellent	joy	0.812	bagus sekali
goodtimes	joy	0.811	selamat tinggal
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	hari bahagia
myfavorite	joy	0.804	kesukaanku
thankyoulord	joy	0.803	terimakasih tuan
gladness	joy	0.803	kegembiraan
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yahhh
pleasure	joy	0.803	kesenangan
giggle	joy	0.802	cekikikan
happier	joy	0.797	lebih bahagia
lovemylife	joy	0.797	kehidupanku
magnificence	joy	0.797	keindahan
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	kehidupan cinta
yesss	joy	0.797	yass
dancing	joy	0.797	tarian
success	joy	0.797	kesuksesan
grateful	joy	0.789	bersyukur
amuse	joy	0.788	menghibur
splendor	joy	0.788	kemegahan
happy	joy	0.788	senang
fun	joy	0.788	seru
giggling	joy	0.781	cekikikan
glad	joy	0.781	senang
glorify	joy	0.781	memuliakan
radiant	joy	0.781	berseri
beautiful	joy	0.781	Cantik
solucky	joy	0.781	sangat beruntung
sothankful	joy	0.781	bersyukur
enchanted	joy	0.781	terpesona
romance	joy	0.779	percintaan
perfection	joy	0.779	kesempurnaan
christmassy	joy	0.779	hari natal
heavens	joy	0.779	surga
thrilling	joy	0.776	mendebarkan
lovable	joy	0.773	manis
congrats	joy	0.773	selamat
fiesta	joy	0.773	pesta
entertain	joy	0.773	menghibur
happyvalentinesday	joy	0.773	Selamat Hari Valentine
miraculous	joy	0.773	ajaib
cheers	joy	0.773	Bersulang
cheered	joy	0.773	bersorak
positivity	joy	0.773	positif
funday	joy	0.772	hari yang menyenangkan
enjoying	joy	0.771	menikmati
lifeisgood	joy	0.766	hidup baik
amused	joy	0.766	terhibur
goodfeeling	joy	0.766	perasaan baik
christmasspirit	joy	0.766	semangat natal
cuddling	joy	0.766	bercengkerama
smiles	joy	0.766	tersenyum
sosweet	joy	0.766	sangat romantis
thebest	joy	0.766	terbaik
party	joy	0.765	berpesta
delight	joy	0.765	sukacita
orgasm	joy	0.765	orgasme
positive	joy	0.761	positif
sweetheart	joy	0.758	sayang
enlighten	joy	0.758	mencerahkan
cheerfulness	joy	0.758	kegembiraan
miracles	joy	0.758	keajaiban
giddy	joy	0.757	pusing
christmastime	joy	0.757	waktu Natal
gratify	joy	0.750	memuaskan
greatness	joy	0.750	kebesaran
friendliness	joy	0.750	keramahan
blessings	joy	0.750	berkah
laughs	joy	0.750	tertawa
tistheseason	joy	0.750	musim semi
smile	joy	0.750	senyum
pleasing	joy	0.750	menyenangkan
romantic	joy	0.750	romantis
happyholidays	joy	0.750	Selamat berlibur
frolic	joy	0.748	bersenda gurau
jubilee	joy	0.742	Yobel
miracle	joy	0.742	keajaiban
enthusiasm	joy	0.742	antusiasme
selflove	joy	0.742	cinta diri Sendiri
triumph	joy	0.742	kemenangan
magical	joy	0.742	gaib
rewarding	joy	0.742	bermanfaat
goodvibes	joy	0.742	atmosfer yang baik
positiveenergy	joy	0.742	energi positif
feelgood	joy	0.736	merasa baik
prosperity	joy	0.735	kemakmuran
behappy	joy	0.734	berbahagialah
admiration	joy	0.734	kekaguman
passionate	joy	0.734	penuh semangat
goodday	joy	0.734	selamat tinggal
luxurious	joy	0.734	mewah
tgif	joy	0.734	tgif
victory	joy	0.734	kemenangan
feelinggood	joy	0.734	merasa baik
enchant	joy	0.734	mempesona
greatnight	joy	0.734	malam yang hebat
vivacious	joy	0.734	lincah
glorification	joy	0.733	pemujaan
sing	joy	0.729	menyanyi
glowing	joy	0.729	berpendar
yessss	joy	0.728	yesss
fulfillment	joy	0.728	pemenuhan
breathtaking	joy	0.728	mempesona
thankful	joy	0.727	berterima kasih
cheery	joy	0.727	riang
santa	joy	0.727	santa
hurrah	joy	0.727	Hore
christmasbreak	joy	0.727	libur Natal
win	joy	0.727	menang
atpeace	joy	0.727	dalam damai
award	joy	0.727	menghadiahkan
merry	joy	0.727	ceria
inspiration	joy	0.725	inspirasi
radiance	joy	0.725	cahaya
pleased	joy	0.725	senang
uplift	joy	0.723	mengangkat
optimistic	joy	0.723	optimis
heaven	joy	0.721	surga
lucky	joy	0.721	beruntung
godisgreat	joy	0.721	hebat sekali
holidays	joy	0.721	liburan
thrill	joy	0.721	sensasi
congratulatory	joy	0.719	ucapan selamat
thriving	joy	0.719	berkembang
amusement	joy	0.719	hiburan
perfect	joy	0.719	sempurna
lover	joy	0.719	kekasih
xmas	joy	0.719	hari natal
heartfelt	joy	0.719	tulus
utopian	joy	0.719	utopis
lovely	joy	0.719	menyenangkan
harmony	joy	0.719	harmoni
praising	joy	0.719	memuji
brighten	joy	0.719	menerangi
luckiest	joy	0.712	paling beruntung
merrychristmas	joy	0.712	Selamat Natal
magic	joy	0.712	sihir
achievement	joy	0.712	pencapaian
yay	joy	0.712	yay
holiday	joy	0.712	hari libur
treasures	joy	0.712	harta karun
luxury	joy	0.712	kemewahan
bestfeeling	joy	0.712	perasaan terbaik
intimate	joy	0.710	intim
soblessed	joy	0.706	sangat terberkati
yaaay	joy	0.706	yaaay
rave	joy	0.706	sambutan hangat
chuckle	joy	0.706	tertawa kecil
proud	joy	0.704	bangga
winning	joy	0.703	kemenangan
cherish	joy	0.703	menghargai
goodnews	joy	0.703	kabar baik
fuckyeah	joy	0.703	sialan
optimism	joy	0.703	optimisme
amazingly	joy	0.703	luar biasa
lovelife	joy	0.703	cintai hidup
truelove	joy	0.703	cinta sejati
beautification	joy	0.703	kecantikan
satisfying	joy	0.703	memuaskan
appreciates	joy	0.703	menghargai
cuddled	joy	0.703	dipeluk
goodlife	joy	0.703	selamat tinggal
gooood	joy	0.703	bagus
sweetest	joy	0.703	termanis
yaay	joy	0.700	yay
entertained	joy	0.700	terhibur
excite	joy	0.697	merangsang
newbeginnings	joy	0.693	awal yang baru
praisejesus	joy	0.691	Puji Tuhan
birthday	joy	0.691	hari ulang tahun
greatfriends	joy	0.688	teman-teman yang hebat
adoration	joy	0.688	pemujaan
godsend	joy	0.688	rahmat
favorite	joy	0.688	favorit
content	joy	0.688	isi
entertaining	joy	0.688	menghibur
honored	joy	0.688	terhormat
metime	joy	0.688	waktu ku
exquisite	joy	0.688	sangat indah
holidayseason	joy	0.688	musim liburan
thankyoujesus	joy	0.688	terima kasih Yesus
angelic	joy	0.688	seperti malaikat
goodhealth	joy	0.682	semoga sehat
majestic	joy	0.682	megah
luscious	joy	0.682	lezat
memoriesiwontforget	joy	0.682	kenanganiwontforget
bestfriends	joy	0.682	sahabat
precious	joy	0.682	berharga
appreciated	joy	0.682	dihargai
exaltation	joy	0.682	peninggian
smiled	joy	0.682	tersenyum
brightens	joy	0.682	mencerahkan
tranquility	joy	0.679	ketenangan
marry	joy	0.676	nikah
embrace	joy	0.676	merangkul
positively	joy	0.676	positif
grin	joy	0.672	menyeringai
hug	joy	0.672	memeluk
hilarious	joy	0.672	lucu sekali
dearest	joy	0.672	tersayang
contentment	joy	0.672	kepuasan
accomplished	joy	0.672	ahli
relaxation	joy	0.672	relaksasi
bday	joy	0.672	hari ulang tahun
enliven	joy	0.672	memeriahkan
weeeee	joy	0.672	weeeee
giggles	joy	0.672	cekikikan
fulfilled	joy	0.667	terpenuhi
bountiful	joy	0.667	berlimpah
victor	joy	0.667	pemenang
adore	joy	0.667	cinta
boisterous	joy	0.667	riuh
fulfill	joy	0.664	memenuhi
cuddles	joy	0.662	pelukan
prosperous	joy	0.660	makmur
appreciation	joy	0.656	apresiasi
serenity	joy	0.656	ketenangan
happynewyear	joy	0.656	Selamat Tahun Baru
humor	joy	0.656	humor
satisfy	joy	0.656	memuaskan
besties	joy	0.656	sahabat
encouraged	joy	0.656	didorong
captivate	joy	0.656	memikat hati
christmaseve	joy	0.656	Malam natal
glow	joy	0.656	binar
romanticism	joy	0.656	romantisme
innerpeace	joy	0.656	kedamaian batin
pleasant	joy	0.656	menyenangkan
praises	joy	0.652	pujian
abundance	joy	0.652	kelimpahan
fortunes	joy	0.652	keberuntungan
engaged	joy	0.652	bertunangan
praised	joy	0.652	dipuji
relaxing	joy	0.652	santai
treasure	joy	0.652	harta karun
satisfaction	joy	0.652	kepuasan
nothingbetter	joy	0.647	tidak ada yang lebih baik
affection	joy	0.647	kasih sayang
relieved	joy	0.647	lega
complement	joy	0.647	melengkapi
carnival	joy	0.643	karnaval
priceless	joy	0.641	sangat berharga
uplifting	joy	0.641	membangkitkan semangat
sensuality	joy	0.641	sensualitas
saintly	joy	0.641	suci
champion	joy	0.641	juara
thanksgiving	joy	0.641	ucapan syukur
harmoniously	joy	0.641	secara harmonis
wedding	joy	0.641	pernikahan
achieve	joy	0.641	meraih
divine	joy	0.641	bersifat ketuhanan
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	bulan madu
exalt	joy	0.636	mengagungkan
twinkle	joy	0.636	kelip
comforting	joy	0.636	menghibur
felicity	joy	0.636	bakat
peaceful	joy	0.636	tenang
climax	joy	0.636	klimaks
winner	joy	0.636	pemenang
reverie	joy	0.636	lamunan
yayy	joy	0.636	yayy
cuddle	joy	0.636	berpelukan
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	astronomi
festival	joy	0.625	festival
sweet	joy	0.625	manis
generosity	joy	0.625	kemurahan hati
brighter	joy	0.625	lebih cerah
praisegod	joy	0.625	terpuji
gorgeous	joy	0.625	sangat indah
hearts	joy	0.625	hati
amusing	joy	0.625	menyenangkan
fondness	joy	0.625	kesukaan
snuggling	joy	0.625	meringkuk
reward	joy	0.625	Penghargaan
sex	joy	0.622	seks
kind	joy	0.621	jenis
genial	joy	0.621	ramah
parade	joy	0.621	Parade
applause	joy	0.621	tepuk tangan
beauty	joy	0.621	Kecantikan
fulfilling	joy	0.618	memenuhi
aspiring	joy	0.618	bercita-cita
newlife	joy	0.618	kehidupan baru
godbless	joy	0.616	Tuhan memberkati
virtuous	joy	0.613	berbudi luhur
kiss	joy	0.610	ciuman
christmas	joy	0.609	hari Natal
rainbows	joy	0.609	pelangi
elegance	joy	0.609	keanggunan
generous	joy	0.609	dermawan
super	joy	0.609	super
playful	joy	0.609	ceria
enlightenment	joy	0.609	pencerahan
praiseworthy	joy	0.609	terpuji
awards	joy	0.609	penghargaan
adorable	joy	0.609	menggemaskan
rekindle	joy	0.609	menghidupkan
winnings	joy	0.609	kemenangan
independence	joy	0.607	kemerdekaan
amour	joy	0.607	cinta
kindness	joy	0.606	kebaikan
surprises	joy	0.606	kejutan
heheh	joy	0.606	hehehe
hilarity	joy	0.606	kegembiraan
wonder	joy	0.606	bertanya-tanya
freely	joy	0.606	bebas
successful	joy	0.606	berhasil
inspired	joy	0.606	terinspirasi
onelove	joy	0.606	satu cinta
whimsical	joy	0.603	aneh
entertainment	joy	0.603	hiburan
passion	joy	0.603	gairah
stressfree	joy	0.601	bebas stres
beautify	joy	0.601	mempercantik
sunrise	joy	0.600	matahari terbit
godisgood	joy	0.597	Tuhan itu baik
goodmusic	joy	0.594	musik yang bagus
revere	joy	0.594	memuja
whoo	joy	0.594	whoo
fanfare	joy	0.594	keriuhan di pawai
inspire	joy	0.594	mengilhami
angel	joy	0.594	malaikat
thankgod	joy	0.594	Terima kasih Tuhan
goodies	joy	0.594	barang bagus
jesus	joy	0.594	yesus
accomplishment	joy	0.594	prestasi
snuggled	joy	0.594	meringkuk
peacefully	joy	0.594	dengan damai
flirt	joy	0.594	penggoda
friendship	joy	0.591	persahabatan
singing	joy	0.591	nyanyian
heroic	joy	0.591	heroik
exalted	joy	0.591	mulia
fortune	joy	0.591	harta benda
highest	joy	0.591	paling tinggi
summer	joy	0.591	musim panas
contented	joy	0.588	puas
rollicking	joy	0.588	bersuka ria
overflowing	joy	0.588	meluap
woot	joy	0.588	woot
accolade	joy	0.586	penghargaan
hope	joy	0.586	harapan
cozy	joy	0.583	nyaman
delicious	joy	0.579	lezat
raving	joy	0.578	ocehan
thelife	joy	0.578	kehidupan
darling	joy	0.578	sayang
sensuous	joy	0.578	sensual
picturesque	joy	0.578	indah
friendly	joy	0.578	ramah
everlasting	joy	0.578	kekal
praise	joy	0.578	memuji
ambition	joy	0.578	ambisi
sparkle	joy	0.577	berkilau
sensual	joy	0.576	sensual
peace	joy	0.576	perdamaian
flattering	joy	0.576	menyanjung
grace	joy	0.576	berkah
luckygirl	joy	0.576	gadis beruntung
heroism	joy	0.576	kepahlawanan
succeeding	joy	0.576	berhasil
yeahhh	joy	0.576	yahhh
special	joy	0.574	spesial
livelife	joy	0.574	jalani hidup
tantalizing	joy	0.572	menggoda
pumped	joy	0.567	dipompa
yey	joy	0.562	yey
surprise	joy	0.562	kejutan
sunny	joy	0.562	cerah
prevail	joy	0.562	bertahan
revels	joy	0.562	bersenang-senang
humorous	joy	0.562	lucu
sweets	joy	0.562	permen
liking	joy	0.562	menyukai
admirable	joy	0.562	terpuji
superstar	joy	0.562	superstar
relax	joy	0.562	santai
prosper	joy	0.562	makmur
hero	joy	0.562	pahlawan
hugs	joy	0.562	pelukan
worthwhile	joy	0.562	bermanfaat
newyear	joy	0.561	tahun Baru
tenderness	joy	0.561	kelembutan
bless	joy	0.561	memberkati
favorable	joy	0.561	baik
freedom	joy	0.561	kebebasan
masterpiece	joy	0.561	hasil karya
dreams	joy	0.559	mimpi
hopeful	joy	0.559	penuh harapan
home	joy	0.559	rumah
cruising	joy	0.556	jelajah
gracias	joy	0.554	gracias
faithfulness	joy	0.553	kesetiaan
eagerness	joy	0.552	keinginan
closeness	joy	0.552	kedekatan
sunshine	joy	0.551	cahaya matahari
comfy	joy	0.551	nyaman
vacation	joy	0.547	liburan
celestial	joy	0.547	surgawi
good	joy	0.547	bagus
elite	joy	0.547	elite
illuminate	joy	0.547	menerangi
confidence	joy	0.547	kepercayaan diri
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	anak perempuan
lifted	joy	0.547	diangkat
goodmorning	joy	0.547	Selamat pagi
zeal	joy	0.547	semangat
gifts	joy	0.547	hadiah
gift	joy	0.547	hadiah
astonishment	joy	0.547	heran
heart	joy	0.547	jantung
completion	joy	0.547	penyelesaian
bonus	joy	0.547	bonus
charmed	joy	0.546	terpesona
dance	joy	0.545	menari
sublime	joy	0.545	sublim
recreation	joy	0.545	rekreasi
encouragement	joy	0.545	dorongan
god	joy	0.545	Tuhan
gush	joy	0.545	membesut
freshstart	joy	0.544	awal yang baru
free	joy	0.544	Gratis
savior	joy	0.543	penyelamat
sanctuary	joy	0.541	suaka
grandchildren	joy	0.540	cucu
wellness	joy	0.537	kesehatan
revel	joy	0.534	bersenang-senang
music	joy	0.531	musik
fab	joy	0.531	hebat
bridal	joy	0.531	pengantin
soar	joy	0.531	melonjak
alive	joy	0.531	hidup
money	joy	0.531	uang
soothing	joy	0.531	menenangkan
serene	joy	0.531	tenang
holiness	joy	0.531	kekudusan
inspirational	joy	0.531	inspirasional
matrimony	joy	0.531	perkawinan
dayoff	joy	0.531	libur
savor	joy	0.531	menikmati
vitality	joy	0.531	daya hidup
confident	joy	0.531	percaya diri
firstborn	joy	0.531	sulung
rainbow	joy	0.531	Pelangi
liberation	joy	0.531	pembebasan
elegant	joy	0.530	anggun
mastery	joy	0.530	penguasaan
glimmer	joy	0.530	cahaya redup
illumination	joy	0.530	penerangan
blossom	joy	0.530	mekar
warmth	joy	0.530	kehangatan
welcomed	joy	0.530	menyambut
treat	joy	0.529	merawat
faithful	joy	0.529	setia
snuggles	joy	0.522	meringkuk
laurels	joy	0.521	kemenangan
commendable	joy	0.519	terpuji
succeed	joy	0.516	berhasil
jingle	joy	0.516	gemerincing
zest	joy	0.516	semangat
noschool	joy	0.516	tidak sekolah
brotherly	joy	0.516	saudara
silly	joy	0.516	konyol
abundant	joy	0.516	melimpah
fancy	joy	0.516	menyukai
resplendent	joy	0.516	megah
strengthening	joy	0.516	penguatan
presents	joy	0.516	hadiah
pride	joy	0.516	kebanggaan
almighty	joy	0.516	mahakuasa
powerful	joy	0.516	kuat
aspire	joy	0.516	bercita-cita
remarkable	joy	0.516	luar biasa
greeted	joy	0.516	salam
thanking	joy	0.515	berterima kasih
cutie	joy	0.515	manis
kudos	joy	0.515	pujian
therapeutic	joy	0.515	terapeutik
zen	joy	0.515	zen
coronation	joy	0.515	pemahkotaan
complete	joy	0.515	menyelesaikan
shining	joy	0.515	bersinar
spirit	joy	0.515	Roh
princely	joy	0.515	seperti bangsawan
vivid	joy	0.515	jelas
comfort	joy	0.515	kenyamanan
leisure	joy	0.515	santai
reunited	joy	0.515	bersatu kembali
kid	joy	0.515	anak
newme	joy	0.515	saya baru
payday	joy	0.515	hari bayaran
animated	joy	0.515	animasi
familytime	joy	0.515	waktu keluarga
relationship	joy	0.514	hubungan
godly	joy	0.514	saleh
marriage	joy	0.514	pernikahan
daymade	joy	0.514	buatan siang hari
spouse	joy	0.507	pasangan
intimately	joy	0.507	secara intim
respect	joy	0.500	menghormati
bloom	joy	0.500	bunga
purr	joy	0.500	dengung
carefree	joy	0.500	riang
nature	joy	0.500	alam
encourage	joy	0.500	mendorong
soulful	joy	0.500	penuh perasaan
refreshed	joy	0.500	disegarkan
family	joy	0.500	keluarga
gem	joy	0.500	permata
meritorious	joy	0.500	bermanfaat
achieved	joy	0.500	tercapai
motherhood	joy	0.500	keibuan
holyspirit	joy	0.500	Roh Kudus
surreal	joy	0.500	nyata
charitable	joy	0.500	sosial
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	penghilang stres
erotic	joy	0.500	erotis
inviting	joy	0.500	mengundang
baby	joy	0.500	bayi
dignity	joy	0.500	harga diri
satisfied	joy	0.500	puas
visionary	joy	0.500	visioner
memorable	joy	0.500	mudah diingat
veracity	joy	0.500	kebenaran
healthy	joy	0.500	sehat
welcoming	joy	0.500	menyambut
diamond	joy	0.500	berlian
christ	joy	0.500	Kristus
beach	joy	0.500	pantai
accomplish	joy	0.500	menyelesaikan
friends	joy	0.500	teman-teman
excel	joy	0.500	unggul
health	joy	0.493	kesehatan
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	disetujui
oasis	joy	0.486	oasis
liberty	joy	0.486	kebebasan
crowning	joy	0.485	terpenting
aspiration	joy	0.485	aspirasi
privileged	joy	0.485	istimewa
crescendo	joy	0.485	crescendo
rapture	joy	0.485	kegairahan
liberate	joy	0.485	membebaskan
nocomplaints	joy	0.485	Tidak ada komplain
prestige	joy	0.485	prestise
bounty	joy	0.485	karunia
gentle	joy	0.485	lembut
inseparable	joy	0.485	tak terpisahkan
engaging	joy	0.485	menarik
loyal	joy	0.485	loyal
betrothed	joy	0.485	bertunangan
transcendence	joy	0.484	transendensi
selfworth	joy	0.484	harga diri
yummy	joy	0.484	enak
datenight	joy	0.484	kencan malam
destiny	joy	0.484	takdir
heyday	joy	0.484	masa kejayaan
aloha	joy	0.484	aloha
desire	joy	0.484	menginginkan
dream	joy	0.484	mimpi
luck	joy	0.484	keberuntungan
fete	joy	0.484	pesta
trophy	joy	0.484	piala
bouquet	joy	0.484	buket
chocolate	joy	0.484	cokelat
creativity	joy	0.484	kreativitas
boyfriend	joy	0.480	pacar
commemoration	joy	0.479	peringatan
intelligence	joy	0.477	intelijen
readiness	joy	0.473	kesiapan
friend	joy	0.471	teman
bride	joy	0.471	pengantin perempuan
enthusiast	joy	0.471	penggemar
lush	joy	0.470	subur
inheritance	joy	0.470	warisan
soothe	joy	0.470	menenangkan
tickle	joy	0.470	menggelitik
kiddo	joy	0.470	anak kecil
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	pijat
calming	joy	0.470	menenangkan
adventure	joy	0.470	petualangan
pretty	joy	0.469	cantik
purring	joy	0.469	mendengkur
eternal	joy	0.469	abadi
humanitarian	joy	0.469	kemanusiaan
nurture	joy	0.469	membina
giving	joy	0.469	memberi
rest	joy	0.469	istirahat
getaway	joy	0.469	menjauhlah
goals	joy	0.469	sasaran
pray	joy	0.469	berdoa
bridegroom	joy	0.469	mempelai
heartily	joy	0.469	sepenuh hati
luster	joy	0.469	kilau
bonding	joy	0.469	ikatan
princess	joy	0.469	putri
amicable	joy	0.469	ramah tamah
benevolence	joy	0.469	kebajikan
child	joy	0.466	anak
salutary	joy	0.465	bermanfaat
invite	joy	0.457	mengundang
beam	joy	0.456	balok
reminiscing	joy	0.456	mengenang
befriend	joy	0.455	berteman
aesthetics	joy	0.455	estetika
friday	joy	0.455	jumat
freshair	joy	0.455	udara segar
ceremony	joy	0.455	upacara
kindred	joy	0.455	keluarga
mindfulness	joy	0.455	perhatian
sonice	joy	0.455	baik sekali
elevation	joy	0.455	ketinggian
tropical	joy	0.455	tropis
scholarship	joy	0.455	beasiswa
hee	joy	0.455	hee
noworries	joy	0.453	jangan khawatir
allure	joy	0.453	daya tarik
approve	joy	0.453	menyetujui
scenery	joy	0.453	pemandangan
waterfall	joy	0.453	air terjun
vindication	joy	0.453	pemulihan nama baik
namaste	joy	0.453	namaste
commemorate	joy	0.453	memperingati
faith	joy	0.453	keyakinan
birth	joy	0.453	kelahiran
forgiveness	joy	0.453	pengampunan
journey	joy	0.447	perjalanan
meditation	joy	0.446	meditasi
relaxed	joy	0.442	santai
present	joy	0.441	hadiah
weekend	joy	0.441	akhir pekan
tender	joy	0.441	lembut
tranquil	joy	0.441	tenang
lyrical	joy	0.439	liris
sharing	joy	0.439	membagikan
esteem	joy	0.439	menghargai
nostalgic	joy	0.439	rindu
prayer	joy	0.439	doa
righteousness	joy	0.439	kebenaran
husband	joy	0.438	suami
relief	joy	0.438	lega
strength	joy	0.438	kekuatan
mighty	joy	0.438	kuat
unbeaten	joy	0.438	tak terkalahkan
eager	joy	0.438	ingin sekali
share	joy	0.438	Bagikan
newday	joy	0.438	hari baru
sonnet	joy	0.438	sonet
meditate	joy	0.438	merenungkan
life	joy	0.438	kehidupan
winterbreak	joy	0.429	liburan musim dingin
warm	joy	0.429	hangat
movingforward	joy	0.429	bergerak kedepan
buddy	joy	0.427	sobat
oneness	joy	0.426	keesaan
unconstrained	joy	0.424	tidak dibatasi
amen	joy	0.424	Amin
reverence	joy	0.424	menghormati
