English Word	Emotion	Emotion-Intensity-Score	Ukrainian Word
celebratory	joy	0.818	святковий
greatful	joy	0.816	чудовий
jovial	joy	0.814	веселий
rejoice	joy	0.812	радіти
splendid	joy	0.812	чудовий
enjoy	joy	0.812	насолоджуватися
smiley	joy	0.812	смайлик
glorious	joy	0.812	славний
victorious	joy	0.812	переможний
lovemaking	joy	0.812	заняття любов'ю
bonanza	joy	0.812	золотого золота
greatday	joy	0.812	великий день
excellent	joy	0.812	відмінно
goodtimes	joy	0.811	хороші часи
whatmakesmesmile	joy	0.811	що викликає посмішку
happyday	joy	0.809	щасливий день
myfavorite	joy	0.804	мій улюблений
thankyoulord	joy	0.803	дякую, пане
gladness	joy	0.803	радість
yayyy	joy	0.803	yyyy
yeahhhh	joy	0.803	так
pleasure	joy	0.803	задоволення
giggle	joy	0.802	хихікати
happier	joy	0.797	щасливішим
lovemylife	joy	0.797	люблю своє життя
magnificence	joy	0.797	пишність
happytweet	joy	0.797	щасливий твіт
lovinlife	joy	0.797	lovenlife
yesss	joy	0.797	так
dancing	joy	0.797	танці
success	joy	0.797	успіх
grateful	joy	0.789	вдячний
amuse	joy	0.788	розважати
splendor	joy	0.788	пишність
happy	joy	0.788	щасливий
fun	joy	0.788	веселощі
giggling	joy	0.781	хихикаючи
glad	joy	0.781	радий
glorify	joy	0.781	прославляти
radiant	joy	0.781	променистий
beautiful	joy	0.781	гарний
solucky	joy	0.781	такий щасливчик
sothankful	joy	0.781	так вдячний
enchanted	joy	0.781	зачарований
romance	joy	0.779	романтика
perfection	joy	0.779	досконалість
christmassy	joy	0.779	різдво
heavens	joy	0.779	небеса
thrilling	joy	0.776	захоплюючий
lovable	joy	0.773	милий
congrats	joy	0.773	вітаю
fiesta	joy	0.773	фієста
entertain	joy	0.773	розважати
happyvalentinesday	joy	0.773	Щасливого Дня Святого Валентина
miraculous	joy	0.773	чудесний
cheers	joy	0.773	ура
cheered	joy	0.773	підбадьорився
positivity	joy	0.773	позитивність
funday	joy	0.772	веселий день
enjoying	joy	0.771	насолоджуючись
lifeisgood	joy	0.766	життя чудове
amused	joy	0.766	потішив
goodfeeling	joy	0.766	добре відчуття
christmasspirit	joy	0.766	різдвяний дух
cuddling	joy	0.766	обійми
smiles	joy	0.766	посмішки
sosweet	joy	0.766	так мило
thebest	joy	0.766	кращий
party	joy	0.765	партія
delight	joy	0.765	захоплення
orgasm	joy	0.765	оргазм
positive	joy	0.761	позитивний
sweetheart	joy	0.758	кохана
enlighten	joy	0.758	просвітити
cheerfulness	joy	0.758	життєрадісність
miracles	joy	0.758	чудеса
giddy	joy	0.757	запаморочення
christmastime	joy	0.757	Різдвяна пора
gratify	joy	0.750	задовольняти
greatness	joy	0.750	велич
friendliness	joy	0.750	дружелюбність
blessings	joy	0.750	благословення
laughs	joy	0.750	сміється
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	усмішка
pleasing	joy	0.750	приємно
romantic	joy	0.750	романтичний
happyholidays	joy	0.750	щасливих свят
frolic	joy	0.748	пустувати
jubilee	joy	0.742	ювілейний
miracle	joy	0.742	чудо
enthusiasm	joy	0.742	ентузіазм
selflove	joy	0.742	самолюбство
triumph	joy	0.742	тріумфувати
magical	joy	0.742	магічний
rewarding	joy	0.742	нагородження
goodvibes	joy	0.742	позитивні пульсації
positiveenergy	joy	0.742	позитивна енергетика
feelgood	joy	0.736	почуватися добре
prosperity	joy	0.735	процвітання
behappy	joy	0.734	будь щасливий
admiration	joy	0.734	захоплення
passionate	joy	0.734	пристрасний
goodday	joy	0.734	хороший день
luxurious	joy	0.734	розкішний
tgif	joy	0.734	tgif
victory	joy	0.734	перемога
feelinggood	joy	0.734	почуваюсь добре
enchant	joy	0.734	зачарувати
greatnight	joy	0.734	чудова ніч
vivacious	joy	0.734	жвавий
glorification	joy	0.733	прославлення
sing	joy	0.729	співати
glowing	joy	0.729	світиться
yessss	joy	0.728	так
fulfillment	joy	0.728	виконання
breathtaking	joy	0.728	захоплює дух
thankful	joy	0.727	вдячний
cheery	joy	0.727	веселий
santa	joy	0.727	Санта
hurrah	joy	0.727	ура
christmasbreak	joy	0.727	різдвяні канікули
win	joy	0.727	виграти
atpeace	joy	0.727	в мирі
award	joy	0.727	премія
merry	joy	0.727	веселий
inspiration	joy	0.725	натхнення
radiance	joy	0.725	сяйво
pleased	joy	0.725	задоволений
uplift	joy	0.723	піднесення
optimistic	joy	0.723	оптимістичний
heaven	joy	0.721	небо
lucky	joy	0.721	пощастило
godisgreat	joy	0.721	Бог чудовий
holidays	joy	0.721	свята
thrill	joy	0.721	трепет
congratulatory	joy	0.719	вітальні
thriving	joy	0.719	процвітаючий
amusement	joy	0.719	розвага
perfect	joy	0.719	ідеальний
lover	joy	0.719	коханець
xmas	joy	0.719	Різдво
heartfelt	joy	0.719	сердечний
utopian	joy	0.719	утопічний
lovely	joy	0.719	мило
harmony	joy	0.719	гармонія
praising	joy	0.719	вихваляючи
brighten	joy	0.719	освітлювати
luckiest	joy	0.712	найщасливіший
merrychristmas	joy	0.712	щасливого Різдва
magic	joy	0.712	магія
achievement	joy	0.712	досягнення
yay	joy	0.712	ура
holiday	joy	0.712	свято
treasures	joy	0.712	скарби
luxury	joy	0.712	розкіш
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	інтимний
soblessed	joy	0.706	благословенний
yaaay	joy	0.706	агааа
rave	joy	0.706	марити
chuckle	joy	0.706	сміятися
proud	joy	0.704	гордий
winning	joy	0.703	перемога
cherish	joy	0.703	плекати
goodnews	joy	0.703	хороші новини
fuckyeah	joy	0.703	блядь так
optimism	joy	0.703	оптимізм
amazingly	joy	0.703	дивно
lovelife	joy	0.703	любити життя
truelove	joy	0.703	справжня любов
beautification	joy	0.703	благоустрою
satisfying	joy	0.703	задовольняє
appreciates	joy	0.703	цінує
cuddled	joy	0.703	обіймався
goodlife	joy	0.703	добре життя
gooood	joy	0.703	добре
sweetest	joy	0.703	найсолодший
yaay	joy	0.700	ага
entertained	joy	0.700	розважали
excite	joy	0.697	збуджувати
newbeginnings	joy	0.693	нові починання
praisejesus	joy	0.691	хвала Ісусу
birthday	joy	0.691	день народження
greatfriends	joy	0.688	чудові друзі
adoration	joy	0.688	обожнювання
godsend	joy	0.688	знахідка
favorite	joy	0.688	улюблений
content	joy	0.688	вміст
entertaining	joy	0.688	розважальний
honored	joy	0.688	шанований
metime	joy	0.688	час
exquisite	joy	0.688	вишуканий
holidayseason	joy	0.688	сезон відпусток
thankyoujesus	joy	0.688	дякую боже
angelic	joy	0.688	ангельський
goodhealth	joy	0.682	добре здоров'я
majestic	joy	0.682	величний
luscious	joy	0.682	соковитий
memoriesiwontforget	joy	0.682	незабутні спогади
bestfriends	joy	0.682	найкращі друзі
precious	joy	0.682	дорогоцінний
appreciated	joy	0.682	оцінили
exaltation	joy	0.682	екзальтація
smiled	joy	0.682	посміхнувся
brightens	joy	0.682	освітлює
tranquility	joy	0.679	спокій
marry	joy	0.676	одружуватися
embrace	joy	0.676	обійняти
positively	joy	0.676	позитивно
grin	joy	0.672	усмішка
hug	joy	0.672	обійми
hilarious	joy	0.672	веселий
dearest	joy	0.672	найдорожчий
contentment	joy	0.672	задоволення
accomplished	joy	0.672	виконано
relaxation	joy	0.672	розслаблення
bday	joy	0.672	день народження
enliven	joy	0.672	оживити
weeeee	joy	0.672	weeeee
giggles	joy	0.672	хихикає
fulfilled	joy	0.667	виконано
bountiful	joy	0.667	щедрий
victor	joy	0.667	переможець
adore	joy	0.667	обожнюю
boisterous	joy	0.667	бурхливий
fulfill	joy	0.664	виконувати
cuddles	joy	0.662	обійми
prosperous	joy	0.660	процвітаючий
appreciation	joy	0.656	вдячність
serenity	joy	0.656	безтурботність
happynewyear	joy	0.656	щасливого Нового року
humor	joy	0.656	гумор
satisfy	joy	0.656	задовольнити
besties	joy	0.656	найкращі
encouraged	joy	0.656	заохочували
captivate	joy	0.656	захоплювати
christmaseve	joy	0.656	різдвяний вечір
glow	joy	0.656	світіння
romanticism	joy	0.656	романтизм
innerpeace	joy	0.656	внутрішній світ
pleasant	joy	0.656	приємний
praises	joy	0.652	похвали
abundance	joy	0.652	достаток
fortunes	joy	0.652	долі
engaged	joy	0.652	займається
praised	joy	0.652	хвалив
relaxing	joy	0.652	розслабляючий
treasure	joy	0.652	скарб
satisfaction	joy	0.652	задоволення
nothingbetter	joy	0.647	нічого кращого
affection	joy	0.647	прихильність
relieved	joy	0.647	з полегшенням
complement	joy	0.647	доповнюють
carnival	joy	0.643	карнавал
priceless	joy	0.641	безцінний
uplifting	joy	0.641	підняття настрою
sensuality	joy	0.641	чуттєвість
saintly	joy	0.641	святий
champion	joy	0.641	чемпіон
thanksgiving	joy	0.641	подяка
harmoniously	joy	0.641	гармонійно
wedding	joy	0.641	весілля
achieve	joy	0.641	досягти
divine	joy	0.641	божественний
jackpot	joy	0.641	джекпот
honeymoon	joy	0.636	медовий місяць
exalt	joy	0.636	підносити
twinkle	joy	0.636	мерехтіння
comforting	joy	0.636	втішний
felicity	joy	0.636	щастя
peaceful	joy	0.636	мирний
climax	joy	0.636	клімакс
winner	joy	0.636	переможець
reverie	joy	0.636	замріяність
yayy	joy	0.636	yyy
cuddle	joy	0.636	обніматися
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	споглядання зірок
festival	joy	0.625	фестиваль
sweet	joy	0.625	солодкий
generosity	joy	0.625	щедрість
brighter	joy	0.625	яскравіше
praisegod	joy	0.625	Слава Богу
gorgeous	joy	0.625	чудовий
hearts	joy	0.625	серця
amusing	joy	0.625	забавний
fondness	joy	0.625	прихильність
snuggling	joy	0.625	притискаючись
reward	joy	0.625	нагорода
sex	joy	0.622	секс
kind	joy	0.621	вид
genial	joy	0.621	геніальний
parade	joy	0.621	парад
applause	joy	0.621	оплески
beauty	joy	0.621	краса
fulfilling	joy	0.618	виконання
aspiring	joy	0.618	прагнучи
newlife	joy	0.618	нове життя
godbless	joy	0.616	безбожний
virtuous	joy	0.613	доброчесний
kiss	joy	0.610	поцілунок
christmas	joy	0.609	різдво
rainbows	joy	0.609	веселки
elegance	joy	0.609	елегантність
generous	joy	0.609	щедрий
super	joy	0.609	супер
playful	joy	0.609	грайливий
enlightenment	joy	0.609	просвітництво
praiseworthy	joy	0.609	гідний похвали
awards	joy	0.609	нагороди
adorable	joy	0.609	чарівний
rekindle	joy	0.609	запалити знову
winnings	joy	0.609	виграші
independence	joy	0.607	незалежність
amour	joy	0.607	любов
kindness	joy	0.606	доброта
surprises	joy	0.606	сюрпризи
heheh	joy	0.606	хе-хе
hilarity	joy	0.606	веселощі
wonder	joy	0.606	дивуватися
freely	joy	0.606	вільно
