English Word	Emotion	Emotion-Intensity-Score	Khmer Word
humbled	joy	0.234	បន្ទាបខ្លួន
lyre	joy	0.234	ពិណពាទ្យ
pastry	joy	0.229	កុម្មង់នំ
remedy	joy	0.227	សំណង
chilling	joy	0.227	ញាក់
firefly	joy	0.227	ផ្កាភ្លើង
rescue	joy	0.225	ការសង្គ្រោះ
camping	joy	0.221	ការបោះជំរុំ
perspective	joy	0.221	ទស្សនវិស័យ
orchestra	joy	0.221	វង់ភ្លេង
orchard	joy	0.221	ចំការ
breezy	joy	0.219	ខ្យល់
gardens	joy	0.219	សួនច្បារ
castle	joy	0.219	ប្រាសាទ
lamb	joy	0.219	សាច់ចៀម
possess	joy	0.219	មាន
bouttime	joy	0.212	ពេល​វេលា
pho	joy	0.212	ផូ
reggae	joy	0.212	reggae
countrymusic	joy	0.212	ត​ន្រ្តី​ស្រុកស្រែ
teach	joy	0.212	បង្រៀន
brisk	joy	0.212	លឿន
ribbon	joy	0.212	ខ្សែបូ
raindrops	joy	0.212	ដំណក់ទឹកភ្លៀង
mucis	joy	0.212	mucis
repay	joy	0.212	សង
listneing	joy	0.212	ការស្តាប់
nap	joy	0.206	គេង
legalized	joy	0.203	ស្របច្បាប់
unexpected	joy	0.203	មិននឹកស្មានដល់
vernal	joy	0.203	vernal
chant	joy	0.203	សូត្រ
hire	joy	0.203	ជួល
uncontrollable	joy	0.203	មិនអាចគ្រប់គ្រងបាន។
stillness	joy	0.203	ភាពស្ងប់ស្ងាត់
lights	joy	0.203	ភ្លើង
cove	joy	0.203	cove
save	joy	0.200	រក្សាទុក
pastor	joy	0.197	គ្រូគង្វាល
atone	joy	0.197	ធួន
symmetry	joy	0.197	ស៊ីមេទ្រី
trees	joy	0.197	ដើមឈើ
oneday	joy	0.197	មួយថ្ងៃ
scripture	joy	0.196	គម្ពីរ
mountains	joy	0.194	ភ្នំ
craziness	joy	0.188	ភាពឆ្កួត
tea	joy	0.188	តែ
walking	joy	0.188	ដើរ
whiteness	joy	0.188	ភាពស
sympathetic	joy	0.188	អាណិតអាសូរ
forefathers	joy	0.188	បុព្វបុរស
pathway	joy	0.188	ផ្លូវ
custom	joy	0.188	ផ្ទាល់ខ្លួន
quiet	joy	0.188	ស្ងាត់
liquor	joy	0.188	ស្រា
soppy	joy	0.188	soppy
patient	joy	0.186	អ្នកជំងឺ
movingon	joy	0.182	បន្ត​ទៅមុខ​ទៀត
score	joy	0.182	ពិន្ទុ
dollhouse	joy	0.182	ផ្ទះតុក្កតា
bath	joy	0.182	ងូតទឹក
supporter	joy	0.180	អ្នកគាំទ្រ
accompaniment	joy	0.179	អមដំណើរ
pursuit	joy	0.176	ការស្វែងរក
outburst	joy	0.176	ការផ្ទុះឡើង
frosty	joy	0.174	ត្រជាក់
luncheon	joy	0.172	អាហារថ្ងៃត្រង់
service	joy	0.172	សេវាកម្ម
workout	joy	0.172	ធ្វើការ
closure	joy	0.172	ការបិទ
wintery	joy	0.172	រដូវរងា
civilized	joy	0.169	ស៊ីវិល័យ
wages	joy	0.169	ប្រាក់ឈ្នួល
december	joy	0.167	ខែធ្នូ
fain	joy	0.167	សន្លប់
glide	joy	0.162	រអិល
acrobat	joy	0.162	កាយសម្ព័ន្ធ
finally	joy	0.157	ចុងក្រោយ
chai	joy	0.156	ឆៃ
obtainable	joy	0.156	អាចទទួលបាន
elf	joy	0.156	អេលហ្វ
peppermint	joy	0.156	ម្ទេសប្លោក
break	joy	0.156	សម្រាក
reproductive	joy	0.156	បន្តពូជ
stroll	joy	0.156	ដើរលេង
organization	joy	0.156	អង្គការ
bathtub	joy	0.156	អាងងូតទឹក
advent	joy	0.152	ការមកដល់
measured	joy	0.152	វាស់វែង
balm	joy	0.152	ប្រទាលមុខ
scifi	joy	0.152	scifi
spaniel	joy	0.145	អេស្ប៉ាញ
ditty	joy	0.141	ឌីធីធី
oils	joy	0.141	ប្រេង
tan	joy	0.141	តាន់
simple	joy	0.141	សាមញ្ញ
bubble	joy	0.141	ពពុះ
beer	joy	0.141	ស្រាបៀរ
green	joy	0.137	បៃតង
makingdisciples	joy	0.136	ការធ្វើឱ្យសិស្ស
buss	joy	0.136	ឡានក្រុង
books	joy	0.136	សៀវភៅ
chow	joy	0.135	ចូវ
pitter	joy	0.134	រណ្តៅ
flows	joy	0.130	ហូរ
silence	joy	0.127	ភាពស្ងៀមស្ងាត់
bookstore	joy	0.125	បណ្ណាគារ
solitude	joy	0.125	ភាពឯកោ
roadster	joy	0.125	ផ្លូវដែក
circumstances	joy	0.125	កាលៈទេសៈ
wine	joy	0.125	ស្រា
soak	joy	0.121	ត្រាំ
priesthood	joy	0.121	បព្វជិតភាព
japan	joy	0.121	ជប៉ុន
wilderness	joy	0.121	ទីរហោស្ថាន
critical	joy	0.116	រិះគន់
neutral	joy	0.114	អព្យាក្រឹត
hunting	joy	0.109	ការបរបាញ់
sand	joy	0.109	ខ្សាច់
opera	joy	0.109	ល្ខោនអូប៉េរ៉ា
weight	joy	0.109	ទម្ងន់
wind	joy	0.109	ខ្យល់
untie	joy	0.109	ស្រាយ
labor	joy	0.106	ពលកម្ម
classical	joy	0.106	បុរាណ
lake	joy	0.103	បឹង
affliction	joy	0.103	ទុក្ខវេទនា
organ	joy	0.094	សរីរាង្គ
dwelling	joy	0.094	លំនៅដ្ឋាន
tree	joy	0.090	ដើមឈើ
pond	joy	0.089	ស្រះ
marrow	joy	0.078	ខួរឆ្អឹង
latte	joy	0.078	ឡាតេ
sipping	joy	0.076	sipping
benign	joy	0.074	ស្លូតបូត
majority	joy	0.073	ភាគច្រើន
leaf	joy	0.065	ស្លឹក
troubles	joy	0.062	បញ្ហា
basketball	joy	0.062	បាល់បោះ
explosions	joy	0.061	ការផ្ទុះ
cream	joy	0.061	ក្រែម
shepherd	joy	0.058	អ្នកគង្វាល
tuesday	joy	0.047	ថ្ងៃអង្គារ
turbulence	joy	0.045	ភាពច្របូកច្របល់
calf	joy	0.040	កូនគោ
hardship	joy	0.031	ភាពលំបាក
unhappiness	joy	0.016	ភាពមិនសប្បាយចិត្ត
sixty	joy	0.016	ហុកសិប
mourning	sadness	0.969	ការកាន់ទុក្ខ
heartbreaking	sadness	0.969	ខូចចិត្ត
tragic	sadness	0.961	សោកនាដកម្ម
holocaust	sadness	0.953	វិនាសកម្ម
suicidal	sadness	0.941	ការធ្វើអត្តឃាត
misery	sadness	0.938	ទុក្ខវេទនា
massacre	sadness	0.931	ការសម្លាប់រង្គាល។
euthanasia	sadness	0.927	euthanasia
depression	sadness	0.925	ជំងឺធ្លាក់ទឹកចិត្ត
grieving	sadness	0.922	សោកសៅ
bereavement	sadness	0.922	ការ​បាត់​បង់​ជីវិត
fatal	sadness	0.922	ស្លាប់
bereaved	sadness	0.920	បាត់បង់ជីវិត
devastation	sadness	0.917	ការបំផ្លិចបំផ្លាញ
death	sadness	0.915	ការស្លាប់
devastated	sadness	0.912	បំផ្លិចបំផ្លាញ
suicide	sadness	0.912	អត្តឃាត
catastrophe	sadness	0.911	គ្រោះមហន្តរាយ
horrifying	sadness	0.907	រន្ធត់
died	sadness	0.906	ស្លាប់
tragedy	sadness	0.906	សោកនាដកម្ម
depressing	sadness	0.906	ធ្លាក់ទឹកចិត្ត
anguish	sadness	0.902	ទុក្ខព្រួយ
agony	sadness	0.900	ការឈឺចាប់
deadly	sadness	0.898	ស្លាប់
weeping	sadness	0.896	យំ
stillbirth	sadness	0.891	ការ​សម្រាល​កូន
deceased	sadness	0.891	ស្លាប់
murderer	sadness	0.877	ឃាតករ
cancer	sadness	0.875	មហារីក
dying	sadness	0.875	ស្លាប់
rape	sadness	0.875	ការរំលោភ
devastating	sadness	0.875	បំផ្លិចបំផ្លាញ
morbidity	sadness	0.864	ជំងឺ
sadness	sadness	0.864	ទុក្ខព្រួយ
execution	sadness	0.859	ការប្រតិបត្តិ
traumatic	sadness	0.859	របួស
perish	sadness	0.859	វិនាស
grief	sadness	0.859	ទុក្ខព្រួយ
abandonment	sadness	0.859	ការបោះបង់ចោល
atrocity	sadness	0.859	អំពើឃោរឃៅ
crucifixion	sadness	0.859	ការឆ្កាង
depressed	sadness	0.859	ធ្លាក់ទឹកចិត្ត
cadaver	sadness	0.853	សាកសព
treachery	sadness	0.848	ការក្បត់ជាតិ
betrayed	sadness	0.848	ក្បត់
grieve	sadness	0.844	សោកសៅ
suffering	sadness	0.844	រងទុក្ខ
funeral	sadness	0.844	ពិធីបុណ្យ​សព
destroyed	sadness	0.844	បំផ្លាញ
homicide	sadness	0.844	ឃាតកម្ម
hopelessness	sadness	0.844	ភាពអស់សង្ឃឹម
slaughtering	sadness	0.844	ការសំលាប់
persecution	sadness	0.844	ការបៀតបៀន
murderous	sadness	0.844	ឃាតកម្ម
sorrow	sadness	0.844	ទុក្ខព្រួយ
miserable	sadness	0.844	វេទនា
sad	sadness	0.844	សោកសៅ
horrific	sadness	0.844	រន្ធត់
unhappiness	sadness	0.839	ភាពមិនសប្បាយចិត្ត
bloodshed	sadness	0.836	ការបង្ហូរឈាម
crippled	sadness	0.836	ពិការ
carnage	sadness	0.833	ការសម្លាប់រង្គាល
pained	sadness	0.833	ឈឺចាប់
manslaughter	sadness	0.833	ឃាតកម្ម
unbearable	sadness	0.830	មិនអាចទ្រាំទ្របាន។
stillborn	sadness	0.830	ទារកមិនទាន់កើត
morbid	sadness	0.828	ជំងឺ
annihilation	sadness	0.828	ការបំផ្លាញ
helplessness	sadness	0.828	ភាពអស់សង្ឃឹម
mourn	sadness	0.828	កាន់ទុក្ខ
murder	sadness	0.828	ឃាតកម្ម
slavery	sadness	0.828	ទាសភាព
abandoned	sadness	0.828	បោះបង់ចោល
horrors	sadness	0.828	រន្ធត់
mutilation	sadness	0.828	ការបំផ្លិចបំផ្លាញ
annihilated	sadness	0.828	វិនាស
casualty	sadness	0.828	ជនរងគ្រោះ
enslaved	sadness	0.828	ធ្វើជាទាសករ
sickness	sadness	0.828	ជំងឺ
torment	sadness	0.828	ការធ្វើទារុណកម្ម
miscarriage	sadness	0.824	ការរលូតកូន
starvation	sadness	0.819	ការអត់ឃ្លាន
mournful	sadness	0.812	កាន់ទុក្ខ
sadly	sadness	0.812	សោកសៅ
famine	sadness	0.812	ទុរ្ភិក្ស
burial	sadness	0.812	ការបញ្ចុះសព
distraught	sadness	0.812	ខកចិត្ត
failure	sadness	0.812	បរាជ័យ
killing	sadness	0.812	ការសម្លាប់
despair	sadness	0.812	អស់សង្ឃឹម
cruelty	sadness	0.812	ភាពឃោរឃៅ
saddens	sadness	0.812	សោកសៅ
oppression	sadness	0.812	ការគៀបសង្កត់
heartache	sadness	0.812	ឈឺចិត្ត
terrorism	sadness	0.812	ភេរវកម្ម
disgrace	sadness	0.812	អាម៉ាស់
childloss	sadness	0.812	ការបាត់បង់កុមារ
bloody	sadness	0.806	បង្ហូរឈាម
perishing	sadness	0.804	វិនាស
inhumanity	sadness	0.804	អមនុស្សធម៌
malignancy	sadness	0.803	សាហាវ
mortification	sadness	0.802	ការស្លាប់
slave	sadness	0.797	ទាសករ
lifeless	sadness	0.797	គ្មានជីវិត
sarcoma	sadness	0.797	sarcoma
dreadfully	sadness	0.797	គួរឲ្យខ្លាច
assassination	sadness	0.797	ការធ្វើឃាត
perished	sadness	0.797	ស្លាប់
kill	sadness	0.797	សម្លាប់
devastate	sadness	0.797	បំផ្លិចបំផ្លាញ
dreadful	sadness	0.797	គួរឱ្យខ្លាច
mortuary	sadness	0.797	កន្លែងបញ្ចុះសព
leukemia	sadness	0.797	ជំងឺមហារីកឈាម
lethal	sadness	0.797	ដ៍សាហាវ
desolation	sadness	0.797	ភាពស្ងាត់ជ្រងំ
gallows	sadness	0.797	ប្រឡាយ
brokenheart	sadness	0.792	ខូចចិត្ត
banishment	sadness	0.790	ការបណ្តេញចេញ
afflict	sadness	0.789	រងទុក្ខ
disheartened	sadness	0.788	ខកចិត្ត
bury	sadness	0.781	កប់
terrorize	sadness	0.781	ភេរវករ
crying	sadness	0.781	យំ
demoralized	sadness	0.781	ធ្លាក់ទឹកចិត្ត
tumour	sadness	0.781	ដុំសាច់
heartbreak	sadness	0.781	ខូចចិត្ត
desecration	sadness	0.781	ការប្រមាថ
die	sadness	0.773	ស្លាប់
lynch	sadness	0.773	lynch
sufferer	sadness	0.770	អ្នកជំងឺ
fatality	sadness	0.766	ការស្លាប់
diseased	sadness	0.766	មានជម្ងឺ
doomed	sadness	0.766	វិនាស
fearful	sadness	0.766	គួរឱ្យភ័យខ្លាច
destitute	sadness	0.766	ទុរគត
abortion	sadness	0.766	ការរំលូតកូន
condolence	sadness	0.766	រំលែកទុក្ខ
torture	sadness	0.766	ការធ្វើទារុណកម្ម
dismemberment	sadness	0.766	ការ​បែក​ខ្ញែក
slayer	sadness	0.766	ឃាតករ
loneliness	sadness	0.766	ភាពឯកោ
cemetery	sadness	0.766	ទីបញ្ចុះសព
moribund	sadness	0.758	មរតក
painfully	sadness	0.758	ឈឺចាប់
disaster	sadness	0.758	គ្រោះមហន្តរាយ
depress	sadness	0.755	ធ្លាក់ទឹកចិត្ត
condemnation	sadness	0.754	ការថ្កោលទោស
obliteration	sadness	0.750	ការលុបបំបាត់ចោល
damnation	sadness	0.750	ការប្រមាថ
sorrowful	sadness	0.750	ទុក្ខព្រួយ
desperation	sadness	0.750	ការអស់សង្ឃឹម
cry	sadness	0.750	យំ
terrorist	sadness	0.750	ភេរវករ
painful	sadness	0.750	ឈឺចាប់
abduction	sadness	0.750	ការចាប់ពង្រត់
incest	sadness	0.750	incest
corpse	sadness	0.750	សាកសព
deplorable	sadness	0.750	គួរ​ឲ្យ​អាណិត
pandemic	sadness	0.750	ការរាតត្បាតសកល
sickening	sadness	0.750	ឈឺ
hemorrhage	sadness	0.750	ការធ្លាក់ឈាម
guilt	sadness	0.750	កំហុស
depressive	sadness	0.750	ជំងឺធ្លាក់ទឹកចិត្ត
doomsday	sadness	0.750	ថ្ងៃវិនាស
defeated	sadness	0.750	ចាញ់
victimized	sadness	0.750	រងគ្រោះ
regretful	sadness	0.750	ដែល​សោក​ស្តា​យ
unhappy	sadness	0.750	មិនសប្បាយចិត្ត
unfairness	sadness	0.745	អយុត្តិធម៌
molestation	sadness	0.744	ការរំលោភបំពាន
abysmal	sadness	0.742	អាប់អួរ
exile	sadness	0.742	និរទេសខ្លួន
hellish	sadness	0.738	នរក
exterminate	sadness	0.736	សម្លាប់ចោល
destroying	sadness	0.734	បំផ្លាញ
miserably	sadness	0.734	វេទនា
disastrous	sadness	0.734	មហន្តរាយ
battered	sadness	0.734	ខូច
morgue	sadness	0.734	កន្លែងដាក់សព
assassin	sadness	0.734	ឃាតក
horrid	sadness	0.734	រន្ធត់
disgraced	sadness	0.734	អាម៉ាស់
homeless	sadness	0.734	គ្មានផ្ទះសម្បែង
earthquake	sadness	0.734	ការរញ្ជួយដី
orphan	sadness	0.734	កុមារកំព្រា
slaughter	sadness	0.734	ការសំលាប់
warfare	sadness	0.734	សង្គ្រាម
betrayal	sadness	0.734	ការក្បត់ជាតិ
lonesome	sadness	0.734	ឯកោ
listless	sadness	0.729	គ្មានបញ្ជី
unfortunately	sadness	0.727	ជាអកុសល
emptiness	sadness	0.727	ភាពទទេ
grave	sadness	0.727	ផ្នូរ
alienated	sadness	0.727	ដាច់ឆ្ងាយ
fraught	sadness	0.722	fraught
violently	sadness	0.719	យ៉ាង​ហឹង្សា
woe	sadness	0.719	វេទនា
heartless	sadness	0.719	គ្មានបេះដូង
malicious	sadness	0.719	ព្យាបាទ
missing	sadness	0.719	បាត់
paralysis	sadness	0.719	ខ្វិន
horror	sadness	0.719	ភ័យរន្ធត់
ashamed	sadness	0.719	ខ្មាស់
forsaken	sadness	0.719	បោះបង់ចោល
emaciated	sadness	0.719	ស្លេកស្លាំង
atrophy	sadness	0.719	ស្ពឹក
danger	sadness	0.719	គ្រោះថ្នាក់
pain	sadness	0.719	ការឈឺចាប់
cripple	sadness	0.719	ពិការ
cried	sadness	0.719	យំ
disheartening	sadness	0.719	ការខកចិត្ត
leprosy	sadness	0.719	ជំងឺឃ្លង់
demise	sadness	0.717	ការស្លាប់
disgruntled	sadness	0.712	មិនសប្បាយចិត្ត
rejected	sadness	0.712	បដិសេធ
sickly	sadness	0.712	ឈឺ
